prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-08-02,30,"('Africa', 'South Africa', 'None')",58.853,61.312,344067.903,7339.484,119568415226.226,56801222.387,r_rh
2020-08-02,30,"('Asia', 'Japan', 'None')",61.384,15.513,34923.613,182.194,1301391658.129,41660.258,r_rh
2020-08-02,30,"('Asia', 'Russia', 'None')",25.038,22.451,233029.032,3565.355,56175123094.065,13369688.258,r_rh
2020-08-02,30,"('Europe', 'Italy', 'None')",6.017,1.851,15576.419,654.419,287403737.903,443212.935,r_rh
2020-08-02,30,"('Europe', 'Spain', 'None')",29.284,1.843,112241.484,530.935,15348641942.968,326286.097,r_rh
2020-08-02,30,"('North America', 'US', 'Alabama')",51.609,28.001,56974.903,545.935,3351264151.806,319452.71,r_rh
2020-08-02,30,"('North America', 'US', 'Alaska')",63.286,34.978,2749.032,10.903,7958443.226,141.032,r_rh
2020-08-02,30,"('North America', 'US', 'Arizona')",45.911,38.699,88639.323,1757.0,7906298758.806,3216941.387,r_rh
2020-08-02,30,"('North America', 'US', 'Arkansas')",49.405,43.842,26578.677,283.129,731910384.935,89553.065,r_rh
2020-08-02,30,"('North America', 'US', 'California')",54.101,32.005,340152.323,3713.29,119742812539.226,14966223.161,r_rh
2020-08-02,30,"('North America', 'US', 'Colorado')",33.268,7.034,17784.903,133.806,324986019.032,18936.968,r_rh
2020-08-02,30,"('North America', 'US', 'Connecticut')",7.395,2.071,3804.226,92.258,15275872.484,8609.806,r_rh
2020-08-02,30,"('North America', 'US', 'Delaware')",23.662,6.818,3891.452,40.645,15731214.548,1673.935,r_rh
2020-08-02,30,"('North America', 'US', 'District of Columbia')",21.334,2.753,2836.323,16.516,8329527.677,309.871,r_rh
2020-08-02,30,"('North America', 'US', 'Florida')",57.449,45.831,327965.387,4415.29,109385976237.452,21104999.355,r_rh
2020-08-02,30,"('North America', 'US', 'Georgia')",53.405,29.772,127686.355,1461.419,16882322687.129,2446332.387,r_rh
2020-08-02,30,"('North America', 'US', 'Hawaii')",75.47,44.47,4184.871,21.032,21395474.29,603.226,r_rh
2020-08-02,30,"('North America', 'US', 'Idaho')",62.043,50.589,17262.161,146.581,308816550.548,24022.71,r_rh
2020-08-02,30,"('North America', 'US', 'Illinois')",27.208,5.067,58113.613,407.613,3654955107.742,188835.355,r_rh
2020-08-02,30,"('North America', 'US', 'Indiana')",34.766,10.822,28746.806,343.548,891791563.194,128850.323,r_rh
2020-08-02,30,"('North America', 'US', 'Iowa')",39.247,20.264,21547.935,206.323,500577593.871,47956.903,r_rh
2020-08-02,30,"('North America', 'US', 'Kansas')",50.154,23.736,17826.677,98.677,338752300.355,10472.935,r_rh
2020-08-02,30,"('North America', 'US', 'Kentucky')",50.097,19.405,20352.871,165.355,443491860.355,31141.548,r_rh
2020-08-02,30,"('North America', 'US', 'Louisiana')",48.678,22.91,67050.677,1051.29,4561735283.71,1195749.419,r_rh
2020-08-02,30,"('North America', 'US', 'Maine')",19.201,10.077,815.065,12.935,697786.871,175.71,r_rh
2020-08-02,30,"('North America', 'US', 'Maryland')",27.359,6.019,27636.258,220.613,793606263.677,53268.355,r_rh
2020-08-02,30,"('North America', 'US', 'Massachusetts')",9.519,7.553,11165.774,670.032,131989731.71,463701.645,r_rh
2020-08-02,30,"('North America', 'US', 'Michigan')",28.364,5.2,29427.226,344.484,909157075.806,126775.129,r_rh
2020-08-02,30,"('North America', 'US', 'Minnesota')",38.164,6.758,25449.226,121.516,683206695.29,18945.516,r_rh
2020-08-02,30,"('North America', 'US', 'Mississippi')",52.598,33.358,38646.613,719.71,1541152222.161,569172.355,r_rh
2020-08-02,30,"('North America', 'US', 'Missouri')",57.647,18.871,40440.129,269.161,1740813878.903,79117.677,r_rh
2020-08-02,30,"('North America', 'US', 'Montana')",67.031,53.404,3953.968,45.806,16626060.613,2257.742,r_rh
2020-08-02,30,"('North America', 'US', 'Nebraska')",28.036,13.449,8692.226,50.065,80720940.29,2871.484,r_rh
2020-08-02,30,"('North America', 'US', 'Nevada')",60.665,40.44,37322.484,454.097,1426767643.839,228733.645,r_rh
2020-08-02,30,"('North America', 'US', 'New Hampshire')",13.492,1.671,947.29,7.129,932462.839,59.323,r_rh
2020-08-02,30,"('North America', 'US', 'New Jersey')",7.913,3.205,14880.903,509.839,230181081.677,261124.226,r_rh
2020-08-02,30,"('North America', 'US', 'New Mexico')",37.163,16.128,8758.935,117.484,78460876.548,15101.806,r_rh
2020-08-02,30,"('North America', 'US', 'New York')",7.105,2.169,30327.355,711.871,951698174.968,511735.935,r_rh
