prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-08-02,30,"('Africa', 'South Africa', 'None')",57.28,57.286,334915.71,6871.226,113341144527.645,50056433.613,p_v
2020-08-02,30,"('Asia', 'Japan', 'None')",59.953,9.941,34146.129,119.29,1247671008.129,22476.323,p_v
2020-08-02,30,"('Asia', 'Russia', 'None')",23.743,20.517,221077.645,3261.129,50733692528.419,11259223.323,p_v
2020-08-02,30,"('Europe', 'Italy', 'None')",6.032,1.912,15614.452,676.0,288591916.065,471917.677,p_v
2020-08-02,30,"('Europe', 'Spain', 'None')",29.116,2.01,111640.516,578.935,15214085818.903,379559.903,p_v
2020-08-02,30,"('North America', 'US', 'Alabama')",53.914,31.562,59477.581,614.194,3643248518.871,400103.548,p_v
2020-08-02,30,"('North America', 'US', 'Alaska')",63.578,34.978,2761.29,10.903,8025755.677,141.032,p_v
2020-08-02,30,"('North America', 'US', 'Arizona')",46.286,40.585,89362.161,1841.613,8035397797.452,3525778.323,p_v
2020-08-02,30,"('North America', 'US', 'Arkansas')",52.603,43.244,28267.71,279.516,824594137.129,87568.484,p_v
2020-08-02,30,"('North America', 'US', 'California')",53.687,31.589,337600.645,3666.71,118013044046.516,14627771.806,p_v
2020-08-02,30,"('North America', 'US', 'Colorado')",34.591,6.496,18485.677,123.613,350417387.161,16246.839,p_v
2020-08-02,30,"('North America', 'US', 'Connecticut')",7.949,1.594,4088.0,71.0,17515508.258,5142.548,p_v
2020-08-02,30,"('North America', 'US', 'Delaware')",21.836,7.289,3593.839,43.452,13497880.29,1913.258,p_v
2020-08-02,30,"('North America', 'US', 'District of Columbia')",17.359,5.23,2311.839,31.323,5626233.323,1031.452,p_v
2020-08-02,30,"('North America', 'US', 'Florida')",58.124,45.365,331783.968,4371.935,111904134595.71,20717369.355,p_v
2020-08-02,30,"('North America', 'US', 'Georgia')",55.713,30.291,133099.129,1486.129,18296194381.645,2523054.774,p_v
2020-08-02,30,"('North America', 'US', 'Hawaii')",73.281,44.47,4085.839,21.032,20573921.774,603.226,p_v
2020-08-02,30,"('North America', 'US', 'Idaho')",63.343,52.406,17615.226,151.581,321136579.742,25550.548,p_v
2020-08-02,30,"('North America', 'US', 'Illinois')",24.932,6.235,53361.419,500.935,3124411240.71,275141.516,p_v
2020-08-02,30,"('North America', 'US', 'Indiana')",37.664,10.519,31078.161,334.0,1031731535.387,122253.419,p_v
2020-08-02,30,"('North America', 'US', 'Iowa')",37.482,17.825,20606.71,182.129,460805464.839,38529.419,p_v
2020-08-02,30,"('North America', 'US', 'Kansas')",46.849,25.233,16689.581,104.839,299408769.903,11771.548,p_v
2020-08-02,30,"('North America', 'US', 'Kentucky')",52.252,18.198,21197.645,155.323,478679046.226,27860.677,p_v
2020-08-02,30,"('North America', 'US', 'Louisiana')",47.46,24.04,65385.097,1102.161,4341042560.645,1305664.613,p_v
2020-08-02,30,"('North America', 'US', 'Maine')",29.088,10.409,1230.806,13.355,1549045.581,185.613,p_v
2020-08-02,30,"('North America', 'US', 'Maryland')",25.156,6.918,25433.323,253.387,676421778.871,69048.419,p_v
2020-08-02,30,"('North America', 'US', 'Massachusetts')",8.499,3.995,9975.516,355.194,106793595.516,140621.129,p_v
2020-08-02,30,"('North America', 'US', 'Michigan')",26.486,4.015,27506.194,266.258,799724787.935,78911.419,p_v
2020-08-02,30,"('North America', 'US', 'Minnesota')",39.318,6.432,26203.129,115.742,722306273.0,17462.903,p_v
2020-08-02,30,"('North America', 'US', 'Mississippi')",50.858,29.927,37389.129,647.774,1445339958.548,468666.613,p_v
2020-08-02,30,"('North America', 'US', 'Missouri')",58.044,17.26,40708.968,246.419,1762752338.0,66932.161,p_v
2020-08-02,30,"('North America', 'US', 'Montana')",66.937,53.863,3948.645,46.194,16583820.774,2296.839,p_v
2020-08-02,30,"('North America', 'US', 'Nebraska')",28.298,12.497,8772.032,46.548,82118241.581,2499.194,p_v
2020-08-02,30,"('North America', 'US', 'Nevada')",58.245,37.247,35856.0,419.677,1319385451.226,198113.226,p_v
2020-08-02,30,"('North America', 'US', 'New Hampshire')",17.101,7.368,1199.419,31.323,1474964.452,996.29,p_v
2020-08-02,30,"('North America', 'US', 'New Jersey')",7.429,3.278,13972.516,521.419,203959320.387,273044.903,p_v
2020-08-02,30,"('North America', 'US', 'New Mexico')",38.276,15.356,9019.194,111.903,83100758.097,13749.194,p_v
2020-08-02,30,"('North America', 'US', 'New York')",7.458,2.208,31830.484,724.806,1045143502.355,530332.548,p_v
2020-08-02,30,"('North America', 'US', 'North Carolina')",46.755,26.813,71362.806,651.968,5278109054.677,466224.226,p_v
2020-08-02,30,"('North America', 'US', 'North Dakota')",46.398,23.142,4312.484,29.968,21123344.935,1048.871,p_v
2020-08-02,30,"('North America', 'US', 'Ohio')",42.1,17.333,46298.032,676.323,2227091677.968,495232.194,p_v
2020-08-02,30,"('North America', 'US', 'Oklahoma')",61.381,32.098,30297.032,223.935,956539881.806,56400.0,p_v
2020-08-02,30,"('North America', 'US', 'Oregon')",59.188,38.256,13872.806,153.484,197941887.258,25254.452,p_v
2020-08-02,30,"('North America', 'US', 'Pennsylvania')",23.808,6.461,31008.29,484.387,1001592076.677,254544.387,p_v
2020-08-02,30,"('North America', 'US', 'Rhode Island')",14.991,2.462,3115.161,25.548,10418780.839,783.29,p_v
2020-08-02,30,"('North America', 'US', 'South Carolina')",51.696,45.001,55448.032,1051.355,3136750400.032,1183503.161,p_v
2020-08-02,30,"('North America', 'US', 'South Dakota')",27.303,19.33,3038.968,30.0,11124353.806,974.065,p_v
2020-08-02,30,"('North America', 'US', 'Tennessee')",53.467,38.723,72311.677,569.484,5420096926.71,367723.871,p_v
2020-08-02,30,"('North America', 'US', 'Texas')",56.575,53.023,316009.742,5678.226,103029490736.581,34693754.032,p_v
2020-08-02,30,"('North America', 'US', 'Utah')",46.18,34.196,21789.323,126.903,485678125.839,16921.935,p_v
2020-08-02,30,"('North America', 'US', 'Vermont')",19.631,3.23,300.29,1.871,94083.71,3.613,p_v
2020-08-02,30,"('North America', 'US', 'Virginia')",35.689,16.664,38697.742,404.742,1571651308.065,174612.419,p_v
2020-08-02,30,"('North America', 'US', 'Washington')",44.63,21.643,30262.742,390.194,941218701.645,162785.484,p_v
2020-08-02,30,"('North America', 'US', 'West Virginia')",50.398,36.298,4393.839,63.032,20372283.774,4898.194,p_v
2020-08-02,30,"('North America', 'US', 'Wisconsin')",48.159,15.837,32107.516,167.548,1072664845.903,30729.419,p_v
2020-08-02,30,"('North America', 'US', 'Wyoming')",43.466,23.135,1470.161,7.806,2271952.161,75.742,p_v
2020-08-02,30,"('South America', 'Brazil', 'None')",51.558,28.582,1751449.774,31545.613,3198775276104.806,1057377679.161,p_v
