prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-09-02,30,"('Africa', 'South Africa', 'None')",42.834,50.489,280848.581,7961.226,79068733034.774,63856935.29,r_rh
2020-09-02,30,"('Asia', 'Japan', 'None')",56.192,28.813,43562.097,427.548,1916988804.548,188863.548,r_rh
2020-09-02,30,"('Asia', 'Russia', 'None')",27.888,25.398,304752.323,4877.645,95815554593.161,24854213.774,r_rh
2020-09-02,30,"('Europe', 'Italy', 'None')",15.739,2.076,46841.387,741.419,2388724410.032,566521.226,r_rh
2020-09-02,30,"('Europe', 'Spain', 'None')",50.931,6.199,325885.032,1907.032,115013962974.645,4366813.613,r_rh
2020-09-02,30,"('North America', 'US', 'Alabama')",47.47,30.334,67824.516,730.032,4671313300.645,542471.065,r_rh
2020-09-02,30,"('North America', 'US', 'Alaska')",57.032,43.121,3810.742,20.323,15114625.516,444.194,r_rh
2020-09-02,30,"('North America', 'US', 'Arizona')",35.529,36.112,75221.645,1956.968,5684437422.548,3859608.452,r_rh
2020-09-02,30,"('North America', 'US', 'Arkansas')",53.285,58.806,39436.29,666.71,1604425523.258,476469.226,r_rh
2020-09-02,30,"('North America', 'US', 'California')",47.382,37.956,368017.806,5621.032,136383420795.161,32232283.806,r_rh
2020-09-02,30,"('North America', 'US', 'Colorado')",33.513,7.74,21600.548,155.677,484939009.0,25208.516,r_rh
2020-09-02,30,"('North America', 'US', 'Connecticut')",11.016,1.645,6127.968,73.871,39789924.29,5653.097,r_rh
2020-09-02,30,"('North America', 'US', 'Delaware')",24.809,7.512,4809.452,46.806,24077242.935,2305.516,r_rh
2020-09-02,30,"('North America', 'US', 'District of Columbia')",21.102,4.724,3126.355,29.258,9940440.548,888.29,r_rh
2020-09-02,30,"('North America', 'US', 'Florida')",44.55,42.136,300780.548,5518.839,91010615257.645,31264351.935,r_rh
2020-09-02,30,"('North America', 'US', 'Georgia')",44.946,34.432,135099.355,2247.742,18438367466.129,5196103.29,r_rh
2020-09-02,30,"('North America', 'US', 'Hawaii')",72.924,67.728,8058.452,75.129,65953257.806,6044.419,r_rh
2020-09-02,30,"('North America', 'US', 'Idaho')",54.355,53.747,20252.161,231.323,419612565.71,54512.097,r_rh
2020-09-02,30,"('North America', 'US', 'Illinois')",34.152,8.712,93222.548,755.452,8981668208.29,607950.355,r_rh
2020-09-02,30,"('North America', 'US', 'Indiana')",42.045,11.823,46064.129,413.774,2181161619.677,179846.871,r_rh
2020-09-02,30,"('North America', 'US', 'Iowa')",44.248,22.031,35025.613,278.613,1279061645.548,81947.839,r_rh
2020-09-02,30,"('North America', 'US', 'Kansas')",48.103,30.411,25082.871,178.806,652680049.968,36605.0,r_rh
2020-09-02,30,"('North America', 'US', 'Kentucky')",50.912,24.87,30712.355,272.71,979229284.484,78780.581,r_rh
2020-09-02,30,"('North America', 'US', 'Louisiana')",37.55,20.32,59847.0,1079.129,3607952668.935,1189771.258,r_rh
2020-09-02,30,"('North America', 'US', 'Maine')",24.337,11.14,1225.032,15.355,1571345.613,243.935,r_rh
2020-09-02,30,"('North America', 'US', 'Maryland')",26.736,8.42,31724.581,326.129,1030217260.452,109435.097,r_rh
2020-09-02,30,"('North America', 'US', 'Massachusetts')",12.355,5.962,15725.677,554.0,259873508.194,321795.806,r_rh
2020-09-02,30,"('North America', 'US', 'Michigan')",31.758,6.805,40532.258,473.871,1698281356.065,234174.774,r_rh
2020-09-02,30,"('North America', 'US', 'Minnesota')",42.68,13.657,37939.194,273.871,1489486264.871,79220.194,r_rh
2020-09-02,30,"('North America', 'US', 'Mississippi')",45.535,36.849,41961.097,1022.258,1779720090.387,1065015.484,r_rh
2020-09-02,30,"('North America', 'US', 'Missouri')",56.99,24.521,63078.161,458.903,4140653175.839,236280.129,r_rh
2020-09-02,30,"('North America', 'US', 'Montana')",63.098,59.239,6473.839,88.258,45085285.516,8360.71,r_rh
2020-09-02,30,"('North America', 'US', 'Nebraska')",34.007,17.443,13859.484,78.548,204364834.065,6870.032,r_rh
2020-09-02,30,"('North America', 'US', 'Nevada')",43.981,38.392,33082.0,575.742,1104526878.323,338028.452,r_rh
2020-09-02,30,"('North America', 'US', 'New Hampshire')",17.449,2.155,1376.258,9.419,1997304.323,93.613,r_rh
2020-09-02,30,"('North America', 'US', 'New Jersey')",9.649,2.532,19253.581,406.645,387439733.129,167868.129,r_rh
2020-09-02,30,"('North America', 'US', 'New Mexico')",31.536,17.867,8682.742,150.387,76901381.452,23352.194,r_rh
2020-09-02,30,"('North America', 'US', 'New York')",9.078,2.027,40749.419,670.452,1712081494.065,453247.226,r_rh
2020-09-02,30,"('North America', 'US', 'North Carolina')",44.069,36.788,86489.29,1179.258,7610706592.903,1447756.032,r_rh
2020-09-02,30,"('North America', 'US', 'North Dakota')",59.784,36.478,10435.548,72.677,118507553.355,6437.065,r_rh
2020-09-02,30,"('North America', 'US', 'Ohio')",39.845,17.796,56606.935,813.935,3282871016.871,702966.323,r_rh
2020-09-02,30,"('North America', 'US', 'Oklahoma')",56.296,33.901,42179.097,318.355,1858025911.419,105483.645,r_rh
2020-09-02,30,"('North America', 'US', 'Oregon')",49.409,40.092,15065.452,208.323,231261555.452,44180.129,r_rh
2020-09-02,30,"('North America', 'US', 'Pennsylvania')",27.265,7.844,41910.677,623.581,1811517778.161,408446.871,r_rh
2020-09-02,30,"('North America', 'US', 'Rhode Island')",18.839,5.896,4443.806,64.387,20534673.419,4469.29,r_rh
2020-09-02,30,"('North America', 'US', 'South Carolina')",44.449,41.023,60471.0,1289.161,3735222967.194,1695163.419,r_rh
2020-09-02,30,"('North America', 'US', 'South Dakota')",48.882,28.664,9071.806,57.387,90003175.355,3702.355,r_rh
2020-09-02,30,"('North America', 'US', 'Tennessee')",49.502,47.887,88744.065,1041.065,8026491114.065,1129769.065,r_rh
2020-09-02,30,"('North America', 'US', 'Texas')",48.603,47.915,345347.258,7098.968,121197349121.903,51195490.065,r_rh
2020-09-02,30,"('North America', 'US', 'Utah')",45.391,29.666,28604.0,130.194,865615903.806,17143.613,r_rh
2020-09-02,30,"('North America', 'US', 'Vermont')",22.201,1.724,377.871,1.0,144330.194,1.0,r_rh
2020-09-02,30,"('North America', 'US', 'Virginia')",36.526,18.856,50308.516,561.258,2596847474.839,357463.129,r_rh
2020-09-02,30,"('North America', 'US', 'Washington')",39.823,19.171,32608.806,390.968,1078463835.323,156705.226,r_rh
2020-09-02,30,"('North America', 'US', 'West Virginia')",51.943,47.561,7081.0,143.355,52967869.387,22119.419,r_rh
2020-09-02,30,"('North America', 'US', 'Wisconsin')",52.404,18.952,52339.806,235.419,2971811966.129,58431.161,r_rh
2020-09-02,30,"('North America', 'US', 'Wyoming')",44.956,34.708,2206.774,16.323,5363460.323,283.677,r_rh
2020-09-02,30,"('South America', 'Brazil', 'None')",47.315,29.671,2111058.742,40129.129,4521806122147.839,1649010311.0,r_rh
