prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-09-02,30,"('Africa', 'South Africa', 'None')",38.215,41.992,250598.516,6625.323,62990511485.355,44335558.419,r_d
2020-09-02,30,"('Asia', 'Japan', 'None')",55.017,24.877,42656.452,369.677,1838901511.935,142609.097,r_d
2020-09-02,30,"('Asia', 'Russia', 'None')",28.189,27.706,308008.613,5315.806,97811577112.484,29326080.516,r_d
2020-09-02,30,"('Europe', 'Italy', 'None')",16.266,1.642,48385.581,586.419,2535767678.742,360706.226,r_d
2020-09-02,30,"('Europe', 'Spain', 'None')",51.059,6.209,326670.677,1910.032,115526664422.548,4378264.806,r_d
2020-09-02,30,"('North America', 'US', 'Alabama')",45.911,31.334,65614.419,754.0,4376409395.452,578164.516,r_d
2020-09-02,30,"('North America', 'US', 'Alaska')",56.162,42.225,3753.968,19.871,14684901.774,422.129,r_d
2020-09-02,30,"('North America', 'US', 'Arizona')",35.639,36.205,75454.742,1962.0,5719557921.065,3879343.742,r_d
2020-09-02,30,"('North America', 'US', 'Arkansas')",50.109,56.079,37125.677,637.129,1427514197.161,437844.484,r_d
2020-09-02,30,"('North America', 'US', 'California')",44.565,33.433,346213.677,4955.806,120809079629.161,25179510.258,r_d
2020-09-02,30,"('North America', 'US', 'Colorado')",31.892,9.378,20569.161,188.516,441436012.0,36530.968,r_d
2020-09-02,30,"('North America', 'US', 'Connecticut')",10.819,1.69,6019.065,75.871,38466725.387,5952.581,r_d
2020-09-02,30,"('North America', 'US', 'Delaware')",28.529,7.42,5523.258,46.226,31453331.774,2242.871,r_d
2020-09-02,30,"('North America', 'US', 'District of Columbia')",20.168,4.886,2988.484,30.258,9097223.387,947.806,r_d
2020-09-02,30,"('North America', 'US', 'Florida')",42.821,42.022,289134.387,5504.065,84139971436.0,31099648.129,r_d
2020-09-02,30,"('North America', 'US', 'Georgia')",44.228,33.592,132950.387,2193.387,17862185254.323,4953566.419,r_d
2020-09-02,30,"('North America', 'US', 'Hawaii')",71.75,66.779,7930.258,74.129,63904183.613,5895.161,r_d
2020-09-02,30,"('North America', 'US', 'Idaho')",54.005,50.729,20123.194,218.452,414405164.419,48710.065,r_d
2020-09-02,30,"('North America', 'US', 'Illinois')",34.142,9.359,93195.774,811.258,8976566644.484,696109.129,r_d
2020-09-02,30,"('North America', 'US', 'Indiana')",38.837,13.922,42590.742,486.839,1873130907.129,246128.258,r_d
2020-09-02,30,"('North America', 'US', 'Iowa')",43.679,22.065,34583.839,279.032,1248261340.226,82186.194,r_d
2020-09-02,30,"('North America', 'US', 'Kansas')",51.143,33.534,26639.613,196.355,733218629.29,43237.129,r_d
2020-09-02,30,"('North America', 'US', 'Kentucky')",50.575,24.435,30513.258,268.0,967025534.29,76201.032,r_d
2020-09-02,30,"('North America', 'US', 'Louisiana')",36.626,19.058,58378.71,1012.387,3434322678.839,1049625.29,r_d
