prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-08-02,30,"('Africa', 'South Africa', 'None')",61.009,63.395,356595.968,7581.452,128352332141.71,60454225.194,r_i
2020-08-02,30,"('Asia', 'Japan', 'None')",60.713,10.484,34559.258,125.452,1276069851.129,24069.0,r_i
2020-08-02,30,"('Asia', 'Russia', 'None')",30.566,29.336,284049.355,4648.355,82602756898.903,22392005.387,r_i
2020-08-02,30,"('Europe', 'Italy', 'None')",6.57,1.99,16991.581,703.581,333516606.935,510071.774,r_i
2020-08-02,30,"('Europe', 'Spain', 'None')",30.151,2.466,115352.645,709.935,16056810422.645,548402.0,r_i
2020-08-02,30,"('North America', 'US', 'Alabama')",55.671,32.61,61387.065,634.355,3874512019.581,426030.548,r_i
2020-08-02,30,"('North America', 'US', 'Alaska')",65.11,36.843,2825.677,11.387,8386757.29,148.29,r_i
2020-08-02,30,"('North America', 'US', 'Arizona')",47.215,41.989,91152.484,1904.677,8359426851.839,3766208.742,r_i
2020-08-02,30,"('North America', 'US', 'Arkansas')",53.427,44.546,28703.935,287.581,849534547.161,92267.065,r_i
2020-08-02,30,"('North America', 'US', 'California')",55.775,34.636,350475.806,4011.516,126885148677.29,17314274.613,r_i
2020-08-02,30,"('North America', 'US', 'Colorado')",35.949,5.824,19205.065,110.839,377546031.581,13162.323,r_i
2020-08-02,30,"('North America', 'US', 'Connecticut')",9.671,1.839,4970.258,81.903,25513012.774,6812.419,r_i
2020-08-02,30,"('North America', 'US', 'Delaware')",24.872,7.132,4088.742,42.516,17309495.516,1829.419,r_i
2020-08-02,30,"('North America', 'US', 'District of Columbia')",23.807,4.644,3162.677,27.806,10287948.419,811.419,r_i
2020-08-02,30,"('North America', 'US', 'Florida')",59.782,45.644,341155.742,4398.871,118219058863.742,20973534.097,r_i
2020-08-02,30,"('North America', 'US', 'Georgia')",57.186,29.394,136550.774,1444.29,19227457317.29,2401546.484,r_i
2020-08-02,30,"('North America', 'US', 'Hawaii')",74.539,46.994,4142.871,22.032,21045709.129,646.29,r_i
2020-08-02,30,"('North America', 'US', 'Idaho')",65.38,54.422,18169.258,157.129,341010147.387,27303.581,r_i
