prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-07-02,30,"('Africa', 'South Africa', 'None')",69.211,50.237,242496.355,2778.387,69292201474.677,10012189.613,p_v
2020-07-02,30,"('Asia', 'Japan', 'None')",26.794,3.968,7588.548,39.226,86739365.194,1565.097,p_v
2020-07-02,30,"('Asia', 'Russia', 'None')",21.226,18.12,163151.613,2240.645,29056855174.774,5811196.452,p_v
2020-07-02,30,"('Europe', 'Italy', 'None')",2.61,1.745,6387.516,611.161,44455111.194,380991.097,p_v
2020-07-02,30,"('Europe', 'Spain', 'None')",7.491,1.972,20253.129,560.258,557623246.419,314207.29,p_v
2020-07-02,30,"('North America', 'US', 'Alabama')",49.665,28.222,33347.387,376.258,1336540836.742,177576.645,p_v
2020-07-02,30,"('North America', 'US', 'Alaska')",56.288,30.063,1135.032,5.677,1680554.387,36.903,p_v
2020-07-02,30,"('North America', 'US', 'Arizona')",62.594,33.94,86685.226,980.613,8184386230.581,1296414.032,p_v
2020-07-02,30,"('North America', 'US', 'Arkansas')",53.622,23.718,17783.742,88.742,356351662.129,9819.0,p_v
2020-07-02,30,"('North America', 'US', 'California')",52.991,16.796,206030.129,1351.484,48802918973.677,2431156.839,p_v
2020-07-02,30,"('North America', 'US', 'Colorado')",25.678,2.488,10511.935,44.484,129074160.71,3201.968,p_v
2020-07-02,30,"('North America', 'US', 'Connecticut')",4.474,1.332,2162.935,58.613,5487908.742,4159.258,p_v
2020-07-02,30,"('North America', 'US', 'Delaware')",16.546,5.87,2257.484,32.581,5868757.742,1614.129,p_v
2020-07-02,30,"('North America', 'US', 'District of Columbia')",8.428,4.073,967.903,23.452,1213926.484,602.226,p_v
2020-07-02,30,"('North America', 'US', 'Florida')",66.545,28.79,225979.452,1548.258,60068176331.581,3344805.161,p_v
2020-07-02,30,"('North America', 'US', 'Georgia')",51.157,12.268,73147.194,412.677,6309778421.0,239389.774,p_v
2020-07-02,30,"('North America', 'US', 'Hawaii')",43.624,23.311,647.935,5.581,529159.548,40.226,p_v
2020-07-02,30,"('North America', 'US', 'Idaho')",67.861,24.534,9783.968,35.226,115895724.806,2149.548,p_v
2020-07-02,30,"('North America', 'US', 'Illinois')",13.514,4.511,22429.71,337.903,618764773.645,128802.935,p_v
2020-07-02,30,"('North America', 'US', 'Indiana')",21.122,7.047,12271.806,200.419,187280008.645,46140.226,p_v
2020-07-02,30,"('North America', 'US', 'Iowa')",27.018,4.816,10557.129,39.71,130484792.032,2775.0,p_v
2020-07-02,30,"('North America', 'US', 'Kansas')",42.01,15.703,9365.903,50.29,102342502.871,3048.226,p_v
2020-07-02,30,"('North America', 'US', 'Kentucky')",34.192,17.157,8212.806,115.29,86989613.645,15436.71,p_v
2020-07-02,30,"('North America', 'US', 'Louisiana')",45.167,14.18,42009.903,514.226,2075146477.194,310596.742,p_v
2020-07-02,30,"('North America', 'US', 'Maine')",16.26,8.645,596.968,10.129,380037.419,125.226,p_v
2020-07-02,30,"('North America', 'US', 'Maryland')",13.937,4.194,11176.065,142.355,160133161.032,24118.677,p_v
2020-07-02,30,"('North America', 'US', 'Massachusetts')",4.118,2.317,4489.774,195.871,24347329.452,46712.581,p_v
2020-07-02,30,"('North America', 'US', 'Michigan')",15.796,3.95,13099.742,251.194,206465575.29,68052.742,p_v
2020-07-02,30,"('North America', 'US', 'Minnesota')",25.91,1.268,12208.645,20.387,176508076.194,790.903,p_v
2020-07-02,30,"('North America', 'US', 'Mississippi')",44.946,18.271,20080.548,259.774,489403494.677,90877.323,p_v
2020-07-02,30,"('North America', 'US', 'Missouri')",42.307,15.081,15449.452,175.194,313331049.129,35297.452,p_v
2020-07-02,30,"('North America', 'US', 'Montana')",67.797,40.368,1728.29,17.0,3842912.806,422.29,p_v
2020-07-02,30,"('North America', 'US', 'Nebraska')",16.563,4.857,3874.806,15.097,18794039.581,324.903,p_v
2020-07-02,30,"('North America', 'US', 'Nevada')",57.313,18.987,20281.097,133.194,490755122.258,25779.903,p_v
2020-07-02,30,"('North America', 'US', 'New Hampshire')",7.534,0.46,473.0,1.839,264129.71,5.516,p_v
