prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-07-02,30,"('Africa', 'South Africa', 'None')",69.209,50.236,242489.645,2778.323,69288934378.871,10011752.968,r_rh
2020-07-02,30,"('Asia', 'Japan', 'None')",26.572,3.371,7534.194,33.323,85918409.484,1135.71,r_rh
2020-07-02,30,"('Asia', 'Russia', 'None')",26.828,26.231,205477.935,3217.677,44965155390.516,11454786.129,r_rh
2020-07-02,30,"('Europe', 'Italy', 'None')",2.826,1.865,6914.806,653.161,51511870.742,434419.742,r_rh
2020-07-02,30,"('Europe', 'Spain', 'None')",7.531,1.783,20357.452,506.774,561861667.71,257139.419,r_rh
2020-07-02,30,"('North America', 'US', 'Alabama')",54.078,23.642,36026.387,318.645,1527141048.774,134546.839,r_rh
2020-07-02,30,"('North America', 'US', 'Alaska')",56.809,28.521,1143.677,5.419,1700204.129,34.71,r_rh
2020-07-02,30,"('North America', 'US', 'Arizona')",61.679,32.291,85485.226,938.645,7974887014.71,1211642.387,r_rh
2020-07-02,30,"('North America', 'US', 'Arkansas')",54.258,25.315,17982.0,94.419,363603329.806,10932.871,r_rh
2020-07-02,30,"('North America', 'US', 'California')",51.546,19.572,200834.71,1565.323,46649057120.129,3128827.581,r_rh
2020-07-02,30,"('North America', 'US', 'Colorado')",21.282,4.31,8785.71,76.548,95274512.742,7442.806,r_rh
2020-07-02,30,"('North America', 'US', 'Connecticut')",4.135,1.041,2000.194,45.839,4797344.065,2763.581,r_rh
2020-07-02,30,"('North America', 'US', 'Delaware')",17.233,6.174,2349.032,34.258,6298944.194,1766.065,r_rh
2020-07-02,30,"('North America', 'US', 'District of Columbia')",10.631,4.034,1214.806,23.226,1766420.226,590.774,r_rh
2020-07-02,30,"('North America', 'US', 'Florida')",68.889,27.293,233019.516,1473.742,63373718202.032,3084334.645,r_rh
2020-07-02,30,"('North America', 'US', 'Georgia')",49.925,13.845,71541.968,463.806,6073232493.71,290199.613,r_rh
2020-07-02,30,"('North America', 'US', 'Hawaii')",44.68,23.311,661.935,5.581,547497.742,40.226,r_rh
2020-07-02,30,"('North America', 'US', 'Idaho')",66.749,24.534,9648.323,35.226,113229961.677,2149.548,r_rh
2020-07-02,30,"('North America', 'US', 'Illinois')",15.108,4.468,24974.935,335.0,734815235.774,129220.742,r_rh
2020-07-02,30,"('North America', 'US', 'Indiana')",24.518,7.13,14150.645,202.774,238376300.839,47182.0,r_rh
2020-07-02,30,"('North America', 'US', 'Iowa')",25.416,5.377,9957.419,44.355,117800407.742,3408.871,r_rh
2020-07-02,30,"('North America', 'US', 'Kansas')",40.201,16.885,8990.323,53.968,95344571.226,3441.387,r_rh
2020-07-02,30,"('North America', 'US', 'Kentucky')",40.243,16.723,9529.548,112.419,111086334.0,14727.387,r_rh
2020-07-02,30,"('North America', 'US', 'Louisiana')",43.31,12.505,40418.097,454.839,1942195677.581,252087.032,r_rh
2020-07-02,30,"('North America', 'US', 'Maine')",20.518,5.898,751.774,6.935,591289.065,63.516,r_rh
2020-07-02,30,"('North America', 'US', 'Maryland')",14.066,5.864,11278.839,198.581,162988425.677,44173.29,r_rh
2020-07-02,30,"('North America', 'US', 'Massachusetts')",3.748,1.082,4088.871,91.903,20800660.871,13280.29,r_rh
2020-07-02,30,"('North America', 'US', 'Michigan')",16.328,4.089,13526.355,260.0,217884436.871,72549.806,r_rh
2020-07-02,30,"('North America', 'US', 'Minnesota')",27.962,0.861,13135.032,13.484,200776147.419,232.452,r_rh
2020-07-02,30,"('North America', 'US', 'Mississippi')",43.575,15.456,19523.032,221.935,466870062.129,70959.742,r_rh
2020-07-02,30,"('North America', 'US', 'Missouri')",41.757,12.391,15268.387,144.581,307339443.097,25313.355,r_rh
2020-07-02,30,"('North America', 'US', 'Montana')",64.209,40.368,1655.194,17.0,3591096.29,422.29,r_rh
2020-07-02,30,"('North America', 'US', 'Nebraska')",17.471,7.306,4080.29,22.581,20542772.226,650.129,r_rh
2020-07-02,30,"('North America', 'US', 'Nevada')",56.044,21.215,19879.516,147.548,474260133.0,30019.226,r_rh
2020-07-02,30,"('North America', 'US', 'New Hampshire')",7.278,0.547,457.194,2.194,249553.774,7.097,r_rh
2020-07-02,30,"('North America', 'US', 'New Jersey')",5.104,4.888,9058.032,764.645,88985899.452,626241.097,r_rh
2020-07-02,30,"('North America', 'US', 'New Mexico')",33.871,10.771,5846.129,63.774,40233036.839,5427.194,r_rh
2020-07-02,30,"('North America', 'US', 'New York')",5.558,2.553,22617.71,829.645,549425554.355,712132.161,r_rh
2020-07-02,30,"('North America', 'US', 'North Carolina')",44.273,20.448,45168.258,349.516,2322591398.968,149359.258,r_rh
2020-07-02,30,"('North America', 'US', 'North Dakota')",26.194,9.709,1402.871,9.323,2737381.258,129.516,r_rh
2020-07-02,30,"('North America', 'US', 'Ohio')",38.184,7.218,28772.258,234.968,959809657.29,75966.903,r_rh
2020-07-02,30,"('North America', 'US', 'Oklahoma')",55.163,13.413,14382.194,64.516,253107224.581,6207.548,r_rh
2020-07-02,30,"('North America', 'US', 'Oregon')",50.225,25.318,7259.355,68.452,60722884.516,5851.871,r_rh
2020-07-02,30,"('North America', 'US', 'Pennsylvania')",16.411,3.627,17564.935,255.484,362918842.871,77959.935,r_rh
2020-07-02,30,"('North America', 'US', 'Rhode Island')",6.748,0.951,1221.871,9.452,1867514.065,120.935,r_rh
2020-07-02,30,"('North America', 'US', 'South Carolina')",62.743,32.906,42519.742,427.871,2045501192.194,265987.355,r_rh
2020-07-02,30,"('North America', 'US', 'South Dakota')",20.569,16.692,1638.129,19.613,2988549.548,463.548,r_rh
2020-07-02,30,"('North America', 'US', 'Tennessee')",48.994,28.817,38979.968,252.742,1859617494.871,80658.29,r_rh
2020-07-02,30,"('North America', 'US', 'Texas')",61.629,38.574,200819.839,2042.161,46997705183.581,6136290.613,r_rh
2020-07-02,30,"('North America', 'US', 'Utah')",53.928,31.709,17870.0,79.774,348037695.355,7763.581,r_rh
2020-07-02,30,"('North America', 'US', 'Vermont')",17.986,0.17,241.516,0.097,62183.0,0.097,r_rh
2020-07-02,30,"('North America', 'US', 'Virginia')",25.322,12.259,19913.968,249.129,462440926.097,69388.161,r_rh
2020-07-02,30,"('North America', 'US', 'Washington')",37.378,12.761,17596.548,187.548,359085463.323,39484.258,r_rh
2020-07-02,30,"('North America', 'US', 'West Virginia')",49.442,6.821,2496.065,7.161,7414315.742,84.645,r_rh
2020-07-02,30,"('North America', 'US', 'Wisconsin')",40.407,9.236,17333.613,80.161,354109936.258,8023.968,r_rh
2020-07-02,30,"('North America', 'US', 'Wyoming')",41.83,7.753,917.032,1.903,976475.548,5.645,r_rh
2020-07-02,30,"('South America', 'Brazil', 'None')",51.663,22.74,1092757.258,18244.935,1313735447861.064,384770130.032,r_rh
