prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-09-02,30,"('Africa', 'South Africa', 'None')",46.365,53.952,303980.355,8505.29,92596976451.065,72821718.258,r_i
2020-09-02,30,"('Asia', 'Japan', 'None')",58.2,28.132,45110.097,417.548,2054253360.161,180412.581,r_i
2020-09-02,30,"('Asia', 'Russia', 'None')",28.53,28.121,311705.032,5395.194,100105454247.419,30195765.452,r_i
2020-09-02,30,"('Europe', 'Italy', 'None')",16.922,2.25,50312.29,803.419,2725939497.774,662301.226,r_i
2020-09-02,30,"('Europe', 'Spain', 'None')",51.169,6.153,327343.452,1893.032,115966723648.742,4313612.71,r_i
2020-09-02,30,"('North America', 'US', 'Alabama')",50.437,37.861,72032.581,910.29,5259911850.774,838747.0,r_i
2020-09-02,30,"('North America', 'US', 'Alaska')",61.956,51.872,4132.194,24.323,17668550.71,622.774,r_i
2020-09-02,30,"('North America', 'US', 'Arizona')",34.198,32.795,72409.323,1777.677,5269254673.774,3189282.387,r_i
2020-09-02,30,"('North America', 'US', 'Arkansas')",50.163,54.188,37164.742,616.613,1430416534.613,412080.677,r_i
2020-09-02,30,"('North America', 'US', 'California')",48.705,37.353,378261.0,5532.419,144027781918.29,31243676.226,r_i
2020-09-02,30,"('North America', 'US', 'Colorado')",35.054,7.412,22581.226,149.097,528270082.194,23162.258,r_i
2020-09-02,30,"('North America', 'US', 'Connecticut')",13.477,1.467,7487.839,65.871,58306190.548,4535.161,r_i
2020-09-02,30,"('North America', 'US', 'Delaware')",27.081,5.856,5245.355,36.516,28460392.839,1434.839,r_i
2020-09-02,30,"('North America', 'US', 'District of Columbia')",21.502,5.048,3185.355,31.258,10312831.419,1009.323,r_i
2020-09-02,30,"('North America', 'US', 'Florida')",45.505,43.081,307210.677,5641.452,94920745427.903,32640066.806,r_i
2020-09-02,30,"('North America', 'US', 'Georgia')",47.858,38.651,143809.806,2520.677,20867979544.258,6501741.387,r_i
2020-09-02,30,"('North America', 'US', 'Hawaii')",72.263,66.779,7986.258,74.129,64795508.516,5895.161,r_i
2020-09-02,30,"('North America', 'US', 'Idaho')",50.763,48.938,18929.935,210.806,367802944.452,45413.903,r_i
2020-09-02,30,"('North America', 'US', 'Illinois')",34.609,9.318,94457.129,807.71,9213470201.71,690563.581,r_i
2020-09-02,30,"('North America', 'US', 'Indiana')",41.572,12.367,45552.226,432.71,2134267724.806,196103.613,r_i
2020-09-02,30,"('North America', 'US', 'Iowa')",45.355,23.694,35885.935,299.419,1340100186.839,94084.903,r_i
2020-09-02,30,"('North America', 'US', 'Kansas')",50.705,32.292,26415.194,189.387,721309932.935,40542.484,r_i
2020-09-02,30,"('North America', 'US', 'Kentucky')",52.889,27.39,31882.129,299.968,1052472949.548,94491.71,r_i
2020-09-02,30,"('North America', 'US', 'Louisiana')",40.313,23.047,64238.935,1223.387,4152944639.774,1522607.903,r_i
2020-09-02,30,"('North America', 'US', 'Maine')",27.95,10.412,1404.839,14.355,2044348.903,214.226,r_i
2020-09-02,30,"('North America', 'US', 'Maryland')",29.851,7.213,35397.871,279.484,1276824766.839,80949.097,r_i
2020-09-02,30,"('North America', 'US', 'Massachusetts')",13.317,5.69,16942.806,528.774,299637357.71,293964.129,r_i
2020-09-02,30,"('North America', 'US', 'Michigan')",31.749,7.957,40521.258,553.871,1697389767.387,316394.129,r_i
2020-09-02,30,"('North America', 'US', 'Minnesota')",45.063,14.337,40025.871,287.419,1652179543.097,86853.097,r_i
2020-09-02,30,"('North America', 'US', 'Mississippi')",45.248,36.867,41697.839,1022.806,1757706301.645,1066433.323,r_i
2020-09-02,30,"('North America', 'US', 'Missouri')",57.846,25.924,64003.355,484.419,4258290936.645,260527.0,r_i
2020-09-02,30,"('North America', 'US', 'Montana')",63.67,56.702,6529.839,84.581,45813491.452,7707.097,r_i
2020-09-02,30,"('North America', 'US', 'Nebraska')",36.991,21.878,15049.29,98.129,238779105.677,10353.613,r_i
2020-09-02,30,"('North America', 'US', 'Nevada')",49.272,43.831,37045.548,656.742,1382495291.097,438064.806,r_i
2020-09-02,30,"('North America', 'US', 'New Hampshire')",18.422,2.827,1452.258,12.355,2212271.548,158.161,r_i
2020-09-02,30,"('North America', 'US', 'New Jersey')",10.071,2.503,20091.839,401.871,420426193.387,163985.355,r_i
2020-09-02,30,"('North America', 'US', 'New Mexico')",33.18,18.716,9132.581,157.516,84918378.516,25593.065,r_i
2020-09-02,30,"('North America', 'US', 'New York')",9.43,2.076,42327.032,686.452,1843146376.194,474957.677,r_i
2020-09-02,30,"('North America', 'US', 'North Carolina')",44.322,34.903,86981.484,1119.71,7696105086.452,1310589.774,r_i
2020-09-02,30,"('North America', 'US', 'North Dakota')",60.644,36.959,10577.774,73.581,121497123.323,6576.032,r_i
2020-09-02,30,"('North America', 'US', 'Ohio')",44.089,23.542,62577.065,1074.0,3994523290.419,1195719.935,r_i
2020-09-02,30,"('North America', 'US', 'Oklahoma')",57.862,40.411,43323.323,378.677,1955887151.065,147634.677,r_i
2020-09-02,30,"('North America', 'US', 'Oregon')",49.571,39.87,15114.452,207.161,232740370.71,43685.032,r_i
2020-09-02,30,"('North America', 'US', 'Pennsylvania')",29.387,7.63,45144.355,606.645,2093042665.258,387250.968,r_i
2020-09-02,30,"('North America', 'US', 'Rhode Island')",20.711,5.282,4882.161,57.71,24623579.516,3642.097,r_i
2020-09-02,30,"('North America', 'US', 'South Carolina')",45.519,42.345,61911.935,1330.419,3911648604.0,1803821.323,r_i
2020-09-02,30,"('North America', 'US', 'South Dakota')",49.242,26.979,9135.677,54.161,91167052.839,3352.806,r_i
2020-09-02,30,"('North America', 'US', 'Tennessee')",53.162,47.298,95241.806,1028.516,9221995743.484,1103738.903,r_i
2020-09-02,30,"('North America', 'US', 'Texas')",49.177,50.154,349394.677,7428.387,124010327401.581,55991988.323,r_i
2020-09-02,30,"('North America', 'US', 'Utah')",46.83,31.562,29487.484,138.484,916945740.452,19371.452,r_i
2020-09-02,30,"('North America', 'US', 'Vermont')",22.319,1.724,379.871,1.0,145845.677,1.0,r_i
2020-09-02,30,"('North America', 'US', 'Virginia')",37.408,20.384,51512.097,605.613,2719454497.581,409664.645,r_i
2020-09-02,30,"('North America', 'US', 'Washington')",41.9,21.183,34300.323,431.806,1191646092.774,190384.968,r_i
2020-09-02,30,"('North America', 'US', 'West Virginia')",56.486,53.567,7681.871,160.806,61841270.258,27446.29,r_i
2020-09-02,30,"('North America', 'US', 'Wisconsin')",51.59,22.049,51561.548,273.516,2890986457.419,77898.548,r_i
2020-09-02,30,"('North America', 'US', 'Wyoming')",46.49,34.708,2278.774,16.323,5686419.806,283.677,r_i
2020-09-02,30,"('South America', 'Brazil', 'None')",48.212,30.737,2150802.387,41562.29,4691231453323.871,1766685533.0,r_i
