prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-09-02,30,"('Africa', 'South Africa', 'None')",42.003,49.747,275408.355,7844.516,76042548507.839,62009000.452,p_h
2020-09-02,30,"('Asia', 'Japan', 'None')",56.542,27.675,43832.097,410.806,1940585236.806,174784.29,p_h
2020-09-02,30,"('Asia', 'Russia', 'None')",30.145,28.947,329201.194,5551.581,111317129225.839,31896769.065,p_h
2020-09-02,30,"('Europe', 'Italy', 'None')",15.785,2.06,46975.516,735.419,2401303889.452,557660.194,p_h
2020-09-02,30,"('Europe', 'Spain', 'None')",51.077,6.532,326781.452,2008.032,115599105453.129,4762235.129,p_h
2020-09-02,30,"('North America', 'US', 'Alabama')",46.353,30.071,66240.548,723.742,4458958200.419,533328.71,p_h
2020-09-02,30,"('North America', 'US', 'Alaska')",57.937,43.121,3869.839,20.323,15568561.581,444.194,p_h
2020-09-02,30,"('North America', 'US', 'Arizona')",33.35,31.076,70615.806,1684.71,5012655560.774,2866387.29,p_h
2020-09-02,30,"('North America', 'US', 'Arkansas')",49.211,54.711,36471.968,622.29,1379399754.677,419111.71,p_h
2020-09-02,30,"('North America', 'US', 'California')",45.626,34.106,354422.839,5054.806,126561210954.839,26174544.355,p_h
2020-09-02,30,"('North America', 'US', 'Colorado')",33.396,7.755,21526.129,155.968,481728948.194,25291.516,p_h
2020-09-02,30,"('North America', 'US', 'Connecticut')",13.428,1.342,7460.839,60.29,57902576.258,3819.452,p_h
2020-09-02,30,"('North America', 'US', 'Delaware')",24.148,6.083,4682.71,37.935,22873635.484,1550.194,p_h
2020-09-02,30,"('North America', 'US', 'District of Columbia')",20.307,4.975,3008.935,30.806,9219693.452,976.871,p_h
2020-09-02,30,"('North America', 'US', 'Florida')",45.913,44.328,309954.419,5803.032,96613800315.323,34490827.742,p_h
2020-09-02,30,"('North America', 'US', 'Georgia')",45.213,34.996,135896.774,2284.226,18654499087.29,5362118.548,p_h
2020-09-02,30,"('North America', 'US', 'Hawaii')",73.444,68.677,8115.258,76.129,66872604.097,6195.677,p_h
2020-09-02,30,"('North America', 'US', 'Idaho')",52.091,49.431,19418.774,212.903,386547328.129,46299.742,p_h
2020-09-02,30,"('North America', 'US', 'Illinois')",34.507,8.179,94181.613,709.419,9161426765.226,539632.258,p_h
2020-09-02,30,"('North America', 'US', 'Indiana')",41.7,12.32,45690.581,431.097,2146885501.355,194677.935,p_h
2020-09-02,30,"('North America', 'US', 'Iowa')",48.186,29.122,38084.806,367.226,1502753012.806,139423.484,p_h
