prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-09-02,30,"('Africa', 'South Africa', 'None')",40.4,49.611,264908.194,7823.194,70369109873.161,61674767.903,p_d
2020-09-02,30,"('Asia', 'Japan', 'None')",58.716,28.853,45508.097,428.129,2090319401.194,189321.548,p_d
2020-09-02,30,"('Asia', 'Russia', 'None')",27.667,27.336,302354.677,5245.871,94361866718.484,28596369.742,p_d
2020-09-02,30,"('Europe', 'Italy', 'None')",15.882,2.102,47260.29,750.419,2428147981.645,579947.774,p_d
2020-09-02,30,"('Europe', 'Spain', 'None')",51.285,6.081,328052.452,1871.032,116431399344.129,4230803.29,p_d
2020-09-02,30,"('North America', 'US', 'Alabama')",47.284,33.574,67561.774,807.645,4635791052.677,662171.903,p_d
2020-09-02,30,"('North America', 'US', 'Alaska')",57.032,43.121,3810.774,20.323,15114878.71,444.194,p_d
2020-09-02,30,"('North America', 'US', 'Arizona')",36.105,37.349,76438.968,2023.806,5869046372.839,4125495.484,p_d
2020-09-02,30,"('North America', 'US', 'Arkansas')",50.696,56.473,37552.742,641.452,1459406918.355,443481.452,p_d
2020-09-02,30,"('North America', 'US', 'California')",48.451,35.748,376293.806,5296.129,142542719110.839,28672747.548,p_d
2020-09-02,30,"('North America', 'US', 'Colorado')",34.566,5.871,22270.71,118.194,514339125.032,14878.258,p_d
2020-09-02,30,"('North America', 'US', 'Connecticut')",11.817,1.623,6570.839,72.871,45414383.355,5506.355,p_d
2020-09-02,30,"('North America', 'US', 'Delaware')",26.31,5.471,5097.484,34.129,26930700.065,1266.516,p_d
2020-09-02,30,"('North America', 'US', 'District of Columbia')",21.989,4.077,3257.355,25.258,10776706.516,670.226,p_d
2020-09-02,30,"('North America', 'US', 'Florida')",46.264,45.761,312320.065,5988.774,98086114494.323,36686368.452,p_d
2020-09-02,30,"('North America', 'US', 'Georgia')",45.122,33.801,135623.226,2206.935,18580160883.29,5013791.323,p_d
2020-09-02,30,"('North America', 'US', 'Hawaii')",70.159,64.88,7756.516,72.129,61178036.452,5602.645,p_d
2020-09-02,30,"('North America', 'US', 'Idaho')",51.636,51.392,19251.323,221.29,380074703.0,49968.452,p_d
2020-09-02,30,"('North America', 'US', 'Illinois')",33.908,8.46,92563.903,733.677,8859277248.613,575435.29,p_d
2020-09-02,30,"('North America', 'US', 'Indiana')",40.015,13.589,43866.355,475.258,1983480696.097,234916.226,p_d
2020-09-02,30,"('North America', 'US', 'Iowa')",47.263,27.831,37367.935,351.097,1448663323.355,127800.0,p_d
2020-09-02,30,"('North America', 'US', 'Kansas')",48.962,30.022,25522.645,176.613,674940536.516,35811.645,p_d
2020-09-02,30,"('North America', 'US', 'Kentucky')",51.889,26.963,31290.419,295.355,1015080680.032,91736.71,p_d
2020-09-02,30,"('North America', 'US', 'Louisiana')",38.656,21.811,61605.903,1158.0,3821581827.452,1366545.097,p_d
2020-09-02,30,"('North America', 'US', 'Maine')",30.301,14.483,1521.839,19.935,2386770.161,403.419,p_d
2020-09-02,30,"('North America', 'US', 'Maryland')",29.51,7.274,34995.806,281.839,1248512792.129,82296.613,p_d
2020-09-02,30,"('North America', 'US', 'Massachusetts')",13.132,5.438,16707.774,505.387,291728668.613,269815.774,p_d
2020-09-02,30,"('North America', 'US', 'Michigan')",31.431,8.014,40120.355,557.871,1665058086.548,320841.097,p_d
2020-09-02,30,"('North America', 'US', 'Minnesota')",40.814,13.389,36304.548,268.581,1368093011.065,76516.129,p_d
2020-09-02,30,"('North America', 'US', 'Mississippi')",42.706,33.112,39367.161,919.258,1568742978.581,864527.387,p_d
2020-09-02,30,"('North America', 'US', 'Missouri')",57.831,27.972,63986.935,521.613,4256162508.935,298053.032,p_d
2020-09-02,30,"('North America', 'US', 'Montana')",61.611,54.462,6328.065,81.419,43218200.774,7189.871,p_d
