prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-08-02,30,"('Africa', 'South Africa', 'None')",59.934,59.746,350339.677,7156.613,123916553544.839,54100765.387,r_rv
2020-08-02,30,"('Asia', 'Japan', 'None')",59.837,9.99,34083.065,119.839,1243367729.581,22599.0,r_rv
2020-08-02,30,"('Asia', 'Russia', 'None')",25.789,21.629,239955.742,3436.355,59449675648.452,12459405.387,r_rv
2020-08-02,30,"('Europe', 'Italy', 'None')",5.924,1.888,15338.742,667.452,280056098.032,460446.742,r_rv
2020-08-02,30,"('Europe', 'Spain', 'None')",29.119,1.942,111650.548,559.29,15216321493.903,357047.29,r_rv
2020-08-02,30,"('North America', 'US', 'Alabama')",56.166,35.468,61924.355,689.0,3940746965.581,499046.484,r_rv
2020-08-02,30,"('North America', 'US', 'Alaska')",63.575,34.978,2761.161,10.903,8025084.129,141.032,r_rv
2020-08-02,30,"('North America', 'US', 'Arizona')",45.886,38.685,88591.871,1756.387,7897887511.935,3214834.839,r_rv
2020-08-02,30,"('North America', 'US', 'Arkansas')",51.996,40.123,27946.516,260.29,806448043.613,77009.774,r_rv
2020-08-02,30,"('North America', 'US', 'California')",58.785,35.477,369027.581,4106.258,140230796449.452,18084097.742,r_rv
2020-08-02,30,"('North America', 'US', 'Colorado')",31.391,8.07,16790.226,153.452,290539323.387,24608.29,r_rv
2020-08-02,30,"('North America', 'US', 'Connecticut')",8.365,1.67,4301.387,74.387,19306400.613,5630.0,r_rv
2020-08-02,30,"('North America', 'US', 'Delaware')",24.31,6.272,3997.129,37.387,16566565.968,1416.226,r_rv
2020-08-02,30,"('North America', 'US', 'District of Columbia')",17.023,4.367,2267.419,26.161,5422289.806,732.097,r_rv
2020-08-02,30,"('North America', 'US', 'Florida')",58.177,45.13,332082.935,4350.194,112102669450.871,20527135.032,r_rv
2020-08-02,30,"('North America', 'US', 'Georgia')",52.248,28.278,124972.71,1391.29,16195969702.323,2244313.355,r_rv
2020-08-02,30,"('North America', 'US', 'Hawaii')",75.559,46.994,4188.871,22.032,21428969.258,646.29,r_rv
2020-08-02,30,"('North America', 'US', 'Idaho')",60.53,51.07,16851.161,147.903,294776444.387,24422.677,r_rv
