prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-08-02,30,"('Africa', 'South Africa', 'None')",59.936,62.744,350363.839,7505.548,123943490051.387,59290186.516,p_h
2020-08-02,30,"('Asia', 'Japan', 'None')",60.204,11.372,34282.226,135.452,1256991476.548,26678.032,p_h
2020-08-02,30,"('Asia', 'Russia', 'None')",26.008,22.414,241980.032,3559.613,60427433071.903,13329339.613,p_h
2020-08-02,30,"('Europe', 'Italy', 'None')",6.009,1.911,15557.258,675.903,286809385.129,471800.226,p_h
2020-08-02,30,"('Europe', 'Spain', 'None')",29.051,1.943,111408.613,559.645,15162350468.419,357436.419,p_h
2020-08-02,30,"('North America', 'US', 'Alabama')",54.685,32.628,60315.548,634.613,3743749246.839,426003.71,p_h
2020-08-02,30,"('North America', 'US', 'Alaska')",68.643,45.245,2973.871,13.903,9246658.903,215.452,p_h
2020-08-02,30,"('North America', 'US', 'Arizona')",45.654,40.149,88146.419,1822.29,7819805737.0,3456108.613,p_h
2020-08-02,30,"('North America', 'US', 'Arkansas')",52.277,42.292,28095.129,273.645,814825895.387,84258.742,p_h
2020-08-02,30,"('North America', 'US', 'California')",55.25,32.227,347228.419,3737.935,124605817667.839,15142933.548,p_h
2020-08-02,30,"('North America', 'US', 'Colorado')",31.899,7.664,17059.065,145.742,299649951.129,22284.645,p_h
2020-08-02,30,"('North America', 'US', 'Connecticut')",10.591,1.256,5441.516,55.968,30419198.161,3204.484,p_h
2020-08-02,30,"('North America', 'US', 'Delaware')",20.585,9.726,3389.871,57.968,12070935.742,3393.645,p_h
2020-08-02,30,"('North America', 'US', 'District of Columbia')",17.609,4.27,2344.742,25.581,5779959.194,700.032,p_h
2020-08-02,30,"('North America', 'US', 'Florida')",58.238,44.649,332425.484,4305.194,112328405190.387,20127467.0,p_h
2020-08-02,30,"('North America', 'US', 'Georgia')",55.399,29.593,132362.129,1453.226,18100272196.387,2424129.161,p_h
2020-08-02,30,"('North America', 'US', 'Hawaii')",76.068,46.994,4211.871,22.032,21622186.323,646.29,p_h
2020-08-02,30,"('North America', 'US', 'Idaho')",60.209,49.907,16763.645,144.71,291819847.516,23467.29,p_h
2020-08-02,30,"('North America', 'US', 'Illinois')",27.574,5.043,58879.226,405.581,3745480969.935,185435.968,p_h
2020-08-02,30,"('North America', 'US', 'Indiana')",36.536,12.541,30172.194,397.581,976178058.194,168943.387,p_h
2020-08-02,30,"('North America', 'US', 'Iowa')",37.216,16.758,20464.548,171.452,454948471.516,34546.419,p_h
2020-08-02,30,"('North America', 'US', 'Kansas')",45.773,23.414,16319.613,97.387,287191360.581,10238.29,p_h
2020-08-02,30,"('North America', 'US', 'Kentucky')",50.525,19.797,20520.29,168.677,450324925.452,32370.097,p_h
2020-08-02,30,"('North America', 'US', 'Louisiana')",46.754,24.035,64418.323,1101.935,4215305104.0,1305165.419,p_h
2020-08-02,30,"('North America', 'US', 'Maine')",22.442,13.054,951.419,16.742,939268.774,290.097,p_h
2020-08-02,30,"('North America', 'US', 'Maryland')",29.436,5.611,29711.548,205.645,912796958.452,46285.194,p_h
2020-08-02,30,"('North America', 'US', 'Massachusetts')",9.144,4.165,10728.452,370.29,122395903.871,152061.71,p_h
2020-08-02,30,"('North America', 'US', 'Michigan')",26.703,5.263,27728.032,348.645,811990597.839,129629.548,p_h
2020-08-02,30,"('North America', 'US', 'Minnesota')",37.274,8.265,24867.387,148.161,653859776.032,26601.516,p_h
2020-08-02,30,"('North America', 'US', 'Mississippi')",51.953,33.485,38180.581,722.355,1505342739.161,573050.484,p_h
2020-08-02,30,"('North America', 'US', 'Missouri')",57.644,17.893,40437.452,255.419,1740545312.097,71793.871,p_h
2020-08-02,30,"('North America', 'US', 'Montana')",67.077,54.289,3956.548,46.516,16646550.355,2321.742,p_h
2020-08-02,30,"('North America', 'US', 'Nebraska')",27.95,11.191,8666.129,41.774,80267874.323,2066.29,p_h
2020-08-02,30,"('North America', 'US', 'Nevada')",57.476,36.465,35389.355,411.258,1286047014.71,191004.226,p_h
2020-08-02,30,"('North America', 'US', 'New Hampshire')",15.21,0.776,1067.323,3.323,1174754.097,17.323,p_h
2020-08-02,30,"('North America', 'US', 'New Jersey')",7.828,2.773,14720.677,441.065,225433906.742,195447.71,p_h
2020-08-02,30,"('North America', 'US', 'New Mexico')",37.674,14.752,8878.452,107.548,80572929.806,12755.226,p_h
2020-08-02,30,"('North America', 'US', 'New York')",7.401,2.053,31590.29,674.032,1029909089.839,459274.161,p_h
2020-08-02,30,"('North America', 'US', 'North Carolina')",46.814,27.81,71450.581,675.742,5290449112.581,498732.71,p_h
2020-08-02,30,"('North America', 'US', 'North Dakota')",49.338,23.635,4569.226,30.581,23415189.548,1087.226,p_h
2020-08-02,30,"('North America', 'US', 'Ohio')",40.615,16.839,44690.968,657.387,2080475392.645,470216.097,p_h
2020-08-02,30,"('North America', 'US', 'Oklahoma')",61.655,31.749,30428.452,221.581,964527185.548,55314.29,p_h
2020-08-02,30,"('North America', 'US', 'Oregon')",52.356,30.456,12298.774,122.903,156718478.645,16667.548,p_h
2020-08-02,30,"('North America', 'US', 'Pennsylvania')",24.325,5.348,31674.839,401.29,1043436165.097,179197.419,p_h
2020-08-02,30,"('North America', 'US', 'Rhode Island')",15.025,2.085,3121.968,21.645,10461257.645,590.29,p_h
2020-08-02,30,"('North America', 'US', 'South Carolina')",51.767,45.027,55523.516,1051.935,3145130656.032,1184668.968,p_h
2020-08-02,30,"('North America', 'US', 'South Dakota')",26.544,17.649,2958.742,27.419,10637232.032,820.452,p_h
2020-08-02,30,"('North America', 'US', 'Tennessee')",53.077,36.573,71793.032,539.323,5344848115.226,333479.065,p_h
2020-08-02,30,"('North America', 'US', 'Texas')",56.574,53.214,316000.839,5697.968,103024749788.71,34922597.968,p_h
2020-08-02,30,"('North America', 'US', 'Utah')",43.672,29.611,20617.774,110.129,435909956.419,12890.645,p_h
2020-08-02,30,"('North America', 'US', 'Vermont')",18.767,3.23,287.194,1.871,86407.129,3.613,p_h
2020-08-02,30,"('North America', 'US', 'Virginia')",34.583,14.589,37519.323,354.806,1481618763.774,136114.548,p_h
2020-08-02,30,"('North America', 'US', 'Washington')",45.223,21.363,30659.387,385.226,965372286.29,158927.419,p_h
2020-08-02,30,"('North America', 'US', 'West Virginia')",53.848,36.772,4686.419,63.839,23035900.419,5016.484,p_h
