prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-09-02,30,"('Africa', 'South Africa', 'None')",41.205,47.359,270183.355,7469.194,73191628843.097,56255265.968,r_ri
2020-09-02,30,"('Asia', 'Japan', 'None')",55.089,30.237,42712.097,448.484,1843655740.032,207222.097,r_ri
2020-09-02,30,"('Asia', 'Russia', 'None')",27.186,26.629,297146.129,5111.419,91238930787.355,27198992.774,r_ri
2020-09-02,30,"('Europe', 'Italy', 'None')",16.093,2.188,47880.29,781.419,2487135141.645,627434.774,r_ri
2020-09-02,30,"('Europe', 'Spain', 'None')",50.916,6.203,325793.29,1908.032,114954210999.613,4370628.677,r_ri
2020-09-02,30,"('North America', 'US', 'Alabama')",48.028,34.326,68616.548,825.645,4779434028.161,691598.613,r_ri
2020-09-02,30,"('North America', 'US', 'Alaska')",61.297,47.497,4089.194,22.323,17315031.065,529.484,r_ri
2020-09-02,30,"('North America', 'US', 'Arizona')",34.184,32.244,72379.71,1747.871,5264908302.871,3083614.452,r_ri
2020-09-02,30,"('North America', 'US', 'Arkansas')",45.59,53.803,33837.387,612.355,1194134095.194,406651.194,r_ri
2020-09-02,30,"('North America', 'US', 'California')",46.849,32.69,363895.323,4846.71,133365476990.742,24113103.355,r_ri
2020-09-02,30,"('North America', 'US', 'Colorado')",33.884,7.213,21836.774,145.097,495199262.323,21996.258,r_ri
2020-09-02,30,"('North America', 'US', 'Connecticut')",11.215,1.556,6237.935,69.871,41149899.677,5078.129,r_ri
2020-09-02,30,"('North America', 'US', 'Delaware')",28.347,8.698,5488.258,54.161,31067928.71,3040.097,r_ri
2020-09-02,30,"('North America', 'US', 'District of Columbia')",20.533,4.563,3042.355,28.258,9422268.935,830.774,r_ri
2020-09-02,30,"('North America', 'US', 'Florida')",44.564,42.137,300874.194,5518.935,91066955249.226,31265397.129,r_ri
2020-09-02,30,"('North America', 'US', 'Georgia')",45.65,34.347,137203.968,2242.226,19011462021.968,5171312.806,r_ri
2020-09-02,30,"('North America', 'US', 'Hawaii')",72.638,67.728,8027.258,75.129,65452062.677,6044.419,r_ri
2020-09-02,30,"('North America', 'US', 'Idaho')",50.43,49.175,18807.484,211.806,363175847.677,45829.677,r_ri
2020-09-02,30,"('North America', 'US', 'Illinois')",34.136,8.167,93180.419,708.419,8973808749.774,538639.258,r_ri
2020-09-02,30,"('North America', 'US', 'Indiana')",42.473,12.498,46527.387,437.258,2224057661.323,199907.774,r_ri
2020-09-02,30,"('North America', 'US', 'Iowa')",44.498,21.912,35219.968,277.129,1292713946.355,81124.29,r_ri
2020-09-02,30,"('North America', 'US', 'Kansas')",47.387,30.488,24716.065,179.226,634407537.226,36741.871,r_ri
2020-09-02,30,"('North America', 'US', 'Kentucky')",51.036,25.159,30785.677,275.839,983741319.613,80510.806,r_ri
2020-09-02,30,"('North America', 'US', 'Louisiana')",37.702,21.561,60090.129,1144.742,3637113405.161,1335962.097,r_ri
2020-09-02,30,"('North America', 'US', 'Maine')",24.698,11.14,1243.0,15.355,1615709.194,243.935,r_ri
2020-09-02,30,"('North America', 'US', 'Maryland')",29.062,7.507,34468.0,290.839,1211846848.258,87587.484,r_ri
2020-09-02,30,"('North America', 'US', 'Massachusetts')",12.493,5.423,15899.968,504.032,265386375.839,268480.226,r_ri
2020-09-02,30,"('North America', 'US', 'Michigan')",31.751,7.64,40523.548,531.871,1697570107.613,292507.806,r_ri
2020-09-02,30,"('North America', 'US', 'Minnesota')",39.662,13.783,35295.355,276.419,1295824965.871,80777.839,r_ri
2020-09-02,30,"('North America', 'US', 'Mississippi')",42.869,33.072,39516.065,918.161,1580495962.129,862659.387,r_ri
2020-09-02,30,"('North America', 'US', 'Missouri')",57.133,25.547,63232.387,477.548,4160169425.161,253840.323,r_ri
2020-09-02,30,"('North America', 'US', 'Montana')",61.073,54.434,6275.419,81.387,42554065.677,7186.484,r_ri
2020-09-02,30,"('North America', 'US', 'Nebraska')",34.617,18.811,14102.323,84.581,211153313.355,7856.323,r_ri
2020-09-02,30,"('North America', 'US', 'Nevada')",48.59,43.253,36534.548,648.129,1344895861.645,426784.71,r_ri
2020-09-02,30,"('North America', 'US', 'New Hampshire')",16.495,2.228,1301.677,9.742,1797316.968,101.161,r_ri
2020-09-02,30,"('North America', 'US', 'New Jersey')",9.403,2.619,18765.677,420.548,368889519.806,179384.29,r_ri
2020-09-02,30,"('North America', 'US', 'New Mexico')",31.936,17.807,8792.29,149.903,78817053.516,23229.452,r_ri
2020-09-02,30,"('North America', 'US', 'New York')",8.987,2.085,40344.452,689.452,1679241230.839,479085.387,r_ri
2020-09-02,30,"('North America', 'US', 'North Carolina')",44.636,35.689,87594.387,1144.548,7803082794.516,1366920.548,r_ri
2020-09-02,30,"('North America', 'US', 'North Dakota')",59.299,35.024,10355.387,69.968,116838427.129,6035.452,r_ri
2020-09-02,30,"('North America', 'US', 'Ohio')",39.999,17.385,56822.323,795.323,3307342350.0,672547.323,r_ri
2020-09-02,30,"('North America', 'US', 'Oklahoma')",55.904,34.441,41892.645,323.355,1833945821.032,108692.194,r_ri
2020-09-02,30,"('North America', 'US', 'Oregon')",50.703,37.044,15456.484,192.581,243196405.645,37849.806,r_ri
2020-09-02,30,"('North America', 'US', 'Pennsylvania')",27.709,5.97,42587.548,475.129,1868726732.839,244360.548,r_ri
2020-09-02,30,"('North America', 'US', 'Rhode Island')",19.609,5.43,4624.258,59.323,22171593.806,3838.935,r_ri
2020-09-02,30,"('North America', 'US', 'South Carolina')",44.474,41.023,60504.452,1289.161,3739270139.161,1695163.419,r_ri
2020-09-02,30,"('North America', 'US', 'South Dakota')",48.919,25.663,9078.323,51.581,90118886.581,3064.419,r_ri
2020-09-02,30,"('North America', 'US', 'Tennessee')",50.209,47.766,89999.613,1038.484,8250903985.677,1124420.032,r_ri
2020-09-02,30,"('North America', 'US', 'Texas')",51.665,52.066,366935.484,7709.323,136574937814.581,60240858.548,r_ri
2020-09-02,30,"('North America', 'US', 'Utah')",44.05,28.208,27781.0,123.806,819200154.548,15513.548,r_ri
2020-09-02,30,"('North America', 'US', 'Vermont')",21.612,1.724,367.871,1.0,136872.774,1.0,r_ri
2020-09-02,30,"('North America', 'US', 'Virginia')",37.274,20.428,51328.774,606.839,2700578300.71,410967.355,r_ri
2020-09-02,30,"('North America', 'US', 'Washington')",39.69,19.267,32500.129,392.903,1071388319.806,158230.258,r_ri
2020-09-02,30,"('North America', 'US', 'West Virginia')",52.726,48.159,7184.645,145.097,54446942.387,22626.516,r_ri
2020-09-02,30,"('North America', 'US', 'Wisconsin')",49.55,18.336,49612.161,227.839,2693705352.871,54903.774,r_ri
2020-09-02,30,"('North America', 'US', 'Wyoming')",45.844,34.787,2248.387,16.355,5548253.097,284.419,r_ri
2020-09-02,30,"('South America', 'Brazil', 'None')",47.342,29.664,2112226.161,40118.903,4526736453007.0,1648188552.839,r_ri
