prediction_date,n_days_backtest,tuple_area,mape_cases,mape_deaths,mae_cases,mae_deaths,mse_cases,mse_deaths,param_perturbed
2020-07-02,30,"('Africa', 'South Africa', 'None')",73.346,60.215,255251.742,3262.484,75818752977.032,13146589.774,r_rv
2020-07-02,30,"('Asia', 'Japan', 'None')",27.898,0.427,7859.129,4.226,90954186.677,26.097,r_rv
2020-07-02,30,"('Asia', 'Russia', 'None')",21.235,18.939,163185.226,2340.742,29021092465.677,6321442.742,r_rv
2020-07-02,30,"('Europe', 'Italy', 'None')",3.002,2.081,7343.839,728.645,57654476.742,539011.032,r_rv
2020-07-02,30,"('Europe', 'Spain', 'None')",7.738,1.818,20901.677,516.613,584359285.355,267216.097,r_rv
2020-07-02,30,"('North America', 'US', 'Alabama')",51.873,23.802,34685.613,320.742,1429727396.968,136183.258,r_rv
2020-07-02,30,"('North America', 'US', 'Alaska')",56.949,31.191,1146.258,5.871,1707010.903,38.71,r_rv
2020-07-02,30,"('North America', 'US', 'Arizona')",62.653,31.977,86769.806,929.161,8200708823.742,1185975.548,r_rv
2020-07-02,30,"('North America', 'US', 'Arkansas')",51.75,20.728,17199.968,78.065,335488819.065,7874.839,r_rv
2020-07-02,30,"('North America', 'US', 'California')",51.069,16.747,199142.613,1347.806,45973698796.032,2421337.097,r_rv
2020-07-02,30,"('North America', 'US', 'Colorado')",19.955,4.561,8263.0,80.935,86117926.355,8113.968,r_rv
2020-07-02,30,"('North America', 'US', 'Connecticut')",4.568,1.564,2208.129,68.774,5690324.71,5492.774,r_rv
2020-07-02,30,"('North America', 'US', 'Delaware')",20.809,4.667,2825.516,26.065,8804796.613,1172.774,r_rv
2020-07-02,30,"('North America', 'US', 'District of Columbia')",11.126,3.338,1270.032,19.226,1903371.581,406.903,r_rv
2020-07-02,30,"('North America', 'US', 'Florida')",67.399,28.336,228585.645,1524.258,61302916915.71,3246817.161,r_rv
2020-07-02,30,"('North America', 'US', 'Georgia')",52.117,12.169,74399.129,409.452,6498130177.71,236179.323,r_rv
2020-07-02,30,"('North America', 'US', 'Hawaii')",44.001,23.311,652.935,5.581,535663.903,40.226,r_rv
2020-07-02,30,"('North America', 'US', 'Idaho')",66.612,23.686,9631.226,34.226,112888876.581,2080.097,r_rv
2020-07-02,30,"('North America', 'US', 'Illinois')",13.529,3.282,22430.452,246.71,611445330.839,74327.032,r_rv
2020-07-02,30,"('North America', 'US', 'Indiana')",25.242,6.67,14550.452,189.774,250071344.323,41726.097,r_rv
2020-07-02,30,"('North America', 'US', 'Iowa')",26.099,4.325,10214.129,35.355,123206280.774,2025.935,r_rv
2020-07-02,30,"('North America', 'US', 'Kansas')",38.974,16.026,8734.419,51.29,90688995.452,3149.806,r_rv
2020-07-02,30,"('North America', 'US', 'Kentucky')",45.741,14.355,10715.129,96.742,135288804.226,11171.903,r_rv
2020-07-02,30,"('North America', 'US', 'Louisiana')",42.329,11.892,39578.161,433.161,1874225652.613,232700.581,r_rv
2020-07-02,30,"('North America', 'US', 'Maine')",22.085,8.703,808.774,10.194,681382.581,125.935,r_rv
2020-07-02,30,"('North America', 'US', 'Maryland')",16.143,4.67,12879.581,158.387,202503800.871,29196.581,r_rv
2020-07-02,30,"('North America', 'US', 'Massachusetts')",3.908,2.362,4262.677,199.613,22310585.968,48592.516,r_rv
2020-07-02,30,"('North America', 'US', 'Michigan')",15.792,3.393,13096.194,215.871,206303546.452,51399.419,r_rv
2020-07-02,30,"('North America', 'US', 'Minnesota')",24.111,1.935,11398.677,30.968,156865144.548,1484.968,r_rv
2020-07-02,30,"('North America', 'US', 'Mississippi')",45.253,14.547,20209.419,209.258,495035569.419,63934.871,r_rv
2020-07-02,30,"('North America', 'US', 'Missouri')",44.138,12.687,16036.226,147.903,332190783.516,26204.677,r_rv
2020-07-02,30,"('North America', 'US', 'Montana')",65.808,40.368,1688.065,17.0,3704149.548,422.29,r_rv
2020-07-02,30,"('North America', 'US', 'Nebraska')",17.184,6.263,4014.871,19.387,19954693.323,493.839,r_rv
2020-07-02,30,"('North America', 'US', 'Nevada')",57.154,18.666,20229.065,131.161,488503833.774,25260.0,r_rv
2020-07-02,30,"('North America', 'US', 'New Hampshire')",10.706,6.626,669.71,26.355,497128.355,711.839,r_rv
2020-07-02,30,"('North America', 'US', 'New Jersey')",5.211,4.843,9246.032,757.581,92440009.71,615158.613,r_rv
2020-07-02,30,"('North America', 'US', 'New Mexico')",30.293,11.783,5261.677,69.613,33543831.226,6309.29,r_rv
2020-07-02,30,"('North America', 'US', 'New York')",5.593,2.502,22763.161,813.065,556025842.581,684916.484,r_rv
2020-07-02,30,"('North America', 'US', 'North Carolina')",47.517,19.808,48288.355,339.065,2619572683.903,142023.516,r_rv
2020-07-02,30,"('North America', 'US', 'North Dakota')",25.683,9.128,1377.71,8.774,2659534.613,116.71,r_rv
2020-07-02,30,"('North America', 'US', 'Ohio')",35.863,8.793,27124.839,285.161,866235955.226,105694.839,r_rv
