state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
West Virginia,2020-01-22,-67,0,0,,,,,,,,,
West Virginia,2020-01-23,-66,0,0,,,,,,,,,
West Virginia,2020-01-24,-65,0,0,,,,,,,,,
West Virginia,2020-01-25,-64,0,0,,,,,,,,,
West Virginia,2020-01-26,-63,0,0,,,,,,,,,
West Virginia,2020-01-27,-62,0,0,,,,,,,,,
West Virginia,2020-01-28,-61,0,0,,,,,,,,,
West Virginia,2020-01-29,-60,0,0,,,,,,,,,
West Virginia,2020-01-30,-59,0,0,,,,,,,,,
West Virginia,2020-01-31,-58,0,0,,,,,,,,,
West Virginia,2020-02-01,-57,0,0,,,,,,,,,
West Virginia,2020-02-02,-56,0,0,,,,,,,,,
West Virginia,2020-02-03,-55,0,0,,,,,,,,,
West Virginia,2020-02-04,-54,0,0,,,,,,,,,
West Virginia,2020-02-05,-53,0,0,,,,,,,,,
West Virginia,2020-02-06,-52,0,0,,,,,,,,,
West Virginia,2020-02-07,-51,0,0,,,,,,,,,
West Virginia,2020-02-08,-50,0,0,,,,,,,,,
West Virginia,2020-02-09,-49,0,0,,,,,,,,,
West Virginia,2020-02-10,-48,0,0,,,,,,,,,
West Virginia,2020-02-11,-47,0,0,,,,,,,,,
West Virginia,2020-02-12,-46,0,0,,,,,,,,,
West Virginia,2020-02-13,-45,0,0,,,,,,,,,
West Virginia,2020-02-14,-44,0,0,,,,,,,,,
West Virginia,2020-02-15,-43,0,0,,,,,,,,,
West Virginia,2020-02-16,-42,0,0,,,,,,,,,
West Virginia,2020-02-17,-41,0,0,,,,,,,,,
West Virginia,2020-02-18,-40,0,0,,,,,,,,,
West Virginia,2020-02-19,-39,0,0,,,,,,,,,
West Virginia,2020-02-20,-38,0,0,,,,,,,,,
West Virginia,2020-02-21,-37,0,0,,,,,,,,,
West Virginia,2020-02-22,-36,0,0,,,,,,,,,
West Virginia,2020-02-23,-35,0,0,,,,,,,,,
West Virginia,2020-02-24,-34,0,0,,,,,,,,,
West Virginia,2020-02-25,-33,0,0,,,,,,,,,
West Virginia,2020-02-26,-32,0,0,,,,,,,,,
West Virginia,2020-02-27,-31,0,0,,,,,,,,,
West Virginia,2020-02-28,-30,0,0,,,,,,,,,
West Virginia,2020-02-29,-29,0,0,,,,,,,,,
West Virginia,2020-03-01,-28,0,0,,,,,,,,,
West Virginia,2020-03-02,-27,0,0,,,,,,,,,
West Virginia,2020-03-03,-26,0,0,,,,,,,,,
West Virginia,2020-03-04,-25,0,0,,,,,,,,,
West Virginia,2020-03-05,-24,0,0,,,,,,,,,
West Virginia,2020-03-06,-23,0,0,,,,,,,,,
West Virginia,2020-03-07,-22,0,0,,,,,,,,,
West Virginia,2020-03-08,-21,0,0,,,,,,,,,
West Virginia,2020-03-09,-20,0,0,,,,,,,,,
West Virginia,2020-03-10,-19,0,0,,,,,,,,,
West Virginia,2020-03-11,-18,0,0,,,,,,,,,
West Virginia,2020-03-12,-17,0,0,,,,,,,,,
West Virginia,2020-03-13,-16,0,0,,,,,,,,,
West Virginia,2020-03-14,-15,0,0,,,,,,,,,
West Virginia,2020-03-15,-14,0,0,,,,,,,,,
West Virginia,2020-03-16,-13,0,0,,,,,,,,,
West Virginia,2020-03-17,-12,0,0,,,,,,,,,
West Virginia,2020-03-18,-11,1,0,,,,,,,,,
West Virginia,2020-03-19,-10,2,0,,,,,,,,,
West Virginia,2020-03-20,-9,8,0,,,,,,,,,
West Virginia,2020-03-21,-8,12,0,,,,,,,,,
West Virginia,2020-03-22,-7,16,0,,,,,,,,,
West Virginia,2020-03-23,-6,16,0,,,,,,,,,
West Virginia,2020-03-24,-5,22,0,,,,,,,,,
West Virginia,2020-03-25,-4,39,0,,,,,,,,,
West Virginia,2020-03-26,-3,52,0,,,,,,,,,
West Virginia,2020-03-27,-2,76,0,,,,,,,,,
West Virginia,2020-03-28,-1,96,0,,,,,,,,,
West Virginia,2020-03-29,0,113,0,,,,,,,,,
West Virginia,2020-03-30,1,145,1,,,,,,,,,
West Virginia,2020-03-31,2,162,1,,,,,,,,,
West Virginia,2020-04-01,3,191,1,,,,,,,,,
West Virginia,2020-04-02,4,216,2,,,,,,,,,
West Virginia,2020-04-03,5,237,2,,,,,,,,,
West Virginia,2020-04-04,6,282,2,,,,,,,,,
West Virginia,2020-04-05,7,324,3,,,,,,,,,
West Virginia,2020-04-06,8,345,4,,,,,,,,,
West Virginia,2020-04-07,9,412,4,,,,,,,,,
West Virginia,2020-04-08,10,483,4,,,,,,,,,
West Virginia,2020-04-09,11,514,5,,,,,,,,,
West Virginia,2020-04-10,12,574,5,,85.0,,,,,,,
West Virginia,2020-04-11,13,577,5,,85.0,,,,,,,
West Virginia,2020-04-12,14,593,6,,81.0,,,,,,,
West Virginia,2020-04-13,15,611,8,,95.0,,,,,,,
West Virginia,2020-04-14,16,640,9,,87.0,,,,,,,
West Virginia,2020-04-15,17,702,10,,82.0,,,,,,,
West Virginia,2020-04-16,18,728,12,,85.0,,,,,,,
West Virginia,2020-04-17,19,775,16,,85.0,,,,,,,
West Virginia,2020-04-18,20,785,16,,83.0,,,,,,,
West Virginia,2020-04-19,21,890,18,,72.0,,,,,,,
West Virginia,2020-04-20,22,902,24,,77.0,,,,,,,
West Virginia,2020-04-21,23,908,26,,85.0,,,,,,,
West Virginia,2020-04-22,24,939,27,,103.0,,,,,,,
West Virginia,2020-04-23,25,981,31,,108.0,,,,,,,
West Virginia,2020-04-24,26,1010,32,,97.0,,,,,,,
West Virginia,2020-04-25,27,1010,32,,97.0,,,,,,,
West Virginia,2020-04-26,28,1055,34,,100.0,,,,,,,
West Virginia,2020-04-27,29,1063,34,,100.0,,,,,,,
West Virginia,2020-04-28,30,1095,38,,87.0,,,,,,,
West Virginia,2020-04-29,31,1110,38,,102.0,,,,,,,
West Virginia,2020-04-30,32,1125,41,,84.0,,,,,,,
West Virginia,2020-05-01,33,1152,46,,81.0,,,,,,,
West Virginia,2020-05-02,34,1185,48,,76.0,,,,,,,
West Virginia,2020-05-03,35,1195,48,,73.0,,,,,,,
West Virginia,2020-05-04,36,1224,48,,73.0,,,,,,,
West Virginia,2020-05-05,37,1246,48,,64.0,,,,,,,
West Virginia,2020-05-06,38,1242,50,,76.0,,,,,,,
West Virginia,2020-05-07,39,1287,51,,76.0,,,,,,,
West Virginia,2020-05-08,40,1323,52,,65.0,,,,,,,
West Virginia,2020-05-09,41,1323,52,,53.0,,,,,,,
West Virginia,2020-05-10,42,1360,54,,49.0,,,,,,,
West Virginia,2020-05-11,43,1366,54,,49.0,,,,,,,
West Virginia,2020-05-12,44,1378,58,,50.0,,,,,,,
West Virginia,2020-05-13,45,1398,58,,58.0,,,,,,,
West Virginia,2020-05-14,46,1427,60,,52.0,,,,,,,
West Virginia,2020-05-15,47,1447,64,,57.0,,,,,,,
West Virginia,2020-05-16,48,1470,64,,55.0,,,,,,,
West Virginia,2020-05-17,49,1492,67,,48.0,,,,,,,
West Virginia,2020-05-18,50,1502,68,,48.0,,,,,,,
West Virginia,2020-05-19,51,1502,68,,54.0,,,,,,,
West Virginia,2020-05-20,52,1567,69,,58.0,,,,,,,
West Virginia,2020-05-21,53,1593,70,,46.0,,,,,,,
West Virginia,2020-05-22,54,1705,72,,47.0,,,,,,,
West Virginia,2020-05-23,55,1705,72,,39.0,,,,,,,
West Virginia,2020-05-24,56,1759,72,,23.0,,,,,,,
West Virginia,2020-05-25,57,1774,72,,36.0,,,,,,,
West Virginia,2020-05-26,58,1774,72,,35.0,,,,,,,
West Virginia,2020-05-27,59,1899,74,,36.0,,,,,,,
West Virginia,2020-05-28,60,1935,74,,35.0,,,,,,,
West Virginia,2020-05-29,61,1951,74,,33.0,,,,,,,
West Virginia,2020-05-30,62,1989,75,,33.0,,,,,,,
West Virginia,2020-05-31,63,2010,75,,33.0,,,,,,,
West Virginia,2020-06-01,64,2028,76,,31.0,,,,,,,
West Virginia,2020-06-02,65,2056,78,,31.0,,,,,,,
West Virginia,2020-06-03,66,2077,78,,34.0,,,,,,,
West Virginia,2020-06-04,67,2102,79,,28.0,,,,,,,
West Virginia,2020-06-05,68,2119,84,,27.0,,,,,,,
West Virginia,2020-06-06,69,2136,84,,27.0,,,,,,,
West Virginia,2020-06-07,70,2144,84,,28.0,,,,,,,
West Virginia,2020-06-08,71,2161,84,,24.0,,,,,,,
West Virginia,2020-06-09,72,2169,84,,24.0,,,,,,,
West Virginia,2020-06-10,73,2194,85,,24.0,,,,,,,
West Virginia,2020-06-11,74,2217,86,,38.0,,,,,,,
West Virginia,2020-06-12,75,2249,88,,29.0,,,,,,,
West Virginia,2020-06-13,76,2274,88,,29.0,,,,,,,
West Virginia,2020-06-14,77,2290,88,,30.0,,,,,,,
West Virginia,2020-06-15,78,2322,88,,25.0,,,,,,,
West Virginia,2020-06-16,79,2341,88,,24.0,,,,,,,
West Virginia,2020-06-17,80,2376,88,,23.0,,,,,,,
West Virginia,2020-06-18,81,2418,88,,25.0,,,,,,,
West Virginia,2020-06-19,82,2468,88,,22.0,,,,,,,
West Virginia,2020-06-20,83,2500,88,,22.0,,,,,,,
West Virginia,2020-06-21,84,2533,89,,23.0,,,,,,,
West Virginia,2020-06-22,85,2552,89,,21.0,,,,,,,
West Virginia,2020-06-23,86,2593,92,,21.0,,,,,,,
West Virginia,2020-06-24,87,2631,92,,24.0,,,,,,,
West Virginia,2020-06-25,88,2694,92,,24.0,,,,,,,
West Virginia,2020-06-26,89,2730,92,,33.0,,,,,,,
West Virginia,2020-06-27,90,2782,93,,33.0,,,,,,,
West Virginia,2020-06-28,91,2832,93,,32.0,,,,,,,
West Virginia,2020-06-29,92,2870,93,,28.0,,,,,,,
West Virginia,2020-06-30,93,2905,93,,27.0,,,,,,,
West Virginia,2020-07-01,94,2979,93,,23.0,,,,,,,
West Virginia,2020-07-02,95,3053,93,,23.0,,,,,,,
West Virginia,2020-07-03,96,3126,93,,25.0,,,,,,,
West Virginia,2020-07-04,97,3205,94,,25.0,,,,,,,
West Virginia,2020-07-05,98,3262,94,,27.0,,,,,,,
West Virginia,2020-07-06,99,3442,95,,41.0,,,,,,,
West Virginia,2020-07-07,100,3505,95,,41.0,,,,,,,
West Virginia,2020-07-08,101,3707,95,,48.0,,,,,,,
