state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
Illinois,2020-01-22,-55,0,0,,,,,,,,,
Illinois,2020-01-23,-54,0,0,,,,,,,,,
Illinois,2020-01-24,-53,1,0,,,,,,,,,
Illinois,2020-01-25,-52,1,0,,,,,,,,,
Illinois,2020-01-26,-51,1,0,,,,,,,,,
Illinois,2020-01-27,-50,1,0,,,,,,,,,
Illinois,2020-01-28,-49,1,0,,,,,,,,,
Illinois,2020-01-29,-48,1,0,,,,,,,,,
Illinois,2020-01-30,-47,1,0,,,,,,,,,
Illinois,2020-01-31,-46,2,0,,,,,,,,,
Illinois,2020-02-01,-45,2,0,,,,,,,,,
Illinois,2020-02-02,-44,2,0,,,,,,,,,
Illinois,2020-02-03,-43,2,0,,,,,,,,,
Illinois,2020-02-04,-42,2,0,,,,,,,,,
Illinois,2020-02-05,-41,2,0,,,,,,,,,
Illinois,2020-02-06,-40,2,0,,,,,,,,,
Illinois,2020-02-07,-39,2,0,,,,,,,,,
Illinois,2020-02-08,-38,2,0,,,,,,,,,
Illinois,2020-02-09,-37,2,0,,,,,,,,,
Illinois,2020-02-10,-36,2,0,,,,,,,,,
Illinois,2020-02-11,-35,2,0,,,,,,,,,
Illinois,2020-02-12,-34,2,0,,,,,,,,,
Illinois,2020-02-13,-33,2,0,,,,,,,,,
Illinois,2020-02-14,-32,2,0,,,,,,,,,
Illinois,2020-02-15,-31,2,0,,,,,,,,,
Illinois,2020-02-16,-30,2,0,,,,,,,,,
Illinois,2020-02-17,-29,2,0,,,,,,,,,
Illinois,2020-02-18,-28,2,0,,,,,,,,,
Illinois,2020-02-19,-27,2,0,,,,,,,,,
Illinois,2020-02-20,-26,2,0,,,,,,,,,
Illinois,2020-02-21,-25,2,0,,,,,,,,,
Illinois,2020-02-22,-24,2,0,,,,,,,,,
Illinois,2020-02-23,-23,2,0,,,,,,,,,
Illinois,2020-02-24,-22,2,0,,,,,,,,,
Illinois,2020-02-25,-21,2,0,,,,,,,,,
Illinois,2020-02-26,-20,2,0,,,,,,,,,
Illinois,2020-02-27,-19,2,0,,,,,,,,,
