state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
North Dakota,2020-01-22,-68,0,0,,,,,,
North Dakota,2020-01-23,-67,0,0,,,,,,
North Dakota,2020-01-24,-66,0,0,,,,,,
North Dakota,2020-01-25,-65,0,0,,,,,,
North Dakota,2020-01-26,-64,0,0,,,,,,
North Dakota,2020-01-27,-63,0,0,,,,,,
North Dakota,2020-01-28,-62,0,0,,,,,,
North Dakota,2020-01-29,-61,0,0,,,,,,
North Dakota,2020-01-30,-60,0,0,,,,,,
North Dakota,2020-01-31,-59,0,0,,,,,,
North Dakota,2020-02-01,-58,0,0,,,,,,
North Dakota,2020-02-02,-57,0,0,,,,,,
North Dakota,2020-02-03,-56,0,0,,,,,,
North Dakota,2020-02-04,-55,0,0,,,,,,
North Dakota,2020-02-05,-54,0,0,,,,,,
North Dakota,2020-02-06,-53,0,0,,,,,,
North Dakota,2020-02-07,-52,0,0,,,,,,
North Dakota,2020-02-08,-51,0,0,,,,,,
North Dakota,2020-02-09,-50,0,0,,,,,,
North Dakota,2020-02-10,-49,0,0,,,,,,
North Dakota,2020-02-11,-48,0,0,,,,,,
North Dakota,2020-02-12,-47,0,0,,,,,,
North Dakota,2020-02-13,-46,0,0,,,,,,
North Dakota,2020-02-14,-45,0,0,,,,,,
North Dakota,2020-02-15,-44,0,0,,,,,,
North Dakota,2020-02-16,-43,0,0,,,,,,
North Dakota,2020-02-17,-42,0,0,,,,,,
North Dakota,2020-02-18,-41,0,0,,,,,,
North Dakota,2020-02-19,-40,0,0,,,,,,
North Dakota,2020-02-20,-39,0,0,,,,,,
North Dakota,2020-02-21,-38,0,0,,,,,,
North Dakota,2020-02-22,-37,0,0,,,,,,
North Dakota,2020-02-23,-36,0,0,,,,,,
North Dakota,2020-02-24,-35,0,0,,,,,,
North Dakota,2020-02-25,-34,0,0,,,,,,
North Dakota,2020-02-26,-33,0,0,,,,,,
North Dakota,2020-02-27,-32,0,0,,,,,,
North Dakota,2020-02-28,-31,0,0,,,,,,
North Dakota,2020-02-29,-30,0,0,,,,,,
North Dakota,2020-03-01,-29,0,0,,,,,,
North Dakota,2020-03-02,-28,0,0,,,,,,
North Dakota,2020-03-03,-27,0,0,,,,,,
North Dakota,2020-03-04,-26,0,0,,,,,,
North Dakota,2020-03-05,-25,0,0,,,,,,
North Dakota,2020-03-06,-24,0,0,,,,,,
North Dakota,2020-03-07,-23,0,0,,,,,,
North Dakota,2020-03-08,-22,0,0,,,,,,
North Dakota,2020-03-09,-21,0,0,,,,,,
North Dakota,2020-03-10,-20,0,0,,,,,,
North Dakota,2020-03-11,-19,0,0,,,,,,
North Dakota,2020-03-12,-18,1,0,,,,,,
North Dakota,2020-03-13,-17,1,0,,,,,,
North Dakota,2020-03-14,-16,1,0,,,,,,
North Dakota,2020-03-15,-15,1,0,,,,,,
North Dakota,2020-03-16,-14,1,0,,,,,,
North Dakota,2020-03-17,-13,3,0,,,,,,
North Dakota,2020-03-18,-12,6,0,,,,,,
North Dakota,2020-03-19,-11,19,0,,,,,,
North Dakota,2020-03-20,-10,26,0,,,,,,
North Dakota,2020-03-21,-9,28,0,,,,,,
North Dakota,2020-03-22,-8,28,0,,,,,,
North Dakota,2020-03-23,-7,30,0,,,,,,
North Dakota,2020-03-24,-6,36,0,,,,,,
North Dakota,2020-03-25,-5,45,0,,,,,,
North Dakota,2020-03-26,-4,51,0,,,,,,
North Dakota,2020-03-27,-3,68,1,,,,,,
North Dakota,2020-03-28,-2,94,1,,,,,,
North Dakota,2020-03-29,-1,98,1,,,,,,
North Dakota,2020-03-30,0,109,2,,,,,,
North Dakota,2020-03-31,1,122,3,,,,,,
North Dakota,2020-04-01,2,142,3,,,,,,
North Dakota,2020-04-02,3,159,3,,,,,,
North Dakota,2020-04-03,4,173,3,,,,,,
North Dakota,2020-04-04,5,186,3,,,,,,
North Dakota,2020-04-05,6,207,3,,20.0,,,,
North Dakota,2020-04-06,7,225,3,,19.0,,,,
North Dakota,2020-04-07,8,237,4,,18.0,,,,
North Dakota,2020-04-08,9,251,4,,16.0,,,,
North Dakota,2020-04-09,10,269,5,,14.0,,,,
North Dakota,2020-04-10,11,278,6,,13.0,,,,
North Dakota,2020-04-11,12,293,7,,10.0,,,,
North Dakota,2020-04-12,13,308,7,,12.0,,,,
North Dakota,2020-04-13,14,331,8,,13.0,,,,
North Dakota,2020-04-14,15,341,8,,13.0,,,,
North Dakota,2020-04-15,16,365,9,,13.0,,,,
North Dakota,2020-04-16,17,393,9,,14.0,,,,
North Dakota,2020-04-17,18,393,9,,16.0,,,,
North Dakota,2020-04-18,19,528,9,,13.0,,,,
North Dakota,2020-04-19,20,585,9,,15.0,,,,
North Dakota,2020-04-20,21,627,9,,17.0,,,,
North Dakota,2020-04-21,22,644,13,,17.0,,,,
North Dakota,2020-04-22,23,679,14,,23.0,,,,
North Dakota,2020-04-23,24,709,15,,18.0,,,,
North Dakota,2020-04-24,25,748,15,,17.0,,,,
North Dakota,2020-04-25,26,803,16,,17.0,,,,
North Dakota,2020-04-26,27,867,17,,18.0,,,,
North Dakota,2020-04-27,28,942,19,,23.0,,,,
North Dakota,2020-04-28,29,991,19,,25.0,,,,
North Dakota,2020-04-29,30,1033,19,,28.0,,,,
North Dakota,2020-04-30,31,1067,19,,30.0,,,,
North Dakota,2020-05-01,32,1107,23,,27.0,,,,
North Dakota,2020-05-02,33,1153,24,,32.0,,,,
North Dakota,2020-05-03,34,1191,25,,31.0,,,,
North Dakota,2020-05-04,35,1225,25,,31.0,,,,
North Dakota,2020-05-05,36,1266,25,,31.0,,,,
North Dakota,2020-05-06,37,1323,31,,32.0,,,,
North Dakota,2020-05-07,38,1371,31,,35.0,,,,
North Dakota,2020-05-08,39,1425,33,,33.0,,,,
North Dakota,2020-05-09,40,1464,35,,34.0,,,,
North Dakota,2020-05-10,41,1491,35,,29.0,,,,
North Dakota,2020-05-11,42,1518,36,,34.0,,,,
North Dakota,2020-05-12,43,1571,38,,38.0,,,,
North Dakota,2020-05-13,44,1647,40,,37.0,,,,
North Dakota,2020-05-14,45,1712,40,,38.0,,,,
North Dakota,2020-05-15,46,1761,42,,35.0,,,,
North Dakota,2020-05-16,47,1848,42,,33.0,,,,
North Dakota,2020-05-17,48,1900,43,,30.0,,,,
North Dakota,2020-05-18,49,1931,44,,32.0,,,,
North Dakota,2020-05-19,50,1994,45,,32.0,,,,
North Dakota,2020-05-20,51,2095,49,,38.0,,,,
North Dakota,2020-05-21,52,2229,51,,39.0,,,,
North Dakota,2020-05-22,53,2317,52,,39.0,,,,
North Dakota,2020-05-23,54,2365,52,,39.0,,,,
North Dakota,2020-05-24,55,2418,53,,40.0,,,,
North Dakota,2020-05-25,56,2457,54,,41.0,,,,
North Dakota,2020-05-26,57,2422,54,,40.0,,,,
North Dakota,2020-05-27,58,2439,56,,40.0,,,,
North Dakota,2020-05-28,59,2481,57,,35.0,,,,
North Dakota,2020-05-29,60,2520,59,,36.0,,,,
North Dakota,2020-05-30,61,2554,60,,34.0,,,,
North Dakota,2020-05-31,62,2577,61,,36.0,,,,
North Dakota,2020-06-01,63,2625,61,,35.0,,,,
North Dakota,2020-06-02,64,2646,65,,34.0,,,,
North Dakota,2020-06-03,65,2679,66,,34.0,,,,
North Dakota,2020-06-04,66,2706,66,,32.0,,,,
North Dakota,2020-06-05,67,2745,71,,30.0,,,,
North Dakota,2020-06-06,68,2816,72,,29.0,,,,
North Dakota,2020-06-07,69,2861,72,,28.0,,,,
North Dakota,2020-06-08,70,2880,72,,29.0,,,,
North Dakota,2020-06-09,71,2901,72,,32.0,,,,
North Dakota,2020-06-10,72,2941,73,,33.0,,,,
North Dakota,2020-06-11,73,2980,74,,32.0,,,,
North Dakota,2020-06-12,74,3016,74,,35.0,,,,
North Dakota,2020-06-13,75,3058,74,,35.0,,,,
North Dakota,2020-06-14,76,3080,74,,35.0,,,,
North Dakota,2020-06-15,77,3101,74,,31.0,,,,
North Dakota,2020-06-16,78,3124,74,,26.0,,,,
North Dakota,2020-06-17,79,3166,74,,25.0,,,,
North Dakota,2020-06-18,80,3193,75,,26.0,,,,
North Dakota,2020-06-19,81,3226,76,,26.0,,,,
North Dakota,2020-06-20,82,3251,76,,28.0,,,,
North Dakota,2020-06-21,83,3288,77,,31.0,,,,
North Dakota,2020-06-22,84,3313,77,,31.0,,,,
North Dakota,2020-06-23,85,3320,78,,28.0,,,,
North Dakota,2020-06-24,86,3362,78,,27.0,,,,
North Dakota,2020-06-25,87,3393,78,,25.0,,,,
North Dakota,2020-06-26,88,3421,78,,23.0,,,,
North Dakota,2020-06-27,89,3458,78,,23.0,,,,
North Dakota,2020-06-28,90,3495,79,,24.0,,,,
North Dakota,2020-06-29,91,3539,79,,25.0,,,,
North Dakota,2020-06-30,92,3576,79,,25.0,,,,
North Dakota,2020-07-01,93,3615,80,,20.0,,,,
North Dakota,2020-07-02,94,3657,80,,19.0,,,,
North Dakota,2020-07-03,95,3722,80,,20.0,,,,
North Dakota,2020-07-04,96,3779,80,,22.0,,,,
North Dakota,2020-07-05,97,3816,80,,22.0,,,,
North Dakota,2020-07-06,98,3849,80,,22.0,,,,
North Dakota,2020-07-07,99,3898,84,,24.0,,,,
North Dakota,2020-07-08,100,3971,85,,26.0,,,,
North Dakota,2020-07-09,101,4071,85,,30.0,,,,
North Dakota,2020-07-10,102,4155,85,,33.0,,,,
North Dakota,2020-07-11,103,4243,87,,31.0,,,,
North Dakota,2020-07-12,104,4334,87,,38.0,,,,
North Dakota,2020-07-13,105,4442,87,,43.0,,,,
North Dakota,2020-07-14,106,4493,88,,42.0,,,,
North Dakota,2020-07-15,107,4565,88,,42.0,,,,
North Dakota,2020-07-16,108,4668,89,,38.0,,,,
North Dakota,2020-07-17,109,4792,90,,36.0,,,,
North Dakota,2020-07-18,110,4907,90,,38.0,,,,
North Dakota,2020-07-19,111,5019,92,,45.0,,,,
North Dakota,2020-07-20,112,5126,93,,47.0,,,,
North Dakota,2020-07-21,113,5207,94,,46.0,,,,
North Dakota,2020-07-22,114,5367,96,,52.0,,,,
North Dakota,2020-07-23,115,5493,97,,57.0,,,,
North Dakota,2020-07-24,116,5614,99,,37.0,,,,
North Dakota,2020-07-25,117,5736,99,,39.0,,,,
North Dakota,2020-07-26,118,5876,99,,42.0,,,,
North Dakota,2020-07-27,119,5986,99,,43.0,,,,
North Dakota,2020-07-28,120,6141,100,,35.0,,,,
North Dakota,2020-07-29,121,6227,102,,39.0,,,,
North Dakota,2020-07-30,122,6301,103,,43.0,,,,
North Dakota,2020-07-31,123,6469,103,,47.0,,,,
North Dakota,2020-08-01,124,6602,103,,45.0,,,,
North Dakota,2020-08-02,125,6660,105,,45.0,,,,
North Dakota,2020-08-03,126,6785,105,,46.0,,,,
North Dakota,2020-08-04,127,6933,107,,51.0,,,,
North Dakota,2020-08-05,128,7057,108,,42.0,,,,
North Dakota,2020-08-06,129,7177,109,,46.0,,,,
North Dakota,2020-08-07,130,7327,110,,48.0,,,,
North Dakota,2020-08-08,131,7508,112,,49.0,,,,
North Dakota,2020-08-09,132,7596,112,,47.0,,,,
North Dakota,2020-08-10,133,7713,113,,48.0,,,,
North Dakota,2020-08-11,134,7885,118,,55.0,,,,
North Dakota,2020-08-12,135,7970,120,,58.0,,,,
North Dakota,2020-08-13,136,8171,120,,59.0,,,,
North Dakota,2020-08-14,137,8322,121,,65.0,,,,
North Dakota,2020-08-15,138,8444,121,,55.0,,,,
North Dakota,2020-08-16,139,8587,125,,54.0,,,,
North Dakota,2020-08-17,140,8647,126,,55.0,,,,
North Dakota,2020-08-18,141,8782,128,,47.0,,,,
North Dakota,2020-08-19,142,8968,130,,49.0,,,,
North Dakota,2020-08-20,143,9242,130,,45.0,,,,
North Dakota,2020-08-21,144,9474,132,,54.0,,,,
North Dakota,2020-08-22,145,9736,135,,53.0,,,,
North Dakota,2020-08-23,146,9876,136,,52.0,,,,
North Dakota,2020-08-24,147,10000,137,,51.0,,,,
North Dakota,2020-08-25,148,10229,138,,50.0,,,,
North Dakota,2020-08-26,149,10467,138,,53.0,,,,
North Dakota,2020-08-27,150,10800,139,,61.0,,,,
North Dakota,2020-08-28,151,11110,139,,70.0,,,,
North Dakota,2020-08-29,152,11484,141,,65.0,,,,
North Dakota,2020-08-30,153,11702,142,,68.0,,,,
North Dakota,2020-08-31,154,11816,143,,68.0,,,,
North Dakota,2020-09-01,155,12000,145,,62.0,,,,
