state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
Northern Mariana Islands,2020-01-22,-298,0,0,,,,,,,,,
Northern Mariana Islands,2020-01-23,-297,0,0,,,,,,,,,
Northern Mariana Islands,2020-01-24,-296,0,0,,,,,,,,,
Northern Mariana Islands,2020-01-25,-295,0,0,,,,,,,,,
Northern Mariana Islands,2020-01-26,-294,0,0,,,,,,,,,
Northern Mariana Islands,2020-01-27,-293,0,0,,,,,,,,,
Northern Mariana Islands,2020-01-28,-292,0,0,,,,,,,,,
Northern Mariana Islands,2020-01-29,-291,0,0,,,,,,,,,
Northern Mariana Islands,2020-01-30,-290,0,0,,,,,,,,,
Northern Mariana Islands,2020-01-31,-289,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-01,-288,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-02,-287,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-03,-286,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-04,-285,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-05,-284,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-06,-283,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-07,-282,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-08,-281,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-09,-280,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-10,-279,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-11,-278,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-12,-277,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-13,-276,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-14,-275,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-15,-274,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-16,-273,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-17,-272,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-18,-271,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-19,-270,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-20,-269,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-21,-268,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-22,-267,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-23,-266,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-24,-265,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-25,-264,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-26,-263,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-27,-262,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-28,-261,0,0,,,,,,,,,
Northern Mariana Islands,2020-02-29,-260,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-01,-259,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-02,-258,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-03,-257,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-04,-256,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-05,-255,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-06,-254,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-07,-253,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-08,-252,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-09,-251,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-10,-250,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-11,-249,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-12,-248,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-13,-247,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-14,-246,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-15,-245,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-16,-244,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-17,-243,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-18,-242,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-19,-241,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-20,-240,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-21,-239,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-22,-238,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-23,-237,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-24,-236,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-25,-235,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-26,-234,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-27,-233,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-28,-232,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-29,-231,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-30,-230,0,0,,,,,,,,,
Northern Mariana Islands,2020-03-31,-229,2,0,,,,,,,,,
Northern Mariana Islands,2020-04-01,-228,6,1,,,,,,,,,
Northern Mariana Islands,2020-04-02,-227,6,1,,,,,,,,,
Northern Mariana Islands,2020-04-03,-226,8,1,,,,,,,,,
Northern Mariana Islands,2020-04-04,-225,8,1,,,,,,,,,
Northern Mariana Islands,2020-04-05,-224,8,1,,,,,,,,,
Northern Mariana Islands,2020-04-06,-223,8,1,,,,,,,,,
Northern Mariana Islands,2020-04-07,-222,8,2,,,,,,,,,
Northern Mariana Islands,2020-04-08,-221,11,2,,,,,,,,,
Northern Mariana Islands,2020-04-09,-220,11,2,,,,,,,,,
Northern Mariana Islands,2020-04-10,-219,11,2,,,,,,,,,
Northern Mariana Islands,2020-04-11,-218,11,2,,,,,,,,,
Northern Mariana Islands,2020-04-12,-217,11,2,,,,,,,,,
Northern Mariana Islands,2020-04-13,-216,11,2,,,,,,,,,
Northern Mariana Islands,2020-04-14,-215,11,2,,,,,,,,,
Northern Mariana Islands,2020-04-15,-214,13,2,,,,,,,,,
Northern Mariana Islands,2020-04-16,-213,13,2,,,,,,,,,
Northern Mariana Islands,2020-04-17,-212,13,2,,,,,,,,,
Northern Mariana Islands,2020-04-18,-211,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-19,-210,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-20,-209,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-21,-208,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-22,-207,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-23,-206,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-24,-205,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-25,-204,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-26,-203,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-27,-202,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-28,-201,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-29,-200,14,2,,,,,,,,,
Northern Mariana Islands,2020-04-30,-199,14,2,,,,,,,,,
Northern Mariana Islands,2020-05-01,-198,14,2,,,,,,,,,
Northern Mariana Islands,2020-05-02,-197,14,2,,,,,,,,,
Northern Mariana Islands,2020-05-03,-196,14,2,,,,,,,,,
Northern Mariana Islands,2020-05-04,-195,14,2,,,,,,,,,
Northern Mariana Islands,2020-05-05,-194,14,2,,,,,,,,,
Northern Mariana Islands,2020-05-06,-193,15,2,,,,,,,,,
Northern Mariana Islands,2020-05-07,-192,15,2,,,,,,,,,
Northern Mariana Islands,2020-05-08,-191,15,2,,,,,,,,,
Northern Mariana Islands,2020-05-09,-190,16,2,,,,,,,,,
Northern Mariana Islands,2020-05-10,-189,16,2,,,,,,,,,
Northern Mariana Islands,2020-05-11,-188,19,2,,,,,,,,,
Northern Mariana Islands,2020-05-12,-187,19,2,,,,,,,,,
Northern Mariana Islands,2020-05-13,-186,19,2,,,,,,,,,
Northern Mariana Islands,2020-05-14,-185,19,2,,,,,,,,,
Northern Mariana Islands,2020-05-15,-184,19,2,,,,,,,,,
Northern Mariana Islands,2020-05-16,-183,21,2,,,,,,,,,
Northern Mariana Islands,2020-05-17,-182,21,2,,,,,,,,,
Northern Mariana Islands,2020-05-18,-181,21,2,,,,,,,,,
Northern Mariana Islands,2020-05-19,-180,21,2,,,,,,,,,
Northern Mariana Islands,2020-05-20,-179,21,2,,,,,,,,,
Northern Mariana Islands,2020-05-21,-178,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-22,-177,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-23,-176,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-24,-175,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-25,-174,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-26,-173,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-27,-172,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-28,-171,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-29,-170,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-30,-169,22,2,,,,,,,,,
Northern Mariana Islands,2020-05-31,-168,22,2,,,,,,,,,
Northern Mariana Islands,2020-06-01,-167,22,2,,,,,,,,,
Northern Mariana Islands,2020-06-02,-166,23,2,,,,,,,,,
Northern Mariana Islands,2020-06-03,-165,24,2,,,,,,,,,
Northern Mariana Islands,2020-06-04,-164,26,2,,,,,,,,,
