state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
South Dakota,2020-01-22,-68,0,0,,,,,,,,,
South Dakota,2020-01-23,-67,0,0,,,,,,,,,
South Dakota,2020-01-24,-66,0,0,,,,,,,,,
South Dakota,2020-01-25,-65,0,0,,,,,,,,,
South Dakota,2020-01-26,-64,0,0,,,,,,,,,
South Dakota,2020-01-27,-63,0,0,,,,,,,,,
South Dakota,2020-01-28,-62,0,0,,,,,,,,,
South Dakota,2020-01-29,-61,0,0,,,,,,,,,
South Dakota,2020-01-30,-60,0,0,,,,,,,,,
South Dakota,2020-01-31,-59,0,0,,,,,,,,,
South Dakota,2020-02-01,-58,0,0,,,,,,,,,
South Dakota,2020-02-02,-57,0,0,,,,,,,,,
South Dakota,2020-02-03,-56,0,0,,,,,,,,,
South Dakota,2020-02-04,-55,0,0,,,,,,,,,
South Dakota,2020-02-05,-54,0,0,,,,,,,,,
South Dakota,2020-02-06,-53,0,0,,,,,,,,,
South Dakota,2020-02-07,-52,0,0,,,,,,,,,
South Dakota,2020-02-08,-51,0,0,,,,,,,,,
South Dakota,2020-02-09,-50,0,0,,,,,,,,,
South Dakota,2020-02-10,-49,0,0,,,,,,,,,
South Dakota,2020-02-11,-48,0,0,,,,,,,,,
South Dakota,2020-02-12,-47,0,0,,,,,,,,,
South Dakota,2020-02-13,-46,0,0,,,,,,,,,
South Dakota,2020-02-14,-45,0,0,,,,,,,,,
South Dakota,2020-02-15,-44,0,0,,,,,,,,,
South Dakota,2020-02-16,-43,0,0,,,,,,,,,
South Dakota,2020-02-17,-42,0,0,,,,,,,,,
South Dakota,2020-02-18,-41,0,0,,,,,,,,,
South Dakota,2020-02-19,-40,0,0,,,,,,,,,
South Dakota,2020-02-20,-39,0,0,,,,,,,,,
South Dakota,2020-02-21,-38,0,0,,,,,,,,,
South Dakota,2020-02-22,-37,0,0,,,,,,,,,
South Dakota,2020-02-23,-36,0,0,,,,,,,,,
South Dakota,2020-02-24,-35,0,0,,,,,,,,,
South Dakota,2020-02-25,-34,0,0,,,,,,,,,
South Dakota,2020-02-26,-33,0,0,,,,,,,,,
South Dakota,2020-02-27,-32,0,0,,,,,,,,,
South Dakota,2020-02-28,-31,0,0,,,,,,,,,
South Dakota,2020-02-29,-30,0,0,,,,,,,,,
South Dakota,2020-03-01,-29,0,0,,,,,,,,,
South Dakota,2020-03-02,-28,0,0,,,,,,,,,
South Dakota,2020-03-03,-27,0,0,,,,,,,,,
South Dakota,2020-03-04,-26,0,0,,,,,,,,,
South Dakota,2020-03-05,-25,0,0,,,,,,,,,
South Dakota,2020-03-06,-24,0,0,,,,,,,,,
South Dakota,2020-03-07,-23,0,0,,,,,,,,,
South Dakota,2020-03-08,-22,0,0,,,,,,,,,
South Dakota,2020-03-09,-21,0,0,,,,,,,,,
South Dakota,2020-03-10,-20,0,0,,,,,,,,,
South Dakota,2020-03-11,-19,8,1,,,,,,,,,
South Dakota,2020-03-12,-18,7,1,,,,,,,,,
South Dakota,2020-03-13,-17,8,1,,,,,,,,,
South Dakota,2020-03-14,-16,8,1,,,,,,,,,
South Dakota,2020-03-15,-15,8,1,,,,,,,,,
South Dakota,2020-03-16,-14,10,1,,,,,,,,,
South Dakota,2020-03-17,-13,11,1,,,,,,,,,
South Dakota,2020-03-18,-12,11,1,,,,,,,,,
South Dakota,2020-03-19,-11,14,1,,,,,,,,,
South Dakota,2020-03-20,-10,14,1,,,,,,,,,
South Dakota,2020-03-21,-9,14,1,,,,,,,,,
South Dakota,2020-03-22,-8,21,1,,,,,,,,,
South Dakota,2020-03-23,-7,28,1,,,,,,,,,
South Dakota,2020-03-24,-6,30,1,,,,,,,,,
South Dakota,2020-03-25,-5,41,1,,,,,,,,,
South Dakota,2020-03-26,-4,46,1,,,,,,,,,
South Dakota,2020-03-27,-3,58,1,,,,,,,,,
South Dakota,2020-03-28,-2,68,1,,,,,,,,,
South Dakota,2020-03-29,-1,90,1,,,,,,,,,
South Dakota,2020-03-30,0,101,1,,,,,,,,,
South Dakota,2020-03-31,1,108,1,,,,,,,,,
South Dakota,2020-04-01,2,129,2,,,,,,,,,
South Dakota,2020-04-02,3,165,2,,,,,,,,,
South Dakota,2020-04-03,4,187,2,,,,,,,,,
South Dakota,2020-04-04,5,212,2,,,,,,,,,
South Dakota,2020-04-05,6,240,2,,,,,,,,,
South Dakota,2020-04-06,7,288,4,,,,,,,,,
South Dakota,2020-04-07,8,320,6,,,,,,,,,
South Dakota,2020-04-08,9,393,6,,,,,,,,,
South Dakota,2020-04-09,10,447,6,,,,,,,,,
South Dakota,2020-04-10,11,536,6,,,,,,,,,
South Dakota,2020-04-11,12,626,6,,,,,,,,,
South Dakota,2020-04-12,13,730,6,,,,,,,,,
South Dakota,2020-04-13,14,868,6,,,,,,,,,
South Dakota,2020-04-14,15,988,6,,,,,,,,,
South Dakota,2020-04-15,16,1168,6,,,,,,,,,
South Dakota,2020-04-16,17,1311,7,,,,,,,,,
South Dakota,2020-04-17,18,1411,7,,,,,,,,,
South Dakota,2020-04-18,19,1542,7,,,,,,,,,
South Dakota,2020-04-19,20,1635,7,,,,,,,,,
South Dakota,2020-04-20,21,1685,7,,,,,,,,,
South Dakota,2020-04-21,22,1755,8,,65.0,,,,,,,
South Dakota,2020-04-22,23,1858,9,,62.0,,,,,,,
South Dakota,2020-04-23,24,1956,9,,58.0,,,,,,,
South Dakota,2020-04-24,25,2040,10,,61.0,,,,,,,
South Dakota,2020-04-25,26,2147,10,,61.0,,,,,,,
South Dakota,2020-04-26,27,2212,11,,64.0,,,,,,,
South Dakota,2020-04-27,28,2244,11,,61.0,,,,,,,
South Dakota,2020-04-28,29,2313,11,,69.0,,,,,,,
South Dakota,2020-04-29,30,2373,13,,69.0,,,,,,,
South Dakota,2020-04-30,31,2449,17,,76.0,,,,,,,
South Dakota,2020-05-01,32,2525,21,,69.0,,,,,,,
South Dakota,2020-05-02,33,2588,21,,71.0,,,,,,,
South Dakota,2020-05-03,34,2631,21,,71.0,,,,,,,
South Dakota,2020-05-04,35,2668,21,,69.0,,,,,,,
South Dakota,2020-05-05,36,2721,24,,75.0,,,,,,,
South Dakota,2020-05-06,37,2780,29,,72.0,,,,,,,
South Dakota,2020-05-07,38,2906,31,,70.0,,,,,,,
South Dakota,2020-05-08,39,3145,31,,76.0,,,,,,,
South Dakota,2020-05-09,40,3393,34,,79.0,,,,,,,
South Dakota,2020-05-10,41,3517,34,,77.0,,,,,,,
South Dakota,2020-05-11,42,3614,34,,78.0,,,,,,,
South Dakota,2020-05-12,43,3663,39,,74.0,,,,,,,
South Dakota,2020-05-13,44,3732,39,,79.0,,,,,,,
South Dakota,2020-05-14,45,3792,43,,85.0,,,,,,,
South Dakota,2020-05-15,46,3887,44,,80.0,,,,,,,
South Dakota,2020-05-16,47,3959,44,,75.0,,,,,,,
South Dakota,2020-05-17,48,3987,44,,77.0,,,,,,,
South Dakota,2020-05-18,49,4027,44,,77.0,,,,,,,
South Dakota,2020-05-19,50,4085,46,,75.0,,,,,,,
South Dakota,2020-05-20,51,4177,46,,81.0,,,,,,,
South Dakota,2020-05-21,52,4177,48,,91.0,,,,,,,
South Dakota,2020-05-22,53,4356,50,,83.0,,,,,,,
South Dakota,2020-05-23,54,4464,50,,90.0,,,,,,,
South Dakota,2020-05-24,55,4563,50,,85.0,,,,,,,
South Dakota,2020-05-25,56,4586,50,,99.0,,,,,,,
South Dakota,2020-05-26,57,4653,50,,106.0,,,,,,,
South Dakota,2020-05-27,58,4710,54,,101.0,,,,,,,
South Dakota,2020-05-28,59,4793,54,,105.0,,,,,,,
South Dakota,2020-05-29,60,4866,59,,95.0,,,,,,,
South Dakota,2020-05-30,61,4960,62,,93.0,,,,,,,
South Dakota,2020-05-31,62,4993,62,,86.0,,,,,,,
South Dakota,2020-06-01,63,5034,62,,87.0,,,,,,,
South Dakota,2020-06-02,64,5067,62,,89.0,,,,,,,
South Dakota,2020-06-03,65,5162,62,,87.0,,,,,,,
South Dakota,2020-06-04,66,5247,64,,86.0,,,,,,,
South Dakota,2020-06-05,67,5277,64,,83.0,,,,,,,
South Dakota,2020-06-06,68,5367,65,,93.0,,,,,,,
South Dakota,2020-06-07,69,5438,65,,87.0,,,,,,,
South Dakota,2020-06-08,70,5471,65,,92.0,,,,,,,
South Dakota,2020-06-09,71,5523,68,,90.0,,,,,,,
South Dakota,2020-06-10,72,5604,69,,101.0,,,,,,,
South Dakota,2020-06-11,73,5665,73,,87.0,,,,,,,
South Dakota,2020-06-12,74,5742,74,,87.0,,,,,,,
South Dakota,2020-06-13,75,5833,75,,85.0,,,,,,,
South Dakota,2020-06-14,76,5898,75,,87.0,,,,,,,
