state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
Maine,2020-01-22,-61,0,0,,,,,,,,,
Maine,2020-01-23,-60,0,0,,,,,,,,,
Maine,2020-01-24,-59,0,0,,,,,,,,,
Maine,2020-01-25,-58,0,0,,,,,,,,,
Maine,2020-01-26,-57,0,0,,,,,,,,,
Maine,2020-01-27,-56,0,0,,,,,,,,,
Maine,2020-01-28,-55,0,0,,,,,,,,,
Maine,2020-01-29,-54,0,0,,,,,,,,,
Maine,2020-01-30,-53,0,0,,,,,,,,,
Maine,2020-01-31,-52,0,0,,,,,,,,,
Maine,2020-02-01,-51,0,0,,,,,,,,,
Maine,2020-02-02,-50,0,0,,,,,,,,,
Maine,2020-02-03,-49,0,0,,,,,,,,,
Maine,2020-02-04,-48,0,0,,,,,,,,,
Maine,2020-02-05,-47,0,0,,,,,,,,,
Maine,2020-02-06,-46,0,0,,,,,,,,,
Maine,2020-02-07,-45,0,0,,,,,,,,,
Maine,2020-02-08,-44,0,0,,,,,,,,,
Maine,2020-02-09,-43,0,0,,,,,,,,,
Maine,2020-02-10,-42,0,0,,,,,,,,,
Maine,2020-02-11,-41,0,0,,,,,,,,,
Maine,2020-02-12,-40,0,0,,,,,,,,,
Maine,2020-02-13,-39,0,0,,,,,,,,,
Maine,2020-02-14,-38,0,0,,,,,,,,,
Maine,2020-02-15,-37,0,0,,,,,,,,,
Maine,2020-02-16,-36,0,0,,,,,,,,,
Maine,2020-02-17,-35,0,0,,,,,,,,,
Maine,2020-02-18,-34,0,0,,,,,,,,,
Maine,2020-02-19,-33,0,0,,,,,,,,,
Maine,2020-02-20,-32,0,0,,,,,,,,,
Maine,2020-02-21,-31,0,0,,,,,,,,,
Maine,2020-02-22,-30,0,0,,,,,,,,,
Maine,2020-02-23,-29,0,0,,,,,,,,,
Maine,2020-02-24,-28,0,0,,,,,,,,,
