state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
Virgin Islands,2020-01-22,-164,0,0,,,,,,,,,
Virgin Islands,2020-01-23,-163,0,0,,,,,,,,,
Virgin Islands,2020-01-24,-162,0,0,,,,,,,,,
Virgin Islands,2020-01-25,-161,0,0,,,,,,,,,
Virgin Islands,2020-01-26,-160,0,0,,,,,,,,,
Virgin Islands,2020-01-27,-159,0,0,,,,,,,,,
Virgin Islands,2020-01-28,-158,0,0,,,,,,,,,
Virgin Islands,2020-01-29,-157,0,0,,,,,,,,,
Virgin Islands,2020-01-30,-156,0,0,,,,,,,,,
Virgin Islands,2020-01-31,-155,0,0,,,,,,,,,
Virgin Islands,2020-02-01,-154,0,0,,,,,,,,,
Virgin Islands,2020-02-02,-153,0,0,,,,,,,,,
Virgin Islands,2020-02-03,-152,0,0,,,,,,,,,
Virgin Islands,2020-02-04,-151,0,0,,,,,,,,,
Virgin Islands,2020-02-05,-150,0,0,,,,,,,,,
Virgin Islands,2020-02-06,-149,0,0,,,,,,,,,
Virgin Islands,2020-02-07,-148,0,0,,,,,,,,,
Virgin Islands,2020-02-08,-147,0,0,,,,,,,,,
Virgin Islands,2020-02-09,-146,0,0,,,,,,,,,
Virgin Islands,2020-02-10,-145,0,0,,,,,,,,,
Virgin Islands,2020-02-11,-144,0,0,,,,,,,,,
Virgin Islands,2020-02-12,-143,0,0,,,,,,,,,
Virgin Islands,2020-02-13,-142,0,0,,,,,,,,,
Virgin Islands,2020-02-14,-141,0,0,,,,,,,,,
Virgin Islands,2020-02-15,-140,0,0,,,,,,,,,
Virgin Islands,2020-02-16,-139,0,0,,,,,,,,,
Virgin Islands,2020-02-17,-138,0,0,,,,,,,,,
Virgin Islands,2020-02-18,-137,0,0,,,,,,,,,
Virgin Islands,2020-02-19,-136,0,0,,,,,,,,,
Virgin Islands,2020-02-20,-135,0,0,,,,,,,,,
Virgin Islands,2020-02-21,-134,0,0,,,,,,,,,
Virgin Islands,2020-02-22,-133,0,0,,,,,,,,,
Virgin Islands,2020-02-23,-132,0,0,,,,,,,,,
Virgin Islands,2020-02-24,-131,0,0,,,,,,,,,
Virgin Islands,2020-02-25,-130,0,0,,,,,,,,,
Virgin Islands,2020-02-26,-129,0,0,,,,,,,,,
Virgin Islands,2020-02-27,-128,0,0,,,,,,,,,
Virgin Islands,2020-02-28,-127,0,0,,,,,,,,,
Virgin Islands,2020-02-29,-126,0,0,,,,,,,,,
Virgin Islands,2020-03-01,-125,0,0,,,,,,,,,
Virgin Islands,2020-03-02,-124,0,0,,,,,,,,,
Virgin Islands,2020-03-03,-123,0,0,,,,,,,,,
Virgin Islands,2020-03-04,-122,0,0,,,,,,,,,
Virgin Islands,2020-03-05,-121,0,0,,,,,,,,,
Virgin Islands,2020-03-06,-120,0,0,,,,,,,,,
Virgin Islands,2020-03-07,-119,0,0,,,,,,,,,
Virgin Islands,2020-03-08,-118,0,0,,,,,,,,,
Virgin Islands,2020-03-09,-117,0,0,,,,,,,,,
Virgin Islands,2020-03-10,-116,0,0,,,,,,,,,
Virgin Islands,2020-03-11,-115,0,0,,,,,,,,,
Virgin Islands,2020-03-12,-114,0,0,,,,,,,,,
Virgin Islands,2020-03-13,-113,0,0,,,,,,,,,
Virgin Islands,2020-03-14,-112,0,0,,,,,,,,,
Virgin Islands,2020-03-15,-111,0,0,,,,,,,,,
Virgin Islands,2020-03-16,-110,1,0,,,,,,,,,
Virgin Islands,2020-03-17,-109,2,0,,,,,,,,,
Virgin Islands,2020-03-18,-108,2,0,,,,,,,,,
Virgin Islands,2020-03-19,-107,3,0,,,,,,,,,
Virgin Islands,2020-03-20,-106,3,0,,,,,,,,,
Virgin Islands,2020-03-21,-105,6,0,,,,,,,,,
Virgin Islands,2020-03-22,-104,6,0,,,,,,,,,
Virgin Islands,2020-03-23,-103,7,0,,,,,,,,,
Virgin Islands,2020-03-24,-102,17,0,,,,,,,,,
Virgin Islands,2020-03-25,-101,17,0,,,,,,,,,
Virgin Islands,2020-03-26,-100,17,0,,,,,,,,,
Virgin Islands,2020-03-27,-99,19,0,,,,,,,,,
Virgin Islands,2020-03-28,-98,22,0,,,,,,,,,
Virgin Islands,2020-03-29,-97,23,0,,,,,,,,,
Virgin Islands,2020-03-30,-96,30,0,,,,,,,,,
Virgin Islands,2020-03-31,-95,30,0,,,,,,,,,
Virgin Islands,2020-04-01,-94,30,0,,,,,,,,,
Virgin Islands,2020-04-02,-93,30,0,,,,,,,,,
Virgin Islands,2020-04-03,-92,37,0,,,,,,,,,
Virgin Islands,2020-04-04,-91,40,0,,,,,,,,,
Virgin Islands,2020-04-05,-90,42,1,,,,,,,,,
Virgin Islands,2020-04-06,-89,43,1,,,,,,,,,
Virgin Islands,2020-04-07,-88,43,1,,,,,,,,,
Virgin Islands,2020-04-08,-87,45,1,,,,,,,,,
Virgin Islands,2020-04-09,-86,45,1,,,,,,,,,
Virgin Islands,2020-04-10,-85,50,1,,3.0,,,,,,,
