state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
Kansas,2020-01-22,-63,0,0,,,,,,,,,
Kansas,2020-01-23,-62,0,0,,,,,,,,,
Kansas,2020-01-24,-61,0,0,,,,,,,,,
Kansas,2020-01-25,-60,0,0,,,,,,,,,
Kansas,2020-01-26,-59,0,0,,,,,,,,,
Kansas,2020-01-27,-58,0,0,,,,,,,,,
Kansas,2020-01-28,-57,0,0,,,,,,,,,
Kansas,2020-01-29,-56,0,0,,,,,,,,,
Kansas,2020-01-30,-55,0,0,,,,,,,,,
Kansas,2020-01-31,-54,0,0,,,,,,,,,
Kansas,2020-02-01,-53,0,0,,,,,,,,,
Kansas,2020-02-02,-52,0,0,,,,,,,,,
Kansas,2020-02-03,-51,0,0,,,,,,,,,
Kansas,2020-02-04,-50,0,0,,,,,,,,,
Kansas,2020-02-05,-49,0,0,,,,,,,,,
Kansas,2020-02-06,-48,0,0,,,,,,,,,
Kansas,2020-02-07,-47,0,0,,,,,,,,,
Kansas,2020-02-08,-46,0,0,,,,,,,,,
Kansas,2020-02-09,-45,0,0,,,,,,,,,
Kansas,2020-02-10,-44,0,0,,,,,,,,,
Kansas,2020-02-11,-43,0,0,,,,,,,,,
Kansas,2020-02-12,-42,0,0,,,,,,,,,
Kansas,2020-02-13,-41,0,0,,,,,,,,,
Kansas,2020-02-14,-40,0,0,,,,,,,,,
Kansas,2020-02-15,-39,0,0,,,,,,,,,
Kansas,2020-02-16,-38,0,0,,,,,,,,,
Kansas,2020-02-17,-37,0,0,,,,,,,,,
Kansas,2020-02-18,-36,0,0,,,,,,,,,
Kansas,2020-02-19,-35,0,0,,,,,,,,,
Kansas,2020-02-20,-34,0,0,,,,,,,,,
Kansas,2020-02-21,-33,0,0,,,,,,,,,
Kansas,2020-02-22,-32,0,0,,,,,,,,,
Kansas,2020-02-23,-31,0,0,,,,,,,,,
Kansas,2020-02-24,-30,0,0,,,,,,,,,
Kansas,2020-02-25,-29,0,0,,,,,,,,,
Kansas,2020-02-26,-28,0,0,,,,,,,,,
Kansas,2020-02-27,-27,0,0,,,,,,,,,
Kansas,2020-02-28,-26,0,0,,,,,,,,,
Kansas,2020-02-29,-25,0,0,,,,,,,,,
Kansas,2020-03-01,-24,0,0,,,,,,,,,
Kansas,2020-03-02,-23,0,0,,,,,,,,,
Kansas,2020-03-03,-22,0,0,,,,,,,,,
Kansas,2020-03-04,-21,0,0,,,,,,,,,
Kansas,2020-03-05,-20,0,0,,,,,,,,,
Kansas,2020-03-06,-19,0,0,,,,,,,,,
Kansas,2020-03-07,-18,0,0,,,,,,,,,
Kansas,2020-03-08,-17,1,0,,,,,,,,,
Kansas,2020-03-09,-16,1,0,,,,,,,,,
Kansas,2020-03-10,-15,1,0,,,,,,,,,
Kansas,2020-03-11,-14,1,0,,,,,,,,,
Kansas,2020-03-12,-13,4,0,,,,,,,,,
Kansas,2020-03-13,-12,6,1,,,,,,,,,
Kansas,2020-03-14,-11,8,1,,,,,,,,,
Kansas,2020-03-15,-10,8,1,,,,,,,,,
Kansas,2020-03-16,-9,11,1,,,,,,,,,
Kansas,2020-03-17,-8,18,1,,,,,,,,,
Kansas,2020-03-18,-7,22,1,,,,,,,,,
Kansas,2020-03-19,-6,35,1,,,,,,,,,
Kansas,2020-03-20,-5,48,1,,,,,,,,,
Kansas,2020-03-21,-4,57,2,,,,,,,,,
Kansas,2020-03-22,-3,65,2,,,,,,,,,
Kansas,2020-03-23,-2,84,2,,,,,,,,,
Kansas,2020-03-24,-1,100,2,,,,,,,,,
Kansas,2020-03-25,0,134,3,,,,,,,,,
Kansas,2020-03-26,1,172,3,,,,,,,,,
Kansas,2020-03-27,2,206,4,,,,,,,,,
Kansas,2020-03-28,3,266,5,,,,,,,,,
Kansas,2020-03-29,4,330,7,,,,,,,,,
Kansas,2020-03-30,5,372,8,,,,,,,,,
Kansas,2020-03-31,6,434,9,,,,,,,,,
Kansas,2020-04-01,7,485,10,,,,,,,,,
Kansas,2020-04-02,8,553,13,,,,,,,,,
Kansas,2020-04-03,9,629,18,,,,,,,,,
Kansas,2020-04-04,10,698,18,,,,,,,,,
Kansas,2020-04-05,11,751,21,,,,,,,,,
Kansas,2020-04-06,12,849,24,,,,,,,,,
Kansas,2020-04-07,13,912,34,,,,,,,,,
Kansas,2020-04-08,14,1046,38,,,,,,,,,
Kansas,2020-04-09,15,1116,34,,,,,,,,,
Kansas,2020-04-10,16,1117,50,,,,,,,,,
Kansas,2020-04-11,17,1275,52,,,,,,,,,
Kansas,2020-04-12,18,1344,63,,,,,,,,,
Kansas,2020-04-13,19,1390,61,,,,,,,,,
Kansas,2020-04-14,20,1441,77,,,,,,,,,
Kansas,2020-04-15,21,1504,73,,,,,,,,,
Kansas,2020-04-16,22,1615,80,,,,,,,,,
Kansas,2020-04-17,23,1730,84,,,,,,,,,
Kansas,2020-04-18,24,1821,86,,,,,,,,,
Kansas,2020-04-19,25,1905,93,,,,,,,,,
Kansas,2020-04-20,26,2048,102,,,,,,,,,
Kansas,2020-04-21,27,2164,109,,,,,,,,,
Kansas,2020-04-22,28,2331,112,,,,,,,,,
Kansas,2020-04-23,29,2721,113,,,,,,,,,
Kansas,2020-04-24,30,2959,118,,,,,,,,,
Kansas,2020-04-25,31,3135,120,,,,,,,,,
Kansas,2020-04-26,32,3277,121,,,,,,,,,
Kansas,2020-04-27,33,3473,126,,,,,,,,,
Kansas,2020-04-28,34,3652,127,,,,,,,,,
Kansas,2020-04-29,35,3839,134,,,,,,,,,
Kansas,2020-04-30,36,4413,134,,,,,,,,,
Kansas,2020-05-01,37,4634,140,,,,,,,,,
Kansas,2020-05-02,38,4885,142,,,,,,,,,
Kansas,2020-05-03,39,5156,144,,,,,,,,,
Kansas,2020-05-04,40,5383,156,,,,,,,,,
Kansas,2020-05-05,41,5648,161,,,,,,,,,
Kansas,2020-05-06,42,5993,164,,,,,,,,,
Kansas,2020-05-07,43,6332,165,,,,,,,,,
Kansas,2020-05-08,44,6667,168,,,,,,,,,
Kansas,2020-05-09,45,6829,174,,,,,,,,,
Kansas,2020-05-10,46,6951,174,,,,,,,,,
Kansas,2020-05-11,47,7159,180,,,,,,,,,
Kansas,2020-05-12,48,7240,184,,,,,,,,,
Kansas,2020-05-13,49,7518,188,,,,,,,,,
Kansas,2020-05-14,50,7705,189,,,,,,,,,
Kansas,2020-05-15,51,7886,193,,,,,,,,,
Kansas,2020-05-16,52,7939,195,,,,,,,,,
Kansas,2020-05-17,53,7953,195,,,,,,,,,
Kansas,2020-05-18,54,8303,198,,,,,,,,,
Kansas,2020-05-19,55,8353,199,,,,,,,,,
Kansas,2020-05-20,56,8507,202,,,,,,,,,
Kansas,2020-05-21,57,8625,204,,,,,,,,,
Kansas,2020-05-22,58,8909,205,,,,,,,,,
Kansas,2020-05-23,59,8946,205,,,,,,,,,
Kansas,2020-05-24,60,9004,205,,,,,,,,,
Kansas,2020-05-25,61,9125,207,,,,,,,,,
Kansas,2020-05-26,62,9199,210,,,,,,,,,
Kansas,2020-05-27,63,9291,213,,,,,,,,,
Kansas,2020-05-28,64,9371,214,,,,,,,,,
Kansas,2020-05-29,65,9662,215,,,,,,,,,
Kansas,2020-05-30,66,9690,215,,,,,,,,,
Kansas,2020-05-31,67,9700,215,,,,,,,,,
Kansas,2020-06-01,68,9920,217,,,,,,,,,
Kansas,2020-06-02,69,9965,222,,,,,,,,,
Kansas,2020-06-03,70,10092,226,,,,,,,,,
Kansas,2020-06-04,71,10167,227,,,,,,,,,
Kansas,2020-06-05,72,10306,232,,,,,,,,,
Kansas,2020-06-06,73,10361,233,,,,,,,,,
Kansas,2020-06-07,74,10406,233,,,,,,,,,
Kansas,2020-06-08,75,10544,236,,,,,,,,,
Kansas,2020-06-09,76,10609,237,,,,,,,,,
Kansas,2020-06-10,77,10750,240,,,,,,,,,
Kansas,2020-06-11,78,10823,243,,,,,,,,,
Kansas,2020-06-12,79,10973,243,,,,,,,,,
Kansas,2020-06-13,80,11020,245,,,,,,,,,
Kansas,2020-06-14,81,11101,245,,,,,,,,,
Kansas,2020-06-15,82,11319,246,,,,,,,,,
Kansas,2020-06-16,83,11411,246,,,,,,,,,
Kansas,2020-06-17,84,11644,247,,,,,,,,,
Kansas,2020-06-18,85,11753,251,,,,,,,,,
Kansas,2020-06-19,86,12021,254,,,,,,,,,
Kansas,2020-06-20,87,12097,256,,,,,,,,,
Kansas,2020-06-21,88,12136,257,,,,,,,,,
Kansas,2020-06-22,89,12428,258,,,,,,,,,
Kansas,2020-06-23,90,12537,260,,,,,,,,,
Kansas,2020-06-24,91,12930,261,,,,,,,,,
Kansas,2020-06-25,92,13107,262,,,,,,,,,
Kansas,2020-06-26,93,13462,265,,,,,,,,,
Kansas,2020-06-27,94,13617,268,,,,,,,,,
Kansas,2020-06-28,95,13847,269,,,,,,,,,
Kansas,2020-06-29,96,14209,273,,,,,,,,,
Kansas,2020-06-30,97,14370,273,,,,,,,,,
Kansas,2020-07-01,98,14830,277,,,,,,,,,
Kansas,2020-07-02,99,15002,280,,,,,,,,,
Kansas,2020-07-03,100,15659,282,,,,,,,,,
Kansas,2020-07-04,101,15911,283,,,,,,,,,
Kansas,2020-07-05,102,16081,284,,,,,,,,,
Kansas,2020-07-06,103,16638,285,,,,,,,,,
Kansas,2020-07-07,104,16860,289,,,,,,,,,
Kansas,2020-07-08,105,17332,289,,,,,,,,,
Kansas,2020-07-09,106,17785,293,,,,,,,,,
Kansas,2020-07-10,107,18303,293,,,,,,,,,
Kansas,2020-07-11,108,18687,295,,,,,,,,,
Kansas,2020-07-12,109,18981,297,,,,,,,,,
Kansas,2020-07-13,110,19645,298,,,,,,,,,
Kansas,2020-07-14,111,19887,299,,,,,,,,,
Kansas,2020-07-15,112,20349,304,,,,,,,,,
Kansas,2020-07-16,113,20817,305,,,,,,,,,
Kansas,2020-07-17,114,21388,306,,,,,,,,,
Kansas,2020-07-18,115,21693,308,,,,,,,,,
Kansas,2020-07-19,116,21996,309,,,,,,,,,
Kansas,2020-07-20,117,22656,312,,,,,,,,,
Kansas,2020-07-21,118,22929,316,,,,,,,,,
Kansas,2020-07-22,119,23480,321,,,,,,,,,
Kansas,2020-07-23,120,23955,322,,,,,,,,,
Kansas,2020-07-24,121,24553,330,,,,,,,,,
Kansas,2020-07-25,122,25008,329,,315.0,,,,,,,
Kansas,2020-07-26,123,25289,331,,315.0,,,,,,,
Kansas,2020-07-27,124,25805,335,,212.0,,,,,,,
Kansas,2020-07-28,125,26055,340,,212.0,,,,,,,
Kansas,2020-07-29,126,26588,349,,393.0,,,,,,,
Kansas,2020-07-30,127,26881,357,,393.0,,,,,,,
Kansas,2020-07-31,128,27362,358,,366.0,,,,,,,
Kansas,2020-08-01,129,27590,358,,366.0,,,,,,,
Kansas,2020-08-02,130,27869,361,,366.0,,,,,,,
Kansas,2020-08-03,131,28432,367,,232.0,,,,,,,
Kansas,2020-08-04,132,28782,368,,232.0,,,,,,,
Kansas,2020-08-05,133,29251,372,,358.0,,,,,,,
Kansas,2020-08-06,134,29612,378,,358.0,,,,,,,
Kansas,2020-08-07,135,30132,380,,333.0,,,,,,,
Kansas,2020-08-08,136,30445,380,,333.0,,,,,,,
Kansas,2020-08-09,137,30644,380,,333.0,,,,,,,
Kansas,2020-08-10,138,31169,387,,216.0,,,,,,,
Kansas,2020-08-11,139,31454,393,,216.0,,,,,,,
Kansas,2020-08-12,140,32086,397,,357.0,,,,,,,
Kansas,2020-08-13,141,32462,403,,357.0,,,,,,,
Kansas,2020-08-14,142,33015,404,,311.0,,,,,,,
Kansas,2020-08-15,143,33885,406,,311.0,,,,,,,
Kansas,2020-08-16,144,33885,406,,311.0,,,,,,,
Kansas,2020-08-17,145,34599,407,,229.0,,,,,,,
Kansas,2020-08-18,146,34859,411,,229.0,,,,,,,
Kansas,2020-08-19,147,35403,415,,300.0,,,,,,,
Kansas,2020-08-20,148,35890,419,,300.0,,,,,,,
Kansas,2020-08-21,149,36884,426,,296.0,,,,,,,
Kansas,2020-08-22,150,37371,426,,296.0,,,,,,,
Kansas,2020-08-23,151,37641,426,,296.0,,,,,,,
Kansas,2020-08-24,152,38523,429,,189.0,,,,,,,
Kansas,2020-08-25,153,38836,430,,189.0,,,,,,,
Kansas,2020-08-26,154,39859,442,,262.0,,,,,,,
Kansas,2020-08-27,155,40334,444,,262.0,,,,,,,
Kansas,2020-08-28,156,41027,445,,328.0,,,,,,,
Kansas,2020-08-29,157,41570,449,,328.0,,,,,,,
Kansas,2020-08-30,158,41736,449,,328.0,,,,,,,
Kansas,2020-08-31,159,42579,451,,211.0,,,,,,,
Kansas,2020-09-01,160,42940,456,,211.0,,,,,,,
Kansas,2020-09-02,161,43823,461,,336.0,,,,,,,
Kansas,2020-09-03,162,44364,471,,336.0,,,,,,,
Kansas,2020-09-04,163,45334,481,,314.0,,,,,,,
Kansas,2020-09-05,164,45624,481,,314.0,,,,,,,
Kansas,2020-09-06,165,45794,481,,314.0,,,,,,,
Kansas,2020-09-07,166,46313,485,,177.0,,,,,,,
Kansas,2020-09-08,167,46976,485,,177.0,,,,,,,
Kansas,2020-09-09,168,47387,499,,319.0,,,,,,,
Kansas,2020-09-10,169,47757,503,,319.0,,,,,,,
Kansas,2020-09-11,170,48333,516,,140.0,,,,,,,
Kansas,2020-09-12,171,48621,526,,140.0,,,,,,,
Kansas,2020-09-13,172,48721,528,,140.0,,,,,,,
Kansas,2020-09-14,173,49612,542,,192.0,,,,,,,
Kansas,2020-09-15,174,49936,557,,192.0,,,,,,,
Kansas,2020-09-16,175,50670,586,,278.0,,,,,,,
Kansas,2020-09-17,176,51106,586,,278.0,,,,,,,
Kansas,2020-09-18,177,52067,596,,286.0,,,,,,,
Kansas,2020-09-19,178,52428,596,,286.0,,,,,,,
Kansas,2020-09-20,179,54841,596,,286.0,,,,,,,
Kansas,2020-09-21,180,55170,601,,216.0,,,,,,,
Kansas,2020-09-22,181,56186,614,,216.0,,,,,,,
Kansas,2020-09-23,182,56546,621,,313.0,,,,,,,
Kansas,2020-09-24,183,57653,621,,313.0,,,,,,,
Kansas,2020-09-25,184,58061,635,,343.0,,,,,,,
Kansas,2020-09-26,185,58065,635,,343.0,,,,,,,
Kansas,2020-09-27,186,59528,635,,343.0,,,,,,,
Kansas,2020-09-28,187,59902,644,,270.0,,,,,,,
Kansas,2020-09-29,188,60844,651,,270.0,,,,,,,
Kansas,2020-09-30,189,61122,678,,352.0,,,,,,,
Kansas,2020-10-01,190,62292,678,,352.0,,,,,,,
Kansas,2020-10-02,191,62537,698,,352.0,,,,,,,
Kansas,2020-10-03,192,62569,698,,352.0,,,,,,,
Kansas,2020-10-04,193,63726,698,,352.0,,,,,,,
Kansas,2020-10-05,194,63979,706,,352.0,,,,,,,
Kansas,2020-10-06,195,65159,706,,352.0,,,,,,,
Kansas,2020-10-07,196,65274,723,,352.0,,,,,,,
Kansas,2020-10-08,197,66879,747,,393.0,,,,,,,
Kansas,2020-10-09,198,67216,771,,469.0,,,,,,,
