state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Rhode Island,2020-01-22,-61,0,0,,,,,,
Rhode Island,2020-01-23,-60,0,0,,,,,,
Rhode Island,2020-01-24,-59,0,0,,,,,,
Rhode Island,2020-01-25,-58,0,0,,,,,,
Rhode Island,2020-01-26,-57,0,0,,,,,,
Rhode Island,2020-01-27,-56,0,0,,,,,,
Rhode Island,2020-01-28,-55,0,0,,,,,,
Rhode Island,2020-01-29,-54,0,0,,,,,,
Rhode Island,2020-01-30,-53,0,0,,,,,,
Rhode Island,2020-01-31,-52,0,0,,,,,,
Rhode Island,2020-02-01,-51,0,0,,,,,,
Rhode Island,2020-02-02,-50,0,0,,,,,,
Rhode Island,2020-02-03,-49,0,0,,,,,,
Rhode Island,2020-02-04,-48,0,0,,,,,,
Rhode Island,2020-02-05,-47,0,0,,,,,,
Rhode Island,2020-02-06,-46,0,0,,,,,,
Rhode Island,2020-02-07,-45,0,0,,,,,,
Rhode Island,2020-02-08,-44,0,0,,,,,,
Rhode Island,2020-02-09,-43,0,0,,,,,,
Rhode Island,2020-02-10,-42,0,0,,,,,,
Rhode Island,2020-02-11,-41,0,0,,,,,,
Rhode Island,2020-02-12,-40,0,0,,,,,,
Rhode Island,2020-02-13,-39,0,0,,,,,,
Rhode Island,2020-02-14,-38,0,0,,,,,,
Rhode Island,2020-02-15,-37,0,0,,,,,,
Rhode Island,2020-02-16,-36,0,0,,,,,,
Rhode Island,2020-02-17,-35,0,0,,,,,,
Rhode Island,2020-02-18,-34,0,0,,,,,,
Rhode Island,2020-02-19,-33,0,0,,,,,,
Rhode Island,2020-02-20,-32,0,0,,,,,,
Rhode Island,2020-02-21,-31,0,0,,,,,,
Rhode Island,2020-02-22,-30,0,0,,,,,,
Rhode Island,2020-02-23,-29,0,0,,,,,,
Rhode Island,2020-02-24,-28,0,0,,,,,,
Rhode Island,2020-02-25,-27,0,0,,,,,,
Rhode Island,2020-02-26,-26,0,0,,,,,,
Rhode Island,2020-02-27,-25,0,0,,,,,,
Rhode Island,2020-02-28,-24,0,0,,,,,,
Rhode Island,2020-02-29,-23,0,0,,,,,,
Rhode Island,2020-03-01,-22,1,0,,,,,,
Rhode Island,2020-03-02,-21,2,0,,,,,,
Rhode Island,2020-03-03,-20,2,0,,,,,,
Rhode Island,2020-03-04,-19,2,0,,,,,,
Rhode Island,2020-03-05,-18,2,0,,,,,,
Rhode Island,2020-03-06,-17,2,0,,,,,,
Rhode Island,2020-03-07,-16,3,0,,,,,,
Rhode Island,2020-03-08,-15,3,0,,,,,,
Rhode Island,2020-03-09,-14,3,0,,,,,,
Rhode Island,2020-03-10,-13,3,0,,,,,,
Rhode Island,2020-03-11,-12,5,0,,,,,,
Rhode Island,2020-03-12,-11,3,0,,,,,,
Rhode Island,2020-03-13,-10,12,0,,,,,,
Rhode Island,2020-03-14,-9,20,0,,,,,,
Rhode Island,2020-03-15,-8,20,0,,,,,,
Rhode Island,2020-03-16,-7,21,0,,,,,,
Rhode Island,2020-03-17,-6,23,0,,,,,,
Rhode Island,2020-03-18,-5,33,0,,,,,,
Rhode Island,2020-03-19,-4,44,0,,,,,,
Rhode Island,2020-03-20,-3,54,0,,,,,,
Rhode Island,2020-03-21,-2,66,0,,,,,,
Rhode Island,2020-03-22,-1,83,0,,,,,,
Rhode Island,2020-03-23,0,106,0,,,,,,
Rhode Island,2020-03-24,1,124,0,,,,,,
Rhode Island,2020-03-25,2,132,0,,,,,,
Rhode Island,2020-03-26,3,165,0,,,,,,
Rhode Island,2020-03-27,4,203,0,,,,,,
Rhode Island,2020-03-28,5,239,2,,,,,,
Rhode Island,2020-03-29,6,294,3,,,,,,
Rhode Island,2020-03-30,7,408,4,,,,,,
Rhode Island,2020-03-31,8,488,8,,,,,,
Rhode Island,2020-04-01,9,566,10,,,,,,
Rhode Island,2020-04-02,10,645,12,,,,,,
Rhode Island,2020-04-03,11,711,14,,,,,,
Rhode Island,2020-04-04,12,806,17,,,,,,
Rhode Island,2020-04-05,13,922,25,,,,,,
Rhode Island,2020-04-06,14,1082,27,,,,,,
Rhode Island,2020-04-07,15,1229,30,,,,,,
Rhode Island,2020-04-08,16,1450,35,,,,,,
Rhode Island,2020-04-09,17,1727,43,,,,,,
Rhode Island,2020-04-10,18,1727,43,,,,,,
Rhode Island,2020-04-11,19,2349,56,,,,,,
Rhode Island,2020-04-12,20,2665,63,,,,,,
Rhode Island,2020-04-13,21,2665,63,,,,,,
