state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
New York,2020-01-22,-46,0,0,,,,,,
New York,2020-01-23,-45,0,0,,,,,,
New York,2020-01-24,-44,0,0,,,,,,
New York,2020-01-25,-43,0,0,,,,,,
New York,2020-01-26,-42,0,0,,,,,,
New York,2020-01-27,-41,0,0,,,,,,
New York,2020-01-28,-40,0,0,,,,,,
New York,2020-01-29,-39,0,0,,,,,,
New York,2020-01-30,-38,0,0,,,,,,
New York,2020-01-31,-37,0,0,,,,,,
New York,2020-02-01,-36,0,0,,,,,,
New York,2020-02-02,-35,0,0,,,,,,
New York,2020-02-03,-34,0,0,,,,,,
New York,2020-02-04,-33,0,0,,,,,,
New York,2020-02-05,-32,0,0,,,,,,
New York,2020-02-06,-31,0,0,,,,,,
New York,2020-02-07,-30,0,0,,,,,,
New York,2020-02-08,-29,0,0,,,,,,
New York,2020-02-09,-28,0,0,,,,,,
New York,2020-02-10,-27,0,0,,,,,,
New York,2020-02-11,-26,0,0,,,,,,
New York,2020-02-12,-25,0,0,,,,,,
New York,2020-02-13,-24,0,0,,,,,,
New York,2020-02-14,-23,0,0,,,,,,
New York,2020-02-15,-22,0,0,,,,,,
New York,2020-02-16,-21,0,0,,,,,,
New York,2020-02-17,-20,0,0,,,,,,
New York,2020-02-18,-19,0,0,,,,,,
New York,2020-02-19,-18,0,0,,,,,,
New York,2020-02-20,-17,0,0,,,,,,
New York,2020-02-21,-16,0,0,,,,,,
New York,2020-02-22,-15,0,0,,,,,,
New York,2020-02-23,-14,0,0,,,,,,
New York,2020-02-24,-13,0,0,,,,,,
New York,2020-02-25,-12,0,0,,,,,,
New York,2020-02-26,-11,0,0,,,,,,
New York,2020-02-27,-10,0,0,,,,,,
New York,2020-02-28,-9,0,0,,,,,,
New York,2020-02-29,-8,0,0,,,,,,
New York,2020-03-01,-7,0,0,,,,,,
New York,2020-03-02,-6,0,0,,,,,,
New York,2020-03-03,-5,1,0,,,,,,
New York,2020-03-04,-4,10,0,,,,,,
New York,2020-03-05,-3,21,0,,,,,,
New York,2020-03-06,-2,24,0,,,,,,
New York,2020-03-07,-1,76,0,,,,,,
New York,2020-03-08,0,105,0,,,,,,
New York,2020-03-09,1,138,0,,,,,,
New York,2020-03-10,2,152,0,,,,,,
New York,2020-03-11,3,216,1,,,,,,
New York,2020-03-12,4,296,1,,,,,,
New York,2020-03-13,5,379,1,,,,,,
New York,2020-03-14,6,557,5,,,,,,
New York,2020-03-15,7,633,10,,,,,,
New York,2020-03-16,8,961,21,,,,,,
New York,2020-03-17,9,1407,35,,,,,,
New York,2020-03-18,10,2507,60,,,,,,
New York,2020-03-19,11,4221,88,,,,,,
New York,2020-03-20,12,7660,143,,,,,,
New York,2020-03-21,13,10410,195,,,,,,
New York,2020-03-22,14,15191,249,,,,,,
New York,2020-03-23,15,20884,351,,,,,,
New York,2020-03-24,16,25681,475,,,,,,
