state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Indiana,2020-01-22,-59,0,0,,,,,,
Indiana,2020-01-23,-58,0,0,,,,,,
Indiana,2020-01-24,-57,0,0,,,,,,
Indiana,2020-01-25,-56,0,0,,,,,,
Indiana,2020-01-26,-55,0,0,,,,,,
Indiana,2020-01-27,-54,0,0,,,,,,
Indiana,2020-01-28,-53,0,0,,,,,,
Indiana,2020-01-29,-52,0,0,,,,,,
Indiana,2020-01-30,-51,0,0,,,,,,
Indiana,2020-01-31,-50,0,0,,,,,,
Indiana,2020-02-01,-49,0,0,,,,,,
Indiana,2020-02-02,-48,0,0,,,,,,
Indiana,2020-02-03,-47,0,0,,,,,,
Indiana,2020-02-04,-46,0,0,,,,,,
Indiana,2020-02-05,-45,0,0,,,,,,
Indiana,2020-02-06,-44,0,0,,,,,,
Indiana,2020-02-07,-43,0,0,,,,,,
Indiana,2020-02-08,-42,0,0,,,,,,
Indiana,2020-02-09,-41,0,0,,,,,,
Indiana,2020-02-10,-40,0,0,,,,,,
Indiana,2020-02-11,-39,0,0,,,,,,
Indiana,2020-02-12,-38,0,0,,,,,,
Indiana,2020-02-13,-37,0,0,,,,,,
Indiana,2020-02-14,-36,0,0,,,,,,
Indiana,2020-02-15,-35,0,0,,,,,,
Indiana,2020-02-16,-34,0,0,,,,,,
Indiana,2020-02-17,-33,0,0,,,,,,
Indiana,2020-02-18,-32,0,0,,,,,,
Indiana,2020-02-19,-31,0,0,,,,,,
Indiana,2020-02-20,-30,0,0,,,,,,
Indiana,2020-02-21,-29,0,0,,,,,,
Indiana,2020-02-22,-28,0,0,,,,,,
Indiana,2020-02-23,-27,0,0,,,,,,
Indiana,2020-02-24,-26,0,0,,,,,,
Indiana,2020-02-25,-25,0,0,,,,,,
Indiana,2020-02-26,-24,0,0,,,,,,
Indiana,2020-02-27,-23,0,0,,,,,,
Indiana,2020-02-28,-22,0,0,,,,,,
Indiana,2020-02-29,-21,0,0,,,,,,
Indiana,2020-03-01,-20,0,0,,,,,,
Indiana,2020-03-02,-19,0,0,,,,,,
Indiana,2020-03-03,-18,0,0,,,,,,
Indiana,2020-03-04,-17,0,0,,,,,,
Indiana,2020-03-05,-16,0,0,,,,,,
Indiana,2020-03-06,-15,1,0,,,,,,
Indiana,2020-03-07,-14,1,0,,,,,,
Indiana,2020-03-08,-13,2,0,,,,,,
Indiana,2020-03-09,-12,3,0,,,,,,
Indiana,2020-03-10,-11,6,0,,,,,,
Indiana,2020-03-11,-10,11,0,,,,,,
Indiana,2020-03-12,-9,13,0,,,,,,
Indiana,2020-03-13,-8,13,0,,,,,,
Indiana,2020-03-14,-7,16,0,,,,,,
Indiana,2020-03-15,-6,20,0,,,,,,
Indiana,2020-03-16,-5,25,1,,,,,,
Indiana,2020-03-17,-4,30,2,,,,,,
Indiana,2020-03-18,-3,38,2,,,,,,
Indiana,2020-03-19,-2,60,2,,,,,,
Indiana,2020-03-20,-1,86,3,,,,,,
Indiana,2020-03-21,0,128,4,,,,,,
Indiana,2020-03-22,1,204,6,,,,,,
Indiana,2020-03-23,2,270,7,,,,,,
Indiana,2020-03-24,3,368,12,,,,,,
Indiana,2020-03-25,4,477,14,,,,,,
Indiana,2020-03-26,5,645,17,,,,,,
Indiana,2020-03-27,6,979,25,,,,,,
Indiana,2020-03-28,7,1233,31,,,,,,
Indiana,2020-03-29,8,1513,32,,,,,,
Indiana,2020-03-30,9,1786,35,,,,,,
Indiana,2020-03-31,10,2158,49,,,,,,
Indiana,2020-04-01,11,2564,65,,,,,,
Indiana,2020-04-02,12,3038,78,,,,,,
Indiana,2020-04-03,13,3437,102,,,,,,
Indiana,2020-04-04,14,3953,116,,,,,,
Indiana,2020-04-05,15,4411,127,,,,,,
Indiana,2020-04-06,16,4956,143,,,,,,
Indiana,2020-04-07,17,5510,173,,,,,,
Indiana,2020-04-08,18,5943,203,,,,,,
Indiana,2020-04-09,19,6351,245,,,,,,
Indiana,2020-04-10,20,6907,300,,,,,,
Indiana,2020-04-11,21,7435,330,,,,,,
Indiana,2020-04-12,22,7928,343,,,,,,
Indiana,2020-04-13,23,8359,350,,,,,,
Indiana,2020-04-14,24,8527,387,,,,,,
Indiana,2020-04-15,25,8960,436,,,,,,
Indiana,2020-04-16,26,9542,477,,,,,,
Indiana,2020-04-17,27,10154,522,,,,,,
Indiana,2020-04-18,28,10641,545,,,,,,
Indiana,2020-04-19,29,11211,562,,,,,,
Indiana,2020-04-20,30,11688,577,,,,,,
Indiana,2020-04-21,31,12097,635,,,,,,
Indiana,2020-04-22,32,12438,666,,,,,,
Indiana,2020-04-23,33,13039,706,,,,,,
Indiana,2020-04-24,34,13681,741,,,,,,
Indiana,2020-04-25,35,14399,786,,,,,,
Indiana,2020-04-26,36,15012,813,,,,,,
Indiana,2020-04-27,37,15961,844,,,,,,
Indiana,2020-04-28,38,16588,901,,,,,,
Indiana,2020-04-29,39,17182,964,,,,,,
Indiana,2020-04-30,40,17835,1114,,,,,,
Indiana,2020-05-01,41,18630,1175,,,,,,
Indiana,2020-05-02,42,19295,1229,,,,,,
Indiana,2020-05-03,43,19933,1246,,,,,,
Indiana,2020-05-04,44,20507,1264,,,,,,
Indiana,2020-05-05,45,21033,1326,,,,,,
Indiana,2020-05-06,46,21870,1377,,,,,,
Indiana,2020-05-07,47,22503,1414,,,,,,
Indiana,2020-05-08,48,23146,1447,,,,,,
Indiana,2020-05-09,49,23732,1490,,,,,,
Indiana,2020-05-10,50,24126,1508,,,,,,
Indiana,2020-05-11,51,24627,1540,,,,,,
Indiana,2020-05-12,52,25127,1578,,,,,,
Indiana,2020-05-13,53,25473,1619,,,,,,
Indiana,2020-05-14,54,26053,1646,,,,,,
Indiana,2020-05-15,55,26656,1691,,,,,,
Indiana,2020-05-16,56,27280,1741,,,,,,
Indiana,2020-05-17,57,27778,1751,,,,,,
Indiana,2020-05-18,58,28255,1765,,,,,,
Indiana,2020-05-19,59,28705,1824,,,,,,
Indiana,2020-05-20,60,29274,1864,,,,,,
Indiana,2020-05-21,61,29936,1913,,,,,,
Indiana,2020-05-22,62,30409,1941,,,,,,
Indiana,2020-05-23,63,30901,1964,,,,,,
Indiana,2020-05-24,64,31376,1976,,,,,,
Indiana,2020-05-25,65,31715,1984,,,,,,
Indiana,2020-05-26,66,32078,2004,,,,,,
Indiana,2020-05-27,67,32437,2030,,,,,,
Indiana,2020-05-28,68,33068,2068,,,,,,
Indiana,2020-05-29,69,33558,2110,,,,,,
Indiana,2020-05-30,70,34211,2125,,,,,,
Indiana,2020-05-31,71,34574,2134,,,,,,
Indiana,2020-06-01,72,34830,2143,,,,,,
Indiana,2020-06-02,73,35237,2197,,,,,,
Indiana,2020-06-03,74,35712,2207,,,,,,
Indiana,2020-06-04,75,36096,2231,,,,,,
Indiana,2020-06-05,76,36578,2258,,,,,,
Indiana,2020-06-06,77,36997,2292,,,,,,
Indiana,2020-06-07,78,37397,2303,,,,,,
