state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Wisconsin,2020-01-22,-56,0,0,,,,,,
Wisconsin,2020-01-23,-55,0,0,,,,,,
Wisconsin,2020-01-24,-54,0,0,,,,,,
Wisconsin,2020-01-25,-53,0,0,,,,,,
Wisconsin,2020-01-26,-52,0,0,,,,,,
Wisconsin,2020-01-27,-51,0,0,,,,,,
Wisconsin,2020-01-28,-50,0,0,,,,,,
Wisconsin,2020-01-29,-49,0,0,,,,,,
Wisconsin,2020-01-30,-48,0,0,,,,,,
Wisconsin,2020-01-31,-47,0,0,,,,,,
Wisconsin,2020-02-01,-46,0,0,,,,,,
Wisconsin,2020-02-02,-45,0,0,,,,,,
Wisconsin,2020-02-03,-44,0,0,,,,,,
Wisconsin,2020-02-04,-43,0,0,,,,,,
Wisconsin,2020-02-05,-42,0,0,,,,,,
Wisconsin,2020-02-06,-41,0,0,,,,,,
Wisconsin,2020-02-07,-40,0,0,,,,,,
Wisconsin,2020-02-08,-39,0,0,,,,,,
Wisconsin,2020-02-09,-38,0,0,,,,,,
Wisconsin,2020-02-10,-37,0,0,,,,,,
Wisconsin,2020-02-11,-36,0,0,,,,,,
Wisconsin,2020-02-12,-35,0,0,,,,,,
Wisconsin,2020-02-13,-34,0,0,,,,,,
Wisconsin,2020-02-14,-33,0,0,,,,,,
Wisconsin,2020-02-15,-32,0,0,,,,,,
Wisconsin,2020-02-16,-31,0,0,,,,,,
Wisconsin,2020-02-17,-30,0,0,,,,,,
Wisconsin,2020-02-18,-29,0,0,,,,,,
Wisconsin,2020-02-19,-28,0,0,,,,,,
Wisconsin,2020-02-20,-27,0,0,,,,,,
Wisconsin,2020-02-21,-26,0,0,,,,,,
Wisconsin,2020-02-22,-25,0,0,,,,,,
Wisconsin,2020-02-23,-24,0,0,,,,,,
Wisconsin,2020-02-24,-23,0,0,,,,,,
Wisconsin,2020-02-25,-22,0,0,,,,,,
Wisconsin,2020-02-26,-21,0,0,,,,,,
Wisconsin,2020-02-27,-20,0,0,,,,,,
Wisconsin,2020-02-28,-19,0,0,,,,,,
Wisconsin,2020-02-29,-18,0,0,,,,,,
Wisconsin,2020-03-01,-17,0,0,,,,,,
Wisconsin,2020-03-02,-16,0,0,,,,,,
Wisconsin,2020-03-03,-15,0,0,,,,,,
Wisconsin,2020-03-04,-14,0,0,,,,,,
Wisconsin,2020-03-05,-13,0,0,,,,,,
Wisconsin,2020-03-06,-12,0,0,,,,,,
Wisconsin,2020-03-07,-11,0,0,,,,,,
Wisconsin,2020-03-08,-10,0,0,,,,,,
Wisconsin,2020-03-09,-9,0,0,,,,,,
Wisconsin,2020-03-10,-8,3,0,,,,,,
Wisconsin,2020-03-11,-7,4,0,,,,,,
Wisconsin,2020-03-12,-6,8,0,,,,,,
Wisconsin,2020-03-13,-5,19,0,,,,,,
Wisconsin,2020-03-14,-4,27,0,,,,,,
Wisconsin,2020-03-15,-3,28,0,,,,,,
Wisconsin,2020-03-16,-2,48,0,,,,,,
Wisconsin,2020-03-17,-1,73,0,,,,,,
Wisconsin,2020-03-18,0,111,0,,,,,,
Wisconsin,2020-03-19,1,159,4,,,,,,
Wisconsin,2020-03-20,2,219,3,,,,,,
Wisconsin,2020-03-21,3,282,4,,,,,,
Wisconsin,2020-03-22,4,381,4,,,,,,
Wisconsin,2020-03-23,5,425,5,,,,,,
Wisconsin,2020-03-24,6,481,5,,,,,,
Wisconsin,2020-03-25,7,621,7,,,,,,
Wisconsin,2020-03-26,8,728,10,,,,,,
Wisconsin,2020-03-27,9,926,14,,,,,,
Wisconsin,2020-03-28,10,1055,17,,,,,,
Wisconsin,2020-03-29,11,1164,18,,,,,,
Wisconsin,2020-03-30,12,1230,20,,,,,,
Wisconsin,2020-03-31,13,1412,25,,,,,,
Wisconsin,2020-04-01,14,1556,27,,,,,,
Wisconsin,2020-04-02,15,1748,38,,,,,,
Wisconsin,2020-04-03,16,2012,51,,,,,,
Wisconsin,2020-04-04,17,2030,54,,,,,,
Wisconsin,2020-04-05,18,2320,74,,,,,,
Wisconsin,2020-04-06,19,2449,78,,,,,,
Wisconsin,2020-04-07,20,2578,92,,,,,,
Wisconsin,2020-04-08,21,2710,100,,,,,,
Wisconsin,2020-04-09,22,2886,111,,,,,,
Wisconsin,2020-04-10,23,3068,128,,,,,,
Wisconsin,2020-04-11,24,3213,137,,,,,,
Wisconsin,2020-04-12,25,3341,144,,,,,,
Wisconsin,2020-04-13,26,3428,154,,,,,,
Wisconsin,2020-04-14,27,3555,170,,,,,,
Wisconsin,2020-04-15,28,3721,183,,,,,,
Wisconsin,2020-04-16,29,3875,197,,,,,,
Wisconsin,2020-04-17,30,4053,206,,,,,,
Wisconsin,2020-04-18,31,4199,212,,,,,,
Wisconsin,2020-04-19,32,4346,220,,,,,,
Wisconsin,2020-04-20,33,4499,230,,,,,,
Wisconsin,2020-04-21,34,4625,244,,,,,,
Wisconsin,2020-04-22,35,4845,248,,,,,,
Wisconsin,2020-04-23,36,5052,258,,,,,,
Wisconsin,2020-04-24,37,5356,263,,,,,,
Wisconsin,2020-04-25,38,5687,266,,,,,,
Wisconsin,2020-04-26,39,5912,272,,,,,,
Wisconsin,2020-04-27,40,6081,281,,,,,,
Wisconsin,2020-04-28,41,6289,300,,,,,,
Wisconsin,2020-04-29,42,6520,308,,,,,,
Wisconsin,2020-04-30,43,6854,316,,,,,,
Wisconsin,2020-05-01,44,7314,327,,,,,,
Wisconsin,2020-05-02,45,7660,334,,,,,,
Wisconsin,2020-05-03,46,7964,339,,,,,,
Wisconsin,2020-05-04,47,8236,340,,,,,,
Wisconsin,2020-05-05,48,8566,353,,,,,,
Wisconsin,2020-05-06,49,8901,362,,,,,,
Wisconsin,2020-05-07,50,9215,374,,,,,,
Wisconsin,2020-05-08,51,9590,384,,,,,,
Wisconsin,2020-05-09,52,9939,398,,,,,,
Wisconsin,2020-05-10,53,10219,400,,,,,,
Wisconsin,2020-05-11,54,10418,409,,,,,,
Wisconsin,2020-05-12,55,10611,418,,,,,,
Wisconsin,2020-05-13,56,10902,421,,,,,,
Wisconsin,2020-05-14,57,11275,434,,,,,,
Wisconsin,2020-05-15,58,11685,445,,,,,,
Wisconsin,2020-05-16,59,12187,453,,,,,,
Wisconsin,2020-05-17,60,12543,453,,,,,,
Wisconsin,2020-05-18,61,12687,459,,,,,,
Wisconsin,2020-05-19,62,12885,467,,,,,,
Wisconsin,2020-05-20,63,13413,481,,,,,,
Wisconsin,2020-05-21,64,13885,487,,,,,,
Wisconsin,2020-05-22,65,14396,496,,,,,,
Wisconsin,2020-05-23,66,14877,507,,,,,,
Wisconsin,2020-05-24,67,15277,510,,,,,,
Wisconsin,2020-05-25,68,15584,514,,,,,,
Wisconsin,2020-05-26,69,15863,517,,,,,,
Wisconsin,2020-05-27,70,16462,539,,,,,,
Wisconsin,2020-05-28,71,16974,550,,,,,,
Wisconsin,2020-05-29,72,17707,568,,,,,,
Wisconsin,2020-05-30,73,18230,588,,,,,,
Wisconsin,2020-05-31,74,18403,592,,,,,,
Wisconsin,2020-06-01,75,18543,595,,,,,,
Wisconsin,2020-06-02,76,18917,607,,,,,,
Wisconsin,2020-06-03,77,19400,616,,,,,,
Wisconsin,2020-06-04,78,19892,626,,,,,,
Wisconsin,2020-06-05,79,20249,633,,,,,,
Wisconsin,2020-06-06,80,20571,645,,,,,,
Wisconsin,2020-06-07,81,20835,647,,,,,,
Wisconsin,2020-06-08,82,21038,646,,,,,,
Wisconsin,2020-06-09,83,21308,661,,,,,,
Wisconsin,2020-06-10,84,21593,671,,,,,,
Wisconsin,2020-06-11,85,21926,682,,,,,,
Wisconsin,2020-06-12,86,22246,689,,,,,,
Wisconsin,2020-06-13,87,22518,691,,,,,,
Wisconsin,2020-06-14,88,22758,692,,,,,,
Wisconsin,2020-06-15,89,22932,694,,,,,,
Wisconsin,2020-06-16,90,23198,703,,,,,,
Wisconsin,2020-06-17,91,23456,713,,,,,,
Wisconsin,2020-06-18,92,23876,719,,,,,,
Wisconsin,2020-06-19,93,24154,730,,,,,,
Wisconsin,2020-06-20,94,24539,744,,,,,,
Wisconsin,2020-06-21,95,24819,744,,,,,,
Wisconsin,2020-06-22,96,25068,745,,,,,,
Wisconsin,2020-06-23,97,25331,750,,,,,,
Wisconsin,2020-06-24,98,25763,757,,,,,,
Wisconsin,2020-06-25,99,26227,766,,,,,,
Wisconsin,2020-06-26,100,26747,766,,,,,,
Wisconsin,2020-06-27,101,27286,777,,,,,,
Wisconsin,2020-06-28,102,27743,777,,,,,,
Wisconsin,2020-06-29,103,28058,777,,,,,,
Wisconsin,2020-06-30,104,28659,784,,,,,,
Wisconsin,2020-07-01,105,29199,786,,,,,,
Wisconsin,2020-07-02,106,29738,793,,,,,,
Wisconsin,2020-07-03,107,30317,796,,,,,,
Wisconsin,2020-07-04,108,31055,796,,,,,,
Wisconsin,2020-07-05,109,31577,796,,,,,,
Wisconsin,2020-07-06,110,32061,796,,,,,,
Wisconsin,2020-07-07,111,32556,805,,,,,,
Wisconsin,2020-07-08,112,33154,807,,,,,,
Wisconsin,2020-07-09,113,33908,809,,,,,,
Wisconsin,2020-07-10,114,34753,814,,,,,,
Wisconsin,2020-07-11,115,35679,821,,,,,,
Wisconsin,2020-07-12,116,36448,820,,,,,,
Wisconsin,2020-07-13,117,36942,820,,,,,,
Wisconsin,2020-07-14,118,37906,826,,,,,,
Wisconsin,2020-07-15,119,38727,827,,,,,,
Wisconsin,2020-07-16,120,39627,831,,,,,,
Wisconsin,2020-07-17,121,40507,833,,,,,,
Wisconsin,2020-07-18,122,41485,843,,,,,,
Wisconsin,2020-07-19,123,42315,844,,,,,,
Wisconsin,2020-07-20,124,43018,846,,,,,,
Wisconsin,2020-07-21,125,44135,859,,,,,,
Wisconsin,2020-07-22,126,44847,865,,,,,,
Wisconsin,2020-07-23,127,45899,878,,,,,,
Wisconsin,2020-07-24,128,46917,878,,,,,,
Wisconsin,2020-07-25,129,47870,891,,,,,,
Wisconsin,2020-07-26,130,48827,892,,,,,,
Wisconsin,2020-07-27,131,49417,893,,,,,,
Wisconsin,2020-07-28,132,50179,906,,,,,,
Wisconsin,2020-07-29,133,51049,911,,,,,,
Wisconsin,2020-07-30,134,52108,919,,,,,,
Wisconsin,2020-07-31,135,52940,934,,,,,,
Wisconsin,2020-08-01,136,54002,947,,,,,,
Wisconsin,2020-08-02,137,54924,948,,,,,,
Wisconsin,2020-08-03,138,55328,949,,,,,,
Wisconsin,2020-08-04,139,56056,961,,,,,,
Wisconsin,2020-08-05,140,56940,970,,,,,,
Wisconsin,2020-08-06,141,57779,978,,,,,,
Wisconsin,2020-08-07,142,58768,990,,,,,,
Wisconsin,2020-08-08,143,59933,996,,,,,,
Wisconsin,2020-08-09,144,60554,998,,,,,,
Wisconsin,2020-08-10,145,61061,998,,,,,,
Wisconsin,2020-08-11,146,61785,1006,,,,,,
Wisconsin,2020-08-12,147,62263,1011,,,,,,
Wisconsin,2020-08-13,148,63206,1018,,,,,,
Wisconsin,2020-08-14,149,64227,1025,,,,,,
Wisconsin,2020-08-15,150,65056,1038,,,,,,
Wisconsin,2020-08-16,151,65741,1039,,,,,,
Wisconsin,2020-08-17,152,66196,1039,,,,,,
Wisconsin,2020-08-18,153,66196,1039,,,,,,
Wisconsin,2020-08-19,154,67493,1060,,,,,,
Wisconsin,2020-08-20,155,68233,1067,,,,,,
Wisconsin,2020-08-21,156,69059,1068,,,,,,
Wisconsin,2020-08-22,157,70009,1081,,,,,,
Wisconsin,2020-08-23,158,70462,1081,,,,,,
Wisconsin,2020-08-24,159,70854,1081,,,,,,
Wisconsin,2020-08-25,160,71492,1094,,,,,,
Wisconsin,2020-08-26,161,72260,1100,,,,,,
Wisconsin,2020-08-27,162,73138,1111,,,,,,
Wisconsin,2020-08-28,163,73981,1113,,,,,,
Wisconsin,2020-08-29,164,74800,1119,,,,,,
Wisconsin,2020-08-30,165,75337,1122,,,,,,
Wisconsin,2020-08-31,166,75603,1122,,,,,,
Wisconsin,2020-09-01,167,76584,1130,,,,,,
