Date,Cumulative Cases,Cumulative Deaths,Population,City
2020-03-29,850,5,6892427,Houston
2020-03-30,913,8,6892427,Houston
2020-03-31,1115,9,6892427,Houston
2020-04-01,1350,11,6892427,Houston
2020-04-02,1462,15,6892427,Houston
2020-04-03,1732,18,6892427,Houston
2020-04-04,2067,27,6892427,Houston
2020-04-05,2220,30,6892427,Houston
2020-04-06,2734,33,6892427,Houston
2020-04-07,3110,38,6892427,Houston
2020-04-08,3479,48,6892427,Houston
2020-04-09,4251,54,6892427,Houston
2020-04-10,4578,64,6892427,Houston
2020-04-11,4972,66,6892427,Houston
2020-04-12,5069,70,6892427,Houston
2020-04-13,5258,75,6892427,Houston
2020-04-14,5524,86,6892427,Houston
2020-04-15,5816,95,6892427,Houston
2020-04-16,6097,102,6892427,Houston
2020-04-17,6360,108,6892427,Houston
2020-04-18,6637,113,6892427,Houston
2020-04-19,6856,119,6892427,Houston
2020-04-20,7073,125,6892427,Houston
2020-04-21,7297,127,6892427,Houston
2020-04-22,7509,129,6892427,Houston
2020-04-23,7699,134,6892427,Houston
2020-04-24,7937,138,6892427,Houston
2020-04-25,8146,144,6892427,Houston
2020-04-26,8297,148,6892427,Houston
2020-04-27,8446,159,6892427,Houston
2020-04-28,8674,169,6892427,Houston
2020-04-29,8943,175,6892427,Houston
2020-04-30,9243,184,6892427,Houston
2020-05-01,9542,195,6892427,Houston
2020-05-02,9780,204,6892427,Houston
2020-05-03,9978,209,6892427,Houston
2020-05-04,10144,219,6892427,Houston
2020-05-05,10401,225,6892427,Houston
2020-05-06,10604,233,6892427,Houston
2020-05-07,10829,239,6892427,Houston
2020-05-08,11117,249,6892427,Houston
2020-05-09,11371,259,6892427,Houston
2020-05-10,11474,265,6892427,Houston
2020-05-11,11813,273,6892427,Houston
2020-05-12,12109,279,6892427,Houston
2020-05-13,12407,284,6892427,Houston
2020-05-14,12644,292,6892427,Houston
2020-05-15,12954,292,6892427,Houston
2020-05-16,13096,305,6892427,Houston
2020-05-17,13478,307,6892427,Houston
2020-05-18,13692,308,6892427,Houston
2020-05-19,13985,310,6892427,Houston
2020-05-20,14299,316,6892427,Houston
2020-05-21,14569,323,6892427,Houston
2020-05-22,14845,327,6892427,Houston
2020-05-23,15126,330,6892427,Houston
2020-05-24,15296,331,6892427,Houston
2020-05-25,15306,331,6892427,Houston
2020-05-26,15759,333,6892427,Houston
2020-05-27,16096,337,6892427,Houston
2020-05-28,16388,338,6892427,Houston
2020-05-29,16722,342,6892427,Houston
2020-05-30,16991,353,6892427,Houston
2020-05-31,17071,354,6892427,Houston
2020-06-01,17539,357,6892427,Houston
2020-06-02,18005,359,6892427,Houston
2020-06-03,18342,366,6892427,Houston
