Date,Cumulative Cases,Cumulative Deaths,Population,City
2020-01-26,2,0,13353907,LA_LB_OC
2020-01-27,2,0,13353907,LA_LB_OC
2020-01-28,2,0,13353907,LA_LB_OC
2020-01-29,2,0,13353907,LA_LB_OC
2020-01-30,2,0,13353907,LA_LB_OC
2020-01-31,2,0,13353907,LA_LB_OC
2020-02-01,2,0,13353907,LA_LB_OC
2020-02-02,2,0,13353907,LA_LB_OC
2020-02-03,2,0,13353907,LA_LB_OC
2020-02-04,2,0,13353907,LA_LB_OC
2020-02-05,2,0,13353907,LA_LB_OC
2020-02-06,2,0,13353907,LA_LB_OC
2020-02-07,2,0,13353907,LA_LB_OC
2020-02-08,2,0,13353907,LA_LB_OC
2020-02-09,2,0,13353907,LA_LB_OC
2020-02-10,2,0,13353907,LA_LB_OC
2020-02-11,2,0,13353907,LA_LB_OC
2020-02-12,2,0,13353907,LA_LB_OC
2020-02-13,2,0,13353907,LA_LB_OC
2020-02-14,2,0,13353907,LA_LB_OC
2020-02-15,2,0,13353907,LA_LB_OC
2020-02-16,2,0,13353907,LA_LB_OC
2020-02-17,2,0,13353907,LA_LB_OC
2020-02-18,2,0,13353907,LA_LB_OC
2020-02-19,2,0,13353907,LA_LB_OC
2020-02-20,2,0,13353907,LA_LB_OC
2020-02-21,2,0,13353907,LA_LB_OC
2020-02-22,2,0,13353907,LA_LB_OC
2020-02-23,2,0,13353907,LA_LB_OC
2020-02-24,2,0,13353907,LA_LB_OC
2020-02-25,2,0,13353907,LA_LB_OC
2020-02-26,2,0,13353907,LA_LB_OC
2020-02-27,2,0,13353907,LA_LB_OC
2020-02-28,2,0,13353907,LA_LB_OC
2020-02-29,2,0,13353907,LA_LB_OC
2020-03-01,2,0,13353907,LA_LB_OC
2020-03-02,2,0,13353907,LA_LB_OC
2020-03-03,4,0,13353907,LA_LB_OC
2020-03-04,10,0,13353907,LA_LB_OC
2020-03-05,14,0,13353907,LA_LB_OC
2020-03-06,16,0,13353907,LA_LB_OC
2020-03-07,17,0,13353907,LA_LB_OC
2020-03-08,17,0,13353907,LA_LB_OC
2020-03-09,24,0,13353907,LA_LB_OC
2020-03-10,25,0,13353907,LA_LB_OC
2020-03-11,34,1,13353907,LA_LB_OC
2020-03-12,38,1,13353907,LA_LB_OC
2020-03-13,53,1,13353907,LA_LB_OC
2020-03-14,67,1,13353907,LA_LB_OC
2020-03-15,86,1,13353907,LA_LB_OC
2020-03-16,116,1,13353907,LA_LB_OC
2020-03-17,173,1,13353907,LA_LB_OC
2020-03-18,232,1,13353907,LA_LB_OC
2020-03-19,284,2,13353907,LA_LB_OC
2020-03-20,357,2,13353907,LA_LB_OC
2020-03-21,429,4,13353907,LA_LB_OC
2020-03-22,516,5,13353907,LA_LB_OC
2020-03-23,661,7,13353907,LA_LB_OC
2020-03-24,814,11,13353907,LA_LB_OC
2020-03-25,986,14,13353907,LA_LB_OC
2020-03-26,1472,22,13353907,LA_LB_OC
2020-03-27,1786,30,13353907,LA_LB_OC
2020-03-28,2125,36,13353907,LA_LB_OC
2020-03-29,2567,41,13353907,LA_LB_OC
2020-03-30,2938,48,13353907,LA_LB_OC
2020-03-31,3513,61,13353907,LA_LB_OC
2020-04-01,4124,75,13353907,LA_LB_OC
2020-04-02,4701,91,13353907,LA_LB_OC
2020-04-03,5277,102,13353907,LA_LB_OC
2020-04-04,6063,131,13353907,LA_LB_OC
2020-04-05,6774,146,13353907,LA_LB_OC
2020-04-06,7242,161,13353907,LA_LB_OC
2020-04-07,7841,184,13353907,LA_LB_OC
2020-04-08,8546,215,13353907,LA_LB_OC
2020-04-09,9034,240,13353907,LA_LB_OC
2020-04-10,9568,258,13353907,LA_LB_OC
2020-04-11,10094,283,13353907,LA_LB_OC
2020-04-12,10469,315,13353907,LA_LB_OC
2020-04-13,10703,339,13353907,LA_LB_OC
2020-04-14,11346,379,13353907,LA_LB_OC
2020-04-15,11872,424,13353907,LA_LB_OC
2020-04-16,12279,480,13353907,LA_LB_OC
2020-04-17,12892,523,13353907,LA_LB_OC
2020-04-18,13577,608,13353907,LA_LB_OC
2020-04-19,13977,632,13353907,LA_LB_OC
2020-04-20,15492,650,13353907,LA_LB_OC
2020-04-21,16831,696,13353907,LA_LB_OC
2020-04-22,18188,763,13353907,LA_LB_OC
2020-04-23,19335,833,13353907,LA_LB_OC
2020-04-24,20390,886,13353907,LA_LB_OC
2020-04-25,21076,933,13353907,LA_LB_OC
2020-04-26,21602,952,13353907,LA_LB_OC
2020-04-27,22543,982,13353907,LA_LB_OC
2020-04-28,23174,1042,13353907,LA_LB_OC
2020-04-29,24809,1100,13353907,LA_LB_OC
2020-04-30,25603,1156,13353907,LA_LB_OC
2020-05-01,26806,1222,13353907,LA_LB_OC
2020-05-02,27554,1261,13353907,LA_LB_OC
2020-05-03,28436,1281,13353907,LA_LB_OC
2020-05-04,29076,1313,13353907,LA_LB_OC
2020-05-05,30746,1374,13353907,LA_LB_OC
2020-05-06,31685,1432,13353907,LA_LB_OC
2020-05-07,32583,1484,13353907,LA_LB_OC
2020-05-08,33579,1539,13353907,LA_LB_OC
2020-05-09,34592,1586,13353907,LA_LB_OC
2020-05-10,35183,1606,13353907,LA_LB_OC
2020-05-11,35885,1645,13353907,LA_LB_OC
2020-05-12,36879,1691,13353907,LA_LB_OC
2020-05-13,38271,1739,13353907,LA_LB_OC
