Date,Cumulative Cases,Cumulative Deaths,Population,City
2020-03-30,1078,17,7573136,DALLAS_FW_ARLINGTON
2020-03-31,1213,20,7573136,DALLAS_FW_ARLINGTON
2020-04-01,1490,24,7573136,DALLAS_FW_ARLINGTON
2020-04-02,1686,30,7573136,DALLAS_FW_ARLINGTON
2020-04-03,1884,33,7573136,DALLAS_FW_ARLINGTON
2020-04-04,2044,38,7573136,DALLAS_FW_ARLINGTON
2020-04-05,2178,41,7573136,DALLAS_FW_ARLINGTON
2020-04-06,2348,44,7573136,DALLAS_FW_ARLINGTON
2020-04-07,2529,50,7573136,DALLAS_FW_ARLINGTON
2020-04-08,2804,53,7573136,DALLAS_FW_ARLINGTON
2020-04-09,3032,59,7573136,DALLAS_FW_ARLINGTON
2020-04-10,3239,63,7573136,DALLAS_FW_ARLINGTON
2020-04-11,3435,67,7573136,DALLAS_FW_ARLINGTON
2020-04-12,3641,78,7573136,DALLAS_FW_ARLINGTON
2020-04-13,3840,85,7573136,DALLAS_FW_ARLINGTON
2020-04-14,4014,101,7573136,DALLAS_FW_ARLINGTON
2020-04-15,4207,103,7573136,DALLAS_FW_ARLINGTON
2020-04-16,4353,116,7573136,DALLAS_FW_ARLINGTON
2020-04-17,4733,125,7573136,DALLAS_FW_ARLINGTON
2020-04-18,4936,135,7573136,DALLAS_FW_ARLINGTON
2020-04-19,5065,136,7573136,DALLAS_FW_ARLINGTON
2020-04-20,5190,138,7573136,DALLAS_FW_ARLINGTON
2020-04-21,5433,147,7573136,DALLAS_FW_ARLINGTON
2020-04-22,5683,151,7573136,DALLAS_FW_ARLINGTON
2020-04-23,5943,159,7573136,DALLAS_FW_ARLINGTON
2020-04-24,6207,169,7573136,DALLAS_FW_ARLINGTON
2020-04-25,6490,179,7573136,DALLAS_FW_ARLINGTON
2020-04-26,6728,183,7573136,DALLAS_FW_ARLINGTON
2020-04-27,6932,186,7573136,DALLAS_FW_ARLINGTON
2020-04-28,7181,204,7573136,DALLAS_FW_ARLINGTON
2020-04-29,7432,214,7573136,DALLAS_FW_ARLINGTON
2020-04-30,7748,229,7573136,DALLAS_FW_ARLINGTON
2020-05-01,8152,235,7573136,DALLAS_FW_ARLINGTON
2020-05-02,8522,243,7573136,DALLAS_FW_ARLINGTON
2020-05-03,8847,248,7573136,DALLAS_FW_ARLINGTON
2020-05-04,9164,254,7573136,DALLAS_FW_ARLINGTON
2020-05-05,9555,267,7573136,DALLAS_FW_ARLINGTON
2020-05-06,9974,277,7573136,DALLAS_FW_ARLINGTON
2020-05-07,10472,285,7573136,DALLAS_FW_ARLINGTON
2020-05-08,10933,307,7573136,DALLAS_FW_ARLINGTON
2020-05-09,11310,321,7573136,DALLAS_FW_ARLINGTON
2020-05-10,12071,324,7573136,DALLAS_FW_ARLINGTON
2020-05-11,12439,329,7573136,DALLAS_FW_ARLINGTON
2020-05-12,12813,336,7573136,DALLAS_FW_ARLINGTON
2020-05-13,13378,347,7573136,DALLAS_FW_ARLINGTON
2020-05-14,13829,359,7573136,DALLAS_FW_ARLINGTON
2020-05-15,14152,369,7573136,DALLAS_FW_ARLINGTON
2020-05-16,14488,377,7573136,DALLAS_FW_ARLINGTON
2020-05-17,14820,385,7573136,DALLAS_FW_ARLINGTON
2020-05-18,15210,386,7573136,DALLAS_FW_ARLINGTON
2020-05-19,15617,408,7573136,DALLAS_FW_ARLINGTON
2020-05-20,15772,410,7573136,DALLAS_FW_ARLINGTON
2020-05-21,16311,435,7573136,DALLAS_FW_ARLINGTON
2020-05-22,16655,444,7573136,DALLAS_FW_ARLINGTON
2020-05-23,16912,451,7573136,DALLAS_FW_ARLINGTON
2020-05-24,17143,454,7573136,DALLAS_FW_ARLINGTON
2020-05-25,17327,454,7573136,DALLAS_FW_ARLINGTON
2020-05-26,17675,457,7573136,DALLAS_FW_ARLINGTON
2020-05-27,18084,478,7573136,DALLAS_FW_ARLINGTON
2020-05-28,18485,483,7573136,DALLAS_FW_ARLINGTON
2020-05-29,18856,488,7573136,DALLAS_FW_ARLINGTON
2020-05-30,19229,499,7573136,DALLAS_FW_ARLINGTON
2020-05-31,19544,500,7573136,DALLAS_FW_ARLINGTON
2020-06-01,19825,502,7573136,DALLAS_FW_ARLINGTON
2020-06-02,20213,522,7573136,DALLAS_FW_ARLINGTON
2020-06-03,20656,527,7573136,DALLAS_FW_ARLINGTON
