Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Africa,None,None,2020-03-18,116,116,17,17,0,4
Africa,None,None,2020-03-19,319,305,46,48,0,11
Africa,None,None,2020-03-20,511,472,72,77,1,18
Africa,None,None,2020-03-21,727,651,101,109,1,24
Africa,None,None,2020-03-22,1011,885,138,152,2,33
Africa,None,None,2020-03-23,1402,1209,189,210,3,45
Africa,None,None,2020-03-24,1914,1628,256,287,5,61
Africa,None,None,2020-03-25,2547,2139,337,382,7,79
Africa,None,None,2020-03-26,3306,2739,433,496,10,102
Africa,None,None,2020-03-27,4197,3429,544,630,13,127
Africa,None,None,2020-03-28,5232,4215,671,785,17,156
Africa,None,None,2020-03-29,6423,5102,816,963,22,189
Africa,None,None,2020-03-30,7785,6100,978,1168,29,226
Africa,None,None,2020-03-31,9337,7219,1162,1401,36,267
Africa,None,None,2020-04-01,11087,8459,1366,1663,45,313
Africa,None,None,2020-04-02,13043,9819,1591,1956,55,363
Africa,None,None,2020-04-03,15220,11307,1838,2283,67,418
Africa,None,None,2020-04-04,17641,12937,2110,2646,81,478
Africa,None,None,2020-04-05,20325,14722,2408,3049,96,543
Africa,None,None,2020-04-06,23271,16647,2731,3491,114,614
Africa,None,None,2020-04-07,26474,18700,3078,3971,134,689
Africa,None,None,2020-04-08,29943,20879,3447,4491,157,769
Africa,None,None,2020-04-09,33694,23193,3841,5054,182,854
Africa,None,None,2020-04-10,37741,25652,4260,5661,210,944
Africa,None,None,2020-04-11,42071,28229,4703,6311,240,1038
Africa,None,None,2020-04-12,46671,30906,5164,7001,274,1136
Africa,None,None,2020-04-13,51539,33671,5644,7731,311,1236
Africa,None,None,2020-04-14,56679,36527,6143,8502,351,1340
Africa,None,None,2020-04-15,62095,39472,6659,9314,395,1448
Africa,None,None,2020-04-16,67766,42478,7189,10165,442,1557
Africa,None,None,2020-04-17,73668,45521,7729,11050,493,1667
Africa,None,None,2020-04-18,79790,48582,8277,11968,547,1778
Africa,None,None,2020-04-19,86121,51653,8831,12918,605,1889
Africa,None,None,2020-04-20,92661,54736,9390,13899,667,2001
Africa,None,None,2020-04-21,99394,57813,9952,14909,732,2111
Africa,None,None,2020-04-22,106286,60853,10513,15943,801,2221
Africa,None,None,2020-04-23,113314,63832,11067,16997,874,2328
Africa,None,None,2020-04-24,120457,66735,11614,18069,950,2432
Africa,None,None,2020-04-25,127704,69555,12151,19156,1030,2533
Africa,None,None,2020-04-26,135046,72292,12677,20257,1113,2630
Africa,None,None,2020-04-27,142469,74939,13192,21370,1200,2724
Africa,None,None,2020-04-28,149941,77468,13691,22491,1290,2814
Africa,None,None,2020-04-29,157435,79862,14170,23615,1383,2898
Africa,None,None,2020-04-30,164931,82107,14628,24740,1479,2977
Africa,None,None,2020-05-01,172413,84197,15063,25862,1577,3050
Africa,None,None,2020-05-02,179867,86130,15474,26980,1679,3117
Africa,None,None,2020-05-03,187286,87910,15861,28093,1782,3179
Africa,None,None,2020-05-04,194656,89533,16224,29198,1888,3234
Africa,None,None,2020-05-05,201950,90983,16560,30293,1997,3283
Africa,None,None,2020-05-06,209156,92258,16867,31373,2107,3326
Africa,None,None,2020-05-07,216260,93356,17145,32439,2219,3362
Africa,None,None,2020-05-08,223251,94278,17394,33488,2332,3392
Africa,None,None,2020-05-09,230118,95025,17614,34518,2447,3415
Africa,None,None,2020-05-10,236852,95598,17804,35528,2563,3432
Africa,None,None,2020-05-11,243442,95998,17965,36516,2679,3443
Africa,None,None,2020-05-12,249879,96225,18096,37482,2797,3447
Africa,None,None,2020-05-13,256155,96284,18197,38423,2915,3445
Africa,None,None,2020-05-14,262268,96184,18270,39340,3033,3437
