Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Africa,None,None,2020-03-18,116,116,17,17,0,4
Africa,None,None,2020-03-19,286,273,41,43,0,10
Africa,None,None,2020-03-20,446,410,63,67,1,15
Africa,None,None,2020-03-21,616,548,85,92,1,20
Africa,None,None,2020-03-22,808,700,109,121,2,26
Africa,None,None,2020-03-23,1032,872,136,155,2,32
Africa,None,None,2020-03-24,1297,1073,168,195,3,40
Africa,None,None,2020-03-25,1608,1306,206,241,5,49
Africa,None,None,2020-03-26,1975,1578,249,296,6,59
Africa,None,None,2020-03-27,2403,1892,300,361,8,70
Africa,None,None,2020-03-28,2902,2254,358,435,10,84
Africa,None,None,2020-03-29,3479,2670,425,522,12,99
Africa,None,None,2020-03-30,4143,3142,502,621,15,116
Africa,None,None,2020-03-31,4900,3675,588,735,19,136
Africa,None,None,2020-04-01,5759,4273,685,864,23,158
Africa,None,None,2020-04-02,6733,4943,794,1010,27,183
Africa,None,None,2020-04-03,7827,5688,916,1174,33,211
Africa,None,None,2020-04-04,9045,6505,1050,1357,39,241
Africa,None,None,2020-04-05,10395,7397,1196,1559,46,274
Africa,None,None,2020-04-06,11887,8370,1356,1783,54,309
Africa,None,None,2020-04-07,13531,9429,1530,2030,63,348
Africa,None,None,2020-04-08,15325,10566,1718,2299,73,390
Africa,None,None,2020-04-09,17269,11775,1919,2590,85,435
Africa,None,None,2020-04-10,19369,13058,2133,2905,98,482
Africa,None,None,2020-04-11,21633,14417,2360,3245,112,532
Africa,None,None,2020-04-12,24064,15853,2601,3610,128,585
Africa,None,None,2020-04-13,26655,17353,2854,3998,145,640
Africa,None,None,2020-04-14,29400,18905,3116,4410,164,697
Africa,None,None,2020-04-15,32297,20506,3388,4845,184,755
Africa,None,None,2020-04-16,35350,22155,3670,5303,207,816
Africa,None,None,2020-04-17,38562,23854,3961,5784,231,878
Africa,None,None,2020-04-18,41918,25586,4259,6288,257,941
Africa,None,None,2020-04-19,45406,27336,4562,6811,285,1005
Africa,None,None,2020-04-20,49019,29093,4868,7353,314,1069
Africa,None,None,2020-04-21,52750,30853,5177,7913,346,1133
Africa,None,None,2020-04-22,56601,32618,5488,8490,380,1197
Africa,None,None,2020-04-23,60566,34382,5800,9085,416,1261
Africa,None,None,2020-04-24,64624,36125,6112,9694,453,1324
Africa,None,None,2020-04-25,68762,37834,6419,10314,493,1386
Africa,None,None,2020-04-26,72967,39499,6722,10945,534,1446
Africa,None,None,2020-04-27,77233,41117,7018,11585,578,1504
Africa,None,None,2020-04-28,81555,42686,7308,12233,623,1561
Africa,None,None,2020-04-29,85929,44208,7592,12889,670,1615
Africa,None,None,2020-04-30,90337,45668,7867,13551,719,1668
Africa,None,None,2020-05-01,94763,47052,8131,14214,770,1717
Africa,None,None,2020-05-02,99195,48354,8383,14879,822,1763
Africa,None,None,2020-05-03,103622,49568,8622,15543,876,1806
Africa,None,None,2020-05-04,108037,50694,8848,16206,931,1846
Africa,None,None,2020-05-05,112438,51735,9060,16866,988,1883
Africa,None,None,2020-05-06,116819,52692,9259,17523,1045,1916
Africa,None,None,2020-05-07,121164,53555,9444,18175,1105,1946
