Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay
South America,Brazil,None,2020-03-13,19.224358904754567,1.2312654255746578,7.60644354148803,1.0,0.05,0.06798164299176715,0.0,3.416367817898255,4.329147643222449,0.001662873635509321,3.1964539188248065,0.5690481615051797
Europe,Italy,None,2020-02-23,1.3643885412089665,1.0039313041502937,6.275032512886942,1.1761173498743513,0.1437112292744852,0.18204914039237804,0.15960118962898548,2.57280913780016,5.996834683204512,1.598271419988908,0.6849051777384125,0.9379873949970399
Asia,Japan,None,2020-02-21,2.331189106226934,1.25,-0.21411924453043046,1.0,0.051357298890575276,0.05723729558437414,0.0,0.8343332105470118,0.41017528284250826,0.01215875084508955,3.908546161301306,0.9265352089926091
Asia,Russia,None,2020-03-17,6.609620510629032,1.25,9.782855452096893,1.0,0.05,0.022441332056158947,0.12189690118293481,2.761542025164784,1.5287171491514813,0.001554217261428903,3.2732345743148032,0.31632890369843514
Africa,South Africa,None,2020-03-18,30.27461657304272,1.0292679363990347,2.3574495468908947,1.0,0.05,0.024244436610467254,0.0,3.5550784901548758,3.804359296904958,0.3740965906619911,3.0276527240647853,0.9097562318547803
Europe,Spain,None,2020-03-02,1.8783811331672897,1.0517298733283817,7.933882784470193,1.8336679414397719,0.2065529194067432,0.1437910359598335,0.18880708617341257,4.451789783087133,5.752985486966852,1.8096681944428852,2.907051840468863,1.2896119865502993
North America,US,Alabama,2020-03-20,10.864122156361464,1.25,1.849160005614733,1.0,0.0785106446735773,0.049509650714831724,0.2305548686396307,0.1,0.32701336783612867,1.7419018258141732,3.374152928310883,0.8719513637547223
North America,US,Alaska,2020-03-29,12.172372306681114,1.1479171159127892,-6.605704327438273,1.0,0.5,0.02448715711335482,0.5,0.1,0.1,0.0,3.032389247595617,0.9786799529456587
North America,US,Arizona,2020-03-21,16.625535951788187,1.25,3.2785520180646817,1.0,0.05000160057851474,0.039619101117382816,0.022230678678988786,2.1985994005670366,0.1,0.1497257993472938,3.8238722941171273,1.9097627149017544
North America,US,Arkansas,2020-03-21,13.310242192101233,1.25,5.092799552480857,1.0,0.05,0.02057152503025314,0.0050475380540249415,0.12206427378028994,0.13523408403744597,0.0,1.19035956251034,0.9391367794449608
North America,US,California,2020-03-09,9.680142637325808,1.2368861364133328,9.947694841204308,1.0,0.050027599312941096,0.09263028871676127,0.5,2.271239299196288,0.1,0.0,3.2320054403610943,0.9307733641834293
North America,US,Colorado,2020-03-14,2.4296720648715513,1.1762318912427125,3.6643766772158632,1.0,0.45962200162497396,0.06689423697895935,0.13175734898142,1.8659310650000696,0.3260078395237169,0.0,4.341157971859233,0.407202241552731
North America,US,Connecticut,2020-03-19,1.0148933582228445,1.0825081435844472,2.5404543389443206,1.235955153636898,0.17473303650620187,0.10833643288859815,0.10605489654951505,2.0585007661390176,2.0313998953929717,0.7239516458742998,3.7324893635971566,0.7945554259179493
