Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Africa,None,None,2020-03-18,116,116,11,11,0,3
Africa,None,None,2020-03-19,319,305,30,31,0,7
Africa,None,None,2020-03-20,510,470,47,50,1,11
Africa,None,None,2020-03-21,726,649,65,71,1,16
Africa,None,None,2020-03-22,1010,883,89,98,2,21
Africa,None,None,2020-03-23,1401,1205,123,136,3,29
Africa,None,None,2020-03-24,1911,1621,166,186,5,39
Africa,None,None,2020-03-25,2541,2126,218,247,7,51
Africa,None,None,2020-03-26,3294,2719,280,321,9,66
Africa,None,None,2020-03-27,4178,3399,351,407,13,82
Africa,None,None,2020-03-28,5203,4173,433,507,17,101
Africa,None,None,2020-03-29,6383,5047,526,621,22,122
Africa,None,None,2020-03-30,7731,6028,630,753,28,146
Africa,None,None,2020-03-31,9268,7128,748,902,35,172
Africa,None,None,2020-04-01,11001,8349,879,1071,44,201
Africa,None,None,2020-04-02,12939,9687,1024,1260,54,234
Africa,None,None,2020-04-03,15095,11151,1183,1470,65,269
Africa,None,None,2020-04-04,17493,12753,1358,1703,79,307
Africa,None,None,2020-04-05,20155,14511,1550,1962,94,349
Africa,None,None,2020-04-06,23078,16408,1758,2247,111,395
Africa,None,None,2020-04-07,26257,18431,1981,2556,131,444
Africa,None,None,2020-04-08,29700,20577,2219,2892,153,495
Africa,None,None,2020-04-09,33423,22857,2473,3254,178,550
Africa,None,None,2020-04-10,37443,25279,2743,3645,205,608
Africa,None,None,2020-04-11,41744,27819,3029,4064,235,668
Africa,None,None,2020-04-12,46316,30456,3327,4509,269,732
Africa,None,None,2020-04-13,51153,33181,3637,4980,305,797
Africa,None,None,2020-04-14,56261,35991,3958,5477,345,864
Africa,None,None,2020-04-15,61642,38888,4291,6001,388,933
Africa,None,None,2020-04-16,67276,41845,4633,6550,434,1003
Africa,None,None,2020-04-17,73140,44833,4982,7121,485,1075
Africa,None,None,2020-04-18,79219,47838,5335,7713,538,1146
