Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Africa,None,None,2020-03-18,116,116,17,17,0,4
Africa,None,None,2020-03-19,335,321,49,50,0,12
Africa,None,None,2020-03-20,561,519,80,84,1,19
Africa,None,None,2020-03-21,854,771,119,128,2,29
Africa,None,None,2020-03-22,1305,1160,180,196,3,43
Africa,None,None,2020-03-23,2002,1763,274,300,5,66
Africa,None,None,2020-03-24,2964,2584,403,445,8,96
Africa,None,None,2020-03-25,4196,3615,565,629,13,135
Africa,None,None,2020-03-26,5698,4841,760,855,19,180
Africa,None,None,2020-03-27,7481,6264,987,1122,27,233
Africa,None,None,2020-03-28,9570,7892,1249,1435,37,293
Africa,None,None,2020-03-29,11985,9734,1547,1798,49,361
Africa,None,None,2020-03-30,14754,11804,1883,2213,65,438
Africa,None,None,2020-03-31,17889,14097,2257,2683,83,522
Africa,None,None,2020-04-01,21394,16602,2669,3209,104,615
Africa,None,None,2020-04-02,25289,19326,3119,3793,129,715
Africa,None,None,2020-04-03,29605,22287,3611,4441,158,824
Africa,None,None,2020-04-04,34340,25470,4142,5151,191,941
Africa,None,None,2020-04-05,39469,28833,4707,5920,229,1064
Africa,None,None,2020-04-06,44984,32355,5302,6748,271,1194
Africa,None,None,2020-04-07,50890,36035,5928,7633,317,1328
Africa,None,None,2020-04-08,57190,39866,6584,8578,369,1468
Africa,None,None,2020-04-09,63842,43798,7261,9576,426,1612
Africa,None,None,2020-04-10,70812,47790,7954,10622,487,1757
Africa,None,None,2020-04-11,78079,51817,8660,11712,554,1904
Africa,None,None,2020-04-12,85630,55866,9375,12845,626,2051
Africa,None,None,2020-04-13,93437,59911,10095,14016,703,2198
Africa,None,None,2020-04-14,101451,63902,10813,15218,785,2342
Africa,None,None,2020-04-15,109631,67802,11523,16445,872,2483
Africa,None,None,2020-04-16,117944,71586,12220,17692,964,2619
Africa,None,None,2020-04-17,126365,75237,12902,18955,1060,2750
Africa,None,None,2020-04-18,134870,78741,13565,20230,1161,2875
Africa,None,None,2020-04-19,143409,82061,14203,21511,1265,2994
Africa,None,None,2020-04-20,151949,85173,14812,22792,1374,3104
Africa,None,None,2020-04-21,160458,88061,15389,24069,1486,3206
Africa,None,None,2020-04-22,168905,90710,15931,25336,1601,3299
Africa,None,None,2020-04-23,177264,93108,16436,26590,1719,3383
Africa,None,None,2020-04-24,185510,95248,16901,27827,1840,3457
Africa,None,None,2020-04-25,193610,97112,17323,29041,1963,3520
Africa,None,None,2020-04-26,201549,98706,17703,30232,2088,3574
Africa,None,None,2020-04-27,209317,100037,18041,31398,2215,3617
Africa,None,None,2020-04-28,216896,101106,18336,32534,2342,3652
Africa,None,None,2020-04-29,224264,101906,18586,33640,2471,3676
Africa,None,None,2020-04-30,231394,102427,18791,34709,2600,3690
Africa,None,None,2020-05-01,238267,102666,18948,35740,2730,3693
Africa,None,None,2020-05-02,244898,102656,19062,36735,2860,3688
Africa,None,None,2020-05-03,251292,102422,19137,37694,2989,3674
Africa,None,None,2020-05-04,257447,101977,19174,38617,3117,3653
Africa,None,None,2020-05-05,263349,101321,19172,39502,3245,3624
Africa,None,None,2020-05-06,268976,100439,19130,40346,3372,3587
Africa,None,None,2020-05-07,274315,99333,19047,41147,3497,3542
Africa,None,None,2020-05-08,279396,98047,18930,41909,3621,3490
Africa,None,None,2020-05-09,284239,96614,18783,42636,3744,3434
Africa,None,None,2020-05-10,288850,95053,18609,43328,3864,3373
Africa,None,None,2020-05-11,293227,93369,18409,43984,3982,3307
Africa,None,None,2020-05-12,297353,91549,18182,44603,4098,3237
Africa,None,None,2020-05-13,301216,89587,17926,45182,4212,3162
Africa,None,None,2020-05-14,304850,87525,17647,45727,4324,3083
Africa,None,None,2020-05-15,308275,85395,17351,46241,4432,3002
Africa,None,None,2020-05-16,311505,83212,17040,46726,4539,2919
Africa,None,None,2020-05-17,314541,80983,16714,47181,4642,2835
Africa,None,None,2020-05-18,317377,78701,16374,47607,4743,2750
Africa,None,None,2020-05-19,320009,76364,16019,48001,4841,2662
Africa,None,None,2020-05-20,322463,74002,15654,48370,4937,2574
Africa,None,None,2020-05-21,324756,71634,15282,48713,5029,2486
Africa,None,None,2020-05-22,326898,69270,14905,49035,5119,2398
Africa,None,None,2020-05-23,328894,66915,14524,49334,5206,2311
Africa,None,None,2020-05-24,330742,64566,14138,49611,5291,2225
Africa,None,None,2020-05-25,332446,62223,13748,49867,5372,2139
Africa,None,None,2020-05-26,334023,59905,13358,50103,5451,2054
Africa,None,None,2020-05-27,335486,57622,12968,50323,5527,1970
Africa,None,None,2020-05-28,336842,55381,12580,50526,5600,1888
Africa,None,None,2020-05-29,338096,53182,12195,50714,5671,1808
Africa,None,None,2020-05-30,339249,51024,11813,50887,5739,1730
Africa,None,None,2020-05-31,340305,48906,11433,51046,5805,1653
Africa,None,None,2020-06-01,341275,46838,11058,51191,5868,1579
Africa,None,None,2020-06-02,342169,44825,10689,51325,5928,1506
Africa,None,None,2020-06-03,342993,42871,10327,51449,5987,1436
Africa,None,None,2020-06-04,343750,40976,9971,51563,6043,1368
Africa,None,None,2020-06-05,344444,39137,9622,51667,6097,1302
Africa,None,None,2020-06-06,345074,37352,9279,51761,6148,1239
Africa,None,None,2020-06-07,345649,35624,8944,51847,6198,1177
Africa,None,None,2020-06-08,346175,33957,8616,51926,6245,1118
Africa,None,None,2020-06-09,346658,32351,8297,51999,6291,1061
Africa,None,None,2020-06-10,347099,30806,7987,52065,6334,1007
Africa,None,None,2020-06-11,347502,29320,7685,52125,6376,955
Africa,None,None,2020-06-12,347867,27889,7391,52180,6416,904
Africa,None,None,2020-06-13,348196,26513,7105,52229,6454,856
Africa,None,None,2020-06-14,348497,25194,6828,52275,6491,810
Africa,None,None,2020-06-15,348770,23931,6559,52316,6526,766
Africa,None,None,2020-06-16,349020,22724,6299,52353,6559,725
Africa,None,None,2020-06-17,349247,21568,6047,52387,6591,685
Africa,None,None,2020-06-18,349451,20463,5804,52418,6622,647
Africa,None,None,2020-06-19,349635,19406,5569,52445,6651,610
Africa,None,None,2020-06-20,349802,18398,5341,52470,6679,576
Africa,None,None,2020-06-21,349953,17436,5122,52493,6705,543
Africa,None,None,2020-06-22,350090,16521,4910,52513,6731,512
Africa,None,None,2020-06-23,350214,15649,4706,52532,6755,483
Africa,None,None,2020-06-24,350326,14819,4510,52549,6778,455
Africa,None,None,2020-06-25,350426,14029,4321,52564,6800,428
Africa,None,None,2020-06-26,350516,13277,4139,52577,6821,403
Africa,None,None,2020-06-27,350597,12563,3963,52590,6841,379
Africa,None,None,2020-06-28,350671,11885,3795,52601,6860,357
Africa,None,None,2020-06-29,350737,11242,3633,52611,6878,336
Africa,None,None,2020-06-30,350797,10631,3478,52620,6896,316
Africa,None,None,2020-07-01,350850,10052,3328,52628,6912,297
Africa,None,None,2020-07-02,350898,9502,3185,52635,6928,279
Africa,None,None,2020-07-03,350940,8981,3047,52641,6943,262
Africa,None,None,2020-07-04,350979,8488,2915,52647,6958,246
Africa,None,None,2020-07-05,351014,8021,2788,52652,6971,231
Africa,None,None,2020-07-06,351045,7578,2667,52657,6984,217
Africa,None,None,2020-07-07,351073,7160,2550,52661,6997,203
Africa,None,None,2020-07-08,351097,6763,2439,52665,7008,191
Africa,None,None,2020-07-09,351119,6388,2332,52668,7020,179
Africa,None,None,2020-07-10,351139,6034,2229,52671,7030,168
Africa,None,None,2020-07-11,351157,5699,2131,52674,7040,157
Africa,None,None,2020-07-12,351173,5382,2037,52676,7050,148
Africa,None,None,2020-07-13,351187,5082,1947,52678,7059,138
