Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Africa,None,None,2020-03-18,116,116,17,17,0,4
Africa,None,None,2020-03-19,121,114,17,18,0,4
Africa,None,None,2020-03-20,129,114,18,19,0,4
Africa,None,None,2020-03-21,139,117,18,21,0,4
Africa,None,None,2020-03-22,152,122,19,23,1,5
Africa,None,None,2020-03-23,168,130,21,25,1,5
Africa,None,None,2020-03-24,189,142,23,28,1,5
Africa,None,None,2020-03-25,215,158,26,32,1,6
Africa,None,None,2020-03-26,246,179,29,37,2,7
Africa,None,None,2020-03-27,285,205,34,43,2,8
Africa,None,None,2020-03-28,333,238,39,50,2,9
Africa,None,None,2020-03-29,391,280,46,59,3,10
Africa,None,None,2020-03-30,461,330,54,69,3,12
Africa,None,None,2020-03-31,544,390,64,82,4,14
Africa,None,None,2020-04-01,643,461,75,96,4,17
Africa,None,None,2020-04-02,761,546,89,114,5,20
Africa,None,None,2020-04-03,900,646,106,135,6,24
Africa,None,None,2020-04-04,1061,762,125,159,7,28
Africa,None,None,2020-04-05,1248,895,146,187,8,33
Africa,None,None,2020-04-06,1464,1048,171,220,10,39
Africa,None,None,2020-04-07,1712,1222,200,257,11,45
Africa,None,None,2020-04-08,1995,1419,232,299,13,52
Africa,None,None,2020-04-09,2314,1639,269,347,15,60
Africa,None,None,2020-04-10,2672,1883,309,401,18,69
Africa,None,None,2020-04-11,3075,2155,354,461,21,79
Africa,None,None,2020-04-12,3524,2454,404,529,25,90
Africa,None,None,2020-04-13,4019,2779,458,603,28,102
Africa,None,None,2020-04-14,4563,3131,517,685,33,115
Africa,None,None,2020-04-15,5160,3512,581,774,38,129
Africa,None,None,2020-04-16,5812,3923,651,872,43,144
Africa,None,None,2020-04-17,6520,4362,725,978,50,160
Africa,None,None,2020-04-18,7282,4825,804,1092,57,177
Africa,None,None,2020-04-19,8100,5314,888,1215,64,195
Africa,None,None,2020-04-20,8976,5827,976,1346,73,214
Africa,None,None,2020-04-21,9912,6368,1069,1487,82,234
Africa,None,None,2020-04-22,10906,6930,1166,1636,92,254
Africa,None,None,2020-04-23,11955,7510,1267,1793,103,276
Africa,None,None,2020-04-24,13057,8106,1371,1959,115,297
Africa,None,None,2020-04-25,14214,8716,1479,2132,128,319
Africa,None,None,2020-04-26,15426,9342,1590,2314,142,342
Africa,None,None,2020-04-27,16692,9981,1703,2504,157,365
Africa,None,None,2020-04-28,18006,10627,1819,2701,173,389
Africa,None,None,2020-04-29,19363,11275,1936,2905,190,412
Africa,None,None,2020-04-30,20763,11922,2053,3114,208,436
Africa,None,None,2020-05-01,22203,12568,2171,3330,227,459
Africa,None,None,2020-05-02,23685,13213,2290,3553,247,482
Africa,None,None,2020-05-03,25204,13855,2409,3781,268,505
Africa,None,None,2020-05-04,26753,14487,2527,4013,290,528
Africa,None,None,2020-05-05,28328,15103,2644,4249,313,550
Africa,None,None,2020-05-06,29924,15702,2758,4489,338,571
Africa,None,None,2020-05-07,31541,16282,2870,4731,363,592
Africa,None,None,2020-05-08,33176,16845,2980,4976,389,612
Africa,None,None,2020-05-09,34829,17390,3088,5224,416,631
Africa,None,None,2020-05-10,36493,17912,3192,5474,444,650
Africa,None,None,2020-05-11,38162,18407,3292,5724,473,667
Africa,None,None,2020-05-12,39831,18870,3388,5975,503,683
Africa,None,None,2020-05-13,41497,19302,3479,6225,534,698
Africa,None,None,2020-05-14,43159,19703,3565,6474,565,712
Africa,None,None,2020-05-15,44816,20074,3646,6722,597,725
Africa,None,None,2020-05-16,46467,20417,3723,6970,630,737
Africa,None,None,2020-05-17,48106,20728,3795,7216,664,747
Africa,None,None,2020-05-18,49728,21003,3861,7459,698,757
Africa,None,None,2020-05-19,51330,21242,3921,7700,732,764
Africa,None,None,2020-05-20,52910,21444,3975,7936,767,771
Africa,None,None,2020-05-21,54465,21611,4023,8170,803,776
Africa,None,None,2020-05-22,55996,21743,4065,8399,839,780
Africa,None,None,2020-05-23,57501,21843,4102,8625,875,783
Africa,None,None,2020-05-24,58981,21913,4133,8847,911,785
Africa,None,None,2020-05-25,60430,21949,4159,9065,948,785
Africa,None,None,2020-05-26,61847,21953,4178,9277,985,784
Africa,None,None,2020-05-27,63230,21924,4192,9485,1021,783
Africa,None,None,2020-05-28,64579,21863,4200,9687,1058,780
Africa,None,None,2020-05-29,65891,21772,4202,9884,1095,775
Africa,None,None,2020-05-30,67168,21652,4199,10075,1132,770
