Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Africa,None,None,2020-03-18,116,116,17,17,0,4
Africa,None,None,2020-03-19,332,318,48,50,0,12
Africa,None,None,2020-03-20,519,478,74,78,1,18
Africa,None,None,2020-03-21,709,631,98,106,1,24
Africa,None,None,2020-03-22,920,796,125,138,2,30
Africa,None,None,2020-03-23,1167,984,155,175,3,37
Africa,None,None,2020-03-24,1459,1205,191,219,4,45
Africa,None,None,2020-03-25,1808,1467,234,271,6,54
Africa,None,None,2020-03-26,2223,1775,284,333,8,66
Africa,None,None,2020-03-27,2714,2138,343,407,10,79
Africa,None,None,2020-03-28,3294,2564,413,494,13,95
Africa,None,None,2020-03-29,3973,3059,493,596,16,113
Africa,None,None,2020-03-30,4762,3629,587,714,20,134
Africa,None,None,2020-03-31,5677,4285,694,852,24,159
Africa,None,None,2020-04-01,6732,5035,818,1010,29,186
Africa,None,None,2020-04-02,7937,5883,958,1190,36,218
Africa,None,None,2020-04-03,9302,6832,1114,1395,43,253
Africa,None,None,2020-04-04,10845,7893,1290,1627,51,292
Africa,None,None,2020-04-05,12585,9078,1487,1888,61,336
Africa,None,None,2020-04-06,14529,10385,1705,2179,73,384
Africa,None,None,2020-04-07,16681,11811,1943,2502,85,436
Africa,None,None,2020-04-08,19054,13359,2203,2858,100,493
Africa,None,None,2020-04-09,21663,15038,2486,3249,117,555
Africa,None,None,2020-04-10,24524,16856,2793,3679,135,622
Africa,None,None,2020-04-11,27631,18797,3123,4145,156,693
Africa,None,None,2020-04-12,30984,20853,3473,4648,179,769
Africa,None,None,2020-04-13,34588,23021,3844,5188,205,848
Africa,None,None,2020-04-14,38456,25307,4237,5768,233,932
Africa,None,None,2020-04-15,42593,27711,4652,6389,265,1020
Africa,None,None,2020-04-16,46985,30209,5086,7048,299,1111
Africa,None,None,2020-04-17,51620,32785,5535,7743,336,1205
Africa,None,None,2020-04-18,56494,35428,6000,8474,376,1302
Africa,None,None,2020-04-19,61611,38138,6478,9242,420,1401
Africa,None,None,2020-04-20,66974,40918,6971,10046,467,1502
Africa,None,None,2020-04-21,72563,43741,7476,10884,518,1604
Africa,None,None,2020-04-22,78354,46582,7986,11753,572,1708
Africa,None,None,2020-04-23,84331,49423,8501,12650,630,1811
Africa,None,None,2020-04-24,90488,52257,9019,13573,691,1913
Africa,None,None,2020-04-25,96820,55082,9539,14523,756,2015
Africa,None,None,2020-04-26,103322,57897,10061,15498,824,2117
Africa,None,None,2020-04-27,109964,60670,10580,16495,896,2217
Africa,None,None,2020-04-28,116720,63380,11092,17508,971,2314
Africa,None,None,2020-04-29,123569,66008,11594,18535,1050,2409
Africa,None,None,2020-04-30,130499,68547,12085,19575,1133,2500
Africa,None,None,2020-05-01,137501,70996,12565,20625,1218,2587
Africa,None,None,2020-05-02,144571,73360,13033,21686,1307,2671
Africa,None,None,2020-05-03,151685,75620,13486,22753,1399,2751
Africa,None,None,2020-05-04,158816,77754,13921,23822,1494,2827
Africa,None,None,2020-05-05,165942,79751,14336,24891,1592,2897
Africa,None,None,2020-05-06,173047,81601,14729,25957,1693,2962
Africa,None,None,2020-05-07,180120,83303,15100,27018,1796,3021
Africa,None,None,2020-05-08,187151,84859,15447,28073,1902,3075
Africa,None,None,2020-05-09,194137,86277,15772,29121,2009,3124
Africa,None,None,2020-05-10,201060,87546,16073,30159,2119,3167
