Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay
South America,Brazil,None,2020-03-13,24.610214259013443,1.25,10.0,1.0,0.05,0.049065985709397034,0.0,0.10000574769662585,2.554040304858975,1.0528224578917404,2.917588223311754,1.3369043491280632
Europe,Italy,None,2020-02-23,1.8165840010181,1.0810702199724698,5.36424707278465,1.2115213281398125,0.15345500942438542,0.17967970815935325,0.1505774602491498,0.3214673437624551,5.403249624159757,1.5668081933234812,2.522303813645843,0.602591620209985
Asia,Japan,None,2020-02-21,16.05285393661582,1.1628573325575906,-1.1607086269074793,1.0,0.05,0.04631968902159203,0.0,2.79383821929045,0.5172132943347387,0.0,3.7510595724030846,0.9851307645479133
Asia,Russia,None,2020-03-17,14.373762765673355,1.25,7.008210591609334,1.0,0.05,0.018382087192915078,0.00523726743712935,3.5888189648712867,3.935108862587769,0.13987665963954843,2.726742652405622,0.8086106560009272
Africa,South Africa,None,2020-03-18,43.20278351717535,1.0045227142579172,7.060550669511709,1.0,0.05,0.018703153465467706,0.0,3.5912373008660126,4.298058574017569,1.1404178310532,3.007520077683085,0.21898821790285883
Europe,Spain,None,2020-03-02,4.723864994082781,1.1082279615664052,6.917078236486849,1.6709640222112188,0.28435456692856625,0.14623226359940777,0.2206197011860846,4.850971530152647,3.865445034640799,2.00335024170436,1.6312545225629436,1.4513848261382707
North America,US,Alabama,2020-03-20,27.206157294678327,1.25,0.9403591471408357,1.0,0.05,0.026591688521384563,0.0,0.45870663893315644,1.155387770072243,0.4566599510300797,2.0891641425466325,0.9025023875935347
North America,US,Alaska,2020-03-29,35.037784340255186,0.9877148873903648,-2.4612105219774874,2.055696491919649,0.05,0.012207465610511087,0.1456654933464238,0.7163196524474245,0.9550174614990006,0.03305245321746364,3.011292747561458,1.0007768595544138
North America,US,Arizona,2020-03-21,29.257920074840413,1.1623538254973012,9.265157449580702,1.0,0.05,0.026073906698793406,0.0,2.7844815171933006,0.1,0.00823705868962632,3.207393930664303,0.6086256281773703
North America,US,Arkansas,2020-03-21,26.60732251962869,1.2414625680169853,1.4811207616518864,1.0,0.05,0.014286978813607562,0.0,0.1,0.686513897100884,0.004765321714548687,2.79441286185137,0.26332226277924686
North America,US,California,2020-03-09,26.89324181869294,1.2253236339437226,10.0,1.0,0.05,0.028128268032157705,0.0,3.790804188969009,0.19946768623950195,0.015797710067371185,3.2371942053098515,0.8922716668259134
North America,US,Colorado,2020-03-14,11.138173256624524,1.2080124995788675,2.50650000177491,1.0001097033425574,0.20179077331406123,0.05263856955265561,0.04916428698802147,1.110209488811377,0.8820603916763918,0.0,5.587936686138464,0.10888706860338981
North America,US,Connecticut,2020-03-19,3.663957230289966,1.0094817446772837,3.514876825989379,1.631094955586094,0.06865403948289894,0.1140470542681797,0.1631765058773039,4.601057629610688,4.442308419223314,0.49074419108218326,3.6650928998399395,0.7971047934860176
North America,US,Delaware,2020-03-24,8.226494412040825,1.2373963155503935,0.9776546404019705,1.0007908949814475,0.08686957360516162,0.06798392759857913,0.3035373091806101,0.9381388233378143,0.11127514790733617,0.027405358116432854,3.252318096077008,1.0629145561596918
North America,US,District of Columbia,2020-03-22,5.237046637271061,1.1127671325678068,1.1582036761483052,1.0,0.25843557594147837,0.052540952200869004,0.0009216911628650293,0.938348980278362,0.498253262953118,0.13389711172996988,3.006490592803947,0.8623707890835988
North America,US,Florida,2020-03-16,31.380155544521603,1.25,7.424692710781557,1.0,0.05,0.022106532831412076,0.0,0.4747625572174332,2.1070336552881916,0.2322675772178333,3.3060255509632426,1.0609215124557663
North America,US,Georgia,2020-03-16,23.576462637613204,1.0946516874618806,3.2750346350846997,1.0,0.05,0.03191198267283506,0.0,3.1907179919019892,3.4087663557366192,0.2052323710366113,3.7502052573684455,0.9509507976060796
North America,US,Hawaii,2020-03-27,27.456308376907863,0.9402289623437383,-4.368274600494386,2.2503937726717074,0.05,0.026290144609006874,0.5,2.316878897178611,0.10152546789815453,0.004713480387022351,3.0462032210662873,1.1671023819867872
North America,US,Idaho,2020-03-26,29.23669436906883,1.25,3.480623728008389,1.0,0.05,0.027168326601585413,0.5,0.19030479169527137,0.10303584822053757,0.0,3.2781316388818094,0.9359955680484571
North America,US,Illinois,2020-03-17,7.36115555213041,1.0652883361468213,4.817711998310096,1.0,0.057793478536917714,0.06786170033954358,0.18800734772132716,2.9239695579586398,3.8756647685859926,0.0,4.009874573698662,0.9714180165822472
North America,US,Indiana,2020-03-21,12.348433815236497,1.108950789360638,0.36518010225817754,1.0000003334858203,0.10406907185951586,0.10766432396750984,0.5,3.47011237655105,2.84391744995437,0.0,5.875499584174923,0.8737340210143703
North America,US,Iowa,2020-03-23,12.704292043228776,1.2376515393544476,-1.7062704672351185,1.0000188478289498,0.06033439008024133,0.0292960441032631,0.10465487158883643,4.627144424337248,0.1,0.0,6.99387612189593,0.10000000000000009
North America,US,Kansas,2020-03-25,17.721418764937862,1.218679337907687,-0.5250228789896837,1.001995584678902,0.0909583667314196,0.03373599490454558,0.4918209418795877,1.8661716690521057,0.1,0.03369550483169892,2.4455364866970886,0.9026579929242786
North America,US,Kentucky,2020-03-22,18.363972922934067,1.25,-0.3687803146862739,1.0,0.09701032968437542,0.035601994818786356,0.023875684666616243,2.0441379921803713,0.1,0.1585421289212121,3.321657033993856,0.10000000000000009
North America,US,Louisiana,2020-03-16,21.424363565266788,1.25,2.1801183236646837,1.0,0.5,0.10231464227080737,0.5,0.7534190256952717,2.023943137891379,7.58008078527439e-08,5.4885492655733294,0.903278796782452
North America,US,Maine,2020-03-23,11.323751154661117,1.1827227657130313,1.661238541405878,1.5400768658578046,0.07259312337548207,0.03745189163098844,0.07988483419043571,0.7843338955262986,0.10405989618833189,0.0,3.197844887258751,0.7979105267102413
North America,US,Maryland,2020-03-19,9.09217814953609,0.958679924574159,6.112367117138392,1.0,0.05429276743169412,0.07807656960194058,0.322330293004287,3.949969365171768,3.7801019456859626,0.0,2.65204549322006,0.9680915520825419
North America,US,Massachusetts,2020-03-10,2.7065204836441703,0.9716545451771207,6.587443521608103,1.0,0.06682652763027072,0.08063301586400022,0.003951367527059657,3.869563205573069,4.439968028086884,0.17972544109905852,2.459945022353001,0.9841163076676462
North America,US,Michigan,2020-03-18,8.365160433233212,0.8462605179083581,4.840051739731478,1.0,0.33671230786790585,0.10622009604831995,0.18512477541338934,3.75256393618554,4.736450052086077,0.9259835542843751,3.070954679371663,0.9603153274104408
