continent,country,province,date,n_policies_enacted,n_policy_changes,last_policy,start_date_last_policy,end_date_last_policy,n_days_enacted_last_policy,current_policy,start_date_current_policy,end_date_current_policy,n_days_enacted_current_policy,policy_shift_names,policy_shift_dates,policy_shift_initial_param_values,n_params_fitted,current_policy_fitted,last_policy_fitted,params_fitting_starting_dates,n_params_constant_from_tree,policy_changes_ids_fitted,policy_changes_ids_constant,policy_changes_constant_end_dates
Africa,Algeria,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Algeria,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Angola,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Angola,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Benin,None,2020-04-27,1.0,0.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Benin,None,2020-04-28,1.0,0.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Botswana,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Botswana,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Burkina Faso,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Burkina Faso,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Burundi,None,2020-04-27,1.0,0.0,Mass_Gatherings_Authorized_But_Others_Restricted,2020-04-27, ,1.0,Mass_Gatherings_Authorized_But_Others_Restricted,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Burundi,None,2020-04-28,1.0,0.0,Mass_Gatherings_Authorized_But_Others_Restricted,2020-04-27, ,1.0,Mass_Gatherings_Authorized_But_Others_Restricted,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Cameroon,None,2020-04-27,1.0,0.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Cameroon,None,2020-04-28,1.0,0.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Central African Republic,None,2020-04-27,1.0,0.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Central African Republic,None,2020-04-28,1.0,0.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Chad,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Chad,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Congo (Kinshasa),None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Congo (Kinshasa),None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Cote d'Ivoire,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Cote d'Ivoire,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Djibouti,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Djibouti,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Egypt,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Egypt,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Ethiopia,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Ethiopia,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Gabon,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Gabon,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Gambia,None,2020-04-27,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Gambia,None,2020-04-28,1.0,0.0,Lockdown,2020-04-27, ,1.0,Lockdown,2020-04-27, ,2.0, , , ,0.0,False,False, ,0.0, , ,{}
Africa,Ghana,None,2020-04-27,1.0,0.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0,Restrict_Mass_Gatherings_and_Schools_and_Others,2020-04-27, ,1.0, , , ,0.0,False,False, ,0.0, , ,{}
