region,annealing_selected,annealing_metric,tnc_metric,annealing_max_ape
"('Asia', 'Afghanistan', 'None')",False,1064.5233083180678,1057.271637732575,0.7245430809399478
"('Europe', 'Albania', 'None')",True,268.79795012717597,280.50740771583855,0.24517344215978654
"('Africa', 'Algeria', 'None')",True,291.2163060992952,328.4375203542927,0.13237704918032786
"('Europe', 'Andorra', 'None')",True,541.9199760154985,554.3465018774642,0.2055084745762712
"('Africa', 'Angola', 'None')",False,797.8490143442546,800.1445659138813,0.2992125984251969
"('North America', 'Antigua and Barbuda', 'None')",False,2067.286617036116,2034.8188291068743,1.1111111111111112
"('South America', 'Argentina', 'None')",False,483.67729349025683,486.38814686572744,0.1782461422657132
"('Asia', 'Armenia', 'None')",False,591.1293452290641,593.1552527762077,0.2745839636913767
"('Oceania', 'Australia', 'Australian Capital Territory')",False,41.33333333333333,41.33333333333333,0.16666666666666666
"('Oceania', 'Australia', 'New South Wales')",False,1013.4124713379829,1024.9399388193506,0.5263157894736842
"('Oceania', 'Australia', 'Queensland')",False,1088.10401526578,973.5485403485403,0.45454545454545453
"('Oceania', 'Australia', 'South Australia')",True,561.2857142857142,710.9333333333333,0.4090909090909091
"('Oceania', 'Australia', 'Tasmania')",False,0.0,0.0,0.0
"('Oceania', 'Australia', 'Victoria')",False,343.73333333333335,317.99523809523805,0.5454545454545454
"('Oceania', 'Australia', 'Western Australia')",True,424.73333333333335,457.2,0.4444444444444444
"('Europe', 'Austria', 'None')",False,268.00358183633665,264.70376202230653,0.12517162471395882
"('Asia', 'Azerbaijan', 'None')",True,437.2288904400017,463.49289403618167,0.1597928941260489
"('Asia', 'Bahrain', 'None')",True,227.22022644987163,233.87571774364187,0.35370308867485883
"('Asia', 'Bangladesh', 'None')",False,246.14410376887326,238.8736196044233,0.15215916798553017
"('North America', 'Barbados', 'None')",False,995.2688376825879,991.7775737065656,1.4482758620689655
"('Europe', 'Belarus', 'None')",False,358.88809015115913,359.930729181296,0.12970969734403953
"('Europe', 'Belgium', 'None')",False,717.220190035153,645.2861907591123,0.42064622879992647
"('North America', 'Belize', 'None')",False,1494.491672450721,1406.4288139210441,0.6065573770491803
