region,annealing_selected,annealing_metric,tnc_metric,annealing_max_ape
"('Asia', 'Afghanistan', 'None')",False,3233.8394893811064,3334.4267915862474,0.954233409610984
"('Europe', 'Albania', 'None')",True,3075.1285499004885,4554.707843086153,0.2949602122015915
"('Africa', 'Algeria', 'None')",False,991.7972470763912,974.6804528290214,0.2675056469828977
"('Europe', 'Andorra', 'None')",False,2689.7590546368538,2689.7590546368538,0.31901840490797545
"('Africa', 'Angola', 'None')",False,1627.1094001229699,1614.5829995556282,0.275
"('North America', 'Antigua and Barbuda', 'None')",False,73.50935011554054,76.97508601834026,0.5454545454545454
"('South America', 'Argentina', 'None')",False,166995.89303668568,166957.3110587507,0.18143277561688378
"('Asia', 'Armenia', 'None')",False,11854.381741029272,12187.889007995032,0.8379719907817763
"('Oceania', 'Australia', 'Australian Capital Territory')",False,0.0,0.0,0.0
"('Oceania', 'Australia', 'New South Wales')",False,147.40380318976833,155.67941230708215,1.064516129032258
"('Oceania', 'Australia', 'Queensland')",False,78.71527957842325,73.86324931450363,0.41379310344827586
"('Oceania', 'Australia', 'South Australia')",False,99.84478527992499,99.84478527992499,0.5609756097560976
"('Oceania', 'Australia', 'Tasmania')",False,3.295836866004329,3.295836866004329,0.16666666666666666
"('Oceania', 'Australia', 'Victoria')",False,104.77010115561534,100.57367985537527,0.6153846153846154
"('Oceania', 'Australia', 'Western Australia')",False,134.0037137634787,131.53235814706906,0.7857142857142857
"('Europe', 'Austria', 'None')",True,29099.722219723604,38096.64933191832,0.5868369147721374
"('Asia', 'Azerbaijan', 'None')",True,5895.332158990951,6212.9215756006915,0.722056186491333
"('Asia', 'Bahrain', 'None')",True,3682.890572529559,6681.401729171286,0.1310344827586207
"('Asia', 'Bangladesh', 'None')",True,16750.92489612743,17901.54878802287,0.2970915700977051
"('North America', 'Barbados', 'None')",False,266.57677208236606,261.61366043940546,1.7462686567164178
"('Europe', 'Belarus', 'None')",False,2861.6030696483067,2807.529862000253,0.19371264113349568
"('Europe', 'Belgium', 'None')",False,125817.24949561276,127438.44771777139,0.9756759352638908
"('North America', 'Belize', 'None')",False,4249.826470714177,4168.058104016588,1.2778603268945021
"('Africa', 'Benin', 'None')",False,1463.4264702336561,1503.0119266327386,0.9302325581395349
"('Asia', 'Bhutan', 'None')",False,259.23602621171347,255.8274420993386,4.090909090909091
"('South America', 'Bolivia', 'None')",False,2603.5623125653137,580.9265252448349,0.528804815133276
"('Europe', 'Bosnia and Herzegovina', 'None')",False,9834.765691918567,10110.5010831099,0.25237906423473433
"('Africa', 'Botswana', 'None')",False,19390.18461391332,20381.66572169901,15.928571428571429
