region,annealing_selected,annealing_metric,tnc_metric,annealing_max_ape
"('Asia', 'Afghanistan', 'None')",False,3707.685865869963,3141.7127271033373,2.1973684210526314
"('Europe', 'Albania', 'None')",False,-554.3164264234572,-1106.409824979676,0.43954802259887005
"('Africa', 'Algeria', 'None')",False,2643.587837802342,1880.8989185127243,0.8276353276353277
"('Europe', 'Andorra', 'None')",False,3405.0005758085586,3376.5825470089867,0.7777777777777778
"('Africa', 'Angola', 'None')",True,1488.230356550212,1580.1339727274249,0.9137931034482759
"('North America', 'Antigua and Barbuda', 'None')",False,49.83056943734496,49.83056943734496,0.47368421052631576
"('South America', 'Argentina', 'None')",False,63607.93673457484,62129.70433124763,0.23329620482024957
"('Asia', 'Armenia', 'None')",True,28075.523899114778,31415.16014041662,0.7905265875064533
"('Oceania', 'Australia', 'Australian Capital Territory')",False,3.295836866004329,3.295836866004329,0.16666666666666666
"('Oceania', 'Australia', 'New South Wales')",False,623.0276996054288,699.9398615827354,1.6
"('Oceania', 'Australia', 'Queensland')",False,154.14343035475176,154.14343035475176,0.6551724137931034
"('Oceania', 'Australia', 'South Australia')",False,87.92994914137118,61.45902221105854,0.5609756097560976
"('Oceania', 'Australia', 'Tasmania')",False,3.295836866004329,3.295836866004329,0.16666666666666666
"('Oceania', 'Australia', 'Victoria')",False,1198.2533958056183,1188.7833001390522,0.8148148148148148
"('Oceania', 'Australia', 'Western Australia')",False,326.28379227096815,310.0016090444986,1.3846153846153846
"('Europe', 'Austria', 'None')",False,22737.515360336874,19360.501948669524,3.2362637362637363
"('Asia', 'Azerbaijan', 'None')",False,1273.278504034457,-3596.6123475892964,0.9507722007722008
"('Asia', 'Bahrain', 'None')",True,11316.43533695505,12253.081314791714,0.8184049079754602
"('Asia', 'Bangladesh', 'None')",False,33937.32109204314,32981.396369222006,0.3388447048974466
"('North America', 'Barbados', 'None')",True,168.2612502502668,177.52128070223722,0.6363636363636364
"('Europe', 'Belarus', 'None')",True,3541.1538406692066,3819.4608377492364,0.7029914529914529
"('Europe', 'Belgium', 'None')",False,91134.35584263876,192652.13662925278,6.104895104895105
"('North America', 'Belize', 'None')",False,4141.519092780002,5084.805312865691,1.1931649331352154
"('Africa', 'Benin', 'None')",False,2657.504244484509,2629.2371776494906,0.9743589743589743
"('Asia', 'Bhutan', 'None')",False,322.6507912403425,343.5068574484739,1.2666666666666666
"('South America', 'Bolivia', 'None')",True,11514.8414469451,29047.692594853826,0.42132416165090286
"('Europe', 'Bosnia and Herzegovina', 'None')",False,12178.243948509273,11395.175617367848,1.378787878787879
"('Africa', 'Botswana', 'None')",False,20379.349581745897,20508.385796562354,26.1
"('South America', 'Brazil', 'None')",False,973469.8494788981,944006.9411354988,0.49932123125493294
"('Europe', 'Bulgaria', 'None')",False,22112.07147157238,34131.24233751891,1.1536050156739812
