region,annealing_selected,annealing_metric,tnc_metric,annealing_max_ape
"('Asia', 'Afghanistan', 'None')",False,443.96965590618765,436.8734512596282,0.7428198433420365
"('Europe', 'Albania', 'None')",False,92.32523765516976,93.51362428376542,0.2230419086485638
"('Africa', 'Algeria', 'None')",True,135.87870223639123,164.6093025125684,0.12336065573770492
"('Europe', 'Andorra', 'None')",True,257.9397078142796,284.9887164386985,0.17533718689788053
"('Africa', 'Angola', 'None')",True,372.5814527164787,433.8197805460525,0.20392156862745098
"('North America', 'Antigua and Barbuda', 'None')",False,986.314202625527,987.2812939195642,0.5
"('South America', 'Argentina', 'None')",True,253.8645690012146,259.47317548926077,0.19627113231980983
"('Asia', 'Armenia', 'None')",True,262.16722446960114,276.1699307998227,0.23071104387291982
"('Oceania', 'Australia', 'Australian Capital Territory')",False,41.33333333333333,41.33333333333333,0.16666666666666666
"('Oceania', 'Australia', 'New South Wales')",True,463.9212271388742,484.0837026750339,0.4583333333333333
"('Oceania', 'Australia', 'Queensland')",True,312.18388278388284,325.9523809523809,0.2857142857142857
"('Oceania', 'Australia', 'South Australia')",False,130.93333333333334,131.86666666666665,0.3333333333333333
"('Oceania', 'Australia', 'Tasmania')",False,0.0,0.0,0.0
"('Oceania', 'Australia', 'Victoria')",False,323.06190476190477,311.8666666666667,0.4090909090909091
"('Oceania', 'Australia', 'Western Australia')",False,113.1,98.1,0.4444444444444444
"('Europe', 'Austria', 'None')",True,178.21385059595661,215.44550434949198,0.2697109222955333
"('Asia', 'Azerbaijan', 'None')",True,255.4230346824373,621.930393937602,0.3084693084693085
"('Asia', 'Bahrain', 'None')",False,129.59224430606488,130.09115770718287,0.29469548133595286
"('Asia', 'Bangladesh', 'None')",True,237.2888902727641,297.3694899310247,0.35637065637065635
"('North America', 'Barbados', 'None')",True,661.0547672776239,684.9244094338428,1.1538461538461537
"('Europe', 'Belarus', 'None')",False,192.13891769484982,195.4356883803625,0.11368942341704988
"('Europe', 'Belgium', 'None')",False,276.7849298704443,277.2892495618787,0.16140755696567638
"('North America', 'Belize', 'None')",False,644.5221575296998,644.5798335843346,0.2465753424657534
"('Africa', 'Benin', 'None')",False,1795.4587545482386,1784.5459361661742,1.11
"('Asia', 'Bhutan', 'None')",False,129.85677183177182,131.96497622385078,0.3287671232876712
"('South America', 'Bolivia', 'None')",True,359.54448821737,403.66103125778153,0.39755523158012784
"('Europe', 'Bosnia and Herzegovina', 'None')",False,940.2143929174891,941.6039305573971,0.46156077748767044
"('Africa', 'Botswana', 'None')",False,1776.7740156544348,1779.805823007574,0.761384335154827
"('South America', 'Brazil', 'None')",False,337.365098553844,337.6333249756356,0.1686061888389315
"('Europe', 'Bulgaria', 'None')",False,428.25333563535486,427.6942245781212,0.33419555095706155
"('Africa', 'Burkina Faso', 'None')",True,520.9175814292843,638.7381065963893,0.22574257425742575
"('Africa', 'Burundi', 'None')",False,667.5615517018662,673.2374841838251,0.9401709401709402
"('Africa', 'Cabo Verde', 'None')",False,323.01489414546785,322.8151161958559,0.15143246930422918
"('Asia', 'Cambodia', 'None')",False,903.6659941664125,907.7701635381375,8.285714285714286
"('Africa', 'Cameroon', 'None')",False,1985.5107388951708,1985.1293549619916,59.6
"('North America', 'Canada', 'Alberta')",False,164.98646689641333,167.21936046905574,0.12553796183516036
"('North America', 'Canada', 'British Columbia')",False,857.205180558853,856.8087176320732,0.38026349780418495
"('North America', 'Canada', 'Manitoba')",False,268.3534522594791,271.43049099784406,0.29898403483309144
"('North America', 'Canada', 'New Brunswick')",False,558.5263323094467,557.2474690018596,0.6071428571428571
"('North America', 'Canada', 'Newfoundland and Labrador')",True,714.4306887974304,831.9162227100616,4.375
"('North America', 'Canada', 'Nova Scotia')",True,402.12109060530105,457.42454067671457,0.3684210526315789
"('North America', 'Canada', 'Ontario')",True,179.41816939670048,271.548870352272,0.09928342447671129
"('North America', 'Canada', 'Quebec')",False,104.92057821789872,105.27863328621658,0.09642130540639696
"('North America', 'Canada', 'Saskatchewan')",False,280.2688333657979,282.1660307979453,0.2213267203967762
"('Africa', 'Central African Republic', 'None')",False,211.44206349206348,191.10873015873017,0.56
"('Africa', 'Chad', 'None')",True,445.91613038025963,455.15008908284545,0.2857142857142857
"('South America', 'Chile', 'None')",True,220.28178016519206,229.69314503713707,0.36473349463222404
"('South America', 'Colombia', 'None')",True,136.5814095604598,262.8613834068759,0.13626305912668404
"('Africa', 'Comoros', 'None')",False,699.3133822161187,695.8065215552253,0.6925566343042071
"('Africa', 'Congo (Brazzaville)', 'None')",False,1852.575712652179,1852.3219556596584,9.448275862068966
"('Africa', 'Congo (Kinshasa)', 'None')",False,610.5730259545128,603.7686693654542,0.3320209973753281
"('North America', 'Costa Rica', 'None')",True,791.3045312121274,850.2827125627377,0.24812030075187969
"('Africa', ""Cote d'Ivoire"", 'None')",False,592.9162781342117,593.1447120829738,0.557364634608103
"('Europe', 'Croatia', 'None')",True,416.7638618692002,429.3435363033416,0.19135966074741584
"('North America', 'Cuba', 'None')",False,140.50583434640768,142.8304029845489,0.22527472527472528
"('Europe', 'Cyprus', 'None')",False,167.04242095140086,163.44524792780837,0.21052631578947367
"('Europe', 'Czechia', 'None')",False,313.1426373439924,312.5946339668347,0.1784354967948718
"('Europe', 'Denmark', 'None')",True,133.00835697210633,162.6230324944905,0.15065180824222035
"('Africa', 'Djibouti', 'None')",False,838.5134952465834,800.0487896606317,0.375
"('North America', 'Dominican Republic', 'None')",False,287.0960021401023,280.4448207410647,0.15647903840515978
"('South America', 'Ecuador', 'None')",False,620.8384130123519,620.8262195636531,0.4613856468835361
"('Africa', 'Egypt', 'None')",True,64.55010142769359,79.74208789150238,0.09436211888945666
"('North America', 'El Salvador', 'None')",False,1551.2172762659588,1559.0049590370804,0.4224196855775803
"('Africa', 'Equatorial Guinea', 'None')",False,1420.0558261115664,1437.2715834935807,1.96
"('Europe', 'Estonia', 'None')",False,189.95369544803316,192.99847238642462,0.16335828180930687
"('Africa', 'Ethiopia', 'None')",False,167.28429023986413,167.33564692594186,0.21064935064935064
"('Europe', 'Finland', 'None')",True,185.56777113805933,197.1529505697942,0.19699570815450643
"('Europe', 'France', 'None')",False,357.0832440139348,357.48732362926216,0.15594879621608987
"('Africa', 'Gabon', 'None')",False,1517.4177613897195,1521.255273229154,0.319060773480663
"('Africa', 'Gambia', 'None')",False,1235.386484037205,1228.5372445138375,0.8571428571428571
"('Asia', 'Georgia', 'None')",True,324.7788444871192,349.91964440716123,0.15543134217792445
"('Europe', 'Germany', 'None')",True,303.84840732357395,319.94736794103665,0.16422776106182568
"('Africa', 'Ghana', 'None')",False,873.4179768652516,877.9430331276003,0.4058617394074546
"('Europe', 'Greece', 'None')",False,272.5062021192753,259.56919292727895,0.36379613356766255
"('North America', 'Guatemala', 'None')",True,499.90489676330503,558.946598607323,0.38099041533546324
"('Africa', 'Guinea', 'None')",False,842.9711679606178,846.0378079216414,0.27325581395348836
"('Africa', 'Guinea-Bissau', 'None')",True,856.0652618341211,876.694626717702,2.7096774193548385
"('South America', 'Guyana', 'None')",True,495.1878023743202,524.8661243544562,0.35873015873015873
"('North America', 'Haiti', 'None')",False,1093.9220661638815,1101.2578113636996,0.6825938566552902
"('North America', 'Honduras', 'None')",False,296.1484900199959,295.62384888819713,0.20080321285140562
"('Europe', 'Hungary', 'None')",True,240.06736873863895,257.6374130295983,0.23981082948084384
"('Europe', 'Iceland', 'None')",False,552.6189977125193,535.1712107846408,0.47368421052631576
"('Asia', 'India', 'None')",False,116.93007510984613,116.76606167087445,0.12736983753396616
"('Asia', 'Indonesia', 'None')",False,123.4956938445675,123.48208765647647,0.1051552301993297
"('Asia', 'Iran', 'None')",True,22.23869978812991,23.381016524294285,0.03988831272437176
"('Asia', 'Iraq', 'None')",True,184.58705557277065,190.93857146533222,0.4634045200082936
"('Europe', 'Ireland', 'None')",True,166.3869939789797,178.72456921745356,0.12493599590373784
"('Asia', 'Israel', 'None')",True,302.06529952695183,314.110699416756,0.2658329739830387
"('Europe', 'Italy', 'None')",True,171.58224052057824,366.3972651763967,0.2549164208456244
"('Africa', 'Jamaica', 'None')",True,290.328983816274,296.47865940138615,0.4886914378029079
"('Asia', 'Japan', 'None')",False,182.40407081473262,182.69360745596504,0.17296883892999432
"('Asia', 'Jordan', 'None')",False,192.9815454792819,193.08338662481074,0.20342263420596923
"('Asia', 'Kazakhstan', 'None')",True,214.2094061435792,232.55573061625225,0.26274605697518033
"('Africa', 'Kenya', 'None')",True,270.4656064490968,289.73627206735915,0.24595842956120093
"('Asia', 'Korea, South', 'None')",False,141.53482301628983,141.73891326624437,0.15194935021659448
"('Europe', 'Kosovo', 'None')",True,1130.8907033498565,1184.1093528368576,0.30805056553559546
"('Asia', 'Kuwait', 'None')",True,146.87184170735418,156.38719294411862,0.22826880934989044
"('Europe', 'Latvia', 'None')",False,314.29673818974317,316.49598030157233,0.18717898064006322
"('Asia', 'Lebanon', 'None')",True,172.31587215545326,187.46162337483645,0.13985137433969022
"('Africa', 'Lesotho', 'None')",False,1365.727058434184,1383.6342925420572,5.7560975609756095
"('Africa', 'Liberia', 'None')",True,793.5458513708513,842.0858405483405,6.0
"('Africa', 'Libya', 'None')",False,609.9067694802164,620.5435846061794,0.6277659896938467
"('Europe', 'Liechtenstein', 'None')",False,678.5969150273327,649.9055933301886,0.5
"('Europe', 'Lithuania', 'None')",False,304.8469541569264,295.90643939594383,0.1949820788530466
"('Europe', 'Luxembourg', 'None')",False,828.5443261707046,821.592645123218,0.33800494641385
"('Africa', 'Madagascar', 'None')",False,1884.939000489344,1885.3086114518137,16.2
"('Africa', 'Malawi', 'None')",True,334.53860969269573,348.14323544742393,0.32637571157495254
"('Asia', 'Malaysia', 'None')",False,135.1861815446318,135.1935109630652,0.14748578058235942
"('Asia', 'Maldives', 'None')",False,195.5962868338828,197.35522193924686,0.29605263157894735
"('Africa', 'Mali', 'None')",True,465.21033873844084,511.1214885491568,0.2753623188405797
"('Europe', 'Malta', 'None')",False,171.18694099320754,171.18694099320754,0.12682038834951456
"('Africa', 'Mauritania', 'None')",True,318.958745648349,327.6928329753585,0.22435897435897437
"('Africa', 'Mauritius', 'None')",False,536.5271284271284,505.46356421356415,0.5714285714285714
"('North America', 'Mexico', 'None')",True,441.19906634751345,451.08772640848576,0.20953474843001835
"('Europe', 'Moldova', 'None')",False,312.8330847795,310.01247243568906,0.2541837114168836
"('Europe', 'Monaco', 'None')",False,492.8800373513064,496.52350274037263,0.2357142857142857
"('Asia', 'Mongolia', 'None')",False,331.4715122992423,335.6339677690653,0.5733333333333334
"('Europe', 'Montenegro', 'None')",True,164.11931971121774,174.54625726564186,0.21361876565702573
"('Africa', 'Morocco', 'None')",True,334.322100732692,439.4243959719795,0.15262610504420177
"('Africa', 'Mozambique', 'None')",False,273.48232478459516,274.19581149213167,0.21016949152542372
"('Africa', 'Namibia', 'None')",False,301.70415064203786,302.2990540471247,0.3763713080168776
"('Asia', 'Nepal', 'None')",False,1118.0044197802642,1036.0953872786909,4.101101101101101
"('Europe', 'Netherlands', 'None')",True,184.69098812445975,210.07662170787887,0.1589779985805536
"('Oceania', 'New Zealand', 'None')",True,610.6499111999111,676.6598956598957,0.44871794871794873
"('North America', 'Nicaragua', 'None')",False,1555.5764980589806,1549.6081346396863,0.38333333333333336
"('Africa', 'Niger', 'None')",True,535.91355524172,645.4912030473689,1.3
"('Africa', 'Nigeria', 'None')",False,267.717379124579,267.7526653737447,0.15756951596292482
"('Europe', 'North Macedonia', 'None')",False,401.6658550501268,396.3198053105918,0.2551546391752577
"('Europe', 'Norway', 'None')",True,287.50503174720853,392.3849056890749,0.1876178504085481
"('Asia', 'Oman', 'None')",False,829.7130569628526,841.5813720074649,0.398368456832087
"('Asia', 'Pakistan', 'None')",True,150.99023845495205,170.09372144471274,0.11853881278538812
"('North America', 'Panama', 'None')",True,198.23872547673582,203.53924308226573,0.11812907470542497
"('Oceania', 'Papua New Guinea', 'None')",False,1223.7676490475797,1247.2633584914586,2.4
"('South America', 'Paraguay', 'None')",False,163.5539067440614,165.87947877795867,0.15862969660438014
"('South America', 'Peru', 'None')",False,815.1901978422286,812.0973503250726,0.38485622079861276
"('Asia', 'Philippines', 'None')",False,174.4846670416956,173.8450375823466,0.20593567447794267
"('Europe', 'Poland', 'None')",True,299.4183318363211,305.6198705476106,0.3125183869596958
"('Europe', 'Portugal', 'None')",False,458.48523809212634,434.587352437351,0.5916610015862225
"('Asia', 'Qatar', 'None')",False,96.69726969783541,98.38029406068645,0.14163090128755365
"('Europe', 'Romania', 'None')",True,244.31914822575857,257.2492688544373,0.31126506928117653
"('Asia', 'Russia', 'None')",True,50.997870397575106,53.26766135685041,0.08645161290322581
"('Africa', 'Rwanda', 'None')",True,310.7001225107345,361.24812512048226,0.34896810506566606
"('Europe', 'San Marino', 'None')",False,617.4571803797716,621.1890428600445,0.3448275862068966
"('Africa', 'Sao Tome and Principe', 'None')",False,789.0918755118764,795.2020912117379,0.5512820512820513
