region,annealing_selected,annealing_metric,tnc_metric,annealing_max_ape
"('Asia', 'Afghanistan', 'None')",True,863.3602599318108,1047.187729889401,0.7245430809399478
"('Europe', 'Albania', 'None')",False,212.96958614632226,211.95364701286582,0.24658609323497097
"('Africa', 'Algeria', 'None')",False,225.13597380653326,228.44627393205428,0.12745901639344262
"('Europe', 'Andorra', 'None')",True,546.8725858409022,933.2238354568249,0.4661016949152542
"('Africa', 'Angola', 'None')",True,674.9935858854276,702.5400248219755,0.32677165354330706
"('North America', 'Antigua and Barbuda', 'None')",False,1795.0542237034547,1807.0610311406795,0.6666666666666666
"('South America', 'Argentina', 'None')",True,432.9848207658993,499.3402267049441,0.1231661670007628
"('Asia', 'Armenia', 'None')",False,495.8886610490903,498.04509830282166,0.2815686274509804
"('Oceania', 'Australia', 'Australian Capital Territory')",False,41.33333333333333,41.33333333333333,0.16666666666666666
"('Oceania', 'Australia', 'New South Wales')",False,891.2886440056332,862.5208912003029,0.631578947368421
"('Oceania', 'Australia', 'Queensland')",False,717.7156732156732,640.8903318903319,0.6
"('Oceania', 'Australia', 'South Australia')",True,415.2,446.8666666666666,0.4782608695652174
"('Oceania', 'Australia', 'Tasmania')",False,0.0,0.0,0.0
"('Oceania', 'Australia', 'Victoria')",False,364.56666666666666,321.56666666666666,0.5833333333333334
"('Oceania', 'Australia', 'Western Australia')",True,202.83333333333334,212.83333333333334,0.4444444444444444
"('Europe', 'Austria', 'None')",True,240.06392389924284,248.37052446874185,0.12892448512585813
"('Asia', 'Azerbaijan', 'None')",True,399.2117120980154,666.3121155423671,0.16763253917149604
"('Asia', 'Bahrain', 'None')",True,185.83228283249755,217.55034982797375,0.348721355031551
"('Asia', 'Bangladesh', 'None')",True,214.21374166233008,875.7691670271063,0.15057653176576985
"('North America', 'Barbados', 'None')",False,877.8630922993717,881.6386865754781,1.4224137931034482
"('Europe', 'Belarus', 'None')",True,311.22796960724156,346.21496433394947,0.12097629996462682
"('Europe', 'Belgium', 'None')",False,586.2837056891958,585.4545886707616,0.27725286406047006
"('North America', 'Belize', 'None')",False,1255.2611235047589,1260.9437687198404,0.48484848484848486
"('Africa', 'Benin', 'None')",False,3220.5112596625977,3170.4508381161263,2.0348837209302326
"('Asia', 'Bhutan', 'None')",False,126.55438382123164,108.42930272896317,0.36363636363636365
"('South America', 'Bolivia', 'None')",True,485.0209850620428,1096.199031321015,0.2179995048279277
"('Europe', 'Bosnia and Herzegovina', 'None')",False,1536.32842208555,1538.404975025207,0.4574992747316507
"('Africa', 'Botswana', 'None')",False,3137.1307605461757,3144.22510661798,1.3364219529579473
"('South America', 'Brazil', 'None')",False,524.9083676764988,521.9850391585521,0.20126950542184607
"('Europe', 'Bulgaria', 'None')",False,699.7154341199536,703.6358180058511,0.4280910501810657
"('Africa', 'Burkina Faso', 'None')",False,1216.0618554074963,1228.345766940844,0.5781818181818181
"('Africa', 'Burundi', 'None')",False,1428.3297812529167,1430.1337529282064,0.9914529914529915
"('Africa', 'Cabo Verde', 'None')",False,676.321563350324,685.3936414027932,0.2744186046511628
"('Asia', 'Cambodia', 'None')",True,1374.4269357313683,1555.597296219776,1.5714285714285714
"('Africa', 'Cameroon', 'None')",False,3509.144172527017,3506.3879258754705,288.8
"('North America', 'Canada', 'Alberta')",False,343.14392095883113,309.1507603468326,0.21519689406544648
"('North America', 'Canada', 'British Columbia')",True,1434.3824286005995,1467.2944807127164,0.583744652846331
"('North America', 'Canada', 'Manitoba')",True,498.12222195171194,716.6157402339418,0.33086876155268025
"('North America', 'Canada', 'New Brunswick')",True,1034.5228009375226,1350.3052496426178,0.45454545454545453
"('North America', 'Canada', 'Newfoundland and Labrador')",False,1422.2024779141964,981.7985054416033,7.0625
"('North America', 'Canada', 'Nova Scotia')",False,1006.4330120172226,1006.89324009324,1.3
"('North America', 'Canada', 'Ontario')",False,278.1706286988191,273.8323748383324,0.09749226690234203
"('North America', 'Canada', 'Quebec')",True,217.89901001714716,229.20617599772746,0.17812185297079558
"('North America', 'Canada', 'Saskatchewan')",True,436.5735113760366,589.8230923939554,0.1686310063463282
"('Africa', 'Central African Republic', 'None')",True,1091.4689177120124,1257.9395555121273,1.5714285714285714
"('Africa', 'Chad', 'None')",False,641.0892227534767,649.4476457683445,0.5187165775401069
"('South America', 'Chile', 'None')",True,320.0967377448228,349.98183035285666,0.2972854896021436
"('South America', 'Colombia', 'None')",True,585.0853555243638,706.4365894671403,0.5701613034490617
"('Africa', 'Comoros', 'None')",False,1311.086475753679,1298.3395472019288,0.7368421052631579
"('Africa', 'Congo (Brazzaville)', 'None')",False,3257.7529165396622,3268.260701076354,9.689655172413794
"('Africa', 'Congo (Kinshasa)', 'None')",False,947.5850494788615,944.2847476505111,0.3698140200286123
"('North America', 'Costa Rica', 'None')",False,2181.806939173312,2179.813872078738,0.48273059731816337
"('Africa', ""Cote d'Ivoire"", 'None')",True,829.1752743573269,884.5060594580399,0.9410548086866598
"('Europe', 'Croatia', 'None')",False,771.7702410071472,761.1633863788667,0.4471762414800389
"('North America', 'Cuba', 'None')",False,209.1753392342964,209.30208456636927,0.3216398985629755
"('Europe', 'Cyprus', 'None')",False,272.7446205176748,264.20889462007864,0.3642439431913116
"('Europe', 'Czechia', 'None')",False,640.1416037353823,611.5608915397034,0.18069655747605765
"('Europe', 'Denmark', 'None')",False,524.3033274460397,520.8556423245625,0.26349080846017
"('Africa', 'Djibouti', 'None')",False,1217.498238258592,1230.9621604350527,0.8953488372093024
"('North America', 'Dominican Republic', 'None')",True,471.81188846158403,483.9417224026872,0.16072999120492523
"('South America', 'Ecuador', 'None')",True,1060.646128927667,1089.1354659035692,0.4408989322075987
"('Africa', 'Egypt', 'None')",True,99.18728906440488,213.18098731520328,0.12698058469091722
"('North America', 'El Salvador', 'None')",False,2640.112016468596,2642.811663374393,0.6518046709129511
"('Africa', 'Equatorial Guinea', 'None')",False,2508.122413057383,2503.8212223215987,0.7394366197183099
"('Europe', 'Estonia', 'None')",False,308.42889626848364,306.2779533467031,0.20891636836967134
"('Africa', 'Ethiopia', 'None')",False,254.98863041648667,242.5148609139374,0.17844155844155843
"('Europe', 'Finland', 'None')",False,343.9480975621332,345.1114179896525,0.1846763540290621
