Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Europe,Germany,None,2020-12-13,1327354,269705,53744,154838,21680,9528
Europe,Germany,None,2020-12-14,1341298,267063,53426,156930,22023,9425
Europe,Germany,None,2020-12-15,1354840,264196,53062,158961,22368,9315
Europe,Germany,None,2020-12-16,1368031,261177,52665,160940,22713,9199
Europe,Germany,None,2020-12-17,1380913,258067,52241,162872,23058,9081
Europe,Germany,None,2020-12-18,1393416,254796,51782,164748,23404,8957
Europe,Germany,None,2020-12-19,1405510,251337,51283,166562,23750,8826
Europe,Germany,None,2020-12-20,1417186,247690,50745,168313,24096,8689
Europe,Germany,None,2020-12-21,1428450,243870,50170,170003,24441,8546
Europe,Germany,None,2020-12-22,1439323,239910,49564,171634,24786,8398
Europe,Germany,None,2020-12-23,1449844,235860,48933,173212,25130,8247
Europe,Germany,None,2020-12-24,1460038,231757,48283,174741,25472,8094
Europe,Germany,None,2020-12-25,1469868,227562,47609,176215,25814,7939
Europe,Germany,None,2020-12-26,1479327,223272,46911,177634,26155,7781
Europe,Germany,None,2020-12-27,1488416,218890,46190,178998,26493,7619
Europe,Germany,None,2020-12-28,1497145,214430,45448,180307,26831,7455
Europe,Germany,None,2020-12-29,1505528,209912,44689,181564,27166,7289
Europe,Germany,None,2020-12-30,1513588,205363,43915,182773,27499,7123
Europe,Germany,None,2020-12-31,1521345,200808,43133,183937,27830,6956
Europe,Germany,None,2021-01-01,1528788,196234,42339,185053,28159,6789
Europe,Germany,None,2021-01-02,1535918,191641,41535,186123,28486,6622
Europe,Germany,None,2021-01-03,1542739,187033,40722,187146,28809,6455
Europe,Germany,None,2021-01-04,1549260,182416,39900,188124,29131,6287
Europe,Germany,None,2021-01-05,1555490,177803,39072,189059,29449,6120
Europe,Germany,None,2021-01-06,1561443,173204,38241,189952,29765,5954
Europe,Germany,None,2021-01-07,1567135,168637,37408,190805,30077,5790
Europe,Germany,None,2021-01-08,1572580,164114,36576,191622,30387,5627
Europe,Germany,None,2021-01-09,1577775,159628,35745,192401,30693,5465
Europe,Germany,None,2021-01-10,1582726,155180,34914,193144,30996,5306
Europe,Germany,None,2021-01-11,1587439,150776,34086,193851,31296,5148
Europe,Germany,None,2021-01-12,1591925,146419,33261,194524,31593,4992
Europe,Germany,None,2021-01-13,1596191,142116,32441,195164,31886,4839
Europe,Germany,None,2021-01-14,1600248,137873,31626,195772,32175,4687
Europe,Germany,None,2021-01-15,1604108,133697,30818,196351,32462,4539
Europe,None,None,2020-12-13,1327354,269705,53744,154838,21680,9528
Europe,None,None,2020-12-14,1341298,267063,53426,156930,22023,9425
Europe,None,None,2020-12-15,1354840,264196,53062,158961,22368,9315
Europe,None,None,2020-12-16,1368031,261177,52665,160940,22713,9199
Europe,None,None,2020-12-17,1380913,258067,52241,162872,23058,9081
Europe,None,None,2020-12-18,1393416,254796,51782,164748,23404,8957
Europe,None,None,2020-12-19,1405510,251337,51283,166562,23750,8826
Europe,None,None,2020-12-20,1417186,247690,50745,168313,24096,8689
Europe,None,None,2020-12-21,1428450,243870,50170,170003,24441,8546
Europe,None,None,2020-12-22,1439323,239910,49564,171634,24786,8398
Europe,None,None,2020-12-23,1449844,235860,48933,173212,25130,8247
Europe,None,None,2020-12-24,1460038,231757,48283,174741,25472,8094
Europe,None,None,2020-12-25,1469868,227562,47609,176215,25814,7939
Europe,None,None,2020-12-26,1479327,223272,46911,177634,26155,7781
Europe,None,None,2020-12-27,1488416,218890,46190,178998,26493,7619
Europe,None,None,2020-12-28,1497145,214430,45448,180307,26831,7455
Europe,None,None,2020-12-29,1505528,209912,44689,181564,27166,7289
Europe,None,None,2020-12-30,1513588,205363,43915,182773,27499,7123
Europe,None,None,2020-12-31,1521345,200808,43133,183937,27830,6956
Europe,None,None,2021-01-01,1528788,196234,42339,185053,28159,6789
Europe,None,None,2021-01-02,1535918,191641,41535,186123,28486,6622
Europe,None,None,2021-01-03,1542739,187033,40722,187146,28809,6455
Europe,None,None,2021-01-04,1549260,182416,39900,188124,29131,6287
Europe,None,None,2021-01-05,1555490,177803,39072,189059,29449,6120
Europe,None,None,2021-01-06,1561443,173204,38241,189952,29765,5954
Europe,None,None,2021-01-07,1567135,168637,37408,190805,30077,5790
Europe,None,None,2021-01-08,1572580,164114,36576,191622,30387,5627
Europe,None,None,2021-01-09,1577775,159628,35745,192401,30693,5465
Europe,None,None,2021-01-10,1582726,155180,34914,193144,30996,5306
Europe,None,None,2021-01-11,1587439,150776,34086,193851,31296,5148
Europe,None,None,2021-01-12,1591925,146419,33261,194524,31593,4992
Europe,None,None,2021-01-13,1596191,142116,32441,195164,31886,4839
Europe,None,None,2021-01-14,1600248,137873,31626,195772,32175,4687
Europe,None,None,2021-01-15,1604108,133697,30818,196351,32462,4539
None,None,None,2020-12-13,1327354,269705,53744,154838,21680,9528
None,None,None,2020-12-14,1341298,267063,53426,156930,22023,9425
None,None,None,2020-12-15,1354840,264196,53062,158961,22368,9315
None,None,None,2020-12-16,1368031,261177,52665,160940,22713,9199
None,None,None,2020-12-17,1380913,258067,52241,162872,23058,9081
None,None,None,2020-12-18,1393416,254796,51782,164748,23404,8957
None,None,None,2020-12-19,1405510,251337,51283,166562,23750,8826
None,None,None,2020-12-20,1417186,247690,50745,168313,24096,8689
None,None,None,2020-12-21,1428450,243870,50170,170003,24441,8546
None,None,None,2020-12-22,1439323,239910,49564,171634,24786,8398
None,None,None,2020-12-23,1449844,235860,48933,173212,25130,8247
None,None,None,2020-12-24,1460038,231757,48283,174741,25472,8094
None,None,None,2020-12-25,1469868,227562,47609,176215,25814,7939
None,None,None,2020-12-26,1479327,223272,46911,177634,26155,7781
None,None,None,2020-12-27,1488416,218890,46190,178998,26493,7619
None,None,None,2020-12-28,1497145,214430,45448,180307,26831,7455
None,None,None,2020-12-29,1505528,209912,44689,181564,27166,7289
None,None,None,2020-12-30,1513588,205363,43915,182773,27499,7123
None,None,None,2020-12-31,1521345,200808,43133,183937,27830,6956
None,None,None,2021-01-01,1528788,196234,42339,185053,28159,6789
None,None,None,2021-01-02,1535918,191641,41535,186123,28486,6622
None,None,None,2021-01-03,1542739,187033,40722,187146,28809,6455
None,None,None,2021-01-04,1549260,182416,39900,188124,29131,6287
None,None,None,2021-01-05,1555490,177803,39072,189059,29449,6120
None,None,None,2021-01-06,1561443,173204,38241,189952,29765,5954
None,None,None,2021-01-07,1567135,168637,37408,190805,30077,5790
None,None,None,2021-01-08,1572580,164114,36576,191622,30387,5627
None,None,None,2021-01-09,1577775,159628,35745,192401,30693,5465
None,None,None,2021-01-10,1582726,155180,34914,193144,30996,5306
None,None,None,2021-01-11,1587439,150776,34086,193851,31296,5148
None,None,None,2021-01-12,1591925,146419,33261,194524,31593,4992
None,None,None,2021-01-13,1596191,142116,32441,195164,31886,4839
None,None,None,2021-01-14,1600248,137873,31626,195772,32175,4687
None,None,None,2021-01-15,1604108,133697,30818,196351,32462,4539
