Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Second Wave Jump,Jump Time
North America,US,Alabama,2020-03-20,51.12769646503218,0.41879962497042295,3.8028785348979843,0.008293612131445409,2.9449423960887398,0.03928102199923959,0.1777791587961643,10.262454140478837,1.5958701590028237,0.05358569790131284,70.40206552961187
North America,US,Alaska,2020-03-28,14.552240060219665,0.7372222896933502,-762.2307297433422,0.02496179412092274,2.9186542817068832,0.017826599173671284,0.2000818432142314,0.061362721417754396,0.47888417434247155,0.10008963418216803,67.99953440982286
North America,US,Arizona,2020-03-21,29.364712676539796,0.47146464533351584,-10.427522360775477,0.013995111553172018,1.3903604882470808,0.04216598878254118,0.1927184173688472,0.6083066554782214,7.2175571769918285,0.2510407741598508,76.01384834290555
North America,US,Arkansas,2020-03-20,15.54440743534678,0.7031293754218159,-100.39647289216245,0.09142232031179676,1.8563221179587617,0.019557115161713372,0.2770654126793035,1.2970187343532344,0.9472897955315168,0.1236647950464028,66.24587207125478
North America,US,California,2020-03-07,110.00441555326844,0.5644131295450111,-122.7535695615252,0.05164468673076087,3.5017204114426947,0.04219849439713968,0.14777050071594178,55.24732837805692,0.06845863846860194,0.2676150485679001,95.38505718751122
North America,US,Colorado,2020-03-14,25.042081329591042,0.6185716927938535,0.15980625800227952,0.3934074286813163,0.22924179209144016,0.061828537254336034,0.0705227740248716,14.801953252070687,0.01623286250291375,0.15768165838447568,83.09987375181436
North America,US,Connecticut,2020-03-19,25.84380178926363,0.7156944728037639,0.568368348234054,0.7127565166835635,0.15097723697592816,0.10802247988075066,0.10568945277627516,21.29616289248981,0.06302326455856952,0.04118730929494637,52.16953358238215
North America,US,Delaware,2020-03-24,5.1451427811051555,0.8672224448596313,-1.861574783939516,0.7335858395026448,0.13083428350009788,0.05059124268334791,0.14895685082965657,4.020499663749662,0.0268611215956,0.2012767782301506,79.53072731557691
North America,US,District of Columbia,2020-03-23,17.265232277759253,0.6356155234194526,2.082789098901173,0.459643966203352,0.29060358823772736,0.05824500672842697,0.06567318995456221,5.39171757591102,0.1759592769692951,0.015505857704931968,75.34663309344225
North America,US,Florida,2020-03-16,82.00996782238857,0.38289778452048095,0.8567941187386772,0.03529800599830825,0.25747440161422896,0.04975495199996652,0.1645657262785638,20.947466254236744,45.100335058889556,0.5301384263671876,79.48748957104623
North America,US,Georgia,2020-03-16,32.87065437839883,0.38421831745656015,0.11273868216649528,0.04381405079303145,0.4315807584102651,0.04785978303677908,0.07947459594810592,44.77479761273092,0.014277611628077917,0.45429638945295103,86.83545964372192
North America,US,Hawaii,2020-03-26,9.111172857965913,0.7330775198624256,-206.75186025589386,0.23204130225064307,0.14276180785000164,0.029035592646532948,0.49999988020583913,1.7268182712654447,0.8833121449814333,0.9999999826434183,48.74587745855662
North America,US,Idaho,2020-03-25,21.028871537849792,0.9411102369277371,-1307.0765389178018,0.02682124718410827,1.6285480133599408,0.031318859495308014,0.40265944527556996,0.1735089407014427,4.123828010051791,0.9651410176065941,71.38271312231875
North America,US,Illinois,2020-03-17,30.387456184827563,0.5452917708890689,24.493898002565405,0.5446369553385836,0.2804682913297705,0.048506223681956166,4.58393602498241e-09,1.381993133749395,9.77298472144972,1.986562833348026e-11,81.9798250136143
North America,US,Indiana,2020-03-21,18.806985116491493,0.5285949395262495,0.08371367702131956,0.2898555245137317,1.0327838049977467,0.06502172347076161,0.046885323443450325,24.922455821543654,0.47892266598583144,0.13047514303340763,76.01661945741922
North America,US,Iowa,2020-03-23,6.352100828035568,0.9066868993515238,-0.01674949903677817,0.6267520871025826,0.16439015699953452,0.03345080314469447,0.12311930932726112,2.6358325286825317,0.7144697413356024,0.1225065864699599,73.7010845899537
North America,US,Kansas,2020-03-24,11.09805685670154,0.9176676653498531,-2.7917817351511487,0.8003701042916475,3.708876112474791,0.02703702959393843,0.2641391980659118,3.257420225231515,0.25328077516978387,0.3363850977188943,74.05482238322186
North America,US,Kentucky,2020-03-22,17.84892387612847,0.6395894093477618,-88.75419014722765,0.12004090155126806,17.147539967070696,0.05018045145314472,0.1794026444382165,10.816840474070842,0.002445210989159452,0.04400763773418245,63.27398300671039
North America,US,Louisiana,2020-03-16,56.33959791798504,0.3532914712476408,0.30108437088945,0.11532221760065252,0.3753365328684535,0.07858632183548409,0.14041712842313803,56.15691133819951,14.89419047386551,0.31273137143744484,66.82855081537659
North America,US,Maine,2020-03-23,24.784119694834427,0.6269345792788916,-55.2540224258113,0.15287705748757272,3.070520281502016,0.045849936470009865,0.20598464768160027,0.14220890820338547,1.2257640849018938,1.9625415702911786e-09,74.08538929453611
North America,US,Maryland,2020-03-19,62.115045437952375,0.7230986117754756,0.04928155097126575,0.41345930304399714,2.1013121549117186,0.055269508149719045,0.104580335126485,15.357896379913608,0.004903308326497979,8.04801828797516e-11,77.9941804650808
North America,US,Massachusetts,2020-03-12,38.81894386814494,2.259680912405464,1.236186874403631,2.14450664577361,0.11931619294171314,0.07497256857673121,1.3349951174769962e-07,3.915394404768068,0.07386137501552684,0.02546569303607782,82.34555607867354
North America,US,Michigan,2020-03-19,35.132425343614315,0.47597551318402936,0.8812997304210279,0.3628116055874494,0.19581599634397412,0.11376686705611824,0.18989811974676732,47.60715789658344,4.992488779701579,0.14047080359652045,79.00228438306542
North America,US,Minnesota,2020-03-20,30.456136120373117,3.465938921151819,-0.020109798358513894,2.2092871484008816,1.9540521070286807,0.05293121383144839,0.13056872467242714,0.03847282358213651,0.0105254193264256,1.2049447468647616e-10,77.00405798645895
North America,US,Mississippi,2020-03-21,19.294910552178386,0.6473787934809109,-52.79391053798729,0.15295181932305732,0.31849941486947575,0.05432670380724764,0.09787809928531528,7.674491852603655,0.0729533190653308,0.15187271348942244,76.2455370394258
North America,US,Missouri,2020-03-22,30.37871991580785,0.38452032236316874,-1.1112504003596197,0.0886091585623489,0.1921202738153131,0.07365743900369764,0.20994613883928415,4.705599427542209,11.156937597888785,0.3137685117882219,74.46501280958942
North America,US,Montana,2020-03-27,12.034358588422684,1.676032433902745,-310.1451079668246,0.2095138285065243,0.18103732748016274,0.034554826728457576,0.20918197221057747,0.15351942128000146,0.8013251375917836,0.12018732310220304,70.0034435746147
North America,US,Nebraska,2020-03-27,11.580210913624125,3.033085229170028,-7.9490845169883695,2.2961194681353994,0.46506535900442086,0.01314697109197647,1.7851327009916083e-08,1.974379577593371,0.08672572689304305,0.03794145826057036,64.64519429514641
North America,US,Nevada,2020-03-20,39.55204974556351,0.3581372651588056,-0.9047141477555483,0.016929980960778652,1.2729605480096642,0.053148597590783817,0.20633428009215404,4.879404159699941,2.6789455509591913,0.33340299519211086,72.54139175547739
North America,US,New Hampshire,2020-03-23,11.398689537643971,0.6815638245933586,-12.07008253019701,0.35766458086340014,0.03815843225980134,0.09437556726656836,0.11130552113308834,2.4058802650890723,0.4642089693449018,5.053150583399246e-07,73.9908047681279
North America,US,New Jersey,2020-03-16,28.780279593995026,0.8375593113892431,0.07117945647431788,0.9506021727557834,0.08435173793881606,0.09005294591837738,0.11617179596481436,65.47530462254763,1.498912870822169,0.09322554888029243,64.40016161807694
North America,US,New Mexico,2020-03-24,18.290427154866325,0.5617266688803264,-1.4737995094388328,0.2798364002542666,0.17542362873667813,0.05528469572636201,0.1161634186784772,4.553947032910268,0.14006971569935817,0.08145907243467594,66.0359196302339
North America,US,New York,2020-03-08,74.82274848190707,18.20288477708163,0.3931288208954534,24.253561882318536,0.3276822243468853,0.08735432987047441,0.06782079736436772,3.016693105214732,0.6614872247195595,0.028472671059032294,81.79253432943185
