Continent,Country,Province,Day,S,E,I,AR,DHR,DQR,AD,DHD,DQD,R,D,TH,DVR,DVD,DD,DT
None,None,None,2020-03-17,178816026.11180025,324572.0409564747,93357.1620548373,51023.06845987555,2033.7037476903663,10842.402047723554,9680.227439646764,363.0085289867538,2057.048330924937,14247.970319066744,3548.2563145268614,2786.870555653245,478.34126681133324,90.75213224668845,709.6512629053722,18759.137037688302
None,None,None,2020-03-18,184564867.00532788,349811.8672228477,106684.75138831537,70751.5769673349,2819.418478534564,15034.710105558663,12925.673931881187,484.71277244554443,2746.7057105247522,19448.11640198317,4610.461692690589,3837.641281828601,663.2960340687647,121.17819311138611,922.0923385381179,25764.275212190674
None,None,None,2020-03-19,232980446.64902797,479839.75318458286,122140.31280589539,94856.71358565126,3784.7604429061003,20157.05163695089,16432.265153046264,616.209943239235,3491.8563450223305,26580.7457323663,6020.6821423604715,5125.808549446285,889.2816898654805,154.05248580980876,1204.1364284720944,34388.05699630858
None,None,None,2020-03-20,270614463.72052056,510551.85834463424,155117.98475882498,122698.58140268423,4909.2437852697885,26073.448548070402,20282.703819594462,760.6013932347926,4310.074561663822,36022.390319529935,7881.3925458611775,6646.753091277255,1150.2992006501643,190.15034830869814,1576.2785091722355,44587.68727518171
None,None,None,2020-03-21,287475215.6526889,557041.837616304,176518.72289629662,153886.92137229184,6181.478170660528,32700.97079161202,24327.564085288945,912.2836531983351,5169.607368123899,47989.40666003165,10212.554697318894,8394.62360395578,1442.6898878652366,228.07091329958376,2042.5109394637793,56276.15735970521
None,None,None,2020-03-22,297960338.2027421,590373.2163694765,198170.2299606526,187591.2486612963,7571.134240828296,39863.14034052546,28515.618307740602,1069.3356865402727,6059.568890394878,62767.720696045864,12938.584104410267,10339.09052783346,1758.6679561996527,267.3339216350682,2587.716820882054,69275.27018555638
None,None,None,2020-03-23,305457811.1570117,627401.5424879226,214234.86222890954,225193.09383602266,9131.000795677812,47853.532440154806,32914.531867981714,1234.2949450493143,6994.338021946113,80488.41651675013,16104.22984795315,12542.503148146066,2111.1852547127114,308.57373626232857,3220.84596959063,83982.68765430713
None,None,None,2020-03-24,315880671.5268798,672109.9500157868,232185.13484737038,264286.3984780966,10772.601995170951,56160.85967659553,37118.00042584789,1391.9250159692965,7887.575090492676,101815.43894883925,19828.588626021796,14909.441647711017,2477.684985732156,347.9812539923241,3965.7177252043602,99852.27765140682
None,None,None,2020-03-25,317538417.9744575,703464.229807024,246732.6983812445,303992.6255930883,12463.098883318262,64598.432938531245,41088.047277140766,1540.8017728927775,8731.210046392413,126279.06074911666,23984.82009384193,17409.242920629662,2849.930864935202,385.2004432231944,4796.964018768385,116535.61947086443
None,None,None,2020-03-26,318822356.77518755,734905.117101231,259076.56711140458,344742.9333082117,14217.756940686011,73257.873327995,44716.21058587409,1676.857896970278,9502.19474949824,154132.60277289103,28580.111017663425,20053.696217993685,3231.964999764485,419.2144742425695,5716.022203532687,134165.30811995792
None,None,None,2020-03-27,321688568.2525775,766523.1751886627,271480.26663640636,386352.5027005355,16029.18512393684,82099.90682386377,48055.750376307275,1802.090639111523,10211.846954965295,185594.9962872187,33633.026691550025,22839.579167924658,3622.054712817519,450.52265977788073,6726.605338310007,152755.86111949777
None,None,None,2020-03-28,322282593.60024905,795114.8043220805,283736.3269441932,427967.1317470553,17864.902781357585,90943.01549624922,51146.540417526936,1917.9952656572605,10868.639838724475,220634.29510276616,39108.747835249684,25737.938054537593,4012.191860128643,479.4988164143151,7821.749567049934,172090.2536969173
None,None,None,2020-03-29,323933154.23898125,822966.8397353736,296502.59210203314,469994.089818699,19738.986068746704,99873.74408647355,54095.257939836534,2028.5721727438704,11495.242312215265,259215.97688886098,44977.45989372767,28766.9798754391,4406.194592050302,507.1430431859676,8995.49197874553,192283.8658362607
None,None,None,2020-03-30,325431949.2650358,853771.7071132221,307806.7849219916,512807.850562905,21664.824164196565,108971.66824461734,56828.65014708371,2131.07438051564,12076.088156255295,301504.5155277347,51251.571745762216,31938.787287872117,4807.573599027237,532.76859512891,10250.314349152448,213447.24858581403
None,None,None,2020-03-31,325865405.625965,877993.6804988616,319637.8357689762,555367.4161991877,23602.974419941867,118015.5759423274,59363.50298963199,2226.1313621112,12614.744385296799,347411.90350807726,57883.608960572135,35216.27573301439,5206.569526867387,556.5328405278,11576.721792114422,235297.17155342922
None,None,None,2020-04-01,325719257.5893115,900825.0416385212,330316.7230455433,597595.6148731073,25549.406713790413,126989.06816053535,61699.46062809919,2313.7297735537195,13111.135383471074,396998.6297639335,64866.60070798669,38595.40938013432,5602.458889435385,578.4324433884299,12973.32014159734,257824.72920089544
None,None,None,2020-04-02,325571726.80830896,921960.7968086052,340518.56477949803,639646.0344242749,27508.571472177166,135924.7823151584,63865.25687972283,2394.9471329896064,13571.367086941103,450227.3005390991,72178.57025257681,42081.204903088175,5996.681572727576,598.7367832474016,14435.71405051536,281063.36602058803
None,None,None,2020-04-03,325423015.13268363,941454.611221154,350119.0214936489,681438.2445039826,29476.31144606702,144805.62695709625,65877.67874772825,2470.4129530398095,13999.00673389225,507072.15230526385,79794.80095457315,45669.7270380493,6388.483542224836,617.6032382599524,15958.960190914628,304986.8469203286
None,None,None,2020-04-04,325273328.52873504,959351.320000418,359034.60162801016,722873.0784910959,31447.754110574075,153610.5291793579,67746.4337813989,2540.4912668024594,14396.117178547265,567500.743829103,87693.4017997289,49355.95648909823,6776.93511085402,635.1228167006149,17538.680359945774,329561.7099273216
None,None,None,2020-04-05,325122918.6906905,975627.2292232864,367266.7338672156,763812.3863113694,33416.54452826081,162310.13209116602,69474.80510692931,2605.3051915098486,14763.396085222475,631474.2153940473,95853.56151057078,53133.01038657228,7160.741121669089,651.3262978774621,19170.712302114163,354742.0692438152
None,None,None,2020-04-06,324972037.5147121,990251.2836257739,374846.060614541,804108.0438088737,35375.940749060705,170872.95930938562,71064.51226361065,2664.9192098853996,15101.20885601727,698946.4807304716,104254.07612031444,56993.34423142857,7538.512910708189,666.2298024713499,20850.8152240629,380477.6282095238
None,None,None,2020-04-07,324820941.3249615,1003177.7163214904,381827.1886558314,843607.7133973973,37319.03428741416,179266.63909694686,72516.51479788663,2719.3693049207486,15409.759394550902,769864.0652647606,112873.67451734394,60929.00310183665,7908.822313100601,679.8423262301872,22574.734903468787,406715.35401224426
None,None,None,2020-04-08,324669841.5897187,1014412.3613627912,388233.1277049251,882188.1014219407,39239.93445314056,187464.97155216237,73833.26773385909,2768.747540019716,15689.56939344505,844160.2780223287,121691.05109665036,64932.77763640639,8270.513450830691,692.186885004929,24338.210219330074,433407.18424270937
None,None,None,2020-04-09,324518898.0833309,1024021.7934650328,394045.9065095654,919760.6679561638,41133.97347998664,195449.14194068473,75020.7410480861,2813.277789303227,15941.90747271828,921754.1971531896,130683.30985421845,68998.41650083051,8622.756262089031,703.3194473258068,26136.661970843692,460511.44333887025
None,None,None,2020-04-10,324368214.72865635,1032137.2902006655,399207.31220619724,956270.1307024449,42997.65146553706,203207.40277426958,76087.07942570915,2853.265478464093,16168.504377963196,1002552.0741642574,139827.56054818459,73120.6100681049,8965.03247533542,713.3163696160233,27965.512109636933,487992.73378736584
None,None,None,2020-04-11,324217905.5037619,1038861.4516390201,403688.29887141555,991659.7292533132,44827.39936515106,210727.69246632903,77038.96339407432,2888.961127277787,16370.779721240797,1086453.2419572854,149100.97844300978,77293.73237183044,9296.809961749812,722.2402818194467,29820.195688601954,515813.5491455362
None,None,None,2020-04-12,324068116.91566014,1044237.7322430587,407523.4114670166,1025846.1825482933,46618.72058879938,217992.3137915123,77879.24916483516,2920.4718436813178,16549.34044752747,1173356.1713924513,158482.4908525762,81511.0482188903,9617.307961390248,730.1179609203294,31696.498170515217,543928.9881259352
None,None,None,2020-04-13,323918959.82160825,1048344.0011374417,410730.3723884555,1058763.622295149,48367.77403173974,224987.26973771918,78611.00517306123,2947.9126939897965,16704.838599275514,1263153.291374583,167953.0909602639,85766.36414597342,9925.908959017019,736.9781734974491,33590.618192052774,572297.7609731562
None,None,None,2020-04-14,323770558.62458354,1051224.0483178226,413364.96942059963,1090334.053330118,50070.32529600858,231695.9863326501,79234.92599322798,2971.309724746048,16837.421773560938,1355736.0738803935,177495.26134742773,90052.96073034401,10221.881749969856,742.827431186512,35499.05226948554,600875.0715356265
None,None,None,2020-04-15,323623069.4029674,1052861.477746172,415551.00766640645,1120448.5341881246,51721.073924918106,238095.31351497653,79748.13715278798,2990.555143229547,16946.479144967445,1450998.198316466,187092.82023444943,94362.9333485976,10504.20500801367,747.6387858073867,37418.56404688989,629608.2223239839
None,None,None,2020-04-16,323476551.1337096,1053362.3856027524,417282.0449233236,1149089.9534859303,53318.01534223915,244181.61511576027,80158.2001829848,3005.9325068619305,17033.617538884282,1548814.4629084812,196725.63868314578,98691.52307292863,10772.718313930593,751.4831267154826,39345.12773662914,658465.4871528574
None,None,None,2020-04-17,323331054.3742257,1052830.7994945403,418536.77753110084,1176264.8293265966,54860.0314185604,249956.27623190175,80473.90326805181,3017.771372551943,17100.70444446101,1649053.6013213096,206373.93136528425,103034.73146246148,11027.482774936843,754.4428431379857,41274.78627305686,687420.2097497432
None,None,None,2020-04-18,323186609.58923537,1051382.9134393397,419298.572791697,1201983.5939192493,56346.19442753893,255421.51370784047,80701.03975348592,3026.2889907557205,17148.97094761576,1751583.1724032378,216021.15038388383,107388.6577360082,11268.596192992962,756.5722476889301,43204.230076776774,716446.3849067213
None,None,None,2020-04-19,323043226.9064165,1049149.43804232,419547.01804138965,1226263.428941733,57775.880547838,260580.97865011817,80845.49388044438,3031.7060205166636,17179.66744959443,1856270.2717879284,225652.2102216303,111749.68912499408,11496.219646328742,757.9265051291659,45130.44204432606,745519.9274999604
None,None,None,2020-04-20,322900956.268982,1046191.5064939891,419335.374361026,1249080.9700209552,59147.10044070928,265429.70612945285,80909.54461657263,3034.1079231214744,17193.278231021694,1962990.6782944421,235254.46450673716,116112.89550489037,11710.134093946454,758.5269807803686,47050.89290134745,774607.9700326024
None,None,None,2020-04-21,322759902.83845127,1042479.2121972413,418812.56882183766,1270360.4248358107,60456.06851809515,269951.5902776098,80889.23892065737,3033.3464595246514,17188.9632706397,2071630.6770113027,244818.07123600165,120471.55141588925,11909.628982835728,758.3366148811629,48963.614247200334,803665.6761059284
None,None,None,2020-04-22,322620126.72039694,1038036.5829786361,418039.5376010392,1290093.8776625912,61701.46698025312,274144.94900330063,80788.45708924114,3029.567140846543,17167.547131463747,2182065.031421648,254329.2625940557,124821.30477070197,12094.63010308679,757.3917852116358,50865.85251881117,832664.0318046799
None,None,None,2020-04-23,322481634.76163644,1032952.083708816,416985.06375888,1308341.4180748677,62884.473705541335,278022.55134090927,80616.87395315622,3023.132773243359,17131.085715045694,2294158.25802797,263773.2973050551,129160.2327268736,12265.70079445188,755.7831933108398,52754.65946101102,861590.2181791577
None,None,None,2020-04-24,322344425.69528526,1027314.2226562342,415635.30247931334,1325152.06020789,64005.945507928074,281594.8127941768,80381.45769397182,3014.304663523944,17081.05975996902,2407780.3052869597,273137.8336646409,133486.1333873718,12423.300564448982,753.576165880986,54627.56673292817,890429.5559158123
None,None,None,2020-04-25,322208460.5658309,1021252.8677369959,413944.6957024363,1340596.5819060348,65067.57782609708,284876.7736550324,80089.42760234655,3003.3535350879974,17019.003365498647,2522799.8891798146,282412.2636598061,137797.64612189154,12568.092955369077,750.8383837719994,56482.452731961224,919172.9741459434
None,None,None,2020-04-26,322073719.45193934,1014860.820085718,411915.35462241905,1354716.0172093364,66070.08157276014,287877.153656984,79744.19546702625,2990.407330013483,16945.641536743075,2639094.355146475,291589.5214332134,142092.52120057654,12700.462661337526,747.6018325033707,58317.90428664268,947805.4746705103
None,None,None,2020-04-27,321940255.5305078,1008117.8871684937,409676.567651724,1367471.2330896633,67011.39668063715,290587.6370315534,79341.12352391098,2975.2921321466624,16859.988748831085,2756559.3892645338,300666.9542006808,146365.89044015872,12820.042810215591,743.8230330366656,60133.39084013617,976294.6029343911
None,None,None,2020-04-28,321808117.6269201,1001004.217295002,407324.8114642127,1378852.886370396,67890.57866439065,293006.2383537092,78880.55870600202,2958.0209514750763,16762.118725025426,2875087.8860549275,309638.05649484944,150613.99032962316,12926.74580972246,739.5052378687691,61927.611298969874,1004615.2688641549
None,None,None,2020-04-29,321677298.6977579,993574.2475130649,404834.7549502092,1388937.9362157446,68709.83060555454,295149.3114458457,78371.88045013635,2938.945516880113,16654.02459565396,2994561.283287845,318492.08766118606,154836.15899336542,13021.293152022607,734.7363792200282,63698.4175322372,1032763.0599557693
None,None,None,2020-04-30,321547794.3122374,985871.1126002901,402203.8467935375,1397786.6534221095,69470.83473871293,297029.66385219834,77821.61116574395,2918.310418715397,16537.092372720585,3114868.506784535,327221.0556139676,159031.31185106107,13104.24987583228,729.5776046788493,65444.211122793546,1060730.7456737405
None,None,None,2020-05-01,321419593.3880539,977941.1754021299,399426.6661533858,1405460.2167787878,70175.36786183003,298660.29606549226,77237.09206006567,2896.390952252461,16412.88206276395,3235902.215803995,335817.3088053983,163198.55311171748,13176.189532301132,724.0977380631152,67163.46176107967,1088512.3540781168
None,None,None,2020-05-02,321292655.4657106,969863.556466385,396490.88762509916,1412019.7756306087,70825.269620608,300054.20232150424,76621.50206127216,2873.3063272977065,16282.069188020345,3357559.567043658,344277.3980048984,167337.09270593603,13237.685396536954,718.3265818244266,68855.47960097968,1116102.6180395733
None,None,None,2020-05-03,321166970.03491116,961668.9566014871,393442.0801397052,1417487.5721706017,71421.0493694317,301216.10908625287,75973.05003691457,2848.989376384297,16144.273132844355,3479748.583920716,352602.30125457444,171444.95785043156,13288.945989099393,712.2473440960742,70520.46025091488,1143488.3856695439
None,None,None,2020-05-04,321042550.31779987,953350.0155296373,390353.97252462944,1421870.1248461104,71962.71341184295,302147.4015297984,75289.78527901128,2823.366947962922,15999.079371789898,3602383.838843761,360792.38391560083,175519.76082437628,13330.032420432282,705.8417369907305,72158.47678312019,1170653.738829175
None,None,None,2020-05-05,320919367.54031426,944958.5545464233,387184.00291646534,1425257.0684893178,72453.27866981702,302867.12705398025,74581.01482937016,2796.7880561013812,15848.465651241155,3725368.755010143,368840.4044629096,179562.0870666864,13361.785017087357,699.1970140253453,73768.08089258191,1197602.5804445755
None,None,None,2020-05-06,320797420.28303903,936502.5344163227,383951.55604234117,1427693.946732536,72894.25953204569,303384.96368066396,73849.94797115153,2769.3730489181817,15693.1139438697,3848619.6622194317,376743.35937366233,183571.15879506836,13384.630750617525,692.3432622295454,75348.67187473243,1224329.7253004557
None,None,None,2020-05-07,320676708.2114804,927985.99347185,380669.4963538219,1429229.752752154,73287.33527703055,303711.3224598328,73102.29594404694,2741.33609790176,15534.237888109978,3972055.8625831846,384497.1556918931,187546.47896082455,13399.028932051448,685.33402447544,76899.4311383786,1250831.8597388307
None,None,None,2020-05-08,320557234.50683594,919403.6546949835,377369.6259535054,1429898.109875659,73633.6861660782,303853.34834857757,72341.97104651474,2712.8239142443026,15372.668847384386,4095603.496995211,392099.1073219098,191487.15637546734,13405.29478008431,678.2059785610757,78419.82146438198,1277103.0425031157
None,None,None,2020-05-09,320438945.47365236,910824.5680469358,374029.5762411808,1429762.5395031697,73935.59381957249,303824.53964442376,71568.89580518458,2683.833592694421,15208.390358601722,4219187.441332282,399552.14800364606,195393.40146178723,13404.023807842224,670.9583981736052,79910.42960072923,1303144.6764119149
None,None,None,2020-05-10,320321806.15921116,902288.6475482704,370651.6809303708,1428869.9303735879,74194.7853970831,303634.86020438734,70782.87840610038,2654.357940228763,15041.361661296327,4342738.976218193,406859.362109351,199264.99536930682,13395.655597252384,663.5894850571907,81371.87242187017,1328955.3024620456
None,None,None,2020-05-11,320205790.04372853,893824.4418453695,367216.51806797925,1427285.0550392359,74413.66517139894,303298.0741958377,69990.3272616712,2624.6372723126715,14872.944543105139,4466189.876374994,414017.41649966704,203102.4598907466,13380.797390992837,656.1593180781679,82803.48329993337,1354538.399271644
None,None,None,2020-05-12,320090901.8833306,885413.2948100722,363767.1593353852,1425028.3348051796,74593.1091581968,302818.52114610054,69192.06577823935,2594.7024666839748,14703.313977875869,4589484.48626839,421026.12892333866,206904.9198757201,13359.640638798544,648.6756166709937,84205.22578466778,1379888.132504801
None,None,None,2020-05-13,319977163.06921834,877010.3642851621,360378.1320902774,1422098.1488947747,74733.23704405813,302195.85664013977,68386.86350515358,2564.5073814432594,14532.20849484514,4712574.141690965,427886.4707546535,210670.84303218094,13332.170145888516,641.1268453608149,85577.29415093068,1404994.2868812063
None,None,None,2020-05-14,319864576.37568265,868597.5635775436,357068.3408405297,1418530.3184947667,74835.51628566797,301437.6926801379,67579.36601718159,2534.226225644309,14360.615278651081,4835405.87478226,434597.11013495026,214400.12159697773,13298.721735888439,633.5565564110773,86919.42202699007,1429856.1439798512
None,None,None,2020-05-15,319753109.79790574,860201.9908205344,353824.72198049346,1414377.2345071088,74902.03161724625,300555.1623327607,66771.82272670728,2503.9433522515237,14189.0123294253,4957927.411643833,441159.8707840168,218093.2946788005,13259.786573504145,625.9858380628809,88231.97415680336,1454477.2978586704
None,None,None,2020-05-16,319642655.56274813,851954.1429620568,350538.4058309882,1409749.822840121,74936.96891165113,299571.8373535257,65966.5587781796,2473.745954181735,14017.893740363166,5080079.209409381,447578.85147135874,221752.94665376283,13216.404589126138,618.4364885454338,89515.77029427176,1478874.9776917526
None,None,None,2020-05-17,319533168.71513176,843896.6177970383,347170.6028899722,1404714.9998536406,74942.98002707267,298501.93746889854,65167.94672831073,2443.798002311654,13848.188679766037,5201812.824218715,453854.3892024696,225380.3119254354,13169.203123627882,610.9495005779135,90770.87784049386,1503057.4128362362
None,None,None,2020-05-18,319424671.950918,835975.7855001105,343785.7662078873,1399269.800153869,74920.26205330607,297344.83253269736,64377.76497718526,2414.166186644448,13680.275057651868,5323095.959037229,459986.43737534137,228974.38492121783,13118.154376442526,603.541546661112,91997.28747506827,1527017.8994747852
None,None,None,2020-05-19,319317169.70175546,828161.1221375472,340440.9937277932,1393412.6143457186,74869.07395127448,296100.18054846517,63594.766796408614,2384.8037548653233,13513.88794423683,5443898.7827941775,465977.0722440016,232534.2354713744,13063.243259491113,596.2009387163308,93195.41444880032,1550750.2364758293
None,None,None,2020-05-20,319210685.09485894,820395.1246259613,337213.2569509114,1387129.6338489305,74789.24824451092,294765.0471928977,62816.52374193326,2355.6196403224967,13348.51129516081,5564195.636760217,471829.30284025724,236058.58570692674,13004.340317333723,588.9049100806242,94365.86056805144,1574245.9047128453
None,None,None,2020-05-21,319105207.6408237,812667.0936829078,334111.64411304897,1380451.8575366086,74682.219273576,293346.0197265295,62044.967785863926,2326.686291969896,13184.555654496084,5683955.045736598,477545.2693747765,239547.79864141255,12941.736164405711,581.671572992474,95509.05387495532,1597507.3242760838
None,None,None,2020-05-22,319000643.9578777,805078.731215767,331054.0509254401,1373464.0498386356,74551.3478421418,291861.11059071,61282.409297287224,2298.0903486482707,13022.511975673538,5803139.011082204,483127.7290058168,243004.08779943344,12876.225467237202,574.5225871620677,96625.54580116333,1620549.2519962233
None,None,None,2020-05-23,318896918.34305835,797707.4318841427,327963.157065868,1366249.774841015,74399.96071830943,290328.07715371554,60532.46951452254,2269.9676067945943,12863.149771836035,5921711.792257869,488578.8761277015,246429.72203975284,12808.591639134516,567.4919016986486,97715.7752255403,1643386.8135983525
None,None,None,2020-05-24,318794038.1318447,790514.6477136253,324873.26815495855,1358818.6362617465,74228.77714032547,288748.96020562114,59797.05462513681,2242.3895484426293,12706.874107841571,6039654.008121127,493900.2522765459,249824.60856860355,12738.924714953877,560.5973871106573,98780.05045530916,1666019.3904573573
None,None,None,2020-05-25,318691991.3127956,783478.629485101,321839.1421772688,1351163.380619186,74037.92382581915,287122.21838157694,59075.783264442885,2215.341872416609,12553.603943694116,6156951.555952837,499094.10768206685,253188.1174662612,12667.156693304873,553.8354681041523,99818.82153641336,1688442.7831084074
None,None,None,2020-05-26,318590680.0076865,776664.3057457253,318900.315751852,1343288.979282115,73827.96571851762,285448.90809744946,58367.24489590244,2188.7716835963415,12403.039540379265,6273590.161950889,504163.2996471264,256520.05112447919,12593.334180769825,547.1929208990854,100832.65992942525,1710655.6741631944
None,None,None,2020-05-27,318489976.1081617,770155.3186277886,316081.02541531454,1335220.8554297683,73600.2018049516,283734.43177882564,57671.90701774741,2162.696513165527,12255.280241271326,6389554.302117496,509110.87289205653,259821.01643385855,12517.695519654077,540.6741282913817,101822.17457841133,1732662.1095590563
None,None,None,2020-05-28,318389698.8944988,764081.9637791358,313382.49973541824,1327007.5126451703,73356.76688585182,281989.09643709863,56990.74056961003,2137.152771360376,12110.532371042134,6504827.643306576,513940.1969998637,263092.48925959715,12440.695431048474,534.288192840094,102788.03939997274,1754471.9283973146
None,None,None,2020-05-29,318289617.12724113,758616.1477513969,310798.22215295717,1318710.3281580126,73100.27307657845,280225.94473357755,56324.781920555666,2112.1793220208374,11969.016158118075,6619394.964291424,518654.0151942001,266336.4450856345,12362.909326481365,528.0448305052093,103730.80303883998,1776098.3005708968
None,None,None,2020-05-30,318189596.53509814,753809.4021343287,308338.10335819743,1310391.0965364014,72833.38288293878,278458.10801398515,55677.45343311108,2087.904503741665,11831.458854536108,6733245.789052158,523253.7661324677,269555.0687822801,12284.916530028757,521.9761259354162,104650.75322649353,1797555.7918818672
None,None,None,2020-05-31,318089845.3789287,749385.034586479,306012.3442068433,1302093.5837191918,72558.16339795002,276694.88654032827,55049.931582850506,2064.372434356893,11698.110461355733,6846379.115966119,527742.0781758404,272750.1072683397,12207.127347367425,516.0931085892232,105548.41563516813,1818856.0484555976
None,None,None,2020-06-01,317990626.97486824,745036.997122589,303844.93289882713,1293825.5683736643,72275.39440253694,274937.9332794036,54440.63932600633,2041.5239747252367,11568.63585677635,6958801.612887304,532122.7870099155,275922.12285330996,12129.614703503099,510.3809936813092,106424.55740198307,1840002.8190220662
None,None,None,2020-06-02,317892142.67452735,740561.821461312,301812.6530123213,1285599.551470335,71986.00977062555,273189.90468744613,53849.26368319839,2019.34738811994,11442.96853267966,7070519.86019998,536398.945266668,279071.8755299717,12052.495795034392,504.836847029985,107279.7890533336,1861001.1701998103
None,None,None,2020-06-03,317794459.0298664,735906.8677014668,299883.0732537357,1277420.585289398,71690.66107914403,271451.8743739972,53276.354323605294,1997.8632871351992,11321.22529376613,7181542.2417248525,540573.2238065449,282199.9208753532,11975.817987088114,499.4658217837998,108114.64476130895,1881854.8058356887
None,None,None,2020-06-04,317697258.79936475,731388.5800497913,298039.52236152877,1269295.2904657328,71390.00368850498,269725.2492239683,52722.06841648651,1977.0775656182445,11203.439538503384,7291874.338134171,544648.6311909239,285306.78294671734,11899.64334811625,494.26939140456113,108929.72623818477,1902567.219644782
None,None,None,2020-06-05,317599928.51890254,727570.6317588075,296282.53064477636,1261258.9423695526,71085.6943708739,268017.52525352995,52187.86873615383,1957.0450776057678,11089.922106432687,7401516.838888333,548627.4818914529,288393.9395608181,11824.302584714556,489.26126940144195,109725.49637829054,1923148.2637387863
None,None,None,2020-06-06,317501588.64067966,725203.1430144516,294651.1500849715,1253378.4049601182,70780.56318111533,266342.9110540252,51675.78050031317,1937.841768761741,10981.103356316538,7510470.991884498,552512.4695157605,291464.1019866273,11750.422546501106,484.46044219043523,110502.49390315208,1943616.0132441816
None,None,None,2020-06-07,317401161.78938496,725131.6502894711,293272.5670077623,1245723.866109796,70477.64910905313,264716.32154833165,51187.12577318527,1919.5172164944483,10877.26422680187,7618747.703288874,556307.5460452978,294520.40979953494,11678.66124477934,479.8793041236121,111261.50920905956,1963991.398663567
None,None,None,2020-06-08,317297583.5668507,728044.0047172185,292411.7275308406,1238360.4881659818,70179.91957677531,263151.6037352711,50723.96896351625,1902.1488361318618,10778.84340474721,7726371.036495747,560015.6917231114,297566.21102703846,11609.629576556079,475.53720903296545,112003.13834462226,1984296.7401802565
None,None,None,2020-06-09,317190676.8556511,733683.9548863233,292326.2616766117,1231392.4169739513,69891.91622510369,261670.88860696458,50290.994852620446,1885.9123069732661,10686.836406181843,7833377.976878114,563638.9855361166,300606.7778335807,11544.303909130793,471.47807674331654,112727.79710722332,2004567.1855572045
None,None,None,2020-06-10,317079930.22923553,742193.9562627485,293100.6035791134,1224999.4730866933,69621.0877946647,260312.38803092233,49894.38248817133,1871.0393433064203,10602.556278736387,7939815.088514861,567182.1953852847,303650.64632767905,11484.37006018775,467.75983582660507,113436.43907705694,2024859.6421845274
None,None,None,2020-06-11,316963934.91935724,754500.7356086135,294899.89130750124,1219377.4234266367,69375.53086047307,259117.70247816053,49542.04111788813,1857.8265419208046,10527.683737551224,8045738.59911249,570650.6464516214,306707.32361180225,11431.663344624725,464.45663548020116,114130.12929032432,2045237.4907453484
