Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Europe,Germany,None,2020-03-01,130,130,20,20,0,5
Europe,Germany,None,2020-03-02,144,135,21,22,0,5
Europe,Germany,None,2020-03-03,165,147,23,25,1,5
Europe,Germany,None,2020-03-04,198,169,27,30,1,6
Europe,Germany,None,2020-03-05,248,208,33,37,2,8
Europe,Germany,None,2020-03-06,325,270,43,49,3,10
Europe,Germany,None,2020-03-07,442,366,58,66,4,14
Europe,Germany,None,2020-03-08,617,512,81,93,5,19
Europe,Germany,None,2020-03-09,875,731,115,131,7,27
Europe,Germany,None,2020-03-10,1248,1046,164,187,10,39
Europe,Germany,None,2020-03-11,1779,1495,235,267,13,56
Europe,Germany,None,2020-03-12,2513,2113,332,377,19,79
Europe,Germany,None,2020-03-13,3494,2930,461,524,27,109
Europe,Germany,None,2020-03-14,4774,3986,627,716,37,148
Europe,Germany,None,2020-03-15,6384,5295,835,958,51,197
Europe,Germany,None,2020-03-16,8348,6864,1085,1252,70,255
Europe,Germany,None,2020-03-17,10688,8698,1378,1603,94,323
Europe,Germany,None,2020-03-18,13400,10776,1713,2010,124,400
Europe,Germany,None,2020-03-19,16473,13073,2085,2471,161,485
Europe,Germany,None,2020-03-20,19901,15568,2492,2985,206,577
Europe,Germany,None,2020-03-21,23654,18222,2929,3548,258,675
Europe,Germany,None,2020-03-22,27700,20991,3388,4155,319,777
Europe,Germany,None,2020-03-23,32009,23841,3865,4801,389,881
Europe,Germany,None,2020-03-24,36552,26737,4354,5483,468,987
Europe,Germany,None,2020-03-25,41287,29637,4849,6193,556,1094
Europe,Germany,None,2020-03-26,46176,32505,5344,6926,654,1198
Europe,Germany,None,2020-03-27,51184,35307,5834,7678,760,1300
Europe,Germany,None,2020-03-28,56276,38015,6313,8441,876,1399
Europe,Germany,None,2020-03-29,61416,40598,6778,9212,1000,1492
Europe,Germany,None,2020-03-30,66571,43032,7224,9986,1132,1580
Europe,Germany,None,2020-03-31,71720,45310,7648,10758,1272,1662
Europe,Germany,None,2020-04-01,76840,47419,8049,11526,1420,1737
Europe,Germany,None,2020-04-02,81904,49343,8424,12286,1574,1805
Europe,Germany,None,2020-04-03,86879,51061,8768,13032,1734,1866
Europe,Germany,None,2020-04-04,91735,52555,9079,13760,1900,1918
Europe,Germany,None,2020-04-05,96471,53838,9358,14471,2070,1962
Europe,Germany,None,2020-04-06,101083,54923,9606,15162,2245,1999
Europe,Germany,None,2020-04-07,105563,55815,9824,15834,2423,2029
Europe,Germany,None,2020-04-08,109896,56513,10011,16484,2605,2052
Europe,Germany,None,2020-04-09,114062,57006,10164,17109,2788,2067
Europe,Germany,None,2020-04-10,118044,57288,10283,17707,2974,2074
Europe,Germany,None,2020-04-11,121855,57388,10372,18278,3160,2074
Europe,Germany,None,2020-04-12,125504,57327,10433,18826,3348,2069
Europe,Germany,None,2020-04-13,128993,57118,10468,19349,3535,2058
