Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Second Wave Jump,Jump Time
Asia,Afghanistan,None,2020-03-27,17.400535660947163,2.9540492425378244,-20.91006198724571,1.1184937618512838,0.9226657670409013,0.02031504262406851,1.4751389183507666e-09,0.5427957289626373,0.03509690741844186,0.0,0.0
Europe,Albania,None,2020-03-23,17.70587189623397,0.612880183787946,-753.4115390032028,0.01521307059697546,3.93162510738553,0.028741580296585672,0.2597683078579813,0.1005052499848771,0.9701035148615519,0.0,0.0
Africa,Algeria,None,2020-03-21,16.93035195314259,0.5325721609309435,-7.030641341102839,0.20106241590196403,5.666029315860305,0.08694366269955396,0.15307642237679794,0.5243363418816694,8.749513924372712,0.0,0.0
Europe,Andorra,None,2020-03-22,9.216839084990545,0.8621070193781242,-25.86324887957521,1.041853948184663,0.09623024852790384,0.06950902693548207,0.2661352290007572,0.1691580375269233,1.8628085195103885,0.0,0.0
Africa,Angola,None,2020-06-10,4.276866623990738,1.0296193963441445,-4.739404290482548,1.2954138065068743,0.17981121112308404,0.042888353787532175,0.49999998942661444,0.11480368897791374,0.2343066751020095,0.0,0.0
South America,Argentina,None,2020-03-20,21.62433829998949,0.5122974881140276,-0.44435673314381363,0.0016692229715757308,2.5226803382684877,0.031841112776465896,0.15811109528982173,0.0345330401381399,2.7979939244715086,0.0,0.0
Asia,Armenia,None,2020-03-19,15.736352843178315,1.0057646623289038,-142.13561716660132,0.10206704220625931,0.06402408895035884,0.03451450129186318,0.18650159182010032,0.20301860955079712,0.7000371654257684,0.0,0.0
Oceania,Australia,Australian Capital Territory,2020-04-09,1.147326002407937,2.2693557803413578,-16.82750951465973,3.6479519368479525,0.2869051596081608,0.010516886688850893,0.20030844472848047,0.013777748665617822,0.0023801766239790714,0.0,0.0
Oceania,Australia,New South Wales,2020-03-14,7.50912048375776,44.97372476498684,-0.015808053653931925,294.117487616334,0.0473222547652812,0.016175059267136468,0.20000272728026877,9.093022449271478,0.045194466223396366,0.0,0.0
Oceania,Australia,Queensland,2020-03-19,3.715466289905296,0.13481888890672403,-58.179070585890855,0.6490825632271665,0.17233517888377015,0.005112472527205385,0.4999954529763304,5.491018877835021,0.1959373756275517,0.0,0.0
Oceania,Australia,South Australia,2020-03-22,3.5484492231534626,0.0015663014742656612,-369.2080371154596,77.72447039148274,0.09958271665721434,0.009149214419040687,0.4999891063752852,1.2460891180792242,1.0388944709780348,0.0,0.0
Oceania,Australia,Tasmania,2020-04-09,2.4119231594394956,0.0033082448070694127,-279.6772396853118,46.74473127712897,0.13528942756657938,0.04995595431451685,0.31559883841469927,0.9940855663049747,0.26618423839099514,0.0,0.0
Oceania,Australia,Victoria,2020-03-18,9.137858957049437,0.3279038359229495,-214.58489083991023,0.0412215405724658,0.3965069065296804,0.011470539485941312,0.19944063347637217,3.1755196849982017,1.4122396727930724,0.0,0.0
Oceania,Australia,Western Australia,2020-03-22,7.216742306999439,0.39430546743333106,-58.32963944653367,0.36718027591651986,0.09162869467620549,0.014304077691923812,0.21988944802447496,0.6189184620725682,1.5223627724077502,0.0,0.0
Europe,Austria,None,2020-03-08,34.128517091193316,10.265398940394686,-0.2765789945267508,26.75955333232605,0.07135080408261461,0.041140264721702034,0.004065050828606201,10.725581281777512,0.36664589520330465,0.0,0.0
Asia,Azerbaijan,None,2020-03-26,10.995471338028342,0.5134257033571681,-27.7627944892308,0.01916020410201131,0.14534942578931895,0.014907664828269216,2.0399557927040974e-09,0.07337192169806661,1.4487042503975749,0.0,0.0
Asia,Bahrain,None,2020-03-10,22.717532187066784,0.588189852600911,-0.02974049213370209,0.08997809729932599,0.24914744182360254,0.002076519524871737,0.041674982396617904,0.03470381416387505,0.8516217544963289,0.0,0.0
Asia,Bangladesh,None,2020-04-06,12.378927659099123,0.6827114538979855,-0.5588047378034496,0.20365455734531202,2.331819965395774,0.015990017171441266,0.3620064924326949,0.21841342051446036,16.672104975334236,0.0,0.0
Europe,Belarus,None,2020-03-30,13.053801796475735,0.6129975027379363,0.08892893684344455,0.32528704299519623,1.926141945398435,0.005197314252979704,0.09816820781218481,15.435749709578586,0.0371645425600833,0.0,0.0
Europe,Belgium,None,2020-03-06,52.87022599076603,2.253532321390239,5.329799700174268,3.1672962680871355,0.1830242924277397,0.19830949001877043,0.15240215337239094,1.8094726893971365,0.026139769465290907,0.0,0.0
Africa,Benin,None,2020-05-07,69.57329876747919,0.24536326177448037,-19.829275717009562,5.948720264717654,0.0048569886813779285,0.08488329303070363,1.8116347649125965e-07,0.026766512603204024,2.6201465752260287,0.0,0.0
South America,Bolivia,None,2020-03-31,7.969183268160629,1.0028110102997947,-37.8840337837808,0.2118497613827626,2.8230427941243095,0.039691187508535966,0.13144779997086098,0.22919656726921528,0.8519852288858262,0.0,0.0
Europe,Bosnia and Herzegovina,None,2020-03-22,13.25917810119209,0.4045679419997825,-9.810744778834962,0.09824107901592334,0.11582529416999181,0.07038463875131006,0.18978391620148247,0.9117651037589024,1.5880768497009086,0.0,0.0
South America,Brazil,None,2020-03-13,43.62702470718111,0.7677343634071425,11.3462250551504,0.23619066898111984,7.859939787055725,0.060250330075676095,0.10226286306584477,9.54402587679151,0.13107048885300057,0.0,0.0
Europe,Bulgaria,None,2020-03-20,11.669759700467402,1.8966115185172885,-38.42618316609431,0.8184265314685112,0.06346398895640651,0.07195755916709694,0.10865723547268592,0.9237532376115144,0.19077186268452231,0.0,0.0
Africa,Burkina Faso,None,2020-03-24,6.055837353779386,0.962327663416584,-736.8415344156736,0.058961068171011946,2.3060800385512263,0.06529766784780393,0.20464861092512396,1.8906435047999142,0.6204864954452379,0.0,0.0
Africa,Burundi,None,2020-06-16,9.327254072156677,0.8099998906958764,3.638807890726435,2.9160003997636137,0.0324000107476529,0.006480002144303574,3.3874093103734696e-06,0.2055235085169001,0.11043046571058905,0.0,0.0
Africa,Cabo Verde,None,2020-04-26,9.746492215570445,0.9865486612725404,-29.215504882124,0.3783222611714511,0.0903800678365198,0.010597400958005916,8.385386248264102e-07,0.1566356206123874,0.15481923846655962,0.0,0.0
