Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
None,None,None,2020-03-07,203,101,15,15,17,4,203.0,17.0,203,17,203,17
None,None,None,2020-03-08,910,787,119,122,24,29,371.0,20.0,910,24,910,24
None,None,None,2020-03-09,1685,1498,227,238,44,56,438.0,23.0,1685,44,1685,44
None,None,None,2020-03-10,2605,2306,351,376,74,86,540.0,27.0,2605,74,2605,74
None,None,None,2020-03-11,3708,3244,498,542,114,122,779.0,29.0,3708,114,3708,114
None,None,None,2020-03-12,5153,4459,687,757,169,166,1220.0,35.0,5153,169,5153,169
None,None,None,2020-03-13,6789,5777,895,1002,239,216,1452.0,43.0,6789,239,6789,239
None,None,None,2020-03-14,8873,7433,1156,1315,328,276,2020.0,53.0,8873,328,8873,328
None,None,None,2020-03-15,11338,9356,1461,1684,442,349,2294.0,64.0,11338,442,11338,442
None,None,None,2020-03-16,14823,12098,1894,2198,591,450,3540.0,96.0,14823,591,14823,591
None,None,None,2020-03-17,21231,17536,2740,3158,780,653,5082.0,127.0,21231,780,21231,780
None,None,None,2020-03-18,28624,23595,3694,4267,1029,877,7391.0,183.0,28624,1029,28624,1029
None,None,None,2020-03-19,37850,31036,4863,5645,1355,1155,11792.0,253.0,37850,1355,37850,1355
None,None,None,2020-03-20,48890,39756,6240,7294,1772,1479,18406.0,352.0,48890,1772,48890,1772
None,None,None,2020-03-21,61931,49788,7836,9242,2365,1852,24688.0,459.0,61931,2365,61931,2365
None,None,None,2020-03-22,76495,60698,9584,11420,3025,2255,33464.0,568.0,76495,3025,76495,3025
None,None,None,2020-03-23,92905,72766,11530,13884,3787,2704,44766.0,762.0,92905,3787,92905,3787
None,None,None,2020-03-24,110643,85301,13568,16529,4665,3165,55569.0,1007.0,110643,4665,110643,4665
None,None,None,2020-03-25,129252,97956,15649,19320,5640,3633,67684.0,1324.0,129252,5640,129252,5640
None,None,None,2020-03-26,148751,110702,17760,22242,6709,4102,84907.0,1722.0,148751,6709,148751,6709
None,None,None,2020-03-27,169155,123498,19906,25300,7873,4574,103177.0,2223.0,169155,7873,169155,7873
None,None,None,2020-03-28,190242,136145,22049,28458,9124,5033,123579.0,2873.0,190242,9124,190242,9124
None,None,None,2020-03-29,212116,148763,24215,31744,10441,5495,143442.0,3469.0,212116,10441,212116,10441
None,None,None,2020-03-30,234868,161411,26399,35150,11844,5959,164874.0,4150.0,234868,11844,234868,11844
None,None,None,2020-03-31,258231,173868,28577,38653,13305,6411,190341.0,5175.0,258231,13305,258231,13305
None,None,None,2020-04-01,282179,186089,30737,42249,14833,6856,215704.0,6326.0,282179,14833,282179,14833
None,None,None,2020-04-02,306740,198130,32885,45933,16415,7286,245838.0,7804.0,306740,16415,306740,16415
None,None,None,2020-04-03,331896,209986,35025,49706,18048,7719,277908.0,9242.0,331896,18048,331896,18048
None,None,None,2020-04-04,357583,221603,37141,53558,19729,8140,311462.0,10767.0,357583,19729,357583,19729
None,None,None,2020-04-05,383753,232944,39226,57483,21451,8547,339182.0,12362.0,383753,21451,383753,21451
None,None,None,2020-04-06,410348,243988,41286,61469,23208,8941,369209.0,14112.0,410348,23208,410348,23208
None,None,None,2020-04-07,437348,254726,43302,65525,25002,9331,398411.0,16606.0,437348,25002,437348,25002
None,None,None,2020-04-08,464715,265146,45284,69628,26811,9697,430660.0,18680.0,464715,26811,464715,26811
None,None,None,2020-04-09,492400,275212,47222,73782,28662,10056,465710.0,20844.0,492400,28662,492400,28662
None,None,None,2020-04-10,520336,284907,49109,77971,30517,10403,498645.0,22999.0,520336,30517,520336,30517
None,None,None,2020-04-11,548470,294175,50946,82192,32391,10731,528699.0,25230.0,548470,32391,548470,32391
None,None,None,2020-04-12,576766,303021,52709,86437,34276,11043,557826.0,27100.0,576766,34276,576766,34276
None,None,None,2020-04-13,605204,311439,54419,90699,36165,11340,582167.0,29059.0,605204,36165,605204,36165
None,None,None,2020-04-14,633766,319468,56071,94986,38066,11620,608452.0,31547.0,633766,38066,633766,38066
None,None,None,2020-04-15,662422,327087,57661,99286,39962,11886,638395.0,33960.0,662422,39962,662422,39962
None,None,None,2020-04-16,691130,334291,59193,103587,41853,12136,670942.0,36232.0,691130,41853,691130,41853
None,None,None,2020-04-17,719843,341061,60658,107899,43744,12370,702469.0,38239.0,719843,43744,719843,43744
None,None,None,2020-04-18,748496,347355,62043,112195,45623,12584,732213.0,40149.0,748496,45623,748496,45623
None,None,None,2020-04-19,777071,353177,63359,116481,47489,12788,760998.0,41929.0,777071,47489,777071,47489
None,None,None,2020-04-20,805566,358572,64599,120760,49344,12970,787558.0,44357.0,805566,49344,805566,49344
None,None,None,2020-04-21,833967,363540,65775,125015,51185,13135,813409.0,46988.0,833967,51185,833967,51185
None,None,None,2020-04-22,862249,368104,66880,129259,53006,13286,842324.0,49014.0,862249,53006,862249,53006
None,None,None,2020-04-23,890399,372261,67920,133480,54808,13426,873460.0,51576.0,890399,54808,890399,54808
None,None,None,2020-04-24,918374,376002,68888,137681,56592,13549,907010.0,53744.0,918374,56592,918374,56592
None,None,None,2020-04-25,946152,379324,69785,141846,58355,13660,940980.0,55473.0,946152,58355,946152,58355
None,None,None,2020-04-26,973737,382261,70615,145979,60087,13749,969082.0,56778.0,973737,60087,973737,60087
None,None,None,2020-04-27,1001113,384833,71381,150085,61804,13827,993210.0,58434.0,1001113,61804,1001113,61804
None,None,None,2020-04-28,1028257,387023,72079,154158,63491,13895,1016319.0,60606.0,1028257,63491,1028257,63491
None,None,None,2020-04-29,1055159,388857,72709,158195,65153,13947,1044084.0,63056.0,1055159,65153,1055159,65153
None,None,None,2020-04-30,1081811,390341,73275,162194,66787,13992,1072763.0,65295.0,1081811,66787,1081811,66787
None,None,None,2020-05-01,1108207,391500,73779,166154,68390,14016,1106166.0,67294.0,1108207,68390,1108207,68390
None,None,None,2020-05-02,1134360,392361,74233,170078,69967,14035,1135356.0,68936.0,1134360,69967,1134360,69967
None,None,None,2020-05-03,1160265,392950,74625,173961,71520,14042,1162366.0,70230.0,1160265,71520,1160265,71520
None,None,None,2020-05-04,1185912,393258,74968,177808,73037,14043,1186335.0,71594.0,1185912,73037,1185912,73037
None,None,None,2020-05-05,1211277,393283,75256,181613,74528,14027,1208947.0,73939.0,1211277,74528,1211277,74528
None,None,None,2020-05-06,1236353,393041,75488,185376,75990,14007,1233536.0,76146.0,1236353,75990,1236353,75990
None,None,None,2020-05-07,1261145,392551,75668,189092,77426,13979,1262493.0,78040.0,1261145,77426,1261145,77426
None,None,None,2020-05-08,1285671,391842,75804,192773,78828,13943,1287909.0,79815.0,1285671,78828,1285671,78828
None,None,None,2020-05-09,1309955,390956,75904,196416,80199,13897,1313131.0,81236.0,1309955,80199,1309955,80199
None,None,None,2020-05-10,1333988,389894,75963,200019,81545,13847,1333939.0,82341.0,1333988,81545,1333988,81545
None,None,None,2020-05-11,1357766,388671,75985,203588,82866,13798,1352565.0,83377.0,1357766,82866,1357766,82866
None,None,None,2020-05-12,1381277,387265,75966,207113,84153,13737,1375203.0,84990.0,1381277,84153,1381277,84153
None,None,None,2020-05-13,1404519,385695,75910,210601,85411,13669,1395630.0,86768.0,1404519,85411,1404519,85411
None,None,None,2020-05-14,1427497,383984,75819,214047,86648,13598,1422109.0,88393.0,1427497,86648,1427497,86648
None,None,None,2020-05-15,1450245,382155,75703,217458,87851,13519,1447677.0,90093.0,1450245,87851,1450245,87851
None,None,None,2020-05-16,1472780,380256,75565,220839,89029,13442,1471556.0,91319.0,1472780,89029,1472780,89029
None,None,None,2020-05-17,1495110,378281,75399,224187,90183,13363,1492038.0,92250.0,1495110,90183,1495110,90183
None,None,None,2020-05-18,1517220,376225,75208,227505,91312,13278,1513229.0,93535.0,1517220,91312,1517220,91312
None,None,None,2020-05-19,1539112,374100,75001,230790,92416,13194,1533569.0,94976.0,1539112,92416,1539112,92416
None,None,None,2020-05-20,1560785,371899,74768,234041,93489,13111,1557261.0,96436.0,1560785,93489,1560785,93489
None,None,None,2020-05-21,1582272,369659,74516,237263,94538,13021,1582809.0,97640.0,1582272,94538,1582272,94538
None,None,None,2020-05-22,1603583,367407,74260,240462,95566,12936,1605539.0,98850.0,1603583,95566,1603583,95566
