Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Africa,Gambia,None,2020-09-01,2995,958,190,446,105,34
Africa,Gambia,None,2020-09-02,3025,927,186,450,106,33
Africa,Gambia,None,2020-09-03,3053,894,181,454,108,31
Africa,Gambia,None,2020-09-04,3078,861,176,458,109,30
Africa,Gambia,None,2020-09-05,3100,828,172,461,110,29
Africa,Gambia,None,2020-09-06,3120,795,167,464,111,28
Africa,Gambia,None,2020-09-07,3138,762,162,467,112,27
Africa,Gambia,None,2020-09-08,3155,730,157,470,113,25
Africa,Gambia,None,2020-09-09,3169,698,152,472,114,24
Africa,Gambia,None,2020-09-10,3183,667,147,474,115,23
Africa,Gambia,None,2020-09-11,3194,636,142,476,115,22
Africa,Gambia,None,2020-09-12,3205,607,137,477,116,21
Africa,Gambia,None,2020-09-13,3215,578,132,479,116,20
Africa,Gambia,None,2020-09-14,3223,550,127,480,117,19
Africa,Gambia,None,2020-09-15,3231,523,122,481,117,18
Africa,Gambia,None,2020-09-16,3237,497,118,482,118,17
Africa,Gambia,None,2020-09-17,3244,472,113,483,118,16
Africa,Gambia,None,2020-09-18,3249,448,109,484,118,15
Africa,Gambia,None,2020-09-19,3254,425,105,484,119,14
Africa,Gambia,None,2020-09-20,3258,402,101,485,119,13
Africa,Gambia,None,2020-09-21,3262,381,97,486,119,13
Africa,Gambia,None,2020-09-22,3266,361,93,486,119,12
Africa,Gambia,None,2020-09-23,3269,342,89,487,119,11
Africa,Gambia,None,2020-09-24,3271,323,85,487,120,10
Africa,Gambia,None,2020-09-25,3274,306,82,487,120,10
Africa,Gambia,None,2020-09-26,3276,289,78,488,120,9
Africa,Gambia,None,2020-09-27,3278,273,75,488,120,9
Africa,Gambia,None,2020-09-28,3280,258,72,488,120,8
Africa,Gambia,None,2020-09-29,3281,244,69,489,120,8
Africa,Gambia,None,2020-09-30,3283,230,66,489,120,7
Africa,Gambia,None,2020-10-01,3284,218,63,489,120,7
Africa,Gambia,None,2020-10-02,3285,205,61,489,120,6
Africa,Gambia,None,2020-10-03,3286,194,58,489,120,6
Africa,Gambia,None,2020-10-04,3287,183,55,489,121,6
Africa,Gambia,None,2020-10-05,3288,173,53,490,121,5
Africa,Gambia,None,2020-10-06,3288,163,51,490,121,5
Africa,Gambia,None,2020-10-07,3289,154,49,490,121,5
Africa,Gambia,None,2020-10-08,3289,145,46,490,121,4
Africa,Gambia,None,2020-10-09,3290,137,44,490,121,4
Africa,Gambia,None,2020-10-10,3290,129,42,490,121,4
Africa,Gambia,None,2020-10-11,3291,121,41,490,121,4
Africa,Gambia,None,2020-10-12,3291,115,39,490,121,3
Africa,Gambia,None,2020-10-13,3291,108,37,490,121,3
Africa,Gambia,None,2020-10-14,3292,102,35,490,121,3
Africa,Gambia,None,2020-10-15,3292,96,34,490,121,3
Africa,Gambia,None,2020-10-16,3292,90,32,490,121,3
Africa,Gambia,None,2020-10-17,3292,85,31,490,121,2
Africa,Gambia,None,2020-10-18,3292,80,30,490,121,2
Africa,Gambia,None,2020-10-19,3293,76,28,490,121,2
Africa,Gambia,None,2020-10-20,3293,71,27,490,121,2
Africa,Gambia,None,2020-10-21,3293,67,26,490,121,2
Africa,Gambia,None,2020-10-22,3293,63,25,490,121,2
Africa,Gambia,None,2020-10-23,3293,60,24,490,121,2
Africa,Gambia,None,2020-10-24,3293,56,22,490,121,1
Africa,Gambia,None,2020-10-25,3293,53,21,490,121,1
Africa,Gambia,None,2020-10-26,3293,50,21,490,121,1
Africa,Gambia,None,2020-10-27,3293,47,20,490,121,1
Africa,Gambia,None,2020-10-28,3293,45,19,490,121,1
Africa,Gambia,None,2020-10-29,3293,42,18,490,121,1
Africa,Gambia,None,2020-10-30,3293,40,17,490,121,1
Africa,Gambia,None,2020-10-31,3293,37,16,490,121,1
Africa,Gambia,None,2020-11-01,3293,35,16,490,121,1
Africa,Gambia,None,2020-11-02,3293,33,15,490,121,1
Africa,Gambia,None,2020-11-03,3293,31,14,490,121,1
Africa,Gambia,None,2020-11-04,3293,30,14,490,121,1
Africa,Gambia,None,2020-11-05,3293,28,13,490,121,1
Africa,Gambia,None,2020-11-06,3294,26,12,490,121,1
Africa,Gambia,None,2020-11-07,3294,25,12,490,121,1
Africa,Gambia,None,2020-11-08,3294,24,11,490,121,1
Africa,Gambia,None,2020-11-09,3294,22,11,490,121,1
Africa,Gambia,None,2020-11-10,3294,21,10,490,121,0
Africa,Gambia,None,2020-11-11,3294,20,10,490,121,0
Africa,Gambia,None,2020-11-12,3294,19,9,490,121,0
Africa,Gambia,None,2020-11-13,3294,18,9,490,121,0
Africa,Gambia,None,2020-11-14,3294,17,9,490,121,0
Africa,Gambia,None,2020-11-15,3294,16,8,490,121,0
Africa,Kenya,None,2020-09-01,34996,5973,1288,5247,570,207
Africa,Kenya,None,2020-09-02,35229,5824,1264,5282,574,201
Africa,Kenya,None,2020-09-03,35452,5675,1239,5315,579,196
Africa,Kenya,None,2020-09-04,35666,5527,1214,5347,584,190
Africa,Kenya,None,2020-09-05,35871,5379,1189,5378,588,185
Africa,Kenya,None,2020-09-06,36067,5233,1163,5407,592,180
Africa,Kenya,None,2020-09-07,36254,5087,1138,5435,596,174
