"Continent","Country","Province","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"North America","US","Alabama","2020-03-20",106,106,16,16,0,4
"North America","US","Alabama","2020-03-21",129,122,19,19,1,5
"North America","US","Alabama","2020-03-22",181,164,25,27,1,6
"North America","US","Alabama","2020-03-23",251,221,34,38,2,8
"North America","US","Alabama","2020-03-24",335,288,45,50,4,11
"North America","US","Alabama","2020-03-25",430,360,57,64,5,13
"North America","US","Alabama","2020-03-26",533,437,69,80,7,16
"North America","US","Alabama","2020-03-27",643,515,82,97,10,19
"North America","US","Alabama","2020-03-28",761,596,95,114,12,22
"North America","US","Alabama","2020-03-29",886,678,109,133,15,25
"North America","US","Alabama","2020-03-30",1018,761,123,153,19,28
"North America","US","Alabama","2020-03-31",1156,845,138,173,23,31
"North America","US","Alabama","2020-04-01",1301,930,152,195,27,34
"North America","US","Alabama","2020-04-02",1453,1016,167,218,31,37
"North America","US","Alabama","2020-04-03",1611,1103,182,242,36,41
"North America","US","Alabama","2020-04-04",1775,1190,198,266,41,44
"North America","US","Alabama","2020-04-05",1945,1277,213,292,47,47
"North America","US","Alabama","2020-04-06",2122,1365,229,318,53,50
"North America","US","Alabama","2020-04-07",2304,1453,245,346,59,53
"North America","US","Alabama","2020-04-08",2492,1540,261,374,65,56
"North America","US","Alabama","2020-04-09",2685,1627,277,403,72,60
"North America","US","Alabama","2020-04-10",2884,1714,293,433,79,63
"North America","US","Alabama","2020-04-11",3087,1799,309,463,87,66
"North America","US","Alabama","2020-04-12",3295,1884,325,494,95,69
"North America","US","Alabama","2020-04-13",3507,1967,341,526,103,72
"North America","US","Alabama","2020-04-14",3724,2049,356,559,111,75
"North America","US","Alabama","2020-04-15",3943,2129,372,591,120,78
"North America","US","Alabama","2020-04-16",4166,2207,387,625,129,80
"North America","US","Alabama","2020-04-17",4392,2282,401,659,138,83
"North America","US","Alabama","2020-04-18",4620,2355,416,693,147,86
"North America","US","Alabama","2020-04-19",4850,2425,430,727,157,88
"North America","US","Alabama","2020-04-20",5081,2492,444,762,167,90
"North America","US","Alabama","2020-04-21",5314,2556,457,797,177,93
"North America","US","Alabama","2020-04-22",5547,2617,470,832,187,95
"North America","US","Alabama","2020-04-23",5781,2674,482,867,198,97
"North America","US","Alabama","2020-04-24",6014,2728,493,902,208,99
"North America","US","Alabama","2020-04-25",6247,2777,504,937,219,100
"North America","US","Alabama","2020-04-26",6480,2823,515,972,230,102
"North America","US","Alabama","2020-04-27",6711,2864,524,1007,241,103
"North America","US","Alabama","2020-04-28",6940,2902,533,1041,252,104
"North America","US","Alabama","2020-04-29",7167,2935,542,1075,263,106
"North America","US","Alabama","2020-04-30",7393,2964,549,1109,274,107
"North America","US","Alabama","2020-05-01",7615,2989,556,1142,285,107
"North America","US","Alabama","2020-05-02",7835,3009,562,1175,297,108
"North America","US","Alabama","2020-05-03",8051,3025,568,1208,308,108
"North America","US","Alabama","2020-05-04",8264,3036,572,1240,319,109
"North America","US","Alabama","2020-05-05",8474,3044,576,1271,330,109
"North America","US","Alabama","2020-05-06",8679,3047,579,1302,341,109
"North America","US","Alabama","2020-05-07",8880,3046,582,1332,352,109
"North America","US","Alabama","2020-05-08",9077,3042,584,1362,363,108
"North America","US","Alabama","2020-05-09",9270,3033,585,1390,374,108
"North America","US","Alabama","2020-05-10",9458,3020,585,1419,384,107
"North America","US","Alabama","2020-05-11",9641,3004,584,1446,395,107
"North America","US","Alabama","2020-05-12",9820,2985,583,1473,405,106
"North America","US","Alabama","2020-05-13",9993,2961,581,1499,416,105
"North America","US","Alabama","2020-05-14",10162,2935,579,1524,426,104
"North America","US","Alabama","2020-05-15",10326,2906,576,1549,436,103
"North America","US","Alabama","2020-05-16",10484,2873,572,1573,445,102
"North America","US","Alabama","2020-05-17",10638,2838,568,1596,455,100
"North America","US","Alabama","2020-05-18",10786,2801,564,1618,464,99
"North America","US","Alabama","2020-05-19",10929,2761,558,1639,474,97
"North America","US","Alabama","2020-05-20",11068,2718,553,1660,483,96
"North America","US","Alabama","2020-05-21",11201,2674,547,1680,491,94
"North America","US","Alabama","2020-05-22",11329,2628,540,1699,500,92
"North America","US","Alabama","2020-05-23",11453,2580,533,1718,508,90
"North America","US","Alabama","2020-05-24",11572,2531,526,1736,516,88
"North America","US","Alabama","2020-05-25",11686,2480,518,1753,524,87
"North America","US","Alabama","2020-05-26",11795,2428,510,1769,532,85
"North America","US","Alabama","2020-05-27",11900,2375,502,1785,539,83
"North America","US","Alabama","2020-05-28",12000,2321,493,1800,546,81
"North America","US","Alabama","2020-05-29",12096,2267,484,1814,553,79
"North America","US","Alabama","2020-05-30",12187,2211,475,1828,560,77
"North America","US","Alabama","2020-05-31",12275,2156,466,1841,567,75
"North America","US","Alabama","2020-06-01",12359,2100,457,1854,573,72
"North America","US","Alabama","2020-06-02",12438,2044,447,1866,579,70
"North America","US","Alabama","2020-06-03",12514,1988,438,1877,585,68
"North America","US","Alabama","2020-06-04",12586,1932,428,1888,591,66
"North America","US","Alabama","2020-06-05",12655,1876,418,1898,596,64
"North America","US","Alabama","2020-06-06",12720,1821,409,1908,601,62
"North America","US","Alabama","2020-06-07",12782,1766,399,1917,606,60
"North America","US","Alabama","2020-06-08",12840,1711,389,1926,611,58
"North America","US","Alabama","2020-06-09",12896,1657,379,1934,616,56
"North America","US","Alabama","2020-06-10",12949,1604,369,1942,620,54
"North America","US","Alabama","2020-06-11",12999,1551,360,1950,624,53
"North America","US","Alabama","2020-06-12",13046,1499,350,1957,628,51
"North America","US","Alabama","2020-06-13",13091,1448,340,1964,632,49
"North America","US","Alabama","2020-06-14",13133,1398,331,1970,636,47
"North America","US","Alabama","2020-06-15",13173,1349,321,1976,640,45
"North America","US","Alaska","2020-03-28",102,96,14,14,1,4
"North America","US","Alaska","2020-03-29",110,98,15,16,1,4
"North America","US","Alaska","2020-03-30",121,102,16,17,1,4
"North America","US","Alaska","2020-03-31",133,107,17,19,2,4
"North America","US","Alaska","2020-04-01",146,113,18,21,2,4
"North America","US","Alaska","2020-04-02",159,118,19,23,2,4
"North America","US","Alaska","2020-04-03",172,123,20,25,2,5
"North America","US","Alaska","2020-04-04",184,127,21,27,2,5
"North America","US","Alaska","2020-04-05",197,131,22,29,3,5
"North America","US","Alaska","2020-04-06",208,134,23,30,3,5
"North America","US","Alaska","2020-04-07",220,136,23,32,3,5
"North America","US","Alaska","2020-04-08",230,138,24,34,3,5
"North America","US","Alaska","2020-04-09",241,139,24,35,4,5
"North America","US","Alaska","2020-04-10",250,140,24,37,4,5
"North America","US","Alaska","2020-04-11",260,140,25,38,4,5
"North America","US","Alaska","2020-04-12",268,139,25,39,4,5
"North America","US","Alaska","2020-04-13",276,138,25,41,5,5
"North America","US","Alaska","2020-04-14",284,137,25,42,5,5
"North America","US","Alaska","2020-04-15",291,135,25,43,5,5
"North America","US","Alaska","2020-04-16",298,133,25,44,5,5
"North America","US","Alaska","2020-04-17",305,131,24,45,5,5
"North America","US","Alaska","2020-04-18",310,128,24,46,6,5
"North America","US","Alaska","2020-04-19",316,126,24,47,6,4
"North America","US","Alaska","2020-04-20",321,123,24,47,6,4
"North America","US","Alaska","2020-04-21",326,120,23,48,6,4
"North America","US","Alaska","2020-04-22",331,116,23,49,6,4
"North America","US","Alaska","2020-04-23",335,113,22,49,7,4
"North America","US","Alaska","2020-04-24",339,110,22,50,7,4
"North America","US","Alaska","2020-04-25",342,106,21,50,7,4
"North America","US","Alaska","2020-04-26",346,103,21,51,7,4
"North America","US","Alaska","2020-04-27",349,99,20,51,7,3
"North America","US","Alaska","2020-04-28",352,96,20,52,7,3
"North America","US","Alaska","2020-04-29",354,93,19,52,7,3
"North America","US","Alaska","2020-04-30",357,89,19,53,8,3
"North America","US","Alaska","2020-05-01",359,86,18,53,8,3
"North America","US","Alaska","2020-05-02",361,82,18,53,8,3
"North America","US","Alaska","2020-05-03",363,79,17,54,8,3
"North America","US","Alaska","2020-05-04",365,76,17,54,8,3
"North America","US","Alaska","2020-05-05",367,73,16,54,8,2
"North America","US","Alaska","2020-05-06",368,70,16,54,8,2
"North America","US","Alaska","2020-05-07",369,67,15,55,8,2
"North America","US","Alaska","2020-05-08",371,64,15,55,8,2
"North America","US","Alaska","2020-05-09",372,61,14,55,8,2
"North America","US","Alaska","2020-05-10",373,58,14,55,8,2
"North America","US","Alaska","2020-05-11",374,55,13,55,8,2
"North America","US","Alaska","2020-05-12",375,53,13,55,9,2
"North America","US","Alaska","2020-05-13",376,50,12,55,9,2
"North America","US","Alaska","2020-05-14",376,48,12,56,9,2
"North America","US","Alaska","2020-05-15",377,46,11,56,9,2
"North America","US","Alaska","2020-05-16",378,44,11,56,9,1
"North America","US","Alaska","2020-05-17",378,41,11,56,9,1
"North America","US","Alaska","2020-05-18",379,39,10,56,9,1
"North America","US","Alaska","2020-05-19",379,37,10,56,9,1
"North America","US","Alaska","2020-05-20",380,35,9,56,9,1
"North America","US","Alaska","2020-05-21",380,34,9,56,9,1
"North America","US","Alaska","2020-05-22",381,32,9,56,9,1
"North America","US","Alaska","2020-05-23",381,30,8,56,9,1
"North America","US","Alaska","2020-05-24",381,29,8,56,9,1
"North America","US","Alaska","2020-05-25",381,27,8,56,9,1
"North America","US","Alaska","2020-05-26",382,26,7,56,9,1
"North America","US","Alaska","2020-05-27",382,24,7,56,9,1
"North America","US","Alaska","2020-05-28",382,23,7,56,9,1
"North America","US","Alaska","2020-05-29",382,22,6,56,9,1
"North America","US","Alaska","2020-05-30",382,21,6,56,9,1
"North America","US","Alaska","2020-05-31",383,20,6,56,9,1
"North America","US","Alaska","2020-06-01",383,19,6,57,9,1
"North America","US","Alaska","2020-06-02",383,18,5,57,9,1
"North America","US","Alaska","2020-06-03",383,17,5,57,9,1
"North America","US","Alaska","2020-06-04",383,16,5,57,9,0
"North America","US","Alaska","2020-06-05",383,15,5,57,9,0
"North America","US","Alaska","2020-06-06",383,14,5,57,9,0
"North America","US","Alaska","2020-06-07",383,13,4,57,9,0
"North America","US","Alaska","2020-06-08",383,13,4,57,9,0
"North America","US","Alaska","2020-06-09",383,12,4,57,9,0
"North America","US","Alaska","2020-06-10",384,11,4,57,9,0
"North America","US","Alaska","2020-06-11",384,11,4,57,9,0
"North America","US","Alaska","2020-06-12",384,10,4,57,9,0
"North America","US","Alaska","2020-06-13",384,9,3,57,9,0
"North America","US","Alaska","2020-06-14",384,9,3,57,9,0
"North America","US","Alaska","2020-06-15",384,8,3,57,9,0
"North America","US","Arizona","2020-03-21",104,98,15,15,1,4
"North America","US","Arizona","2020-03-22",182,167,25,26,2,6
"North America","US","Arizona","2020-03-23",266,237,36,39,3,9
"North America","US","Arizona","2020-03-24",355,308,48,52,4,11
"North America","US","Arizona","2020-03-25",451,381,60,67,6,14
"North America","US","Arizona","2020-03-26",552,454,72,82,9,17
"North America","US","Arizona","2020-03-27",659,528,84,98,11,20
"North America","US","Arizona","2020-03-28",773,604,96,115,14,22
"North America","US","Arizona","2020-03-29",892,680,109,133,18,25
"North America","US","Arizona","2020-03-30",1017,757,122,152,22,28
"North America","US","Arizona","2020-03-31",1149,835,136,171,26,31
"North America","US","Arizona","2020-04-01",1287,915,150,192,31,34
"North America","US","Arizona","2020-04-02",1431,995,164,214,36,37
"North America","US","Arizona","2020-04-03",1582,1076,178,236,41,40
"North America","US","Arizona","2020-04-04",1739,1159,193,260,47,43
"North America","US","Arizona","2020-04-05",1903,1242,208,285,53,46
"North America","US","Arizona","2020-04-06",2073,1327,223,310,60,49
"North America","US","Arizona","2020-04-07",2250,1412,238,337,67,52
"North America","US","Arizona","2020-04-08",2433,1498,254,364,74,55
"North America","US","Arizona","2020-04-09",2623,1585,269,393,82,58
"North America","US","Arizona","2020-04-10",2819,1673,285,422,90,61
"North America","US","Arizona","2020-04-11",3022,1761,302,452,99,64
"North America","US","Arizona","2020-04-12",3230,1849,318,484,108,68
"North America","US","Arizona","2020-04-13",3445,1938,334,516,117,71
"North America","US","Arizona","2020-04-14",3666,2026,351,549,127,74
"North America","US","Arizona","2020-04-15",3893,2115,368,583,138,77
"North America","US","Arizona","2020-04-16",4126,2204,384,618,148,80
"North America","US","Arizona","2020-04-17",4364,2292,401,654,159,83
"North America","US","Arizona","2020-04-18",4607,2380,418,690,171,87
"North America","US","Arizona","2020-04-19",4856,2467,435,727,183,90
"North America","US","Arizona","2020-04-20",5109,2553,451,765,195,93
"North America","US","Arizona","2020-04-21",5367,2639,468,804,207,96
"North America","US","Arizona","2020-04-22",5630,2723,484,844,220,99
"North America","US","Arizona","2020-04-23",5896,2806,500,884,234,102
"North America","US","Arizona","2020-04-24",6167,2887,517,924,247,105
"North America","US","Arizona","2020-04-25",6441,2967,532,965,262,107
"North America","US","Arizona","2020-04-26",6719,3045,548,1007,276,110
"North America","US","Arizona","2020-04-27",7000,3121,563,1049,291,113
"North America","US","Arizona","2020-04-28",7283,3194,578,1092,306,115
"North America","US","Arizona","2020-04-29",7569,3266,593,1134,321,118
"North America","US","Arizona","2020-04-30",7857,3335,607,1178,337,120
"North America","US","Arizona","2020-05-01",8147,3401,621,1221,352,123
"North America","US","Arizona","2020-05-02",8438,3465,635,1265,369,125
"North America","US","Arizona","2020-05-03",8731,3525,648,1309,385,127
"North America","US","Arizona","2020-05-04",9025,3583,661,1353,402,129
"North America","US","Arizona","2020-05-05",9319,3638,673,1397,418,131
"North America","US","Arizona","2020-05-06",9613,3690,684,1441,435,133
"North America","US","Arizona","2020-05-07",9908,3738,695,1485,453,134
"North America","US","Arizona","2020-05-08",10202,3783,706,1529,470,136
"North America","US","Arizona","2020-05-09",10496,3824,716,1573,487,137
"North America","US","Arizona","2020-05-10",10788,3862,725,1617,505,138
"North America","US","Arizona","2020-05-11",11079,3897,734,1661,523,140
"North America","US","Arizona","2020-05-12",11369,3928,742,1705,541,141
"North America","US","Arizona","2020-05-13",11658,3955,749,1748,559,141
"North America","US","Arizona","2020-05-14",11944,3979,756,1791,577,142
"North America","US","Arizona","2020-05-15",12227,3999,762,1833,595,143
"North America","US","Arizona","2020-05-16",12509,4015,768,1875,613,143
"North America","US","Arizona","2020-05-17",12787,4028,773,1917,631,144
"North America","US","Arizona","2020-05-18",13063,4037,777,1959,649,144
"North America","US","Arizona","2020-05-19",13336,4042,780,1999,667,144
"North America","US","Arizona","2020-05-20",13605,4044,783,2040,685,144
"North America","US","Arizona","2020-05-21",13870,4043,786,2080,703,144
"North America","US","Arizona","2020-05-22",14132,4038,787,2119,721,143
"North America","US","Arizona","2020-05-23",14390,4029,788,2158,739,143
"North America","US","Arizona","2020-05-24",14644,4018,788,2196,756,142
"North America","US","Arizona","2020-05-25",14893,4003,788,2233,774,142
"North America","US","Arizona","2020-05-26",15138,3985,787,2270,791,141
"North America","US","Arizona","2020-05-27",15379,3963,786,2306,809,140
"North America","US","Arizona","2020-05-28",15615,3939,784,2341,826,139
"North America","US","Arizona","2020-05-29",15847,3912,781,2376,843,138
"North America","US","Arizona","2020-05-30",16074,3882,778,2410,859,137
"North America","US","Arizona","2020-05-31",16296,3850,774,2443,876,136
"North America","US","Arizona","2020-06-01",16513,3815,770,2476,892,134
"North America","US","Arizona","2020-06-02",16725,3777,765,2508,909,133
"North America","US","Arizona","2020-06-03",16932,3737,760,2539,925,131
"North America","US","Arizona","2020-06-04",17135,3695,754,2569,940,130
"North America","US","Arizona","2020-06-05",17332,3651,748,2599,956,128
"North America","US","Arizona","2020-06-06",17524,3604,741,2628,971,126
"North America","US","Arizona","2020-06-07",17711,3556,734,2656,986,125
"North America","US","Arizona","2020-06-08",17893,3507,726,2683,1001,123
"North America","US","Arizona","2020-06-09",18070,3455,718,2710,1015,121
"North America","US","Arizona","2020-06-10",18242,3402,710,2735,1029,119
"North America","US","Arizona","2020-06-11",18409,3348,702,2761,1043,117
"North America","US","Arizona","2020-06-12",18572,3292,693,2785,1057,115
"North America","US","Arizona","2020-06-13",18729,3236,684,2808,1070,113
"North America","US","Arizona","2020-06-14",18881,3178,674,2831,1083,110
"North America","US","Arizona","2020-06-15",19029,3119,664,2853,1096,108
"North America","US","Arkansas","2020-03-20",100,100,15,15,0,4
"North America","US","Arkansas","2020-03-21",113,106,16,17,0,4
"North America","US","Arkansas","2020-03-22",133,119,18,20,1,4
"North America","US","Arkansas","2020-03-23",159,136,21,24,1,5
"North America","US","Arkansas","2020-03-24",190,157,25,28,1,6
"North America","US","Arkansas","2020-03-25",224,180,29,34,2,7
"North America","US","Arkansas","2020-03-26",262,205,33,39,3,8
"North America","US","Arkansas","2020-03-27",304,232,38,46,3,9
"North America","US","Arkansas","2020-03-28",349,261,42,52,4,10
"North America","US","Arkansas","2020-03-29",398,291,48,60,5,11
"North America","US","Arkansas","2020-03-30",450,323,53,67,5,12
"North America","US","Arkansas","2020-03-31",506,356,59,76,6,13
"North America","US","Arkansas","2020-04-01",565,390,65,85,7,14
"North America","US","Arkansas","2020-04-02",627,426,71,94,8,16
"North America","US","Arkansas","2020-04-03",693,462,77,104,9,17
"North America","US","Arkansas","2020-04-04",762,499,84,114,11,18
"North America","US","Arkansas","2020-04-05",835,537,90,125,12,20
"North America","US","Arkansas","2020-04-06",910,575,97,136,13,21
"North America","US","Arkansas","2020-04-07",988,614,104,148,15,22
"North America","US","Arkansas","2020-04-08",1069,653,111,160,16,24
"North America","US","Arkansas","2020-04-09",1153,691,118,173,18,25
"North America","US","Arkansas","2020-04-10",1238,730,125,186,20,27
"North America","US","Arkansas","2020-04-11",1327,769,132,199,22,28
"North America","US","Arkansas","2020-04-12",1417,806,139,213,23,29
"North America","US","Arkansas","2020-04-13",1509,844,147,226,25,31
"North America","US","Arkansas","2020-04-14",1602,880,153,240,27,32
"North America","US","Arkansas","2020-04-15",1697,916,160,255,30,33
"North America","US","Arkansas","2020-04-16",1794,950,167,269,32,35
"North America","US","Arkansas","2020-04-17",1891,983,173,284,34,36
"North America","US","Arkansas","2020-04-18",1989,1015,180,298,36,37
"North America","US","Arkansas","2020-04-19",2088,1045,186,313,39,38
"North America","US","Arkansas","2020-04-20",2187,1074,192,328,41,39
"North America","US","Arkansas","2020-04-21",2286,1101,197,343,43,40
"North America","US","Arkansas","2020-04-22",2385,1127,203,358,46,41
"North America","US","Arkansas","2020-04-23",2484,1150,208,373,48,42
"North America","US","Arkansas","2020-04-24",2582,1172,213,387,51,42
"North America","US","Arkansas","2020-04-25",2680,1191,217,402,53,43
"North America","US","Arkansas","2020-04-26",2777,1209,221,417,56,44
"North America","US","Arkansas","2020-04-27",2873,1225,225,431,59,44
"North America","US","Arkansas","2020-04-28",2968,1238,229,445,61,45
"North America","US","Arkansas","2020-04-29",3061,1250,232,459,64,45
"North America","US","Arkansas","2020-04-30",3154,1260,235,473,66,45
"North America","US","Arkansas","2020-05-01",3245,1267,237,487,69,45
"North America","US","Arkansas","2020-05-02",3334,1273,239,500,71,46
"North America","US","Arkansas","2020-05-03",3422,1276,241,513,74,46
"North America","US","Arkansas","2020-05-04",3508,1278,243,526,77,46
"North America","US","Arkansas","2020-05-05",3591,1278,244,539,79,46
"North America","US","Arkansas","2020-05-06",3673,1276,245,551,82,46
"North America","US","Arkansas","2020-05-07",3753,1272,245,563,84,45
"North America","US","Arkansas","2020-05-08",3831,1267,245,575,87,45
"North America","US","Arkansas","2020-05-09",3907,1260,245,586,89,45
"North America","US","Arkansas","2020-05-10",3981,1251,245,597,91,44
"North America","US","Arkansas","2020-05-11",4052,1241,244,608,94,44
"North America","US","Arkansas","2020-05-12",4122,1229,243,618,96,44
"North America","US","Arkansas","2020-05-13",4189,1216,241,628,98,43
"North America","US","Arkansas","2020-05-14",4254,1202,240,638,100,42
"North America","US","Arkansas","2020-05-15",4317,1186,238,647,103,42
"North America","US","Arkansas","2020-05-16",4377,1170,236,657,105,41
"North America","US","Arkansas","2020-05-17",4436,1152,234,665,107,41
"North America","US","Arkansas","2020-05-18",4492,1133,231,674,109,40
"North America","US","Arkansas","2020-05-19",4546,1114,228,682,111,39
"North America","US","Arkansas","2020-05-20",4598,1094,226,690,112,38
"North America","US","Arkansas","2020-05-21",4648,1073,223,697,114,38
"North America","US","Arkansas","2020-05-22",4696,1052,219,704,116,37
"North America","US","Arkansas","2020-05-23",4742,1030,216,711,118,36
"North America","US","Arkansas","2020-05-24",4786,1007,213,718,120,35
