Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2020-03-07,203,101,15,15,17,4
None,None,None,2020-03-08,744,611,92,96,38,22
None,None,None,2020-03-09,1226,1014,154,169,88,37
None,None,None,2020-03-10,1790,1464,224,253,151,54
None,None,None,2020-03-11,2535,2055,315,365,228,76
None,None,None,2020-03-12,3677,2996,461,535,321,111
None,None,None,2020-03-13,5094,4134,638,749,437,154
None,None,None,2020-03-14,7063,5720,885,1042,584,214
None,None,None,2020-03-15,9533,7695,1194,1413,766,287
None,None,None,2020-03-16,13148,10608,1648,1947,997,396
None,None,None,2020-03-17,19709,16231,2516,2929,1280,604
None,None,None,2020-03-18,27872,23062,3580,4155,1663,859
None,None,None,2020-03-19,37609,30990,4817,5610,2153,1155
None,None,None,2020-03-20,49412,40294,6279,7369,2899,1499
None,None,None,2020-03-21,63251,50964,7967,9440,3794,1898
None,None,None,2020-03-22,78637,62468,9803,11745,4811,2323
None,None,None,2020-03-23,95386,74618,11755,14253,5934,2774
None,None,None,2020-03-24,113272,87070,13779,16922,7154,3235
None,None,None,2020-03-25,131958,99550,15825,19724,8494,3696
None,None,None,2020-03-26,151361,111973,17891,22632,9906,4154
None,None,None,2020-03-27,171570,124396,19978,25658,11386,4605
None,None,None,2020-03-28,192454,136705,22070,28789,12910,5059
None,None,None,2020-03-29,213979,148876,24164,32022,14477,5501
None,None,None,2020-03-30,236213,160968,26260,35352,16088,5940
None,None,None,2020-03-31,258952,172810,28340,38760,17736,6377
None,None,None,2020-04-01,282112,184318,30390,42240,19407,6789
None,None,None,2020-04-02,305747,195578,32410,45784,21102,7198
None,None,None,2020-04-03,329807,206536,34409,49388,22821,7592
None,None,None,2020-04-04,354238,217179,36363,53055,24556,7978
None,None,None,2020-04-05,378987,227460,38287,56766,26298,8343
None,None,None,2020-04-06,404033,237395,40162,60526,28055,8702
None,None,None,2020-04-07,429360,246974,41994,64326,29820,9044
None,None,None,2020-04-08,454931,256198,43776,68160,31586,9375
None,None,None,2020-04-09,480699,265049,45514,72025,33357,9687
None,None,None,2020-04-10,506615,273494,47195,75911,35125,9981
None,None,None,2020-04-11,532631,281505,48813,79812,36882,10265
None,None,None,2020-04-12,558730,289107,50365,83730,38641,10531
None,None,None,2020-04-13,584900,296298,51868,87657,40383,10782
None,None,None,2020-04-14,611108,303094,53307,91586,42117,11019
None,None,None,2020-04-15,637341,309485,54685,95518,43844,11241
None,None,None,2020-04-16,663568,315485,55997,99457,45553,11449
None,None,None,2020-04-17,689755,321073,57253,103382,47244,11637
None,None,None,2020-04-18,715905,326286,58443,107302,48924,11819
None,None,None,2020-04-19,741993,331120,59575,111215,50576,11975
None,None,None,2020-04-20,768014,335595,60642,115126,52217,12131
None,None,None,2020-04-21,793942,339705,61654,119009,53836,12267
None,None,None,2020-04-22,819767,343470,62605,122886,55435,12391
None,None,None,2020-04-23,845491,346906,63503,126740,57016,12504
None,None,None,2020-04-24,871092,350019,64331,130583,58571,12603
None,None,None,2020-04-25,896587,352838,65118,134409,60103,12693
None,None,None,2020-04-26,921962,355374,65850,138212,61611,12772
None,None,None,2020-04-27,947210,357639,66539,142001,63099,12844
None,None,None,2020-04-28,972329,359643,67169,145767,64565,12903
None,None,None,2020-04-29,997322,361405,67758,149517,66002,12953
None,None,None,2020-04-30,1022179,362933,68303,153244,67415,13000
