"Continent","Country","Province","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Rate of Death","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Asia","Afghanistan","None","2020-03-27",1.7680440541011901,-27.37164311627247,1.4538043555671667,13.64844170057858,0.06946741727176596,4.0454013719970705,0.1435285680028906
"Europe","Albania","None","2020-03-23",1.6465152032706645,-26.40498304711319,2.013081921865394,11.380435536810111,0.07425589470397449,2.7087203151147174,0.09722388691692255
"Africa","Algeria","None","2020-03-21",1.3408571940183305,-12.39081727704141,1.5247878916747646,6.017025447796781,0.20776750409536524,6.753610913571894,3.5961086517050815
"Europe","Andorra","None","2020-03-22",1.2991720470927766,-27.532982717423668,2.4362016928871473,7.051602831599942,0.06448572247207762,2.8586859649738496,0.5866237982857265
"South America","Argentina","None","2020-03-20",0.727954780239816,-10.22187639499933,0.6775768130020302,15.205297472301224,0.10517045068605389,3.915090589886325,1.6047215972816329
"Asia","Armenia","None","2020-03-19",1.6056382098870907,-23.729664295600752,1.5459202690058347,11.415264495553512,0.027612347863949362,3.219936849656974,0.07024901602139494
"Oceania","Australia","Australian Capital Territory","2020-04-09",0.81951733280083,-30.253477782013967,3.7009806338558544,16.38932625246462,0.02832575983543601,0.06834332287644589,0.06759373968112499
"Oceania","Australia","New South Wales","2020-03-14",1.3001488160758863,-4.977822809955484,3.783266948664313,15.913565457196713,0.014356258708661605,1.2289310619421725,5.764062976889613
"Oceania","Australia","Queensland","2020-03-19",0.5118067781925337,-14.055609638570292,3.6049214031829346,14.35506963474966,0.008871158711866634,3.757202370795799,1.1446841899549605
"Oceania","Australia","South Australia","2020-03-22",0.5069530476084376,-30.0108511835908,3.070034393663062,13.53368112410135,0.01287472851729219,1.3190708992152644,1.6255705351338385
"Oceania","Australia","Tasmania","2020-04-09",0.6971807439212087,-25.341826488729133,2.2735412456147315,17.23298400089002,0.08668433928293809,0.6465008708223523,0.3243559452981555
"Oceania","Australia","Victoria","2020-03-18",0.5550896337290034,-13.245627286815871,3.3635994175054758,16.91784873781573,0.0199387508696168,7.677596275809574,0.13288494427645858
"Oceania","Australia","Western Australia","2020-03-22",0.5249658797360698,-25.48530432003232,2.718260697785823,14.22760861860312,0.0180424224519425,2.524518267717297,0.6195965208524677
"Europe","Austria","None","2020-03-08",1.4459926769462927,-3.778166712873116,2.8520318115820404,17.27703363187923,0.053788847921235554,12.601464600139847,7.384769592025968
"Asia","Azerbaijan","None","2020-03-26",1.163951670633055,-5.952106248033567,2.808006232645151,14.682145961982277,0.024513186003200235,4.276429451027169,0.6806772476271296
"Asia","Bahrain","None","2020-03-10",1.054900305838522,-0.1039592839704734,0.7527862203861551,16.69318407020692,0.010806471641783614,0.1180258069842848,0.23107511963972152
"Asia","Bangladesh","None","2020-04-06",1.49641202235521,-1.0624380430965263,1.553228860348757,10.444814052687018,0.1166644096624381,5.87652623558378,4.66863763462082
"Europe","Belarus","None","2020-03-30",1.194760724060336,5.133755118260981,2.831604665177516,16.20786541694184,0.03408618244562788,5.2127345219878105,0.10584267866338204
"Europe","Belgium","None","2020-03-06",1.2722613882954217,10.686685447482306,2.2496650717701274,14.334376492487841,0.30457383747634637,3.1103929643954418,0.06786754762443933
"South America","Bolivia","None","2020-03-31",1.7497060217279656,-19.233495177300636,1.7345319409155555,13.484650096677738,0.14342050662360575,1.6242990352008426,0.7599169092129897
"Europe","Bosnia and Herzegovina","None","2020-03-22",1.2543806886988391,-24.859400047316853,1.24293907950256,11.593074972532536,0.0721863257058457,3.496156715689943,0.09763539094462997
"South America","Brazil","None","2020-03-13",1.0541272482058264,5.8110842690220625,0.8475967032055847,10.820414710619387,0.1474480916510693,6.6994122142588255,0.19926499265389264
"Europe","Bulgaria","None","2020-03-20",1.34661230999192,-25.98790503859064,1.860661631600888,11.594327827550485,0.06830441312283458,2.9582912488576873,0.3894484448310798
"Africa","Burkina Faso","None","2020-03-24",1.4034251293720585,-28.404286654211703,2.5674231912625833,11.278791278645633,0.09910418379022062,2.792780416198287,0.44238615263594666
"Asia","Cambodia","None","2020-03-29",0.7706097546777537,-27.966715212317393,2.7174755003119984,6.012608820563047,0.00675938387577381,0.08273099618479306,0.07001261366438802
"Africa","Cameroon","None","2020-03-29",0.8756535146926838,-25.937760324777987,1.9935588902515877,12.299300252878991,0.03684552529018493,4.775512129910452,2.135631915660834
"North America","Canada","Alberta","2020-03-19",1.2293287744813863,-12.461242010668865,0.9228572579956374,16.963878494680408,0.05458311178672848,2.657819131091991,0.3053324208152808
"North America","Canada","British Columbia","2020-03-16",1.2679257909127375,-12.126300827248363,2.735081143162623,17.765598621729975,0.09120971564230791,7.071353295778225,1.120040156201102
"North America","Canada","Manitoba","2020-03-31",0.7353131262167675,-29.367336724105737,2.774666065169616,15.372408252968977,0.03492973155500052,0.1381780453462856,1.1109752276714546
"North America","Canada","New Brunswick","2020-04-06",0.989426986320814,-36.897851079923775,2.949977432601874,16.186751071413326,0.006777560244644716,0.06960492971848765,0.06933810348722817
"North America","Canada","Newfoundland and Labrador","2020-03-27",0.5069553434616118,-28.549737220749325,3.342480667194136,14.31107386228378,0.02068094938520183,0.7189827750882718,0.6401753526581971
"North America","Canada","Nova Scotia","2020-03-28",0.7199877325499972,-3.1186065948207804,0.9622583585983198,11.696139020084416,0.020041374908431428,1.4182050766212095,0.24991483951010768
"North America","Canada","Ontario","2020-03-15",1.318130960695685,5.488066930277673,1.6857712289809517,16.512780805682908,0.15073660926493412,2.8407243195577276,0.10050325800171647
"North America","Canada","Quebec","2020-03-19",1.4397035213327434,3.288956867789794,2.9571593607539066,14.462489633785083,0.11117224763764204,6.967790249441844,1.8109809860423898
"North America","Canada","Saskatchewan","2020-03-28",0.6035062574168668,-26.593247383255154,1.6000168628918296,15.215312365763245,0.025233517958147524,0.5544975726547494,0.4633957563173879
"South America","Chile","None","2020-03-16",1.4520044729184338,-3.837761683211113,1.681895348961602,17.113850390931105,0.03388110288437059,6.12656682108312,0.07514528730285332
"South America","Colombia","None","2020-03-19",1.3322880754267978,-10.60607048075511,1.2977772806079342,11.831092879923713,0.09354575008855667,6.122195425794372,0.07249729283173661
"Africa","Congo (Kinshasa)","None","2020-04-01",1.006820353886704,-30.02043642477272,1.9768882323215518,5.38265694705254,0.1249232377437849,2.930321658400582,0.10376351747584928
"Africa","Congo (Brazzaville)","None","2020-04-15",1.1878957860169237,-18.34722327277793,1.4512877989219453,12.957662582812473,0.016507511804773372,0.5372709000504645,0.3143798095961926
"North America","Costa Rica","None","2020-03-21",0.8021201495560178,-8.643913365137045,1.8618448765819395,17.41253245410498,0.008235459175735465,0.8913477780326493,1.0242292074454764
"Africa","Cote d'Ivoire","None","2020-03-27",1.2720399662045399,-9.865152918349214,1.2645629309705877,15.78053298932896,0.032106465686868604,0.4178086055037737,0.7779500923438634
"Europe","Croatia","None","2020-03-19",1.2323062037815888,-21.403356433782783,1.63207921121923,16.353777078058386,0.04425018666462798,6.400098284921362,0.770038384467081
"North America","Cuba","None","2020-03-28",1.6423887206183863,-28.746964756827506,1.4409025082764226,10.499672031695479,0.06373195573722139,4.125794752067687,0.07535206233781522
"Europe","Cyprus","None","2020-03-23",1.1371960741253806,-19.52807446301041,1.897909934026269,11.642663076118604,0.028630714643718417,2.8378784117481186,0.14600449272886518
"Europe","Czechia","None","2020-03-13",1.3828083586335496,-4.983974735398334,2.4680185240946915,10.615669321132257,0.04196191914984129,7.781022302090506,1.0303116850330947
"Europe","Denmark","None","2020-03-10",1.1313738677115655,4.624111489146838,2.1658540522956073,12.00706030002765,0.08450737768136678,0.07851695263312371,0.622843220921128
"Africa","Djibouti","None","2020-04-08",1.3066413373773136,-5.3757785454599,1.678177819830966,17.60795250447081,0.018080724524719774,3.118385422679414,0.0759405408199973
"North America","Dominican Republic","None","2020-03-21",1.030401127841361,-11.78569837694129,0.7378985433253243,13.836920266168164,0.11887678690700945,0.08796383385374187,4.1353478008085816
"Africa","Egypt","None","2020-03-14",1.2319252494051758,-9.140451484036088,0.833566586890118,12.101552539822274,0.162821328122294,2.156365319492907,0.07536584719222733
"North America","El Salvador","None","2020-04-09",1.0209389810197464,-12.437261250723335,1.4893202835506842,9.432547895371972,0.015984235931178443,1.4805712031494442,0.13782736475046567
"Europe","Estonia","None","2020-03-14",1.3521325533113486,-19.83984952785605,1.5334725234656137,18.365630399338915,0.05212330484291675,3.571523518874106,0.07287246600954528
"Europe","Finland","None","2020-03-13",1.3147140229921972,-9.306331876772083,1.2777570436104941,14.252037698866905,0.05609843976292459,2.7481259762534607,0.08910593836852748
"Europe","France","None","2020-02-29",1.200023285437045,5.35040233640073,1.0574877348492449,7.4858384261091615,0.2063723177130745,13.235219017790337,2.444300294885151
"Africa","Gabon","None","2020-04-17",0.75,-27.429224612142676,2.045578783972152,14.26358585778465,0.03402339667656372,1.0930797130003458,0.16631301963244632
"Asia","Georgia","None","2020-03-30",1.4237246348185364,-15.693061397333324,1.7547308583049934,17.446576758634567,0.029637599958641916,1.1438362955026482,0.08387926798374627
"Europe","Germany","None","2020-03-01",1.0368730158972388,14.465918612818077,2.857873217026192,15.653182850919451,0.05892908121367323,5.523679356143122,1.7470713065535681
"Africa","Ghana","None","2020-03-26",1.6586807086252873,-13.379957239869478,1.5897876079546323,14.33184743753342,0.014624413491962047,1.7491982852751566,0.07498512693012097
"Europe","Greece","None","2020-03-13",1.3552931428393549,-20.401216860450447,1.68735406333622,11.747496904186644,0.07712792466914997,3.7052015141252896,0.14484080032526175
"North America","Guatemala","None","2020-04-10",0.8230956012694609,-19.62027555267315,1.921086289916236,6.780477508580451,0.03910401869324893,1.7155644180250376,0.1395362121367315
"Africa","Guinea","None","2020-04-04",1.4959236113392465,-19.939399948281125,1.1756764134968518,11.852331079880976,0.014168345074835161,2.323538962628478,0.14844113686278154
"North America","Honduras","None","2020-03-29",0.8681256680398155,-28.87068075098413,1.655874878291492,9.513192863770495,0.14503577633900697,2.228139812172916,0.6589022976529458
"Europe","Hungary","None","2020-03-21",1.1941620897047138,-3.9972320966257437,1.3748415719671356,12.451336945682389,0.21217814944450428,1.128353415011475,1.1314674886224119
"Europe","Iceland","None","2020-03-12",1.1450130301769756,-4.971487728086043,3.2020689971655036,18.420099762525197,0.009463716989325806,5.791645454161751,0.09794373055830796
"Asia","India","None","2020-03-14",1.0217462721915869,1.1902677407245774,0.7320190147095554,7.294890693686455,0.058832516548726864,7.177747786405328,0.7619127494285552
"Asia","Indonesia","None","2020-03-15",1.1288265408503046,-14.861507844868157,0.7424160769672047,13.688997839337256,0.19544911032727438,1.4172299617574389,4.093120537462585
