Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Second Wave Jump,Jump Time
North America,US,Alabama,2020-03-20,26.821115386241253,0.4995757385092918,2.2206109967298864,0.2958890994046155,0.2747166608243477,0.04176640912391264,0.15859617239598522,11.474194720531974,0.03276697566386717,0.3805972111797553,47.5
North America,US,Alaska,2020-03-28,14.786129644225625,0.7671891949662164,-625.8478428544522,0.034059809866822555,2.1900783493321394,0.018400127987838633,0.2013877653858207,0.08429875786576309,0.4608954537572165,0.11359949094345367,43.0
North America,US,Arizona,2020-03-21,28.83203836002067,0.48563899485265866,-11.629867321875661,0.016491026861270505,1.0727568010636244,0.04234555033452054,0.15955018355013165,0.6856632072056918,5.7804547976860015,0.0706379737612467,47.0
North America,US,Arkansas,2020-03-20,22.351825810750572,0.8053232407080912,-108.32030069478496,0.10417612984633413,1.3322770461930704,0.017856543273955142,0.1339549150961497,0.9718623003175569,0.6786011548639007,0.045306136398834185,47.0
North America,US,California,2020-03-07,88.2664676959898,0.7904735803934694,-135.02224829629682,0.09843534002744513,2.3618224118501003,0.04227533230220893,0.13521188460386158,44.28866029590574,0.07033107450148103,0.013057422727438928,53.0
North America,US,Colorado,2020-03-14,22.73683746009524,1.241777404925037,-1.8293718873405078,1.020593640162365,0.4937611667482725,0.05958553268606796,0.04925775956548392,0.10529518947214594,2.1591178597593546,0.03370714308169376,50.5
North America,US,Connecticut,2020-03-19,32.541923257033744,1.2249677562848393,-10.008494757613828,1.021045715047833,0.17351752961499295,0.10295800193968356,0.06651146533538779,10.058540023908138,4.27680159893763,0.012457181903013925,48.0
North America,US,Delaware,2020-03-24,4.586535401939501,0.8483621827525558,-3.1341925685773555,0.6703760966625977,0.13082721565047478,0.0462509691906358,0.07111065267067779,4.308557434605974,0.030632044324900295,0.000243187490442609,45.5
North America,US,District of Columbia,2020-03-23,17.52596013847316,0.6411497448928882,1.8098824915543297,0.4624483562773189,0.29129400036297726,0.05743652030828855,0.05246831107872141,5.209342660431389,0.2632629372666778,0.0006309386772614944,46.5
North America,US,Florida,2020-03-16,24.107948896430162,1.2325951727504534,2.9755010209332537,1.0384358822522741,0.46430786147525444,0.04294495004076095,0.06760136120616375,0.10179091152544725,2.1398571932404162,0.10526572089920716,49.5
North America,US,Georgia,2020-03-16,16.8307896475594,1.2457371630409901,0.7562471526070921,1.0349565175775786,0.49508647642136205,0.049467822218696805,0.10375942259849211,0.10031511357513996,1.96256507195721,0.06102756906618234,49.5
North America,US,Hawaii,2020-03-26,9.69091296907038,0.8998553319996234,-156.48484056142178,0.4077630918683516,0.17229839745413203,0.02722628559296857,0.17554970164598477,2.1020475744321163,0.6445239853451744,0.3961734923095609,44.0
North America,US,Idaho,2020-03-25,19.117638097210797,1.0806159695050113,-1030.515605402744,0.037171707086521864,1.2664599757647153,0.028640544649681333,0.15314255390301873,0.29379599981527443,3.3886204819194634,0.05503497648631028,44.5
North America,US,Illinois,2020-03-17,15.066727465648462,1.2502724673896002,2.4440114390206387,1.0037730591984988,0.3099560975514214,0.0514339806235341,0.0539918289275407,0.10018220689750333,2.5589872538634824,0.006868426309131537,49.0
North America,US,Indiana,2020-03-21,21.049379251700707,0.5012384905442603,0.1415977220978825,0.2426939465417179,0.85316306611449,0.06654628922574299,0.0644088576896227,26.367625799187472,0.8213707621544577,0.0052571347138116176,47.0
North America,US,Iowa,2020-03-23,8.651910281052524,0.8625058222072786,-0.017619470284406816,0.5531631405696529,0.21072797865687481,0.034844209671037185,0.18043045676200836,2.6465228297791015,0.7899116304853543,0.0049392016528454485,46.0
North America,US,Kansas,2020-03-24,11.78468728208881,0.8537529278749555,-2.9983605597327276,0.6751684829938318,2.6396548007952663,0.027051945052800473,0.25648668978821004,2.8326755549581093,0.5474264054398488,0.031049670693440223,45.0
North America,US,Kentucky,2020-03-22,18.210630939685377,0.5678562845009435,-79.87014935349966,0.09841457682609318,12.558559128114867,0.05018910222577911,0.17392353674672556,10.92281172194697,0.0041968816367313365,0.01068851918345004,46.5
North America,US,Louisiana,2020-03-16,25.291459915482093,1.1913644486159929,-10.04685656451197,1.0192829694652668,0.44351474457027273,0.07570624291496926,0.08156163637762087,6.391620401760401,10.232941274253042,0.1066079041725323,49.5
North America,US,Maine,2020-03-23,25.290793668881555,0.7459493827130655,-91.02056082937175,0.15088598993010255,2.653807831678351,0.0458918251178415,0.20033729130782627,0.21013844897541745,1.2169006952819224,0.0,46.0
North America,US,Maryland,2020-03-19,24.89455188726442,1.2644690362631537,3.866114564377863,1.073477886859724,0.45902751436055983,0.0595055342051618,0.15225472051762567,0.10328869009128691,1.3918131022699969,0.03731843399078627,48.0
North America,US,Massachusetts,2020-03-12,57.30653622670828,1.2512997392566192,4.853897871332701,1.2237135376949635,0.10499899498947127,0.08498660029837755,0.09160381096280762,8.132108776672222,0.10212726989784315,0.003312327590317743,51.5
North America,US,Michigan,2020-03-19,32.616222948542315,0.5491695601058786,1.1815952814353445,0.5262495947376931,0.21726236115454403,0.11320620441534794,0.1826498249886469,40.224751940737136,4.338340566264257,0.08549080540234522,48.5
North America,US,Minnesota,2020-03-20,28.960706670130715,1.2488056571782093,9.883269547693033,0.914343629949577,0.5999999928570271,0.054217699833364774,0.13310641743735416,0.08711931573398554,0.08528085761999749,0.0,47.5
North America,US,Mississippi,2020-03-21,19.1655860399077,0.591170817819191,-49.46165644831265,0.1274951113768429,0.31000607515453166,0.052821764622711,0.07017314808036426,7.869770884387321,0.12028589406451523,0.011111520996973101,47.0
North America,US,Missouri,2020-03-22,24.2545685350561,0.39993907951942137,-1.4255757079458122,0.11964743311827997,0.16607321554390295,0.07113519295357748,0.1541619025059673,5.5734419985153805,9.455831646989386,0.10627872952886042,46.5
North America,US,Montana,2020-03-27,9.920166048020429,1.8509030140964626,-269.26986150123406,0.3476034989955586,0.15644794519852595,0.03770488947731123,0.3704385740954618,0.3088018796667112,0.9620592522064453,0.15585282711004755,44.0
North America,US,Nebraska,2020-03-27,11.092528185808433,2.8511826538435376,-8.521254720893232,2.061120102450347,0.7809635349479245,0.013497963098221044,0.15695918252697294,1.9161763966674248,0.09341672164178058,0.002776182928545756,43.0
North America,US,Nevada,2020-03-20,27.861515195608114,0.919635473305385,10.469509524449109,1.1107317023572278,0.5390858578174056,0.05428272440917422,0.16070840271888456,0.09532082468293221,0.23915616474195328,0.19894884547525948,47.5
North America,US,New Hampshire,2020-03-23,11.596214666099701,0.674022291463521,-12.255459441802655,0.34913725180281374,0.04326358469514141,0.08387357213749198,0.04340051605059453,2.427106619893461,0.48165424341970886,0.0,46.0
North America,US,New Jersey,2020-03-16,26.122157377016578,1.280073031466833,1.4440094673705486,1.6772066064049382,0.11062928153247185,0.08408668799344605,0.07938494135583246,10.002136505789803,10.22562416316995,0.05879833641887866,49.5
North America,US,New Mexico,2020-03-24,20.70696694370295,0.5314124168451223,-1.384888163795082,0.2377406358558536,0.20318422292573157,0.05142315347313985,0.06145522788624927,4.896331091772812,0.17738796749589586,0.027326371260597004,45.0
North America,US,New York,2020-03-08,134.1393567189106,1.2464950644093564,8.292979414153585,1.9009321367904404,0.49858321046674575,0.08524511130906685,0.049871557543268774,9.913164052942108,10.088585428365135,0.04505875552395744,53.5
North America,US,North Carolina,2020-03-19,31.33850236629158,1.1982753520714364,10.149546439037197,1.0172855848555298,0.49545427914666085,0.03226207482729931,0.08764239450836983,0.15702216071599262,0.1003132050802924,0.11462966590509771,48.0
North America,US,North Dakota,2020-03-30,6.530749601875216,0.8029764412812587,-6.502451973726403,0.5242442372211095,0.22941695556337852,0.02609563973387984,0.07840688985726044,0.6266094778341053,0.4357639997866652,0.0011960344886671193,42.5
North America,US,Ohio,2020-03-19,20.848279952859784,0.5146319244157529,-0.25537712918870936,0.24054244566088043,0.15074376069698825,0.0787189683234446,0.14107464603568537,20.316044099234297,0.5036793300573476,0.02650869472492745,48.0
North America,US,Oklahoma,2020-03-24,17.036603858597502,0.3681710989458839,-34.37185788299401,0.014711693982544474,4.3648161708483215,0.05571571554242686,0.21804364708254506,3.9110154889100137,5.572403930022713,0.10992280807705512,45.5
North America,US,Oregon,2020-03-20,15.822391174503126,0.3773800690538647,-6.224806101314477,0.024496740283137176,2.2186284905650187,0.037035943366211604,0.13479371852835403,2.210339679198376,2.6572769277006323,0.10630188473644808,47.5
North America,US,Pennsylvania,2020-03-17,59.8440202154719,1.2458245562735952,-8.147712143762787,1.0034622610595567,0.08823320771400056,0.08686411899502618,0.05665006502787434,8.113245819098887,10.03324581934296,0.021879427539797658,49.0
North America,US,Rhode Island,2020-03-23,10.934647971712693,0.99167061463659,0.18038886040270458,1.029121776533111,0.049988780996111995,0.07097408950585167,0.11614485343962164,1.1682444354276045,2.3901266694096397,0.032038093967744374,46.0
