"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-04-13",3627,1627,347,544,107,73
"Alabama","2020-04-14",3842,1674,361,576,116,76
"Alabama","2020-04-15",4055,1715,374,608,125,78
"Alabama","2020-04-16",4267,1751,386,640,135,80
"Alabama","2020-04-17",4477,1782,397,672,145,82
"Alabama","2020-04-18",4684,1807,408,703,155,83
"Alabama","2020-04-19",4888,1827,417,733,165,85
"Alabama","2020-04-20",5087,1842,425,763,175,86
"Alabama","2020-04-21",5283,1851,432,792,185,87
"Alabama","2020-04-22",5474,1856,438,821,195,87
"Alabama","2020-04-23",5660,1856,444,849,205,88
"Alabama","2020-04-24",5841,1851,448,876,216,88
"Alabama","2020-04-25",6017,1842,451,903,226,88
"Alabama","2020-04-26",6187,1829,453,928,236,88
"Alabama","2020-04-27",6351,1812,454,953,246,87
"Alabama","2020-04-28",6509,1791,454,976,256,87
"Alabama","2020-04-29",6662,1767,454,999,266,86
"Alabama","2020-04-30",6808,1739,452,1021,275,85
"Alabama","2020-05-01",6949,1709,450,1042,285,84
"Alabama","2020-05-02",7083,1677,447,1062,294,83
"Alabama","2020-05-03",7212,1642,443,1082,303,82
"Alabama","2020-05-04",7335,1606,439,1100,312,80
"Alabama","2020-05-05",7452,1567,434,1118,321,79
"Alabama","2020-05-06",7563,1528,428,1135,330,77
"Alabama","2020-05-07",7669,1487,422,1150,338,75
"Alabama","2020-05-08",7770,1445,416,1165,346,73
"Alabama","2020-05-09",7865,1402,409,1180,354,72
"Alabama","2020-05-10",7956,1359,401,1193,361,70
"Alabama","2020-05-11",8041,1315,393,1206,369,68
"Alabama","2020-05-12",8122,1271,385,1218,376,66
"Alabama","2020-05-13",8198,1227,377,1230,383,64
"Alabama","2020-05-14",8270,1184,369,1240,389,62
"Alabama","2020-05-15",8337,1140,360,1251,396,60
"Alabama","2020-05-16",8401,1097,351,1260,402,58
"Alabama","2020-05-17",8461,1055,342,1269,408,56
"Alabama","2020-05-18",8517,1013,333,1277,414,54
"Alabama","2020-05-19",8569,972,324,1285,419,52
"Alabama","2020-05-20",8618,931,315,1293,424,50
"Alabama","2020-05-21",8665,892,306,1300,429,48
"Alabama","2020-05-22",8708,854,297,1306,434,46
"Alabama","2020-05-23",8748,816,287,1312,439,44
"Alabama","2020-05-24",8785,779,278,1318,443,42
"Alabama","2020-05-25",8821,744,270,1323,447,41
"Alabama","2020-05-26",8853,710,261,1328,451,39
"Alabama","2020-05-27",8884,676,252,1333,455,37
"Alabama","2020-05-28",8912,644,243,1337,459,35
"Alabama","2020-05-29",8938,613,235,1341,462,34
"Alabama","2020-05-30",8963,583,227,1344,466,32
"Alabama","2020-05-31",8985,555,219,1348,469,31
"Alabama","2020-06-01",9007,527,211,1351,472,29
"Alabama","2020-06-02",9026,500,203,1354,475,28
"Alabama","2020-06-03",9044,475,195,1357,477,27
"Alabama","2020-06-04",9061,450,188,1359,480,25
"Alabama","2020-06-05",9076,427,181,1361,482,24
"Alabama","2020-06-06",9091,405,174,1364,484,23
"Alabama","2020-06-07",9104,383,167,1366,487,22
"Alabama","2020-06-08",9116,363,160,1367,489,20
"Alabama","2020-06-09",9128,343,154,1369,491,19
"Alabama","2020-06-10",9138,325,148,1371,492,18
"Alabama","2020-06-11",9148,307,142,1372,494,17
"Alabama","2020-06-12",9156,290,136,1373,496,16
"Alabama","2020-06-13",9165,274,130,1375,497,16
"Alabama","2020-06-14",9172,259,125,1376,499,15
"Alaska","2020-04-13",280,109,25,40,7,5
"Alaska","2020-04-14",292,109,25,42,7,5
"Alaska","2020-04-15",302,109,26,44,8,5
"Alaska","2020-04-16",313,109,26,45,8,5
"Alaska","2020-04-17",323,108,26,47,8,5
"Alaska","2020-04-18",333,107,26,48,9,5
"Alaska","2020-04-19",342,106,26,50,9,5
"Alaska","2020-04-20",351,104,26,51,9,5
"Alaska","2020-04-21",359,103,26,52,10,5
"Alaska","2020-04-22",367,101,26,53,10,5
"Alaska","2020-04-23",375,99,26,55,11,5
"Alaska","2020-04-24",382,96,26,56,11,5
"Alaska","2020-04-25",389,94,26,57,11,5
"Alaska","2020-04-26",396,91,25,58,12,5
"Alaska","2020-04-27",402,89,25,59,12,5
"Alaska","2020-04-28",407,86,25,59,12,4
"Alaska","2020-04-29",413,83,24,60,13,4
"Alaska","2020-04-30",418,80,24,61,13,4
"Alaska","2020-05-01",423,78,23,62,13,4
"Alaska","2020-05-02",427,75,23,62,13,4
"Alaska","2020-05-03",431,72,22,63,14,4
"Alaska","2020-05-04",435,69,22,64,14,4
"Alaska","2020-05-05",439,66,21,64,14,4
"Alaska","2020-05-06",442,64,21,65,14,3
"Alaska","2020-05-07",445,61,20,65,15,3
"Alaska","2020-05-08",448,58,20,66,15,3
"Alaska","2020-05-09",451,56,19,66,15,3
"Alaska","2020-05-10",453,53,19,66,15,3
"Alaska","2020-05-11",456,51,18,67,15,3
"Alaska","2020-05-12",458,48,17,67,16,3
"Alaska","2020-05-13",460,46,17,67,16,3
"Alaska","2020-05-14",462,44,16,68,16,2
