"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"California","2020-03-26",2669,1480,292,397,48,64
"California","2020-03-27",2905,1560,312,432,55,68
"California","2020-03-28",3139,1631,331,468,61,72
"California","2020-03-29",3371,1692,349,502,68,75
"California","2020-03-30",3598,1744,365,536,75,78
"California","2020-03-31",3820,1787,380,570,82,81
"California","2020-04-01",4036,1819,393,602,90,83
"California","2020-04-02",4244,1842,404,633,97,84
"California","2020-04-03",4445,1856,413,664,105,86
"California","2020-04-04",4638,1861,421,692,113,87
"California","2020-04-05",4822,1858,428,720,120,87
"California","2020-04-06",4998,1848,432,746,128,87
"California","2020-04-07",5165,1830,435,771,136,87
"California","2020-04-08",5322,1806,437,795,143,87
"California","2020-04-09",5472,1777,438,817,150,86
"California","2020-04-10",5612,1742,437,838,158,85
"California","2020-04-11",5744,1704,434,858,165,84
"California","2020-04-12",5868,1661,431,877,172,82
"California","2020-04-13",5983,1616,427,894,178,81
"California","2020-04-14",6091,1567,422,910,185,79
"California","2020-04-15",6192,1517,416,926,191,77
"California","2020-04-16",6286,1466,409,940,197,75
"California","2020-04-17",6373,1413,402,953,203,73
"California","2020-04-18",6453,1359,394,965,209,70
"California","2020-04-19",6528,1305,385,976,215,68
"California","2020-04-20",6597,1251,377,986,220,66
"California","2020-04-21",6660,1198,367,996,225,63
"California","2020-04-22",6719,1145,358,1005,230,61
"California","2020-04-23",6773,1092,348,1013,234,59
"California","2020-04-24",6823,1041,338,1020,239,56
"California","2020-04-25",6868,991,328,1027,243,54
"California","2020-04-26",6910,942,318,1033,247,52
"California","2020-04-27",6948,895,308,1039,251,49
"California","2020-04-28",6983,849,298,1044,254,47
"California","2020-04-29",7015,805,288,1049,258,45
"California","2020-04-30",7045,762,279,1053,261,43
"California","2020-05-01",7071,721,269,1057,264,41
"California","2020-05-02",7096,681,259,1061,267,39
"California","2020-05-03",7118,644,250,1064,270,37
"California","2020-05-04",7138,608,240,1067,272,35
"California","2020-05-05",7156,573,231,1070,275,33
"California","2020-05-06",7173,540,222,1073,277,31
"California","2020-05-07",7188,509,214,1075,279,30
"California","2020-05-08",7202,479,205,1077,281,28
"California","2020-05-09",7214,451,197,1079,283,27
"California","2020-05-10",7226,425,189,1081,285,25
"California","2020-05-11",7236,399,181,1082,286,24
"California","2020-05-12",7245,376,174,1083,288,22
"California","2020-05-13",7254,353,166,1085,289,21
"California","2020-05-14",7261,332,159,1086,291,20
"California","2020-05-15",7268,312,152,1087,292,19
"California","2020-05-16",7274,293,146,1088,293,18
"California","2020-05-17",7280,275,140,1089,295,17
"California","2020-05-18",7285,258,133,1089,296,16
"California","2020-05-19",7289,242,128,1090,297,15
"California","2020-05-20",7294,227,122,1091,298,14
"California","2020-05-21",7297,213,116,1091,299,13
"California","2020-05-22",7301,200,111,1092,299,12
"California","2020-05-23",7304,188,106,1092,300,11
"California","2020-05-24",7306,176,101,1093,301,11
"California","2020-05-25",7309,165,97,1093,302,10
"California","2020-05-26",7311,155,92,1093,302,9
"California","2020-05-27",7313,146,88,1094,303,9
"California","2020-05-28",7315,137,84,1094,304,8
"California","2020-05-29",7316,128,80,1094,304,8
"California","2020-05-30",7318,120,76,1094,305,7
"California","2020-05-31",7319,113,73,1095,305,7
"California","2020-06-01",7320,106,69,1095,306,6
"California","2020-06-02",7321,100,66,1095,306,6
"California","2020-06-03",7322,94,63,1095,306,6
"California","2020-06-04",7323,88,60,1095,307,5
"California","2020-06-05",7324,83,57,1095,307,5
"California","2020-06-06",7324,78,55,1095,307,4
"California","2020-06-07",7325,73,52,1095,308,4
"California","2020-06-08",7325,69,49,1096,308,4
"California","2020-06-09",7326,65,47,1096,308,4
"California","2020-06-10",7326,61,45,1096,309,3
"California","2020-06-11",7327,57,43,1096,309,3
"California","2020-06-12",7327,54,41,1096,309,3
"California","2020-06-13",7327,51,39,1096,309,3
"California","2020-06-14",7328,48,37,1096,309,3
"California","2020-06-15",7328,45,35,1096,310,2
"Colorado","2020-03-26",1070,693,128,157,4,29
"Colorado","2020-03-27",1256,802,150,185,5,34
"Colorado","2020-03-28",1463,921,173,216,6,39
"Colorado","2020-03-29",1693,1049,199,251,6,45
"Colorado","2020-03-30",1945,1187,227,289,7,51
"Colorado","2020-03-31",2221,1334,257,330,8,58
"Colorado","2020-04-01",2519,1488,289,375,9,65
"Colorado","2020-04-02",2841,1649,323,423,10,72
"Colorado","2020-04-03",3184,1816,358,474,11,79
"Colorado","2020-04-04",3548,1986,395,529,13,87
"Colorado","2020-04-05",3932,2160,433,587,14,95
"Colorado","2020-04-06",4336,2335,473,647,16,103
"Colorado","2020-04-07",4757,2510,513,710,17,112
"Colorado","2020-04-08",5194,2683,553,776,19,120
"Colorado","2020-04-09",5646,2854,594,844,21,128
"Colorado","2020-04-10",6110,3021,635,913,23,136
"Colorado","2020-04-11",6585,3183,675,984,26,144
"Colorado","2020-04-12",7069,3338,715,1057,28,152
"Colorado","2020-04-13",7561,3486,755,1131,30,160
"Colorado","2020-04-14",8058,3625,793,1205,33,167
"Colorado","2020-04-15",8558,3755,830,1280,35,174
