Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Vaccinated,Fully Vaccinated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
Europe,Germany,None,2021-03-01,2397546,94454,0,0,73485,0,81348.76795157514,68779.71578953993,,,2397546,73485,2397546,73485
Europe,Germany,None,2021-03-02,2399325,90920,0,0,73949,0,81994.6350337438,69801.93959528845,,,2397546,73485,2417314,75129
Europe,Germany,None,2021-03-03,2400999,87505,0,0,74405,0,82640.50211591247,70824.16340103696,,,2397546,73485,2426440,76073
Europe,Germany,None,2021-03-04,2402573,84205,0,0,74853,0,83286.36919808114,71846.38720678548,,,2397546,73485,2433731,76896
Europe,Germany,None,2021-03-05,2404044,81009,0,0,75294,0,83932.23628024981,72868.61101253399,,,2397546,73485,2440022,77653
Europe,Germany,None,2021-03-06,2405416,77912,0,0,75728,0,84578.10336241848,73890.83481828251,,,2397546,73485,2445641,78366
Europe,Germany,None,2021-03-07,2406699,74920,0,0,76153,0,85223.97044458715,74913.05862403102,,,2397546,73485,2450763,79042
Europe,Germany,None,2021-03-08,2407904,72034,0,0,76572,0,85869.83752675581,75935.28242977955,,,2397546,73485,2455499,79693
Europe,Germany,None,2021-03-09,2409035,69254,0,0,76983,0,86515.70460892448,76957.50623552805,,,2397546,73647,2459916,80319
Europe,Germany,None,2021-03-10,2410097,66578,0,0,77387,0,87161.57169109315,77979.73004127658,,,2397546,73848,2464065,80926
Europe,Germany,None,2021-03-11,2411092,64000,0,0,77784,0,87807.43877326182,79001.95384702508,,,2397546,74054,2467979,81514
Europe,Germany,None,2021-03-12,2412020,61515,0,0,78174,0,88453.30585543049,80024.1776527736,,,2397546,74262,2471683,82086
Europe,Germany,None,2021-03-13,2412883,59115,0,0,78557,0,89099.17293759916,81046.40145852212,,,2397546,74471,2475199,82643
Europe,Germany,None,2021-03-14,2413688,56803,0,0,78932,0,89745.04001976782,82068.62526427064,,,2397546,74679,2478549,83185
Europe,Germany,None,2021-03-15,2414440,54580,0,0,79301,0,90390.9071019365,83090.84907001915,,,2397546,74887,2481749,83715
Europe,Germany,None,2021-03-16,2415146,52445,0,0,79664,0,91036.77418410516,84113.07287576766,,,2397546,75096,2484818,84232
Europe,Germany,None,2021-03-17,2415806,50395,0,0,80020,0,91682.64126627384,85135.29668151618,,,2397546,75302,2487763,84738
Europe,Germany,None,2021-03-18,2416424,48426,0,0,80369,0,92328.50834844251,86157.5204872647,,,2397546,75505,2490595,85233
Europe,Germany,None,2021-03-19,2416999,46533,0,0,80711,0,92974.37543061118,87179.74429301321,,,2397546,75706,2493321,85716
Europe,Germany,None,2021-03-20,2417532,44710,0,0,81048,0,93620.24251277985,88201.96809876172,,,2397546,75906,2495945,86190
Europe,Germany,None,2021-03-21,2418027,42958,0,0,81378,0,94266.10959494852,89224.19190451024,,,2397546,76103,2498477,86653
Europe,Germany,None,2021-03-22,2418489,41277,0,0,81702,0,94911.97667711719,90246.41571025875,,,2397546,76297,2500926,87107
Europe,Germany,None,2021-03-23,2418920,39665,0,0,82019,0,95557.84375928585,91268.63951600727,,,2397546,76486,2503297,87552
Europe,Germany,None,2021-03-24,2419324,38120,0,0,82331,0,96203.71084145452,92290.86332175578,,,2397546,76674,2505597,87988
Europe,Germany,None,2021-03-25,2419700,36640,0,0,82637,0,96849.57792362319,93313.0871275043,,,2397546,76858,2507829,88416
Europe,Germany,None,2021-03-26,2420050,35219,0,0,82937,0,97495.44500579186,94335.31093325281,,,2397546,77039,2509996,88835
Europe,Germany,None,2021-03-27,2420373,33854,0,0,83231,0,98141.31208796053,95357.53473900133,,,2397546,77216,2512100,89246
Europe,Germany,None,2021-03-28,2420673,32545,0,0,83520,0,98787.1791701292,96379.75854474984,,,2397546,77391,2514147,89649
Europe,Germany,None,2021-03-29,2420951,31290,0,0,83803,0,99433.04625229786,97401.98235049835,,,2397546,77561,2516141,90045
Europe,Germany,None,2021-03-30,2421211,30088,0,0,84081,0,100078.91333446653,98424.20615624687,,,2397546,77729,2518086,90433
Europe,Germany,None,2021-03-31,2421453,28938,0,0,84353,0,100724.7804166352,99446.4299619954,,,2397546,77892,2519984,90814
Europe,Germany,None,2021-04-01,2421678,27836,0,0,84620,0,101370.64749880387,100468.6537677439,,,2397546,78052,2521837,91188
Europe,Germany,None,2021-04-02,2421887,26781,0,0,84882,0,102016.51458097254,101490.87757349241,,,2397546,78209,2523649,91555
Europe,Germany,None,2021-04-03,2422080,25768,0,0,85139,0,102662.3816631412,102513.10137924094,,,2397546,78363,2525420,91915
Europe,Germany,None,2021-04-04,2422258,24797,0,0,85391,0,103308.24874530987,103535.32518498946,,,2397546,78513,2527152,92269
Europe,Germany,None,2021-04-05,2422423,23868,0,0,85638,0,103954.11582747854,104557.54899073797,,,2397546,78660,2528848,92616
Europe,Germany,None,2021-04-06,2422577,22979,0,0,85880,0,104599.98290964721,105579.77279648648,,,2397546,78803,2530512,92957
Europe,Germany,None,2021-04-07,2422720,22127,0,0,86117,0,105245.84999181588,106601.996602235,,,2397546,78942,2532144,93292
