"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-04-09",2453,1151,244,368,57,52
"Alabama","2020-04-10",2599,1178,253,390,63,53
"Alabama","2020-04-11",2742,1201,262,411,68,55
"Alabama","2020-04-12",2883,1219,269,432,73,56
"Alabama","2020-04-13",3020,1232,276,453,79,57
"Alabama","2020-04-14",3154,1241,282,473,85,58
"Alabama","2020-04-15",3284,1246,287,493,90,58
"Alabama","2020-04-16",3410,1246,291,511,96,59
"Alabama","2020-04-17",3531,1243,295,530,101,59
"Alabama","2020-04-18",3648,1236,297,547,107,59
"Alabama","2020-04-19",3760,1225,299,564,113,59
"Alabama","2020-04-20",3868,1212,300,580,118,59
"Alabama","2020-04-21",3972,1195,300,596,124,58
"Alabama","2020-04-22",4070,1176,300,611,129,58
"Alabama","2020-04-23",4164,1155,299,625,134,57
"Alabama","2020-04-24",4253,1132,297,638,139,56
"Alabama","2020-04-25",4338,1106,295,651,145,55
"Alabama","2020-04-26",4419,1080,292,663,150,54
"Alabama","2020-04-27",4495,1051,289,674,154,53
"Alabama","2020-04-28",4567,1022,285,685,159,52
"Alabama","2020-04-29",4635,992,281,695,164,51
"Alabama","2020-04-30",4698,961,276,705,168,49
"Alabama","2020-05-01",4759,930,271,714,172,48
"Alabama","2020-05-02",4815,898,266,722,176,47
"Alabama","2020-05-03",4868,866,261,730,180,45
"Alabama","2020-05-04",4918,834,255,738,184,44
"Alabama","2020-05-05",4964,802,249,745,188,42
"Alabama","2020-05-06",5007,771,243,751,192,41
"Alabama","2020-05-07",5048,740,237,757,195,39
"Alabama","2020-05-08",5086,709,231,763,198,38
"Alabama","2020-05-09",5121,679,225,768,201,37
"Alabama","2020-05-10",5153,649,218,773,204,35
"Alabama","2020-05-11",5184,620,212,778,207,34
"Alabama","2020-05-12",5212,592,206,782,210,32
"Alabama","2020-05-13",5238,564,199,786,213,31
"Alabama","2020-05-14",5263,538,193,789,215,30
"Alabama","2020-05-15",5285,512,187,793,218,28
"Alabama","2020-05-16",5306,487,180,796,220,27
"Alabama","2020-05-17",5325,463,174,799,222,26
"Alabama","2020-05-18",5343,439,168,801,224,25
"Alabama","2020-05-19",5359,417,162,804,226,23
"Alabama","2020-05-20",5374,396,157,806,228,22
"Alabama","2020-05-21",5388,375,151,808,230,21
"Alabama","2020-05-22",5401,355,145,810,231,20
"Alabama","2020-05-23",5413,336,140,812,233,19
"Alabama","2020-05-24",5424,318,134,814,234,18
"Alabama","2020-05-25",5434,301,129,815,236,17
"Alabama","2020-05-26",5443,285,124,816,237,16
"Alabama","2020-05-27",5451,269,119,818,238,16
"Alabama","2020-05-28",5459,254,115,819,239,15
"Alabama","2020-05-29",5466,240,110,820,240,14
"Alabama","2020-05-30",5473,226,105,821,242,13
"Alabama","2020-05-31",5478,214,101,822,243,12
"Alabama","2020-06-01",5484,201,97,823,243,12
"Alabama","2020-06-02",5489,190,93,823,244,11
"Alabama","2020-06-03",5493,179,89,824,245,10
"Alabama","2020-06-04",5498,169,85,825,246,10
"Alabama","2020-06-05",5501,159,81,825,247,9
"Alabama","2020-06-06",5505,150,78,826,247,9
"Alabama","2020-06-07",5508,141,74,826,248,8
"Alabama","2020-06-08",5511,133,71,827,249,8
"Alabama","2020-06-09",5513,125,68,827,249,7
"Alabama","2020-06-10",5516,118,65,827,250,7
"Alabama","2020-06-11",5518,111,62,828,250,6
"Alabama","2020-06-12",5520,104,59,828,251,6
"Alabama","2020-06-13",5522,98,57,828,251,6
"Alabama","2020-06-14",5523,92,54,828,252,5
"Alaska","2020-04-09",231,103,22,33,6,5
"Alaska","2020-04-10",241,103,23,35,6,5
"Alaska","2020-04-11",252,103,23,36,6,5
"Alaska","2020-04-12",262,103,23,38,7,5
"Alaska","2020-04-13",271,102,24,39,7,5
"Alaska","2020-04-14",281,101,24,40,8,5
"Alaska","2020-04-15",289,100,24,42,8,5
"Alaska","2020-04-16",298,98,24,43,8,5
"Alaska","2020-04-17",306,97,24,44,9,5
"Alaska","2020-04-18",313,95,24,45,9,5
"Alaska","2020-04-19",320,92,24,46,10,5
"Alaska","2020-04-20",327,90,24,47,10,4
"Alaska","2020-04-21",333,88,23,48,10,4
"Alaska","2020-04-22",339,85,23,49,11,4
"Alaska","2020-04-23",345,83,23,50,11,4
"Alaska","2020-04-24",350,80,22,51,11,4
"Alaska","2020-04-25",355,77,22,52,12,4
"Alaska","2020-04-26",359,74,22,52,12,4
"Alaska","2020-04-27",364,71,21,53,12,4
"Alaska","2020-04-28",368,69,21,53,12,4
"Alaska","2020-04-29",371,66,20,54,13,3
"Alaska","2020-04-30",375,63,20,55,13,3
"Alaska","2020-05-01",378,60,19,55,13,3
"Alaska","2020-05-02",381,58,19,55,14,3
"Alaska","2020-05-03",383,55,18,56,14,3
"Alaska","2020-05-04",386,53,18,56,14,3
"Alaska","2020-05-05",388,50,17,57,14,3
"Alaska","2020-05-06",390,48,17,57,14,3
"Alaska","2020-05-07",392,45,16,57,15,3
"Alaska","2020-05-08",394,43,16,57,15,2
"Alaska","2020-05-09",395,41,15,58,15,2
"Alaska","2020-05-10",397,39,15,58,15,2
"Alaska","2020-05-11",398,37,14,58,15,2
"Alaska","2020-05-12",400,35,13,58,15,2
"Alaska","2020-05-13",401,33,13,58,15,2
"Alaska","2020-05-14",402,31,13,59,16,2
"Alaska","2020-05-15",403,29,12,59,16,2
"Alaska","2020-05-16",404,28,12,59,16,2
"Alaska","2020-05-17",405,26,11,59,16,2
"Alaska","2020-05-18",405,25,11,59,16,1
"Alaska","2020-05-19",406,23,10,59,16,1
"Alaska","2020-05-20",407,22,10,59,16,1
"Alaska","2020-05-21",407,21,9,59,16,1
"Alaska","2020-05-22",408,19,9,59,16,1
"Alaska","2020-05-23",408,18,9,60,16,1
"Alaska","2020-05-24",408,17,8,60,17,1
"Alaska","2020-05-25",409,16,8,60,17,1
"Alaska","2020-05-26",409,15,8,60,17,1
"Alaska","2020-05-27",409,14,7,60,17,1
"Alaska","2020-05-28",410,13,7,60,17,1
"Alaska","2020-05-29",410,13,7,60,17,1
"Alaska","2020-05-30",410,12,6,60,17,1
"Alaska","2020-05-31",410,11,6,60,17,1
"Alaska","2020-06-01",411,11,6,60,17,1
"Alaska","2020-06-02",411,10,6,60,17,1
"Alaska","2020-06-03",411,9,5,60,17,1
"Alaska","2020-06-04",411,9,5,60,17,1
"Alaska","2020-06-05",411,8,5,60,17,0
"Alaska","2020-06-06",411,8,5,60,17,0
"Alaska","2020-06-07",411,7,4,60,17,0
"Alaska","2020-06-08",412,7,4,60,17,0
"Alaska","2020-06-09",412,6,4,60,17,0
"Alaska","2020-06-10",412,6,4,60,17,0
"Alaska","2020-06-11",412,6,4,60,17,0
"Alaska","2020-06-12",412,5,3,60,17,0
"Alaska","2020-06-13",412,5,3,60,17,0
"Alaska","2020-06-14",412,5,3,60,17,0
"Arizona","2020-04-09",2937,1411,294,439,86,63
"Arizona","2020-04-10",3114,1443,305,466,94,65
"Arizona","2020-04-11",3288,1468,315,491,103,66
"Arizona","2020-04-12",3456,1485,324,517,111,68
"Arizona","2020-04-13",3618,1496,331,541,120,69
"Arizona","2020-04-14",3774,1500,337,564,129,69
"Arizona","2020-04-15",3923,1498,342,587,137,70
"Arizona","2020-04-16",4066,1490,345,608,146,70
"Arizona","2020-04-17",4203,1477,348,629,155,70
"Arizona","2020-04-18",4332,1459,349,648,163,69
"Arizona","2020-04-19",4455,1437,349,667,172,69
"Arizona","2020-04-20",4571,1411,348,684,180,68
"Arizona","2020-04-21",4681,1381,347,700,188,67
"Arizona","2020-04-22",4784,1348,344,716,196,66
"Arizona","2020-04-23",4881,1313,341,730,204,65
"Arizona","2020-04-24",4972,1276,337,744,211,63
"Arizona","2020-04-25",5057,1237,332,757,219,62
"Arizona","2020-04-26",5136,1197,327,769,226,60
"Arizona","2020-04-27",5210,1156,321,780,232,58
"Arizona","2020-04-28",5279,1114,315,790,239,57
"Arizona","2020-04-29",5343,1072,309,800,245,55
"Arizona","2020-04-30",5403,1029,302,809,251,53
"Arizona","2020-05-01",5458,987,294,817,257,51
"Arizona","2020-05-02",5509,945,287,825,263,49
"Arizona","2020-05-03",5557,903,279,832,268,47
"Arizona","2020-05-04",5600,863,272,838,273,46
"Arizona","2020-05-05",5641,823,264,844,278,44
"Arizona","2020-05-06",5678,783,256,850,283,42
"Arizona","2020-05-07",5712,745,248,855,287,40
"Arizona","2020-05-08",5743,708,240,860,292,38
"Arizona","2020-05-09",5772,672,232,864,296,37
"Arizona","2020-05-10",5799,638,224,868,299,35
"Arizona","2020-05-11",5823,604,216,872,303,33
"Arizona","2020-05-12",5845,572,208,875,307,32
"Arizona","2020-05-13",5865,541,201,878,310,30
"Arizona","2020-05-14",5884,511,193,881,313,29
"Arizona","2020-05-15",5901,483,186,883,316,27
"Arizona","2020-05-16",5916,456,179,886,318,26
"Arizona","2020-05-17",5931,430,172,888,321,24
"Arizona","2020-05-18",5943,405,165,890,323,23
"Arizona","2020-05-19",5955,382,158,892,326,22
"Arizona","2020-05-20",5966,360,152,893,328,21
"Arizona","2020-05-21",5976,338,146,895,330,20
"Arizona","2020-05-22",5984,318,140,896,332,18
"Arizona","2020-05-23",5992,299,134,897,334,17
"Arizona","2020-05-24",6000,281,128,898,335,16
"Arizona","2020-05-25",6006,264,122,899,337,15
"Arizona","2020-05-26",6012,248,117,900,338,15
"Arizona","2020-05-27",6018,233,112,901,340,14
"Arizona","2020-05-28",6023,219,107,902,341,13
"Arizona","2020-05-29",6027,206,102,902,342,12
"Arizona","2020-05-30",6031,193,98,903,343,11
"Arizona","2020-05-31",6035,181,93,904,345,11
"Arizona","2020-06-01",6038,170,89,904,346,10
"Arizona","2020-06-02",6041,159,85,905,346,9
"Arizona","2020-06-03",6044,150,81,905,347,9
"Arizona","2020-06-04",6046,140,77,905,348,8
"Arizona","2020-06-05",6048,132,74,906,349,8
"Arizona","2020-06-06",6050,123,70,906,350,7
"Arizona","2020-06-07",6052,116,67,906,350,7
"Arizona","2020-06-08",6054,109,64,906,351,6
"Arizona","2020-06-09",6055,102,61,907,352,6
"Arizona","2020-06-10",6057,95,58,907,352,6
"Arizona","2020-06-11",6058,90,55,907,353,5
"Arizona","2020-06-12",6059,84,52,907,353,5
"Arizona","2020-06-13",6060,79,50,907,354,5
"Arizona","2020-06-14",6061,74,48,907,354,4
"Arkansas","2020-04-09",1011,378,90,152,21,18
"Arkansas","2020-04-10",1039,368,90,156,22,18
"Arkansas","2020-04-11",1065,358,89,160,23,18
"Arkansas","2020-04-12",1089,347,88,163,24,17
"Arkansas","2020-04-13",1111,336,87,167,25,17
"Arkansas","2020-04-14",1132,324,86,170,26,16
"Arkansas","2020-04-15",1150,311,85,173,28,16
"Arkansas","2020-04-16",1167,299,83,175,29,15
"Arkansas","2020-04-17",1183,286,81,177,30,15
"Arkansas","2020-04-18",1198,274,80,180,30,14
"Arkansas","2020-04-19",1211,261,78,182,31,14
"Arkansas","2020-04-20",1223,249,76,183,32,13
"Arkansas","2020-04-21",1234,237,74,185,33,13
"Arkansas","2020-04-22",1244,225,72,187,34,12
"Arkansas","2020-04-23",1253,213,69,188,34,12
"Arkansas","2020-04-24",1261,202,67,189,35,11
"Arkansas","2020-04-25",1269,191,65,190,36,11
"Arkansas","2020-04-26",1276,181,63,191,36,10
"Arkansas","2020-04-27",1282,171,61,192,37,10
"Arkansas","2020-04-28",1288,161,59,193,38,9
"Arkansas","2020-04-29",1293,152,57,194,38,9
"Arkansas","2020-04-30",1297,143,55,195,39,8
"Arkansas","2020-05-01",1302,135,53,195,39,8
"Arkansas","2020-05-02",1305,127,51,196,40,7
"Arkansas","2020-05-03",1309,120,49,196,40,7
"Arkansas","2020-05-04",1312,112,47,197,40,7
