Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Second Wave Jump,Jump Time,Jump Decay
North America,US,Minnesota,2020-03-20,30.587265281473112,3.1670981557140334,-0.02010983225306274,2.0142894552808763,1.954052156202297,0.05293121335329043,0.13020740683470408,0.05770922826319262,0.010525424526276627,1.169444382617714e-08,86.06826178592921,0.5000005862573397
North America,US,Mississippi,2020-03-21,19.472088492758257,0.554977887050642,-51.76980336174492,0.10286314008287213,0.29209933054540155,0.05430872943081773,0.09255439833347061,8.189535009298508,0.07527740330625299,4.064266398259197e-06,84.96649300522012,0.5000053603522163
North America,US,Missouri,2020-03-22,26.135880647139572,0.38261595600351966,-1.2936509805908805,0.0885880398023507,0.1475319907846218,0.07365745139602427,0.188646972716151,5.183052105386064,11.022521080348682,0.20277996257772077,73.018952349778,0.5001105136273496
North America,US,Montana,2020-03-27,9.479416046341484,1.3405127225903055,-360.4073845206413,0.17632100674525153,0.18101319125731222,0.03507851589114868,0.20076275455347495,0.15249507040618182,1.0189507038276695,0.3436251370329842,66.01114576316982,2.9999998043376537
North America,US,Nebraska,2020-03-27,11.6344654946076,3.0544619673500986,-7.949084421385716,2.2961193253203365,0.4650655700125928,0.013094220263785723,3.7103951240277026e-09,1.8292642352545778,0.13008838398751793,0.008897397614348636,61.49128353362511,0.8793344674269469
North America,US,Nevada,2020-03-20,40.16928045026632,0.3558155801063663,-0.7205043935651652,0.01692998389043558,1.2729605425548907,0.05314859759957909,0.19422265018091522,4.879404159806374,2.7192300183988247,0.3586107276194341,73.02491113207746,2.9999993948116197
North America,US,New Hampshire,2020-03-23,11.498637278852017,0.6799549685366523,-12.114106874382314,0.3557412840926343,0.03807528953957121,0.09441676310336101,0.1103545453919728,2.4153727070586264,0.4640198829302299,1.46528008762205e-05,82.97988744968914,0.5000025996709161
North America,US,New Jersey,2020-03-16,29.95957237557706,0.836752008863177,0.0474533031106398,0.9506021747170156,0.10468392415471228,0.07854260688324587,1.5593562235655924e-09,66.57978601384875,0.9992760468259084,0.1336136633473372,70.32077783122769,2.9999999999274944
North America,US,New Mexico,2020-03-24,18.27941264654017,0.5608146661451542,-1.524516681277034,0.2798367510947751,0.17542354067620708,0.05445625654580511,0.10151451167088443,4.594422065208605,0.1400697141456506,0.04580697663056762,63.70484846269552,0.5000968420307301
North America,US,New York,2020-03-08,76.51571778434725,18.690945168220992,0.3931288211917706,25.391513084967425,0.3276822243379719,0.08761753485616577,0.0703466998348004,3.01669312255477,0.6614872247658296,0.08975789534646478,102.7374186245297,2.9999999618606337
North America,US,North Carolina,2020-03-19,51.237009054711294,0.4417519451297637,-19.452736354142473,0.004080111484027541,1.6975188009221034,0.03422625119199427,0.1758570739795967,9.900106181097087,1.5902655845271285,0.0007958949921890474,86.90584659896443,0.5000003551276526
North America,US,North Dakota,2020-03-30,7.624908158166153,0.8973443463204644,-7.5886943340302055,0.6106733702361792,0.2202618717911187,0.029289789453794256,0.22232917262867133,0.5818001166317466,0.379859282432593,0.11193555493489646,75.98762611012576,0.5000000234464097
North America,US,Ohio,2020-03-19,17.66602795490503,0.5433256973317964,-0.29626360464061496,0.28827331106762816,0.18557795894820103,0.06547403640043399,4.485733613528722e-07,17.86600993699247,1.0052100023878756,0.46788193797802036,87.04786305808207,0.5000003577036494
North America,US,Oklahoma,2020-03-24,21.718692307279728,0.34966092967063384,-26.063664832817086,0.01236193995590076,4.452500649272579,0.0556831451773382,0.24209307657867535,3.24474510822997,7.439992845373718,0.45149677799702176,73.38759169873887,0.5000001004454884
North America,US,Oregon,2020-03-20,18.277248528957948,0.3681682862318423,-4.517422478151621,0.020977411670931694,2.7472082133142632,0.03968017319307961,0.22263825825287265,1.3063523843423124,3.6671555655606527,0.48177216444491733,76.98767028290112,2.999999277139083
North America,US,Pennsylvania,2020-03-17,59.06303794816082,0.6029099046679408,0.24397234249817543,0.4694888847597163,0.06705305908376505,0.09711615641265396,0.1196814002267164,46.08551346528265,2.3092161551104105,0.4999998303189606,88.88821441090411,0.5000051967532255
North America,US,Rhode Island,2020-03-23,8.966424481320693,1.0765154792293667,0.17215124826327205,1.1370173729388464,0.049387464929430254,0.07304641783000558,0.14064197241894513,1.014844448429825,1.9783749219333877,0.271727292787129,82.98007056134463,0.5000006783354172
North America,US,South Carolina,2020-03-20,17.173376015717984,0.5521282061769911,0.044838095207945336,0.208702597182708,0.13044484439950643,0.050423761197886344,0.17868600972619192,4.697755798776436,0.2744252843881106,0.26817101429398404,73.76766275634795,0.5000000238059644
North America,US,South Dakota,2020-03-30,12.215666420191226,0.39652404718416356,0.36062054335251975,0.12273829819881736,0.04722850212544977,0.018737179804016135,0.2613855844623851,7.8068240396800075,0.034229743247296655,3.4306756241414645e-07,76.05098610547373,0.5000035618940912
North America,US,Tennessee,2020-03-19,31.913849161311248,0.3881298617528684,-0.5504852330344431,0.01176999126176012,3.9725147441108604,0.019148871089155108,0.29951158204558126,14.278022183070535,0.5460278344051948,0.06989089663666924,72.46137450002004,0.5000000191323245
North America,US,Texas,2020-03-17,46.34575448208699,0.4083986413508098,0.3913332276874242,0.02395942056081398,3.924326781468629,0.028196129994816146,0.21118051235040314,48.489952586969615,0.6792617189600012,0.42463471681701603,86.07277290294405,0.5000000124301767
North America,US,Utah,2020-03-20,24.20862609142157,0.4156797677507423,-0.6261848127622668,0.012142746989236335,0.3480211446082889,0.011581739999035216,0.49999999115587207,1.299272580331897,4.473462720315823,0.10728726816045879,73.74032420005456,0.6362508218506762
North America,US,Vermont,2020-03-24,5.59884057419504,0.48153950184474675,-334.6282879820638,0.09889842787584624,0.4186833724599476,0.047542261227427614,2.058081766362452e-09,5.735195664085431,0.18038094484788347,0.30556561713768754,50.73190688151519,0.5000000523320526
North America,US,Virginia,2020-03-20,13.59451927125495,1.673681077907155,-26.646147922760655,0.7025537541831537,5.827921880556182,0.03588792359981,0.16393059552590403,8.172190975819799,0.24504120770960733,1.7929782885527237e-10,86.97021012282161,0.500002559605258
North America,US,Washington,2020-03-07,39.059313574589915,0.36997543999178073,0.12675091517632317,0.060063856230033665,12.767968579655637,0.05938326328159904,0.16832578797386735,238.99441614209547,165.8231306938808,0.15237210038166105,80.17456723556226,0.5000016250883679
North America,US,West Virginia,2020-03-29,29.40089395864098,0.41600806755228564,-262.5509666503066,0.02079295975586157,0.2831798925424801,0.04615215654781306,0.19416584769089287,1.5146005869460695,1.1705516964302418,0.2162373525915103,76.98903044714251,0.5000121798701083
North America,US,Wisconsin,2020-03-18,17.416992889347938,0.7224501446358758,-35.47467836359248,0.20593023030534216,3.1561319401596526,0.03874211519542867,0.1669400809395911,5.270260699895648,1.0682505496929562,8.563317155720186e-10,97.99998907143653,0.5000037906635143
North America,US,Wyoming,2020-03-31,13.590324811993511,0.8540065244333768,-294.8085108255048,0.08709870333764107,0.019100809835624732,0.04159381035154254,0.49999995758703053,0.045191243133560544,1.024448469371234,0.4999999829255123,76.72663322249154,0.5000019413129384
