Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2020-07-01,2732375,166145,24922,24922,129030,6229
None,None,None,2020-07-02,2796961,218276,33271,34609,129387,8159
None,None,None,2020-07-03,2856742,262548,40544,43575,129808,9795
None,None,None,2020-07-04,2914268,301908,47169,52205,130272,11240
None,None,None,2020-07-05,2971000,338087,53380,60716,130783,12563
None,None,None,2020-07-06,3027728,372035,59320,69226,131330,13794
None,None,None,2020-07-07,3084900,404318,65057,77800,131904,14964
None,None,None,2020-07-08,3142726,435264,70636,86477,132518,16085
None,None,None,2020-07-09,3201269,464991,76070,95255,133165,17158
None,None,None,2020-07-10,3260578,493639,81374,104154,133842,18190
None,None,None,2020-07-11,3320657,521276,86562,113163,134546,19181
None,None,None,2020-07-12,3381444,547902,91619,122283,135284,20127
None,None,None,2020-07-13,3442899,573529,96545,131502,136051,21045
None,None,None,2020-07-14,3504954,598167,101342,140813,136842,21923
None,None,None,2020-07-15,3567534,621802,106000,150196,137662,22757
None,None,None,2020-07-16,3630551,644417,110519,159645,138505,23553
None,None,None,2020-07-17,3693941,666004,114881,169158,139377,24315
None,None,None,2020-07-18,3757615,686561,119099,178707,140264,25031
None,None,None,2020-07-19,3821451,705995,123148,188286,141180,25715
None,None,None,2020-07-20,3885350,724302,127025,197869,142104,26351
None,None,None,2020-07-21,3949234,741471,130730,207449,143057,26945
None,None,None,2020-07-22,4013046,757526,134252,217023,144019,27499
None,None,None,2020-07-23,4076732,772484,137604,226574,145004,28009
None,None,None,2020-07-24,4140171,786297,140765,236090,145999,28482
None,None,None,2020-07-25,4203279,798944,143741,245555,147013,28904
None,None,None,2020-07-26,4265986,810438,146520,254964,148026,29291
None,None,None,2020-07-27,4328226,820787,149110,264298,149058,29632
None,None,None,2020-07-28,4389958,830016,151506,273559,150102,29934
None,None,None,2020-07-29,4451150,838166,153718,282738,151147,30194
None,None,None,2020-07-30,4511754,845266,155746,291829,152202,30420
None,None,None,2020-07-31,4571758,851355,157591,300832,153270,30607
None,None,None,2020-08-01,4631103,856449,159259,309731,154330,30762
None,None,None,2020-08-02,4689704,860537,160743,318522,155407,30876
None,None,None,2020-08-03,4747557,863641,162052,327201,156477,30948
None,None,None,2020-08-04,4804658,865836,163184,335766,157553,30999
None,None,None,2020-08-05,4861022,867207,164166,344217,158628,31017
None,None,None,2020-08-06,4916640,867788,164990,352563,159706,31006
None,None,None,2020-08-07,4971471,867593,165658,360787,160782,30967
None,None,None,2020-08-08,5025462,866621,166183,368883,161857,30902
None,None,None,2020-08-09,5078576,864856,166550,376850,162925,30808
None,None,None,2020-08-10,5130821,862376,166772,384691,163991,30688
None,None,None,2020-08-11,5182239,859246,166862,392401,165062,30550
None,None,None,2020-08-12,5232859,855553,166826,399996,166118,30385
None,None,None,2020-08-13,5282720,851375,166688,407473,167173,30207
None,None,None,2020-08-14,5331831,846754,166445,414838,168221,30015
None,None,None,2020-08-15,5380143,841669,166102,422089,169265,29806
None,None,None,2020-08-16,5427605,836075,165642,429202,170298,29577
None,None,None,2020-08-17,5474220,830013,165074,436196,171328,29338
None,None,None,2020-08-18,5520060,823588,164421,443076,172348,29079
None,None,None,2020-08-19,5565190,816881,163694,449845,173360,28816
None,None,None,2020-08-20,5609640,809951,162898,456516,174361,28545
None,None,None,2020-08-21,5653436,802820,162044,463081,175356,28270
None,None,None,2020-08-22,5696547,795491,161128,469549,176340,27988
None,None,None,2020-08-23,5738966,787945,160147,475911,177313,27697
None,None,None,2020-08-24,5780750,780258,159126,482177,178279,27403
None,None,None,2020-08-25,5821951,772491,158061,488354,179240,27109
None,None,None,2020-08-26,5862628,764699,156960,494457,180182,26809
None,None,None,2020-08-27,5902808,756925,155834,500489,181116,26515
None,None,None,2020-08-28,5942500,749172,154702,506441,182045,26229
None,None,None,2020-08-29,5981704,741422,153537,512318,182959,25940
None,None,None,2020-08-30,6020467,733726,152361,518138,183866,25650
None,None,None,2020-08-31,6058829,726122,151184,523889,184762,25367
None,None,None,2020-09-01,6096855,718661,150002,529595,185647,25090
None,None,None,2020-09-02,6134584,711384,148837,535246,186525,24817
None,None,None,2020-09-03,6172039,704301,147680,540867,187392,24555
None,None,None,2020-09-04,6209219,697393,146537,546446,188249,24302
None,None,None,2020-09-05,6246146,690657,145407,551988,189100,24054
None,None,None,2020-09-06,6282867,684134,144292,557491,189939,23816
None,None,None,2020-09-07,6319422,677860,143203,562979,190769,23587
None,None,None,2020-09-08,6355867,671868,142155,568445,191593,23370
None,None,None,2020-09-09,6392255,666185,141140,573904,192411,23163
None,None,None,2020-09-10,6428602,660816,140161,579355,193212,22974
None,None,None,2020-09-11,6464919,655750,139227,584805,194009,22788
None,None,None,2020-09-12,6501222,650976,138328,590251,194799,22618
None,None,None,2020-09-13,6537559,646524,137477,595699,195575,22456
None,None,None,2020-09-14,6573962,642402,136672,601162,196355,22312
None,None,None,2020-09-15,6610480,638639,135916,606637,197117,22178
None,None,None,2020-09-16,6647181,635286,135229,612140,197881,22061
None,None,None,2020-09-17,6684097,632346,134598,617679,198631,21958
None,None,None,2020-09-18,6721239,629799,134026,623252,199381,21870
None,None,None,2020-09-19,6758619,627625,133519,628858,200121,21796
None,None,None,2020-09-20,6796269,625846,133075,634506,200856,21737
None,None,None,2020-09-21,6834242,624474,132689,640199,201584,21695
None,None,None,2020-09-22,6872594,623540,132384,645954,202308,21669
None,None,None,2020-09-23,6911389,623095,132158,651774,203027,21657
None,None,None,2020-09-24,6950664,623127,132004,657664,203740,21667
None,None,None,2020-09-25,6990424,623628,131936,663629,204451,21694
None,None,None,2020-09-26,7030699,624573,131938,669673,205158,21736
None,None,None,2020-09-27,7071535,625989,132024,675794,205862,21792
None,None,None,2020-09-28,7112980,627898,132198,682011,206560,21873
None,None,None,2020-09-29,7155127,630350,132466,688332,207256,21960
None,None,None,2020-09-30,7198028,633370,132826,694774,207948,22086
None,None,None,2020-10-01,7241702,636952,133288,701321,208642,22221
None,None,None,2020-10-02,7286167,641058,133844,707992,209331,22379
None,None,None,2020-10-03,7331490,645723,134501,714791,210018,22557
None,None,None,2020-10-04,7377723,650959,135262,721724,210703,22752
None,None,None,2020-10-05,7424941,656807,136129,728808,211395,22970
None,None,None,2020-10-06,7473206,663302,137110,736046,212081,23213
None,None,None,2020-10-07,7522583,670460,138210,743453,212766,23481
None,None,None,2020-10-08,7573093,678243,139430,751029,213456,23773
None,None,None,2020-10-09,7624761,686659,140764,758777,214142,24085
None,None,None,2020-10-10,7677651,695713,142212,766713,214834,24420
None,None,None,2020-10-11,7731842,705438,143780,774843,215524,24781
None,None,None,2020-10-12,7787414,715891,145490,783180,216217,25167
None,None,None,2020-10-13,7844448,727097,147327,791732,216912,25580
None,None,None,2020-10-14,7902991,739058,149313,800516,217614,26018
None,None,None,2020-10-15,7963049,751725,151426,809523,218320,26483
None,None,None,2020-10-16,8024663,765087,153666,818766,219031,26971
None,None,None,2020-10-17,8087944,779206,156057,828257,219742,27490
None,None,None,2020-10-18,8153037,794184,158599,838020,220457,28039
None,None,None,2020-10-19,8220040,810075,161307,848071,221181,28623
None,None,None,2020-10-20,8289047,826909,164191,858420,221914,29241
None,None,None,2020-10-21,8360107,844675,167242,869081,222647,29893
None,None,None,2020-10-22,8433268,863335,170466,880058,223394,30569
None,None,None,2020-10-23,8508713,883016,173878,891374,224143,31282
None,None,None,2020-10-24,8586627,903845,177495,903060,224911,32042
None,None,None,2020-10-25,8667143,925876,181329,915136,225677,32849
None,None,None,2020-10-26,8750347,949137,185388,927616,226461,33694
None,None,None,2020-10-27,8836232,973543,189654,940501,227251,34581
None,None,None,2020-10-28,8924742,998947,194117,953772,228055,35503
None,None,None,2020-10-29,9015901,1025298,198758,967450,228874,36463
None,None,None,2020-10-30,9109880,1052692,203604,981552,229704,37458
None,None,None,2020-10-31,9206856,1081257,208674,996096,230545,38497
None,None,None,2020-11-01,9307044,1111145,213981,1011120,231403,39581
None,None,None,2020-11-02,9410578,1142413,219547,1026648,232279,40712
None,None,None,2020-11-03,9517495,1175010,225352,1042692,233164,41895
None,None,None,2020-11-04,9627785,1208809,231394,1059228,234075,43124
None,None,None,2020-11-05,9741512,1243792,237662,1076290,234996,44389
None,None,None,2020-11-06,9858869,1280064,244173,1093895,235944,45700
None,None,None,2020-11-07,9980111,1317821,250966,1112081,236910,47068
None,None,None,2020-11-08,10105472,1357203,258053,1130891,237893,48492
None,None,None,2020-11-09,10235050,1398219,265450,1150324,238895,49979
None,None,None,2020-11-10,10368917,1440815,273127,1170404,239922,51515
None,None,None,2020-11-11,10507124,1484937,281106,1191133,240975,53111
None,None,None,2020-11-12,10649736,1530537,289361,1212528,242052,54759
None,None,None,2020-11-13,10796998,1577748,297929,1234616,243156,56462
None,None,None,2020-11-14,10949171,1626753,306827,1257443,244282,58234
None,None,None,2020-11-15,11106408,1677592,316065,1281026,245442,60067
None,None,None,2020-11-16,11268864,1730302,325658,1305395,246618,61974
None,None,None,2020-11-17,11436646,1784863,335593,1330562,247838,63940
None,None,None,2020-11-18,11609822,1841222,345870,1356539,249087,65974
None,None,None,2020-11-19,11788495,1899338,356492,1383341,250359,68067
None,None,None,2020-11-20,11972913,1959372,367467,1411001,251670,70234
None,None,None,2020-11-21,12163257,2021371,378826,1439555,253013,72467
None,None,None,2020-11-22,12359620,2085326,390550,1469008,254391,74768
None,None,None,2020-11-23,12562043,2151135,402632,1499371,255809,77140
None,None,None,2020-11-24,12770578,2218723,415070,1530653,257265,79574
None,None,None,2020-11-25,12985267,2288013,427839,1562856,258756,82066
