Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2020-03-07,203,101,15,15,17,4
None,None,None,2020-03-08,744,599,91,96,41,22
None,None,None,2020-03-09,1350,1119,172,187,71,41
None,None,None,2020-03-10,2111,1753,271,301,106,65
None,None,None,2020-03-11,3058,2523,392,444,146,95
None,None,None,2020-03-12,4335,3560,555,634,194,133
None,None,None,2020-03-13,5781,4682,734,852,254,174
None,None,None,2020-03-14,7655,6127,963,1132,329,228
None,None,None,2020-03-15,9816,7754,1225,1454,422,288
None,None,None,2020-03-16,12938,10153,1606,1916,545,377
None,None,None,2020-03-17,18463,14726,2322,2743,710,548
None,None,None,2020-03-18,25282,20221,3188,3766,939,753
None,None,None,2020-03-19,33822,26968,4256,5041,1239,1002
None,None,None,2020-03-20,44113,34905,5521,6574,1630,1296
None,None,None,2020-03-21,55634,43452,6899,8301,2112,1612
None,None,None,2020-03-22,68410,52625,8385,10209,2671,1949
None,None,None,2020-03-23,82925,62859,10058,12386,3304,2327
None,None,None,2020-03-24,98610,73464,11805,14728,4038,2723
None,None,None,2020-03-25,115040,84101,13580,17183,4852,3114
None,None,None,2020-03-26,132481,95017,15420,19801,5732,3513
None,None,None,2020-03-27,150932,106163,17311,22567,6682,3925
None,None,None,2020-03-28,170162,117318,19229,25448,7699,4328
None,None,None,2020-03-29,190255,128564,21173,28465,8788,4736
None,None,None,2020-03-30,211308,139977,23169,31616,9945,5156
None,None,None,2020-03-31,233081,151347,25169,34882,11156,5567
None,None,None,2020-04-01,255553,162637,27182,38253,12429,5979
None,None,None,2020-04-02,278757,173877,29199,41737,13753,6381
None,None,None,2020-04-03,302645,185042,31219,45318,15137,6786
None,None,None,2020-04-04,327201,196121,33245,48998,16573,7187
None,None,None,2020-04-05,352378,207081,35263,52777,18047,7582
None,None,None,2020-04-06,378122,217870,37271,56638,19573,7969
None,None,None,2020-04-07,404394,228468,39257,60581,21144,8348
None,None,None,2020-04-08,431158,238857,41225,64597,22746,8720
None,None,None,2020-04-09,458379,249014,43165,68679,24385,9078
None,None,None,2020-04-10,486001,258910,45076,72821,26058,9435
None,None,None,2020-04-11,513974,268507,46943,77016,27755,9773
None,None,None,2020-04-12,542244,277776,48772,81258,29488,10105
None,None,None,2020-04-13,570789,286719,50560,85541,31230,10421
None,None,None,2020-04-14,599595,295346,52297,89860,33000,10721
None,None,None,2020-04-15,628615,303643,53992,94211,34786,11013
None,None,None,2020-04-16,657798,311575,55628,98594,36582,11294
None,None,None,2020-04-17,687092,319107,57207,102985,38389,11556
None,None,None,2020-04-18,716447,326223,58722,107388,40205,11798
None,None,None,2020-04-19,745861,332962,60178,111798,42030,12038
None,None,None,2020-04-20,775322,339325,61574,116223,43859,12253
None,None,None,2020-04-21,804808,345320,62922,120645,45681,12459
None,None,None,2020-04-22,834268,350930,64195,125061,47501,12650
None,None,None,2020-04-23,863647,356115,65398,129470,49320,12826
None,None,None,2020-04-24,892933,360894,66537,133861,51134,12986
None,None,None,2020-04-25,922103,365270,67609,138235,52941,13129
None,None,None,2020-04-26,951153,369272,68613,142591,54735,13265
None,None,None,2020-04-27,980063,372901,69558,146932,56520,13381
None,None,None,2020-04-28,1008811,376166,70435,151245,58287,13486
None,None,None,2020-04-29,1037371,379052,71250,155525,60044,13579
None,None,None,2020-04-30,1065722,381577,71998,159780,61782,13656
None,None,None,2020-05-01,1093848,383745,72675,164000,63501,13721
None,None,None,2020-05-02,1121740,385565,73301,168182,65199,13776
None,None,None,2020-05-03,1149396,387061,73858,172333,66883,13816
None,None,None,2020-05-04,1176802,388240,74355,176444,68543,13845
None,None,None,2020-05-05,1203941,389114,74798,180509,70174,13868
None,None,None,2020-05-06,1230803,389679,75184,184540,71789,13875
None,None,None,2020-05-07,1257380,389956,75506,188529,73378,13870
None,None,None,2020-05-08,1283660,389949,75780,192471,74947,13862
None,None,None,2020-05-09,1309649,389677,75999,196370,76486,13837
None,None,None,2020-05-10,1335346,389163,76162,200221,78000,13813
None,None,None,2020-05-11,1360734,388407,76283,204033,79486,13769
None,None,None,2020-05-12,1385823,387426,76360,207796,80949,13723
None,None,None,2020-05-13,1410611,386238,76383,211515,82383,13672
None,None,None,2020-05-14,1435086,384843,76365,215183,83787,13608
None,None,None,2020-05-15,1459243,383254,76311,218808,85170,13544
None,None,None,2020-05-16,1483094,381484,76204,222382,86517,13472
None,None,None,2020-05-17,1506639,379548,76070,225917,87846,13391
