Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Active LB,Active Hospitalized LB,Cumulative Hospitalized LB,Total Detected Deaths LB,Active Ventilated LB,Total Detected UB,Active UB,Active Hospitalized UB,Cumulative Hospitalized UB,Total Detected Deaths UB,Active Ventilated UB
North America,Canada,Newfoundland and Labrador,2020-10-13,263,0,0,40,3,0,,,263,0,0,40,3,0,292,0,0,44,3,0
North America,Canada,Newfoundland and Labrador,2020-10-14,263,0,0,40,3,0,,,263,0,0,40,3,0,292,0,0,44,3,0
North America,Canada,Newfoundland and Labrador,2020-10-15,263,0,0,40,3,0,,,263,0,0,40,3,0,292,0,0,44,3,0
North America,Canada,Newfoundland and Labrador,2020-10-16,263,0,0,40,3,0,,,263,0,0,40,3,0,292,0,0,44,3,0
North America,Canada,Newfoundland and Labrador,2020-10-17,263,0,0,40,3,0,,,263,0,0,40,3,0,293,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-18,263,0,0,40,3,0,,,263,0,0,40,3,0,293,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-19,263,0,0,40,3,0,,,263,0,0,40,3,0,293,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-20,263,0,0,40,3,0,,,263,0,0,40,3,0,294,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-21,263,0,0,40,3,0,,,263,0,0,40,3,0,294,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-22,263,0,0,40,3,0,,,263,0,0,40,3,0,294,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-23,263,0,0,40,3,0,,,263,0,0,40,3,0,294,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-24,263,0,0,40,3,0,,,263,0,0,40,3,0,295,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-25,263,0,0,40,3,0,,,263,0,0,40,3,0,295,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-26,263,0,0,40,3,0,,,263,0,0,40,3,0,295,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-27,263,0,0,40,3,0,,,263,0,0,40,3,0,295,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-28,263,0,0,40,3,0,,,263,0,0,40,3,0,296,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-29,263,0,0,40,3,0,,,263,0,0,40,3,0,296,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-30,263,0,0,40,3,0,,,263,0,0,40,3,0,296,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-10-31,263,0,0,40,3,0,,,263,0,0,40,3,0,296,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-01,263,0,0,40,3,0,,,263,0,0,40,3,0,297,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-02,263,0,0,40,3,0,,,263,0,0,40,3,0,297,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-03,263,0,0,40,3,0,,,263,0,0,40,3,0,297,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-04,263,0,0,40,3,0,,,263,0,0,40,3,0,297,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-05,263,0,0,40,3,0,,,263,0,0,40,3,0,298,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-06,263,0,0,40,3,0,,,263,0,0,40,3,0,298,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-07,263,0,0,40,3,0,,,263,0,0,40,3,0,298,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-08,263,0,0,40,3,0,,,263,0,0,40,3,0,298,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-09,263,0,0,40,3,0,,,263,0,0,40,3,0,299,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-10,263,0,0,40,3,0,,,263,0,0,40,3,0,299,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-11,263,0,0,40,3,0,,,263,0,0,40,3,0,299,0,0,45,3,0
North America,Canada,Newfoundland and Labrador,2020-11-12,263,0,0,40,3,0,,,263,0,0,40,3,0,299,0,0,46,3,0
North America,Canada,Newfoundland and Labrador,2020-11-13,263,0,0,40,3,0,,,263,0,0,40,3,0,299,0,0,46,3,0
North America,Canada,Newfoundland and Labrador,2020-11-14,263,0,0,40,3,0,,,263,0,0,40,3,0,300,0,0,46,3,0
North America,Canada,Newfoundland and Labrador,2020-11-15,263,0,0,40,3,0,,,263,0,0,40,3,0,300,0,0,46,3,0
North America,Canada,None,2020-03-15,104,104,16,16,0,4,104.0,0.0,104,104,16,16,0,4,104,104,16,16,0,4
North America,Canada,None,2020-03-16,245,212,32,33,6,8,280.0,4.0,245,212,32,33,6,8,245,212,32,33,6,8
North America,Canada,None,2020-03-17,446,392,60,63,10,15,288.0,5.0,446,392,60,63,10,15,446,392,60,63,10,15
North America,Canada,None,2020-03-18,666,577,89,96,16,21,407.0,8.0,666,577,89,96,16,21,666,577,89,96,16,21
North America,Canada,None,2020-03-19,1137,994,153,166,25,37,728.0,9.0,1137,994,153,166,25,37,1137,994,153,166,25,37
North America,Canada,None,2020-03-20,1732,1502,232,255,39,56,864.0,12.0,1732,1502,232,255,39,56,1732,1502,232,255,39,56
North America,Canada,None,2020-03-21,2267,1917,300,336,57,72,1177.0,19.0,2267,1917,300,336,57,72,2267,1917,300,336,57,72
North America,Canada,None,2020-03-22,2783,2285,358,413,79,85,1327.0,20.0,2783,2285,358,413,79,85,2783,2285,358,413,79,85
North America,Canada,None,2020-03-23,3305,2636,416,491,107,98,1904.0,24.0,3305,2636,416,491,107,98,3305,2636,416,491,107,98
North America,Canada,None,2020-03-24,3848,2981,475,572,137,111,2577.0,25.0,3848,2981,475,572,137,111,3848,2981,475,572,137,111
North America,Canada,None,2020-03-25,4420,3332,534,659,169,123,3005.0,29.0,4420,3332,534,659,169,123,4420,3332,534,659,169,123
North America,Canada,None,2020-03-26,5028,3696,597,750,204,137,3701.0,37.0,5028,3696,597,750,204,137,5028,3696,597,750,204,137
North America,Canada,None,2020-03-27,5778,4175,677,862,245,155,4387.0,52.0,5778,4175,677,862,245,155,5778,4175,677,862,245,155
North America,Canada,None,2020-03-28,6728,4820,782,1004,287,178,5432.0,59.0,6728,4820,782,1004,287,178,6728,4820,782,1004,287,178
North America,Canada,None,2020-03-29,7500,5242,856,1121,332,194,6113.0,62.0,7500,5242,856,1121,332,194,7500,5242,856,1121,332,194
North America,Canada,None,2020-03-30,8318,5682,934,1243,383,209,7198.0,78.0,8318,5682,934,1243,383,209,8318,5682,934,1243,383,209
North America,Canada,None,2020-03-31,9289,6240,1030,1388,436,230,8417.0,100.0,9289,6240,1030,1388,436,230,9289,6240,1030,1388,436,230
North America,Canada,None,2020-04-01,10223,6727,1115,1529,494,246,9438.0,108.0,10223,6727,1115,1529,494,246,10223,6727,1115,1529,494,246
North America,Canada,None,2020-04-02,11207,7228,1203,1675,554,266,11150.0,138.0,11207,7228,1203,1675,554,266,11207,7228,1203,1675,554,266
North America,Canada,None,2020-04-03,12242,7747,1294,1830,617,283,12303.0,178.0,12242,7747,1294,1830,617,283,12242,7747,1294,1830,617,283
North America,Canada,None,2020-04-04,13326,8284,1391,1993,685,304,12842.0,217.0,13326,8284,1391,1993,685,304,13326,8284,1391,1993,685,304
North America,Canada,None,2020-04-05,14462,8830,1488,2165,756,324,15613.0,258.0,14462,8830,1488,2165,756,324,14462,8830,1488,2165,756,324
North America,Canada,None,2020-04-06,15750,9492,1603,2356,830,348,16517.0,338.0,15750,9492,1603,2356,830,348,15750,9492,1603,2356,830,348
North America,Canada,None,2020-04-07,16986,10057,1706,2541,907,370,17825.0,374.0,16986,10057,1706,2541,907,370,16986,10057,1706,2541,907,370
North America,Canada,None,2020-04-08,18273,10634,1810,2736,990,390,19091.0,405.0,18273,10634,1810,2736,990,390,18273,10634,1810,2736,990,390
North America,Canada,None,2020-04-09,19605,11222,1917,2936,1075,410,20604.0,502.0,19605,11222,1917,2936,1075,410,19605,11222,1917,2936,1075,410
North America,Canada,None,2020-04-10,20985,11813,2025,3141,1163,432,22008.0,556.0,20985,11813,2025,3141,1163,432,20985,11813,2025,3141,1163,432
North America,Canada,None,2020-04-11,22406,12407,2134,3356,1256,453,23265.0,653.0,22406,12407,2134,3356,1256,453,22406,12407,2134,3356,1256,453
North America,Canada,None,2020-04-12,23866,13000,2244,3573,1352,475,24248.0,713.0,23866,13000,2244,3573,1352,475,23866,13000,2244,3573,1352,475
North America,Canada,None,2020-04-13,25365,13589,2353,3800,1451,497,25629.0,780.0,25365,13589,2353,3800,1451,497,25365,13589,2353,3800,1451,497
North America,Canada,None,2020-04-14,26895,14176,2463,4029,1558,517,26984.0,900.0,26895,14176,2463,4029,1558,517,26895,14176,2463,4029,1558,517
North America,Canada,None,2020-04-15,28464,14758,2574,4264,1663,537,28157.0,1007.0,28464,14758,2574,4264,1663,537,28464,14758,2574,4264,1663,537
North America,Canada,None,2020-04-16,30064,15334,2682,4503,1773,559,30757.0,1258.0,30064,15334,2682,4503,1773,559,30064,15334,2682,4503,1773,559
North America,Canada,None,2020-04-17,31686,15894,2791,4747,1886,577,32762.0,1355.0,31686,15894,2791,4747,1886,577,31686,15894,2791,4747,1886,577
North America,Canada,None,2020-04-18,33331,16440,2896,4995,2000,598,34303.0,1400.0,33331,16440,2896,4995,2000,598,33331,16440,2896,4995,2000,598
North America,Canada,None,2020-04-19,34996,16969,2997,5243,2119,617,35580.0,1564.0,34996,16969,2997,5243,2119,617,34996,16969,2997,5243,2119,617
North America,Canada,None,2020-04-20,36677,17480,3099,5494,2241,635,37603.0,1726.0,36677,17480,3099,5494,2241,635,36677,17480,3099,5494,2241,635
North America,Canada,None,2020-04-21,38377,17976,3199,5751,2364,652,39347.0,1909.0,38377,17976,3199,5751,2364,652,38377,17976,3199,5751,2364,652
North America,Canada,None,2020-04-22,40089,18452,3294,6008,2488,669,41608.0,2077.0,40089,18452,3294,6008,2488,669,40089,18452,3294,6008,2488,669
North America,Canada,None,2020-04-23,41806,18905,3387,6265,2617,685,43244.0,2240.0,41806,18905,3387,6265,2617,685,41806,18905,3387,6265,2617,685
North America,Canada,None,2020-04-24,43529,19333,3476,6524,2746,700,44864.0,2401.0,43529,19333,3476,6524,2746,700,43529,19333,3476,6524,2746,700
North America,Canada,None,2020-04-25,45251,19733,3561,6781,2878,713,46316.0,2570.0,45251,19733,3561,6781,2878,713,45251,19733,3561,6781,2878,713
North America,Canada,None,2020-04-26,46972,20104,3639,7040,3011,727,47978.0,2686.0,46972,20104,3639,7040,3011,727,46972,20104,3639,7040,3011,727
North America,Canada,None,2020-04-27,48687,20451,3716,7297,3146,739,49561.0,2840.0,48687,20451,3716,7297,3146,739,48687,20451,3716,7297,3146,739
North America,Canada,None,2020-04-28,50402,20771,3789,7556,3281,750,51094.0,2982.0,50402,20771,3789,7556,3281,750,50402,20771,3789,7556,3281,750
North America,Canada,None,2020-04-29,52108,21065,3856,7811,3415,759,52809.0,3154.0,52108,21065,3856,7811,3415,759,52108,21065,3856,7811,3415,759
North America,Canada,None,2020-04-30,53801,21330,3921,8065,3552,768,54401.0,3309.0,53801,21330,3921,8065,3552,768,53801,21330,3921,8065,3552,768
North America,Canada,None,2020-05-01,55480,21562,3978,8316,3688,775,56286.0,3536.0,55480,21562,3978,8316,3688,775,55480,21562,3978,8316,3688,775
North America,Canada,None,2020-05-02,57141,21761,4031,8566,3826,783,57869.0,3683.0,57141,21761,4031,8566,3826,783,57141,21761,4031,8566,3826,783
North America,Canada,None,2020-05-03,58782,21930,4079,8812,3961,787,60447.0,3794.0,58782,21930,4079,8812,3961,787,58782,21930,4079,8812,3961,787
North America,Canada,None,2020-05-04,60402,22070,4123,9053,4097,791,61900.0,4002.0,60402,22070,4123,9053,4097,791,60402,22070,4123,9053,4097,791
North America,Canada,None,2020-05-05,62004,22182,4158,9294,4233,796,63158.0,4189.0,62004,22182,4158,9294,4233,796,62004,22182,4158,9294,4233,796
North America,Canada,None,2020-05-06,63582,22267,4191,9532,4367,799,64637.0,4365.0,63582,22267,4191,9532,4367,799,63582,22267,4191,9532,4367,799
North America,Canada,None,2020-05-07,65137,22325,4219,9765,4501,799,66144.0,4540.0,65137,22325,4219,9765,4501,799,65137,22325,4219,9765,4501,799
North America,Canada,None,2020-05-08,66666,22349,4239,9995,4636,800,67617.0,4696.0,66666,22349,4239,9995,4636,800,66666,22349,4239,9995,4636,800
North America,Canada,None,2020-05-09,68161,22345,4258,10218,4768,799,68861.0,4822.0,68161,22345,4258,10218,4768,799,68161,22345,4258,10218,4768,799
North America,Canada,None,2020-05-10,69626,22316,4269,10439,4897,797,70034.0,4990.0,69626,22316,4269,10439,4897,797,69626,22316,4269,10439,4897,797
North America,Canada,None,2020-05-11,71065,22254,4276,10653,5026,794,71207.0,5114.0,71065,22254,4276,10653,5026,794,71065,22254,4276,10653,5026,794
North America,Canada,None,2020-05-12,72469,22171,4278,10865,5155,791,72362.0,5299.0,72469,22171,4278,10865,5155,791,72469,22171,4278,10865,5155,791
North America,Canada,None,2020-05-13,73844,22069,4277,11071,5279,786,73511.0,5424.0,73844,22069,4277,11071,5279,786,73844,22069,4277,11071,5279,786
North America,Canada,None,2020-05-14,75187,21938,4272,11272,5404,781,74724.0,5591.0,75187,21938,4272,11272,5404,781,75187,21938,4272,11272,5404,781
North America,Canada,None,2020-05-15,76499,21785,4260,11468,5526,775,75902.0,5678.0,76499,21785,4260,11468,5526,775,76499,21785,4260,11468,5526,775
North America,Canada,None,2020-05-16,77775,21611,4242,11659,5645,768,77149.0,5799.0,77775,21611,4242,11659,5645,768,77775,21611,4242,11659,5645,768
North America,Canada,None,2020-05-17,79016,21415,4224,11847,5762,760,78275.0,5902.0,79016,21415,4224,11847,5762,760,79016,21415,4224,11847,5762,760
North America,Canada,None,2020-05-18,80224,21201,4202,12027,5876,751,79354.0,5959.0,80224,21201,4202,12027,5876,751,80224,21201,4202,12027,5876,751
North America,Canada,None,2020-05-19,81398,20969,4176,12204,5989,740,80436.0,6027.0,81398,20969,4176,12204,5989,740,81398,20969,4176,12204,5989,740
North America,Canada,None,2020-05-20,82538,20719,4144,12376,6101,730,81518.0,6149.0,82538,20719,4144,12376,6101,730,82538,20719,4144,12376,6101,730
North America,Canada,None,2020-05-21,83644,20452,4112,12540,6208,720,82685.0,6266.0,83644,20452,4112,12540,6208,720,83644,20452,4112,12540,6208,720
North America,Canada,None,2020-05-22,84714,20171,4074,12701,6313,710,83890.0,6359.0,84714,20171,4074,12701,6313,710,84714,20171,4074,12701,6313,710
North America,Canada,None,2020-05-23,85749,19874,4034,12859,6416,699,85094.0,6465.0,85749,19874,4034,12859,6416,699,85749,19874,4034,12859,6416,699
North America,Canada,None,2020-05-24,86754,19566,3990,13009,6516,686,86049.0,6533.0,86754,19566,3990,13009,6516,686,86754,19566,3990,13009,6516,686
North America,Canada,None,2020-05-25,87726,19248,3943,13153,6613,675,87062.0,6654.0,87726,19248,3943,13153,6613,675,87726,19248,3943,13153,6613,675
North America,Canada,None,2020-05-26,88666,18921,3896,13295,6707,663,88033.0,6752.0,88666,18921,3896,13295,6707,663,88666,18921,3896,13295,6707,663
North America,Canada,None,2020-05-27,89577,18588,3846,13432,6799,649,88932.0,6875.0,89577,18588,3846,13432,6799,649,89577,18588,3846,13432,6799,649
North America,Canada,None,2020-05-28,90450,18240,3793,13563,6888,636,89919.0,6981.0,90450,18240,3793,13563,6888,636,90450,18240,3793,13563,6888,636
North America,Canada,None,2020-05-29,91291,17884,3738,13689,6975,622,90852.0,7062.0,91291,17884,3738,13689,6975,622,91291,17884,3738,13689,6975,622
North America,Canada,None,2020-05-30,92100,17520,3681,13811,7058,610,91624.0,7158.0,92100,17520,3681,13811,7058,610,92100,17520,3681,13811,7058,610
North America,Canada,None,2020-05-31,92882,17156,3623,13927,7137,597,92422.0,7373.0,92882,17156,3623,13927,7137,597,92882,17156,3623,13927,7137,597
North America,Canada,None,2020-06-01,93634,16784,3562,14039,7216,583,93231.0,7403.0,93634,16784,3562,14039,7216,583,93634,16784,3562,14039,7216,583
North America,Canada,None,2020-06-02,94358,16412,3502,14149,7294,569,93904.0,7477.0,94358,16412,3502,14149,7294,569,94358,16412,3502,14149,7294,569
North America,Canada,None,2020-06-03,95055,16035,3439,14253,7366,554,94585.0,7578.0,95055,16035,3439,14253,7366,554,95055,16035,3439,14253,7366,554
North America,Canada,None,2020-06-04,95721,15657,3377,14354,7436,542,95213.0,7716.0,95721,15657,3377,14354,7436,542,95721,15657,3377,14354,7436,542
North America,Canada,None,2020-06-05,96362,15277,3313,14449,7504,528,95891.0,7777.0,96362,15277,3313,14449,7504,528,96362,15277,3313,14449,7504,528
North America,Canada,None,2020-06-06,96977,14897,3247,14543,7570,514,96419.0,7849.0,96977,14897,3247,14543,7570,514,96977,14897,3247,14543,7570,514
North America,Canada,None,2020-06-07,97566,14517,3182,14631,7631,500,97122.0,7876.0,97566,14517,3182,14631,7631,500,97566,14517,3182,14631,7631,500
North America,Canada,None,2020-06-08,98132,14139,3116,14716,7692,486,97723.0,7909.0,98132,14139,3116,14716,7692,486,98132,14139,3116,14716,7692,486
North America,Canada,None,2020-06-09,98672,13764,3051,14797,7750,471,98185.0,7969.0,98672,13764,3051,14797,7750,471,98672,13764,3051,14797,7750,471
North America,Canada,None,2020-06-10,99190,13389,2985,14873,7808,458,98664.0,8037.0,99190,13389,2985,14873,7808,458,99190,13389,2985,14873,7808,458
North America,Canada,None,2020-06-11,99684,13015,2918,14948,7861,445,99103.0,8070.0,99684,13015,2918,14948,7861,445,99684,13015,2918,14948,7861,445
North America,Canada,None,2020-06-12,100158,12646,2850,15019,7912,432,99539.0,8124.0,100158,12646,2850,15019,7912,432,100158,12646,2850,15019,7912,432
North America,Canada,None,2020-06-13,100610,12280,2783,15087,7961,419,99987.0,8182.0,100610,12280,2783,15087,7961,419,100610,12280,2783,15087,7961,419
North America,Canada,None,2020-06-14,101044,11923,2717,15152,8008,406,100348.0,8217.0,101044,11923,2717,15152,8008,406,101044,11923,2717,15152,8008,406
North America,Canada,None,2020-06-15,101458,11567,2651,15213,8054,393,100707.0,8227.0,101458,11567,2651,15213,8054,393,101458,11567,2651,15213,8054,393
North America,Canada,None,2020-06-16,101851,11216,2587,15274,8096,381,101031.0,8270.0,101851,11216,2587,15274,8096,381,101851,11216,2587,15274,8096,381
North America,Canada,None,2020-06-17,102227,10869,2521,15330,8137,368,101435.0,8311.0,102227,10869,2521,15330,8137,368,102227,10869,2521,15330,8137,368
North America,Canada,None,2020-06-18,102584,10526,2456,15384,8178,356,101821.0,8360.0,102584,10526,2456,15384,8178,356,102584,10526,2456,15384,8178,356
North America,Canada,None,2020-06-19,102922,10191,2392,15433,8215,345,102258.0,8407.0,102922,10191,2392,15433,8215,345,102922,10191,2392,15433,8215,345
North America,Canada,None,2020-06-20,103250,9863,2329,15483,8252,333,102706.0,8465.0,103250,9863,2329,15483,8252,333,103250,9863,2329,15483,8252,333
North America,Canada,None,2020-06-21,103569,9549,2267,15530,8285,321,103022.0,8481.0,103569,9549,2267,15530,8285,321,103569,9549,2267,15530,8285,321
North America,Canada,None,2020-06-22,103889,9258,2209,15580,8320,311,103362.0,8493.0,103889,9258,2209,15580,8320,311,103889,9258,2209,15580,8320,311
North America,Canada,None,2020-06-23,104217,8992,2156,15627,8352,301,103711.0,8511.0,104217,8992,2156,15627,8352,301,104217,8992,2156,15627,8352,301
North America,Canada,None,2020-06-24,104556,8755,2105,15677,8382,293,104031.0,8543.0,104556,8755,2105,15677,8382,293,104556,8755,2105,15677,8382,293
North America,Canada,None,2020-06-25,104905,8539,2057,15731,8411,286,104407.0,8566.0,104905,8539,2057,15731,8411,286,104905,8539,2057,15731,8411,286
North America,Canada,None,2020-06-26,105252,8336,2014,15782,8440,279,104573.0,8570.0,105252,8336,2014,15782,8440,279,105252,8336,2014,15782,8440,279
North America,Canada,None,2020-06-27,105593,8140,1970,15835,8467,273,104822.0,8575.0,105593,8140,1970,15835,8467,273,105593,8140,1970,15835,8467,273
North America,Canada,None,2020-06-28,105925,7951,1929,15883,8495,266,105137.0,8581.0,105925,7951,1929,15883,8495,266,105925,7951,1929,15883,8495,266
North America,Canada,None,2020-06-29,106245,7759,1886,15932,8522,258,105774.0,8627.0,106245,7759,1886,15932,8522,258,106245,7759,1886,15932,8522,258
North America,Canada,None,2020-06-30,106557,7572,1843,15979,8547,251,106041.0,8649.0,106557,7572,1843,15979,8547,251,106557,7572,1843,15979,8547,251
North America,Canada,None,2020-07-01,106850,7381,1801,16023,8573,246,106232.0,8677.0,106850,7381,1801,16023,8573,246,106850,7381,1801,16023,8573,246
North America,Canada,None,2020-07-02,107133,7190,1760,16064,8595,239,106587.0,8699.0,107133,7190,1760,16064,8595,239,107133,7190,1760,16064,8595,239
North America,Canada,None,2020-07-03,107402,6997,1718,16106,8619,233,106906.0,8721.0,107402,6997,1718,16106,8619,233,107402,6997,1718,16106,8619,233
North America,Canada,None,2020-07-04,107659,6805,1675,16143,8640,225,107126.0,8731.0,107659,6805,1675,16143,8640,225,107659,6805,1675,16143,8640,225
North America,Canada,None,2020-07-05,107906,6618,1634,16182,8661,220,107333.0,8738.0,107906,6618,1634,16182,8661,220,107906,6618,1634,16182,8661,220
North America,Canada,None,2020-07-06,108143,6430,1594,16215,8680,213,107754.0,8747.0,108143,6430,1594,16215,8680,213,108143,6430,1594,16215,8680,213
North America,Canada,None,2020-07-07,108372,6246,1553,16249,8700,208,107962.0,8764.0,108372,6246,1553,16249,8700,208,108372,6246,1553,16249,8700,208
North America,Canada,None,2020-07-08,108594,6070,1513,16282,8718,201,108273.0,8785.0,108594,6070,1513,16282,8718,201,108594,6070,1513,16282,8718,201
North America,Canada,None,2020-07-09,108814,5903,1476,16317,8735,195,108594.0,8796.0,108814,5903,1476,16317,8735,195,108814,5903,1476,16317,8735,195
North America,Canada,None,2020-07-10,109037,5748,1441,16350,8753,189,108922.0,8810.0,109037,5748,1441,16350,8753,189,109037,5748,1441,16350,8753,189
North America,Canada,None,2020-07-11,109271,5615,1408,16386,8769,184,109088.0,8817.0,109271,5615,1408,16386,8769,184,109271,5615,1408,16386,8769,184
North America,Canada,None,2020-07-12,109525,5510,1381,16424,8785,180,109285.0,8828.0,109525,5510,1381,16424,8785,180,109525,5510,1381,16424,8785,180
North America,Canada,None,2020-07-13,109808,5438,1357,16466,8800,179,109920.0,8835.0,109808,5438,1357,16466,8800,179,109808,5438,1357,16466,8800,179
North America,Canada,None,2020-07-14,110129,5409,1342,16514,8814,179,110285.0,8844.0,110129,5409,1342,16514,8814,179,110129,5409,1342,16514,8814,179
North America,Canada,None,2020-07-15,110491,5422,1334,16569,8828,179,110628.0,8856.0,110491,5422,1334,16569,8828,179,110491,5422,1334,16569,8828,179
North America,Canada,None,2020-07-16,110896,5471,1333,16630,8843,182,111079.0,8874.0,110896,5471,1333,16630,8843,182,110896,5471,1333,16630,8843,182
North America,Canada,None,2020-07-17,111339,5558,1335,16695,8856,185,111492.0,8883.0,111339,5558,1335,16695,8856,185,111339,5558,1335,16695,8856,185
North America,Canada,None,2020-07-18,111816,5670,1343,16766,8871,190,111808.0,8891.0,111816,5670,1343,16766,8871,190,111816,5670,1343,16766,8871,190
North America,Canada,None,2020-07-19,112316,5800,1356,16842,8886,196,112101.0,8895.0,112316,5800,1356,16842,8886,196,112316,5800,1356,16842,8886,196
North America,Canada,None,2020-07-20,112839,5939,1370,16919,8900,201,112871.0,8901.0,112839,5939,1370,16919,8900,201,112839,5939,1370,16919,8900,201
North America,Canada,None,2020-07-21,113371,6081,1384,17001,8916,207,113406.0,8907.0,113371,6081,1384,17001,8916,207,113371,6081,1384,17001,8916,207
North America,Canada,None,2020-07-22,113910,6216,1398,17080,8933,212,113723.0,8912.0,113910,6216,1398,17080,8933,212,113910,6216,1398,17080,8933,212
North America,Canada,None,2020-07-23,114440,6340,1412,17161,8948,216,114331.0,8918.0,114440,6340,1412,17161,8948,216,114440,6340,1412,17161,8948,216
North America,Canada,None,2020-07-24,114962,6442,1424,17239,8966,222,115047.0,8922.0,114962,6442,1424,17239,8966,222,114962,6442,1424,17239,8966,222
North America,Canada,None,2020-07-25,115464,6524,1434,17316,8983,224,115402.0,8928.0,115464,6524,1434,17316,8983,224,115464,6524,1434,17316,8983,224
North America,Canada,None,2020-07-26,115947,6578,1437,17387,9001,226,115721.0,8933.0,115947,6578,1437,17387,9001,226,115947,6578,1437,17387,9001,226
North America,Canada,None,2020-07-27,116409,6610,1439,17457,9018,228,116403.0,8944.0,116409,6610,1439,17457,9018,228,116409,6610,1439,17457,9018,228
North America,Canada,None,2020-07-28,116849,6619,1437,17523,9037,227,116803.0,8956.0,116849,6619,1437,17523,9037,227,116849,6619,1437,17523,9037,227
North America,Canada,None,2020-07-29,117265,6602,1431,17585,9054,228,117289.0,8961.0,117265,6602,1431,17585,9054,228,117265,6602,1431,17585,9054,228
North America,Canada,None,2020-07-30,117659,6568,1424,17645,9071,227,117609.0,8973.0,117659,6568,1424,17645,9071,227,117659,6568,1424,17645,9071,227
North America,Canada,None,2020-07-31,118032,6513,1412,17699,9089,226,118213.0,8979.0,118032,6513,1412,17699,9089,226,118032,6513,1412,17699,9089,226
North America,Canada,None,2020-08-01,118387,6446,1398,17753,9106,223,118455.0,8985.0,118387,6446,1398,17753,9106,223,118387,6446,1398,17753,9106,223
North America,Canada,None,2020-08-02,118723,6365,1383,17804,9124,220,118700.0,8989.0,118723,6365,1383,17804,9124,220,118723,6365,1383,17804,9124,220
North America,Canada,None,2020-08-03,119043,6274,1366,17852,9140,215,118905.0,8994.0,119043,6274,1366,17852,9140,215,119043,6274,1366,17852,9140,215
North America,Canada,None,2020-08-04,119351,6174,1347,17897,9156,213,119591.0,9004.0,119351,6174,1347,17897,9156,213,119351,6174,1347,17897,9156,213
North America,Canada,None,2020-08-05,119645,6071,1330,17942,9172,208,119965.0,9009.0,119645,6071,1330,17942,9172,208,119645,6071,1330,17942,9172,208
North America,Canada,None,2020-08-06,119927,5962,1311,17986,9185,205,120319.0,9012.0,119927,5962,1311,17986,9185,205,119927,5962,1311,17986,9185,205
North America,Canada,None,2020-08-07,120197,5849,1289,18024,9200,201,120834.0,9016.0,120197,5849,1289,18024,9200,201,120197,5849,1289,18024,9200,201
North America,Canada,None,2020-08-08,120457,5733,1268,18064,9215,197,121079.0,9023.0,120457,5733,1268,18064,9215,197,120457,5733,1268,18064,9215,197
North America,Canada,None,2020-08-09,120706,5614,1247,18102,9228,192,121298.0,9027.0,120706,5614,1247,18102,9228,192,120706,5614,1247,18102,9228,192
North America,Canada,None,2020-08-10,120946,5492,1224,18137,9240,186,121984.0,9033.0,120946,5492,1224,18137,9240,186,120946,5492,1224,18137,9240,186
North America,Canada,None,2020-08-11,121173,5369,1202,18170,9253,183,122320.0,9037.0,121173,5369,1202,18170,9253,183,121173,5369,1202,18170,9253,183
North America,Canada,None,2020-08-12,121390,5241,1178,18205,9264,180,122629.0,9051.0,121390,5241,1178,18205,9264,180,121390,5241,1178,18205,9264,180
North America,Canada,None,2020-08-13,121597,5114,1154,18235,9275,175,123106.0,9062.0,121597,5114,1154,18235,9275,175,121597,5114,1154,18235,9275,175
North America,Canada,None,2020-08-14,121795,4984,1130,18263,9286,169,123531.0,9067.0,121795,4984,1130,18263,9286,169,121795,4984,1130,18263,9286,169
