Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
None,None,None,2020-10-16,7793109,578269,124748,1168889,216743,20010,715548.0,24846.0,7793109,216743,7793109,216743
None,None,None,2020-10-17,7824578,573296,123765,1173606,217312,19833,141579.0,9672.0,7793109,216743,26740022,805814
None,None,None,2020-10-18,7855698,568288,122772,1178270,217879,19656,,,7793109,216743,34606175,1050146
None,None,None,2020-10-19,7886453,563238,121773,1182886,218436,19477,,,7793109,216743,40648963,1237751
None,None,None,2020-10-20,7916866,558152,120770,1187453,218986,19296,,,7793109,216743,45747754,1395989
None,None,None,2020-10-21,7946971,553077,119757,1191965,219527,19112,,,7793109,216743,50243189,1535457
None,None,None,2020-10-22,7976797,548051,118756,1196440,220069,18938,,,7793109,216743,54309983,1661598
None,None,None,2020-10-23,8006352,543076,117758,1200874,220599,18763,,,7793109,216743,58051912,1777628
None,None,None,2020-10-24,8035586,538107,116760,1205258,221123,18591,,,7793109,216743,61536541,1885657
None,None,None,2020-10-25,8064506,533127,115762,1209593,221643,18410,,,7793109,216743,64810838,1987148
None,None,None,2020-10-26,8093098,528140,114756,1213887,222154,18236,,,7793109,216743,67908984,2083160
None,None,None,2020-10-27,8121392,523164,113752,1218128,222660,18064,,,7793109,216743,70856822,2174499
None,None,None,2020-10-28,8149441,518250,112759,1222336,223161,17887,,,7793109,216743,73674461,2261791
None,None,None,2020-10-29,8177249,513417,111776,1226509,223650,17717,,,7793109,216743,76377852,2345523
None,None,None,2020-10-30,8204812,508643,110799,1230645,224135,17554,,,7793109,216743,78979922,2426107
None,None,None,2020-10-31,8232114,503903,109831,1234738,224616,17385,,,7793109,216743,81491313,2503873
None,None,None,2020-11-01,8259144,499198,108863,1238791,225090,17223,,,7793109,216743,83920920,2579097
None,None,None,2020-11-02,8285950,494558,107903,1242812,225560,17057,,,7793109,216743,86276323,2652015
None,None,None,2020-11-03,8312547,490003,106963,1246800,226023,16897,,,7793109,216743,88563979,2722824
None,None,None,2020-11-04,8338989,485569,106037,1250770,226475,16744,,,7793109,216743,90789497,2791694
None,None,None,2020-11-05,8365272,481270,105127,1254712,226926,16598,,,7793109,216743,92957709,2858786
None,None,None,2020-11-06,8391401,477074,104241,1258632,227369,16451,,,7793109,216743,95072854,2924222
None,None,None,2020-11-07,8417361,472977,103372,1262525,227802,16308,,,7793109,216743,97138657,2988120
