"Continent","Country","Province","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Rate of Death","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Asia","Afghanistan","None","2020-03-27",1.8558835902514559,-26.71374404397858,1.472376451192484,14.48326791306829,0.07462514402545715,3.9002517340857183,0.12917571120260155
"Europe","Albania","None","2020-03-23",1.7854410768139115,-26.657091531825834,1.9204198570076327,12.005309113167844,0.07423777423761015,2.437848389743875,0.10694626710274897
"Africa","Algeria","None","2020-03-21",1.3970256437161142,-13.519427910112963,1.4916840756782372,6.1904907078484435,0.205357289141498,6.594275989689046,3.5358740732028147
"Europe","Andorra","None","2020-03-22",1.2831811248440403,-24.77969981616007,2.6367080254254507,6.346442548439947,0.06187660422067232,2.947536110000631,0.5279614184571538
"South America","Argentina","None","2020-03-20",0.7333912181021297,-11.154433747482061,0.6098191317018272,15.56660955523583,0.10726829760895451,3.7049028834177267,1.5591906923753187
"Asia","Armenia","None","2020-03-19",1.7662014112066826,-26.102587258291017,1.4563938505089873,11.784542061183352,0.028671760527424803,2.8979431646912763,0.0634527371669522
"Oceania","Australia","Australian Capital Territory","2020-04-09",0.7375656097876016,-33.27882538698775,3.952978086526706,17.285978375055368,0.0284838811465765,0.06150900333029291,0.06083436571301249
"Oceania","Australia","New South Wales","2020-03-14",1.3008027092458063,-4.774231661731071,3.946891869763773,15.937138457321087,0.014680758485910416,1.3518241665374182,5.788573179889329
"Oceania","Australia","Queensland","2020-03-19",0.46062610037328033,-13.901138536951835,3.618672892244591,14.780625306211997,0.008930345740253405,3.9941921671148646,1.0308945682602577
"Oceania","Australia","South Australia","2020-03-22",0.45625774284759385,-30.694064869526393,3.1809430596376203,13.860866857965547,0.012974866894480441,1.4509664811775993,1.5671557577751554
"Oceania","Australia","Tasmania","2020-04-09",0.6714284490639737,-24.48679340515574,2.3330608626184675,16.964572993355777,0.08186550322764544,0.651076782158124,0.35679153329720903
"Oceania","Australia","Victoria","2020-03-18",0.5123284752035354,-12.706853734122985,3.3801794966428798,17.229374441807085,0.01991462430360159,7.805341709185221,0.11959644984881272
"Oceania","Australia","Western Australia","2020-03-22",0.4724692917624628,-26.092615006232556,2.744242130286437,14.764952261164856,0.018464407649450943,2.6670326306191052,0.5576368745490885
"Europe","Austria","None","2020-03-08",1.5265916466536562,-3.400350041585804,3.1372349364772907,17.526026404733514,0.05439275780287081,13.23553350809544,6.71198148304845
"Asia","Azerbaijan","None","2020-03-26",1.151976858353122,-5.675206451833059,2.922953207245247,14.861795509642803,0.02426857777746805,4.511188111993909,0.6126095228644166
"Asia","Bahrain","None","2020-03-10",1.0012114725450552,-0.11435476035237117,0.6775075983475396,17.638253369160726,0.010241489408061168,0.1298283848273133,0.2541826316036937
"Asia","Bangladesh","None","2020-04-06",1.476731699223882,-0.9625051468851546,1.7085505357649284,11.18638288491762,0.1049979686961943,6.172997396549983,4.934775874201459
"Europe","Belarus","None","2020-03-30",1.2761557075016852,4.620379606434883,2.5484444446218943,17.745018908497254,0.03119389139962381,4.839397198924827,0.1164267780960366
